Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Ricky Ervins,42.0,32.0,252.0,0.0,7.9,6.0,1992
Daryl Johnston,38.0,32.0,249.0,2.0,7.8,6.6,1992
Barry Sanders,40.0,29.0,225.0,1.0,7.8,5.6,1992
Marcus Allen,44.0,28.0,277.0,1.0,9.9,6.3,1992
Rodney Hampton,38.0,28.0,215.0,0.0,7.7,5.7,1992
Merril Hoge,42.0,28.0,231.0,1.0,8.3,5.5,1992
Steve Smith,41.0,28.0,217.0,1.0,7.8,5.3,1992
Anthony McDowell,37.0,27.0,258.0,2.0,9.6,7.0,1992
Rodney Culver,35.0,26.0,210.0,2.0,8.1,6.0,1992
Leroy Hoard,48.0,26.0,310.0,1.0,11.9,6.5,1992
Roger Craig,30.0,22.0,164.0,0.0,7.5,5.5,1992
Leroy Thompson,29.0,22.0,278.0,0.0,12.6,9.6,1992
Reggie Cobb,25.0,21.0,156.0,0.0,7.4,6.2,1992
James Jones,38.0,21.0,190.0,0.0,9.0,5.0,1992
John Stephens,33.0,21.0,161.0,0.0,7.7,4.9,1992
Amp Lee,25.0,20.0,102.0,2.0,5.1,4.1,1992
Craig Heyward,25.0,19.0,159.0,0.0,8.4,6.4,1992
Robert Delpino,30.0,18.0,139.0,1.0,7.7,4.6,1992
David Lang,26.0,18.0,283.0,1.0,15.7,10.9,1992
Darren Lewis,27.0,18.0,175.0,0.0,9.7,6.5,1992
Heath Sherman,23.0,18.0,219.0,1.0,12.2,9.5,1992
Mark Higgs,20.0,16.0,142.0,0.0,8.9,7.1,1992
Freeman McNeil,25.0,16.0,154.0,0.0,9.6,6.2,1992
Chris Warren,28.0,16.0,134.0,0.0,8.4,4.8,1992
Kenneth Davis,18.0,15.0,80.0,0.0,5.3,4.4,1992
Eric Dickerson,22.0,14.0,85.0,1.0,6.1,3.9,1992
Johnny Johnson,19.0,14.0,103.0,0.0,7.4,5.4,1992
Edgar Bennett,14.0,13.0,93.0,0.0,7.2,6.6,1992
Kevin Mack,15.0,13.0,81.0,0.0,6.2,5.4,1992
Vai Sikahema,20.0,13.0,142.0,0.0,10.9,7.1,1992
Darrell Thompson,16.0,13.0,129.0,1.0,9.9,8.1,1992
Tommy Vardell,13.0,13.0,128.0,0.0,9.8,9.8,1992
Jon Vaughn,21.0,13.0,84.0,0.0,6.5,4.0,1992
Rod Bernstine,25.0,12.0,86.0,0.0,7.2,3.4,1992
Keith Jones,14.0,12.0,94.0,0.0,7.8,6.7,1992
Steve Broussard,16.0,11.0,96.0,1.0,8.7,6.0,1992
Jarrod Bunch,16.0,11.0,50.0,1.0,4.5,3.1,1992
Leonard Russell,14.0,11.0,24.0,0.0,2.2,1.7,1992
Gaston Green,13.0,10.0,79.0,0.0,7.9,6.1,1992
Marion Butts,11.0,9.0,73.0,0.0,8.1,6.6,1992
Vaughn Dunbar,14.0,9.0,62.0,0.0,6.9,4.4,1992
Stanford Jennings,16.0,9.0,69.0,1.0,7.7,4.3,1992
Barry Word,14.0,9.0,80.0,0.0,8.9,5.7,1992
Ivory Lee Brown,7.0,7.0,54.0,0.0,7.7,7.7,1992
Pat Chaffey,12.0,7.0,56.0,0.0,8.0,4.7,1992
Derrick Fenner,12.0,7.0,41.0,1.0,5.9,3.4,1992
Carwell Gardner,9.0,7.0,67.0,0.0,9.6,7.4,1992
Mark Green,9.0,7.0,85.0,0.0,12.1,9.4,1992
Blair Thomas,10.0,7.0,49.0,0.0,7.0,4.9,1992
Kevin Turner,11.0,7.0,52.0,2.0,7.4,4.7,1992
Eric Ball,17.0,6.0,66.0,2.0,11.0,3.9,1992
Buford McGee,8.0,6.0,60.0,0.0,10.0,7.5,1992
Kimble Anders,13.0,5.0,65.0,0.0,13.0,5.0,1992
Eric Bieniemy,7.0,5.0,49.0,0.0,9.8,7.0,1992
Ken Clark,8.0,5.0,46.0,0.0,9.2,5.8,1992
Alonzo Highsmith,5.0,5.0,28.0,0.0,5.6,5.6,1992
James Saxon,6.0,5.0,41.0,0.0,8.2,6.8,1992
Anthony Thompson,6.0,5.0,11.0,0.0,2.2,1.8,1992
Anthony Thompson,0.0,0.0,0.0,0.0,0.0,0.0,1992
Anthony Thompson,6.0,5.0,11.0,0.0,2.2,1.8,1992
Harvey Williams,7.0,5.0,24.0,0.0,4.8,3.4,1992
Keith Henderson,10.0,5.0,64.0,0.0,12.8,6.4,1992
Keith Henderson,3.0,1.0,4.0,0.0,4.0,1.3,1992
Keith Henderson,7.0,4.0,60.0,0.0,15.0,8.6,1992
Brad Baxter,10.0,4.0,32.0,0.0,8.0,3.2,1992
Nick Bell,6.0,4.0,40.0,0.0,10.0,6.7,1992
A.B. Brown,6.0,4.0,30.0,0.0,7.5,5.0,1992
Greg Lewis,4.0,4.0,30.0,0.0,7.5,7.5,1992
Tommie Agee,4.0,3.0,18.0,0.0,6.0,4.5,1992
Maurice Carthon,7.0,3.0,10.0,0.0,3.3,1.4,1992
Victor Jones,3.0,3.0,17.0,0.0,5.7,5.7,1992
Brian Mitchell,4.0,3.0,30.0,0.0,10.0,7.5,1992
Curvin Richards,3.0,3.0,8.0,0.0,2.7,2.7,1992
Randy Baldwin,2.0,2.0,30.0,0.0,15.0,15.0,1992
James Brooks,6.0,2.0,-1.0,0.0,-0.5,-0.2,1992
James Brooks,5.0,2.0,-1.0,0.0,-0.5,-0.2,1992
James Brooks,1.0,0.0,0.0,0.0,0.0,0.0,1992
Eddie Fuller,5.0,2.0,17.0,0.0,8.5,3.4,1992
Johnny Hector,3.0,2.0,13.0,0.0,6.5,4.3,1992
Bill Jones,5.0,2.0,6.0,0.0,3.0,1.2,1992
Marc Logan,2.0,2.0,17.0,0.0,8.5,8.5,1992
Rueben Mayes,5.0,2.0,13.0,0.0,6.5,2.6,1992
Napoleon McCallum,2.0,2.0,13.0,0.0,6.5,6.5,1992
Erric Pegram,3.0,2.0,25.0,0.0,12.5,8.3,1992
Bob Perryman,0.0,2.0,15.0,0.0,7.5,0.0,1992
Tony Smith,3.0,2.0,14.0,0.0,7.0,4.7,1992
Troy Stradford,2.0,2.0,15.0,0.0,7.5,7.5,1992
Troy Stradford,0.0,0.0,0.0,0.0,0.0,0.0,1992
Troy Stradford,2.0,2.0,15.0,0.0,7.5,7.5,1992
Ron Wolfley,4.0,2.0,8.0,1.0,4.0,2.0,1992
Gary Brown,2.0,1.0,5.0,0.0,5.0,2.5,1992
Dexter Carter,2.0,1.0,43.0,1.0,43.0,21.5,1992
Robert Green,1.0,1.0,5.0,0.0,5.0,5.0,1992
Fred McAfee,1.0,1.0,16.0,0.0,16.0,16.0,1992
Christian Okoye,4.0,1.0,5.0,0.0,5.0,1.3,1992
Mazio Royster,1.0,1.0,8.0,0.0,8.0,8.0,1992
Lewis Tillman,1.0,1.0,15.0,0.0,15.0,15.0,1992
Warren Williams,1.0,1.0,44.0,0.0,44.0,44.0,1992
Ottis Anderson,0.0,0.0,0.0,0.0,0.0,0.0,1992
Sheldon Canley,1.0,0.0,0.0,0.0,0.0,0.0,1992
Aaron Craver,4.0,0.0,0.0,0.0,0.0,0.0,1992
Derrick Gainer,0.0,0.0,0.0,0.0,0.0,0.0,1992
Sam Gash,2.0,0.0,0.0,0.0,0.0,0.0,1992
Scottie Graham,0.0,0.0,0.0,0.0,0.0,0.0,1992
Tracy Johnson,1.0,0.0,0.0,0.0,0.0,0.0,1992
Scott Lockwood,1.0,0.0,0.0,0.0,0.0,0.0,1992
Dexter McNabb,0.0,0.0,0.0,0.0,0.0,0.0,1992
Ostell Miles,0.0,0.0,0.0,0.0,0.0,0.0,1992
Darrin Nelson,2.0,0.0,0.0,0.0,0.0,0.0,1992
Bernie Parmalee,0.0,0.0,0.0,0.0,0.0,0.0,1992
Sammie Smith,0.0,0.0,0.0,0.0,0.0,0.0,1992
Ed Tillison,0.0,0.0,0.0,0.0,0.0,0.0,1992
Spencer Tillman,0.0,0.0,0.0,0.0,0.0,0.0,1992
