Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Breece Hall,95.0,76.0,591.0,4.0,7.8,6.2,2023
Alvin Kamara,86.0,75.0,466.0,1.0,6.2,5.4,2023
Christian McCaffrey,83.0,67.0,564.0,7.0,8.4,6.8,2023
Rachaad White,70.0,64.0,549.0,3.0,8.6,7.8,2023
Jaylen Warren,74.0,61.0,370.0,0.0,6.1,5.0,2023
Travis Etienne,73.0,58.0,476.0,1.0,8.2,6.5,2023
Bijan Robinson,86.0,58.0,487.0,4.0,8.4,5.7,2023
Tony Pollard,67.0,55.0,311.0,0.0,5.7,4.6,2023
Jahmyr Gibbs,71.0,52.0,316.0,1.0,6.1,4.5,2023
Joe Mixon,64.0,52.0,376.0,3.0,7.2,5.9,2023
Tyjae Spears,70.0,52.0,385.0,1.0,7.4,5.5,2023
Austin Ekeler,74.0,51.0,436.0,1.0,8.5,5.9,2023
Ezekiel Elliott,65.0,51.0,313.0,2.0,6.1,4.8,2023
Samaje Perine,56.0,50.0,455.0,0.0,9.1,8.1,2023
Antonio Gibson,59.0,48.0,389.0,2.0,8.1,6.6,2023
Javonte Williams,58.0,47.0,228.0,2.0,4.9,3.9,2023
James Cook,54.0,44.0,445.0,4.0,10.1,8.2,2023
Jerome Ford,63.0,44.0,319.0,5.0,7.3,5.1,2023
Isiah Pacheco,49.0,44.0,244.0,2.0,5.5,5.0,2023
Saquon Barkley,60.0,41.0,280.0,4.0,6.8,4.7,2023
Chuba Hubbard,44.0,39.0,233.0,0.0,6.0,5.3,2023
D'Andre Swift,49.0,39.0,214.0,1.0,5.5,4.4,2023
Rhamondre Stevenson,51.0,38.0,238.0,0.0,6.3,4.7,2023
Josh Jacobs,54.0,37.0,296.0,0.0,8.0,5.5,2023
Brian Robinson Jr.,43.0,36.0,368.0,4.0,10.2,8.6,2023
Roschon Johnson,40.0,34.0,209.0,0.0,6.1,5.2,2023
Zach Charbonnet,40.0,33.0,209.0,0.0,6.3,5.2,2023
Kyren Williams,48.0,32.0,206.0,3.0,6.4,4.3,2023
Jaleel McLaughlin,36.0,31.0,160.0,2.0,5.2,4.4,2023
Kenneth Gainwell,37.0,30.0,183.0,0.0,6.1,4.9,2023
Aaron Jones,43.0,30.0,233.0,1.0,7.8,5.4,2023
Alexander Mattison,44.0,30.0,192.0,3.0,6.4,4.4,2023
Devin Singletary,38.0,30.0,193.0,0.0,6.4,5.1,2023
Najee Harris,38.0,29.0,170.0,0.0,5.9,4.5,2023
Kenneth Walker III,37.0,29.0,259.0,1.0,8.9,7.0,2023
Derrick Henry,36.0,28.0,214.0,0.0,7.6,5.9,2023
Justice Hill,39.0,28.0,206.0,1.0,7.4,5.3,2023
De'Von Achane,37.0,27.0,197.0,3.0,7.3,5.3,2023
James Conner,33.0,27.0,165.0,2.0,6.1,5.0,2023
Zack Moss,37.0,27.0,192.0,2.0,7.1,5.2,2023
Miles Sanders,41.0,27.0,154.0,0.0,5.7,3.8,2023
Jerick McKinnon,32.0,25.0,192.0,4.0,7.7,6.0,2023
Raheem Mostert,32.0,25.0,175.0,3.0,7.0,5.5,2023
Michael Carter,31.0,24.0,101.0,1.0,4.2,3.3,2023
Michael Carter,20.0,15.0,68.0,0.0,4.5,3.4,2023
Michael Carter,11.0,9.0,33.0,1.0,3.7,3.0,2023
AJ Dillon,28.0,22.0,223.0,0.0,10.1,8.0,2023
Ty Chandler,25.0,21.0,159.0,0.0,7.6,6.4,2023
Emari Demercado,30.0,21.0,119.0,0.0,5.7,4.0,2023
Khalil Herbert,31.0,20.0,134.0,1.0,6.7,4.3,2023
Ameer Abdullah,24.0,19.0,131.0,0.0,6.9,5.5,2023
Jonathan Taylor,23.0,19.0,153.0,1.0,8.1,6.7,2023
Tyler Allgeier,23.0,18.0,193.0,1.0,10.7,8.4,2023
Jamaal Williams,20.0,18.0,62.0,0.0,3.4,3.1,2023
Matt Breida,21.0,17.0,88.0,0.0,5.2,4.2,2023
Rico Dowdle,22.0,17.0,144.0,2.0,8.5,6.5,2023
Clyde Edwards-Helaire,22.0,17.0,188.0,1.0,11.1,8.5,2023
Latavius Murray,22.0,17.0,119.0,0.0,7.0,5.4,2023
Salvon Ahmed,23.0,16.0,88.0,1.0,5.5,3.8,2023
David Montgomery,24.0,16.0,117.0,0.0,7.3,4.9,2023
Dalvin Cook,20.0,15.0,78.0,0.0,5.2,3.9,2023
Kareem Hunt,21.0,15.0,84.0,0.0,5.6,4.0,2023
Zamir White,19.0,15.0,98.0,0.0,6.5,5.2,2023
Chase Brown,15.0,14.0,156.0,1.0,11.1,10.4,2023
Chase Edmonds,17.0,14.0,81.0,0.0,5.8,4.8,2023
Kyle Juszczyk,17.0,14.0,119.0,2.0,8.5,7.0,2023
Jeff Wilson,17.0,14.0,85.0,0.0,6.1,5.0,2023
Alec Ingold,16.0,13.0,119.0,0.0,9.2,7.4,2023
Dameon Pierce,17.0,13.0,101.0,0.0,7.8,5.9,2023
Gus Edwards,13.0,12.0,180.0,0.0,15.0,13.8,2023
Cam Akers,12.0,11.0,70.0,0.0,6.4,5.8,2023
Cam Akers,0.0,0.0,0.0,0.0,0.0,0.0,2023
Cam Akers,12.0,11.0,70.0,0.0,6.4,5.8,2023
Andrew Beck,13.0,11.0,55.0,2.0,5.0,4.2,2023
D'Onta Foreman,16.0,11.0,77.0,1.0,7.0,4.8,2023
Patrick Taylor,17.0,11.0,49.0,0.0,4.5,2.9,2023
Darrell Henderson,14.0,10.0,103.0,0.0,10.3,7.4,2023
D'Ernest Johnson,12.0,10.0,140.0,0.0,14.0,11.7,2023
