Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Garrett Graham,39.0,28.0,263.0,3.0,9.4,6.7,2012
Mike Tolbert,39.0,27.0,268.0,0.0,9.9,6.9,2012
Willis McGahee,33.0,26.0,221.0,0.0,8.5,6.7,2012
Felix Jones,36.0,25.0,262.0,2.0,10.5,7.3,2012
Shaun Draughn,30.0,24.0,158.0,0.0,6.6,5.3,2012
Chris Ogbonnaya,32.0,24.0,187.0,0.0,7.8,5.8,2012
Daryl Richardson,36.0,24.0,163.0,0.0,6.8,4.5,2012
Ahmad Bradshaw,31.0,23.0,245.0,0.0,10.7,7.9,2012
Marshawn Lynch,30.0,23.0,196.0,1.0,8.5,6.5,2012
BenJarvus Green-Ellis,30.0,22.0,104.0,0.0,4.7,3.5,2012
Vonta Leach,24.0,21.0,143.0,0.0,6.8,6.0,2012
Knowshon Moreno,26.0,21.0,167.0,0.0,8.0,6.4,2012
Toby Gerhart,27.0,20.0,155.0,0.0,7.8,5.7,2012
Shonn Greene,30.0,19.0,151.0,0.0,7.9,5.0,2012
Rashad Jennings,26.0,19.0,130.0,0.0,6.8,5.0,2012
William Powell,25.0,19.0,132.0,0.0,6.9,5.3,2012
Isaac Redman,23.0,19.0,244.0,0.0,12.8,10.6,2012
Robert Turbin,23.0,19.0,181.0,0.0,9.5,7.9,2012
Michael Turner,30.0,19.0,128.0,1.0,6.7,4.3,2012
Charles Clay,33.0,18.0,212.0,2.0,11.8,6.4,2012
Jonathan Dwyer,25.0,18.0,106.0,0.0,5.9,4.2,2012
Alex Green,30.0,18.0,125.0,0.0,6.9,4.2,2012
Vick Ballard,27.0,17.0,152.0,1.0,8.9,5.6,2012
Bilal Powell,36.0,17.0,140.0,0.0,8.2,3.9,2012
LaRod Stephens-Howling,30.0,17.0,106.0,0.0,6.2,3.5,2012
Jonathan Stewart,23.0,17.0,157.0,1.0,9.2,6.8,2012
Mike Goodson,16.0,16.0,195.0,1.0,12.2,12.2,2012
Jackie Battle,15.0,15.0,108.0,1.0,7.2,7.2,2012
Will Johnson,26.0,15.0,137.0,1.0,9.1,5.3,2012
John Kuhn,18.0,15.0,148.0,0.0,9.9,8.2,2012
Evan Royster,23.0,15.0,109.0,0.0,7.3,4.7,2012
Daniel Thomas,22.0,15.0,156.0,0.0,10.4,7.1,2012
Cedric Benson,15.0,14.0,97.0,0.0,6.9,6.5,2012
Jed Collins,16.0,14.0,70.0,2.0,5.0,4.4,2012
Maurice Jones-Drew,18.0,14.0,86.0,1.0,6.1,4.8,2012
Chris Rainey,22.0,14.0,60.0,0.0,4.3,2.7,2012
Danny Ware,20.0,14.0,100.0,0.0,7.1,5.0,2012
Bryce Brown,19.0,13.0,56.0,0.0,4.3,2.9,2012
Michael Robinson,15.0,13.0,126.0,2.0,9.7,8.4,2012
Lawrence Vickers,15.0,13.0,104.0,0.0,8.0,6.9,2012
DeAngelo Williams,20.0,13.0,187.0,2.0,14.4,9.4,2012
Curtis Brinkley,15.0,12.0,77.0,0.0,6.4,5.1,2012
Andre Brown,17.0,12.0,86.0,0.0,7.2,5.1,2012
Bruce Miller,13.0,12.0,84.0,0.0,7.0,6.5,2012
Henry Hynoski,15.0,11.0,50.0,1.0,4.5,3.3,2012
Greg Jones,14.0,11.0,64.0,0.0,5.8,4.6,2012
Jorvorskie Lane,12.0,11.0,79.0,1.0,7.2,6.6,2012
Brian Leonard,15.0,11.0,67.0,0.0,6.1,4.5,2012
Alfred Morris,16.0,11.0,77.0,0.0,7.0,4.8,2012
Ben Tate,11.0,11.0,49.0,0.0,4.5,4.5,2012
Peyton Hillis,14.0,10.0,62.0,0.0,6.2,4.4,2012
Ronnie Hillman,12.0,10.0,62.0,0.0,6.2,5.2,2012
Kevin Smith,16.0,10.0,79.0,1.0,7.9,4.9,2012
Donald Brown,13.0,9.0,93.0,0.0,10.3,7.2,2012
Michael Bush,11.0,9.0,83.0,0.0,9.2,7.5,2012
Kendall Hunter,12.0,9.0,60.0,0.0,6.7,5.0,2012
Rashard Mendenhall,10.0,9.0,62.0,1.0,6.9,6.2,2012
Cedric Peerman,9.0,9.0,85.0,0.0,9.4,9.4,2012
Le'Ron McClain,10.0,8.0,29.0,0.0,3.6,2.9,2012
Montell Owens,10.0,8.0,113.0,0.0,14.1,11.3,2012
Jeremy Stewart,8.0,8.0,62.0,0.0,7.8,7.8,2012
Shane Vereen,13.0,8.0,149.0,1.0,18.6,11.5,2012
Darrel Young,9.0,8.0,109.0,2.0,13.6,12.1,2012
Lance Ball,12.0,7.0,61.0,1.0,8.7,5.1,2012
Rhett Ellison,9.0,7.0,65.0,0.0,9.3,7.2,2012
Stanley Havili,12.0,7.0,43.0,0.0,6.1,3.6,2012
Roy Helu,7.0,7.0,45.0,0.0,6.4,6.4,2012
Jalen Parmele,9.0,7.0,60.0,0.0,8.6,6.7,2012
Bernard Pierce,11.0,7.0,47.0,0.0,6.7,4.3,2012
Ryan Williams,10.0,7.0,44.0,0.0,6.3,4.4,2012
Lance Dunbar,12.0,6.0,33.0,0.0,5.5,2.8,2012
Mark Ingram,10.0,6.0,29.0,0.0,4.8,2.9,2012
Stefan Logan,7.0,6.0,28.0,0.0,4.7,4.0,2012
Lamar Miller,8.0,6.0,45.0,0.0,7.5,5.6,2012
Mewelde Moore,8.0,6.0,77.0,1.0,12.8,9.6,2012
Stevan Ridley,14.0,6.0,51.0,0.0,8.5,3.6,2012
Travaris Cadet,8.0,5.0,44.0,0.0,8.8,5.5,2012
Quinn Johnson,8.0,5.0,40.0,0.0,8.0,5.0,2012
Anthony Sherman,8.0,5.0,39.0,0.0,7.8,4.9,2012
Baron Batch,5.0,4.0,31.0,0.0,7.8,6.2,2012
Tashard Choice,9.0,4.0,9.0,0.0,2.3,1.0,2012
Lex Hilliard,9.0,4.0,23.0,0.0,5.8,2.6,2012
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,2012
Lex Hilliard,9.0,4.0,23.0,0.0,5.8,2.6,2012
James Starks,6.0,4.0,31.0,0.0,7.8,5.2,2012
Phillip Tanner,5.0,4.0,41.0,0.0,10.3,8.2,2012
Leon Washington,8.0,4.0,31.0,0.0,7.8,3.9,2012
David Wilson,9.0,4.0,34.0,1.0,8.5,3.8,2012
Mike Cox,3.0,3.0,22.0,0.0,7.3,7.3,2012
Jerome Felton,4.0,3.0,35.0,0.0,11.7,8.8,2012
Justin Forsett,5.0,3.0,38.0,0.0,12.7,7.6,2012
LaMichael James,5.0,3.0,29.0,0.0,9.7,5.8,2012
Isaiah Pead,4.0,3.0,16.0,0.0,5.3,4.0,2012
Javon Ringer,5.0,3.0,12.0,0.0,4.0,2.4,2012
Keith Toston,4.0,3.0,41.0,0.0,13.7,10.3,2012
Anthony Allen,4.0,2.0,12.0,0.0,6.0,3.0,2012
Armando Allen,3.0,2.0,16.0,0.0,8.0,5.3,2012
Brandon Bolden,2.0,2.0,11.0,0.0,5.5,5.5,2012
Cyrus Gray,3.0,2.0,18.0,0.0,9.0,6.0,2012
Jonathan Grimes,2.0,2.0,7.0,0.0,3.5,3.5,2012
Montario Hardesty,5.0,2.0,16.0,0.0,8.0,3.2,2012
DuJuan Harris,2.0,2.0,17.0,0.0,8.5,8.5,2012
Chris Ivory,3.0,2.0,15.0,0.0,7.5,5.0,2012
Brandon Jackson,4.0,2.0,20.0,0.0,10.0,5.0,2012
Taiwan Jones,2.0,2.0,11.0,0.0,5.5,5.5,2012
Dion Lewis,2.0,2.0,24.0,0.0,12.0,12.0,2012
Alfonso Smith,3.0,2.0,21.0,0.0,10.5,7.0,2012
Keiland Williams,2.0,2.0,9.0,0.0,4.5,4.5,2012
Kahlil Bell,2.0,2.0,13.0,0.0,6.5,6.5,2012
Kahlil Bell,1.0,1.0,11.0,0.0,11.0,11.0,2012
Kahlil Bell,1.0,1.0,2.0,0.0,2.0,2.0,2012
Matt Asiata,1.0,1.0,2.0,0.0,2.0,2.0,2012
LeGarrette Blount,2.0,1.0,2.0,0.0,2.0,1.0,2012
Delone Carter,2.0,1.0,13.0,0.0,13.0,6.5,2012
Shaun Chapas,2.0,1.0,6.0,0.0,6.0,3.0,2012
Nate Eachus,3.0,1.0,19.0,0.0,19.0,6.3,2012
Ryan Grant,2.0,1.0,34.0,0.0,34.0,17.0,2012
Ryan Grant,0.0,0.0,0.0,0.0,0.0,0.0,2012
Ryan Grant,2.0,1.0,34.0,0.0,34.0,17.0,2012
Chris Gronkowski,1.0,1.0,11.0,0.0,11.0,11.0,2012
Jamie Harper,1.0,1.0,8.0,0.0,8.0,8.0,2012
Jacob Hester,1.0,1.0,7.0,0.0,7.0,7.0,2012
Robert Hughes,1.0,1.0,3.0,0.0,3.0,3.0,2012
Reagan Maui'a,1.0,1.0,7.0,0.0,7.0,7.0,2012
Corey McIntyre,2.0,1.0,9.0,0.0,9.0,4.5,2012
Joe McKnight,2.0,1.0,18.0,0.0,18.0,9.0,2012
Lousaka Polite,7.0,1.0,8.0,0.0,8.0,1.1,2012
Chris Pressley,3.0,1.0,1.0,1.0,1.0,0.3,2012
Will Ta'ufo'ou,1.0,1.0,5.0,0.0,5.0,5.0,2012
Marcus Thigpen,2.0,1.0,15.0,0.0,15.0,7.5,2012
Jordan Todman,1.0,1.0,0.0,0.0,0.0,0.0,2012
Beanie Wells,1.0,1.0,24.0,0.0,24.0,24.0,2012
John Conner,2.0,0.0,0.0,0.0,0.0,0.0,2012
John Conner,1.0,0.0,0.0,0.0,0.0,0.0,2012
John Conner,1.0,0.0,0.0,0.0,0.0,0.0,2012
Patrick DiMarco,1.0,0.0,0.0,0.0,0.0,0.0,2012
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,2012
Dan Herron,1.0,0.0,0.0,0.0,0.0,0.0,2012
Brandon Jacobs,0.0,0.0,0.0,0.0,0.0,0.0,2012
Kregg Lumpkin,2.0,0.0,0.0,0.0,0.0,0.0,2012
Owen Marecic,5.0,0.0,0.0,0.0,0.0,0.0,2012
Collin Mooney,0.0,0.0,0.0,0.0,0.0,0.0,2012
Richard Murphy,1.0,0.0,0.0,0.0,0.0,0.0,2012
Owen Schmitt,0.0,0.0,0.0,0.0,0.0,0.0,2012
Bernard Scott,0.0,0.0,0.0,0.0,0.0,0.0,2012
Da'Rel Scott,0.0,0.0,0.0,0.0,0.0,0.0,2012
Antone Smith,1.0,0.0,0.0,0.0,0.0,0.0,2012
Armond Smith,0.0,0.0,0.0,0.0,0.0,0.0,2012
Johnny White,0.0,0.0,0.0,0.0,0.0,0.0,2012
