Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Alvin Kamara,107.0,83.0,756.0,5.0,9.1,7.1,2020
J.D. McKissic,110.0,80.0,589.0,2.0,7.4,5.4,2020
Nyheim Hines,76.0,63.0,482.0,4.0,7.7,6.3,2020
Mike Davis,70.0,59.0,373.0,2.0,6.3,5.3,2020
Austin Ekeler,65.0,54.0,403.0,2.0,7.5,6.2,2020
David Montgomery,68.0,54.0,438.0,2.0,8.1,6.4,2020
Chase Edmonds,67.0,53.0,402.0,4.0,7.6,6.0,2020
Ezekiel Elliott,71.0,52.0,338.0,2.0,6.5,4.8,2020
James Robinson,60.0,49.0,344.0,3.0,7.0,5.7,2020
James White,62.0,49.0,375.0,1.0,7.7,6.0,2020
Giovani Bernard,59.0,47.0,355.0,3.0,7.6,6.0,2020
Aaron Jones,63.0,47.0,355.0,2.0,7.6,5.6,2020
D'Andre Swift,57.0,46.0,357.0,2.0,7.8,6.3,2020
Dalvin Cook,54.0,44.0,361.0,1.0,8.2,6.7,2020
Myles Gaskin,47.0,41.0,388.0,2.0,9.5,8.3,2020
Anthony Firkser,53.0,39.0,387.0,1.0,9.9,7.3,2020
Kareem Hunt,51.0,38.0,304.0,5.0,8.0,6.0,2020
Devin Singletary,50.0,38.0,269.0,0.0,7.1,5.4,2020
Chris Carson,46.0,37.0,287.0,4.0,7.8,6.2,2020
Clyde Edwards-Helaire,54.0,36.0,297.0,1.0,8.3,5.5,2020
Leonard Fournette,47.0,36.0,233.0,0.0,6.5,5.0,2020
Antonio Gibson,44.0,36.0,247.0,0.0,6.9,5.6,2020
Jonathan Taylor,39.0,36.0,299.0,1.0,8.3,7.7,2020
James Conner,43.0,35.0,215.0,0.0,6.1,5.0,2020
Josh Jacobs,45.0,33.0,238.0,0.0,7.2,5.3,2020
David Johnson,46.0,33.0,314.0,2.0,9.5,6.8,2020
Jerick McKinnon,46.0,33.0,253.0,1.0,7.7,5.5,2020
Melvin Gordon,44.0,32.0,158.0,1.0,4.9,3.6,2020
Jamaal Williams,35.0,31.0,236.0,1.0,7.6,6.7,2020
Kalen Ballage,37.0,29.0,166.0,0.0,5.7,4.5,2020
Kalen Ballage,10.0,9.0,67.0,0.0,7.4,6.7,2020
Kalen Ballage,27.0,20.0,99.0,0.0,5.0,3.7,2020
Duke Johnson,35.0,28.0,249.0,1.0,8.9,7.1,2020
Ronald Jones II,42.0,28.0,165.0,1.0,5.9,3.9,2020
Tony Pollard,40.0,28.0,193.0,1.0,6.9,4.8,2020
Miles Sanders,52.0,28.0,197.0,0.0,7.0,3.8,2020
Rex Burkhead,33.0,25.0,192.0,3.0,7.7,5.8,2020
Kenyan Drake,31.0,25.0,137.0,0.0,5.5,4.4,2020
Todd Gurley,35.0,25.0,164.0,0.0,6.6,4.7,2020
Brian Hill,30.0,25.0,199.0,0.0,8.0,6.6,2020
Boston Scott,36.0,25.0,212.0,1.0,8.5,5.9,2020
Malcolm Brown,33.0,23.0,162.0,0.0,7.0,4.9,2020
Joshua Kelley,23.0,23.0,148.0,0.0,6.4,6.4,2020
Latavius Murray,26.0,23.0,176.0,1.0,7.7,6.8,2020
Wayne Gallman,27.0,21.0,114.0,0.0,5.4,4.2,2020
Joe Mixon,26.0,21.0,138.0,1.0,6.6,5.3,2020
Chris Thompson,23.0,20.0,146.0,1.0,7.3,6.3,2020
Derrick Henry,31.0,19.0,114.0,0.0,6.0,3.7,2020
Justin Jackson,24.0,19.0,173.0,0.0,9.1,7.2,2020
Kerryon Johnson,26.0,19.0,187.0,1.0,9.8,7.2,2020
Kyle Juszczyk,29.0,19.0,202.0,4.0,10.6,7.0,2020
Dion Lewis,30.0,19.0,127.0,1.0,6.7,4.2,2020
Jalen Richard,23.0,19.0,138.0,0.0,7.3,6.0,2020
J.K. Dobbins,24.0,18.0,120.0,0.0,6.7,5.0,2020
Darrel Williams,26.0,18.0,116.0,0.0,6.4,4.5,2020
Devontae Booker,21.0,17.0,84.0,0.0,4.9,4.0,2020
DeeJay Dallas,20.0,17.0,111.0,1.0,6.5,5.6,2020
Christian McCaffrey,19.0,17.0,149.0,1.0,8.8,7.8,2020
Ito Smith,26.0,17.0,75.0,0.0,4.4,2.9,2020
Nick Chubb,18.0,16.0,150.0,0.0,9.4,8.3,2020
Frank Gore,19.0,16.0,89.0,0.0,5.6,4.7,2020
Darrell Henderson,24.0,16.0,159.0,1.0,9.9,6.6,2020
Carlos Hyde,20.0,16.0,93.0,0.0,5.8,4.7,2020
Ty Johnson,21.0,16.0,99.0,1.0,6.2,4.7,2020
Ty Johnson,1.0,0.0,0.0,0.0,0.0,0.0,2020
Ty Johnson,20.0,16.0,99.0,1.0,6.2,5.0,2020
Raheem Mostert,19.0,16.0,156.0,1.0,9.8,8.2,2020
Le'Veon Bell,20.0,16.0,138.0,0.0,8.6,6.9,2020
Le'Veon Bell,3.0,3.0,39.0,0.0,13.0,13.0,2020
Le'Veon Bell,17.0,13.0,99.0,0.0,7.6,5.8,2020
LeSean McCoy,19.0,15.0,101.0,0.0,6.7,5.3,2020
Zack Moss,18.0,14.0,95.0,1.0,6.8,5.3,2020
Alexander Mattison,15.0,13.0,125.0,1.0,9.6,8.3,2020
Jeff Wilson,28.0,13.0,133.0,3.0,10.2,4.8,2020
Royce Freeman,13.0,12.0,81.0,0.0,6.8,6.2,2020
Alec Ingold,17.0,12.0,110.0,1.0,9.2,6.5,2020
Jeremy McNichols,17.0,12.0,55.0,0.0,4.6,3.2,2020
Adrian Peterson,18.0,12.0,101.0,0.0,8.4,5.6,2020
Jordan Wilkins,16.0,12.0,105.0,0.0,8.8,6.6,2020
Salvon Ahmed,14.0,11.0,61.0,0.0,5.5,4.4,2020
Cam Akers,14.0,11.0,123.0,1.0,11.2,8.8,2020
Tyler Ervin,15.0,11.0,84.0,0.0,7.6,5.6,2020
La'Mical Perine,15.0,11.0,63.0,0.0,5.7,4.2,2020
Samaje Perine,12.0,11.0,66.0,0.0,6.0,5.5,2020
Keith Smith,15.0,11.0,59.0,0.0,5.4,3.9,2020
Patrick Laird,12.0,10.0,68.0,0.0,6.8,5.7,2020
Dare Ogunbowale,20.0,10.0,54.0,0.0,5.4,2.7,2020
Benny Snell Jr.,14.0,10.0,61.0,0.0,6.1,4.4,2020
Matt Breida,10.0,9.0,96.0,0.0,10.7,9.6,2020
Gus Edwards,13.0,9.0,129.0,0.0,14.3,9.9,2020
Travis Homer,10.0,9.0,90.0,1.0,10.0,9.0,2020
Devine Ozigbo,9.0,9.0,42.0,0.0,4.7,4.7,2020
Patrick Ricard,12.0,9.0,45.0,1.0,5.0,3.8,2020
Jaylen Samuels,14.0,9.0,46.0,0.0,5.1,3.3,2020
Rodney Smith,11.0,9.0,59.0,0.0,6.6,5.4,2020
Ameer Abdullah,9.0,8.0,58.0,2.0,7.3,6.4,2020
C.J. Ham,13.0,8.0,97.0,1.0,12.1,7.5,2020
Jakob Johnson,9.0,8.0,35.0,1.0,4.4,3.9,2020
Ryan Nall,9.0,8.0,67.0,1.0,8.4,7.4,2020
Troymaine Pope,10.0,8.0,42.0,0.0,5.3,4.2,2020
Devonta Freeman,10.0,7.0,58.0,0.0,8.3,5.8,2020
Jamycal Hasty,8.0,7.0,33.0,0.0,4.7,4.1,2020
Phillip Lindsay,14.0,7.0,28.0,0.0,4.0,2.0,2020
Sony Michel,9.0,7.0,114.0,1.0,16.3,12.7,2020
Darwin Thompson,11.0,7.0,65.0,1.0,9.3,5.9,2020
Josh Adams,8.0,6.0,29.0,0.0,4.8,3.6,2020
Saquon Barkley,9.0,6.0,60.0,0.0,10.0,6.7,2020
Tarik Cohen,9.0,6.0,41.0,0.0,6.8,4.6,2020
Mark Ingram,8.0,6.0,50.0,0.0,8.3,6.3,2020
Anthony McFarland Jr.,9.0,6.0,54.0,0.0,9.0,6.0,2020
Alex Armah,9.0,5.0,18.0,0.0,3.6,2.0,2020
Corey Clement,6.0,5.0,25.0,0.0,5.0,4.2,2020
Damien Harris,7.0,5.0,52.0,0.0,10.4,7.4,2020
Justice Hill,5.0,5.0,20.0,0.0,4.0,4.0,2020
Gabe Nabers,7.0,5.0,25.0,2.0,5.0,3.6,2020
C.J. Prosise,5.0,5.0,18.0,1.0,3.6,3.6,2020
Theo Riddick,6.0,5.0,43.0,0.0,8.6,7.2,2020
Ke'Shawn Vaughn,10.0,5.0,34.0,1.0,6.8,3.4,2020
Trayveon Williams,5.0,5.0,30.0,0.0,6.0,6.0,2020
DeAndre Washington,10.0,5.0,30.0,0.0,6.0,3.0,2020
DeAndre Washington,1.0,1.0,2.0,0.0,2.0,2.0,2020
DeAndre Washington,9.0,4.0,28.0,0.0,7.0,3.1,2020
Peyton Barber,7.0,4.0,12.0,0.0,3.0,1.7,2020
Khari Blasingame,5.0,4.0,39.0,0.0,9.8,7.8,2020
Michael Burton,4.0,4.0,28.0,0.0,7.0,7.0,2020
Tevin Coleman,5.0,4.0,34.0,0.0,8.5,6.8,2020
Jonathan Williams,4.0,4.0,21.0,0.0,5.3,5.3,2020
Trenton Cannon,3.0,3.0,16.0,0.0,5.3,5.3,2020
D'Ernest Johnson,4.0,3.0,14.0,0.0,4.7,3.5,2020
Marlon Mack,3.0,3.0,30.0,0.0,10.0,10.0,2020
Alfred Morris,4.0,3.0,19.0,1.0,6.3,4.8,2020
Reggie Bonnafon,2.0,2.0,18.0,1.0,9.0,9.0,2020
Mike Boone,2.0,2.0,10.0,0.0,5.0,5.0,2020
Chandler Cox,2.0,2.0,9.0,0.0,4.5,4.5,2020
AJ Dillon,2.0,2.0,21.0,0.0,10.5,10.5,2020
Darrynton Evans,4.0,2.0,27.0,1.0,13.5,6.8,2020
Reggie Gilliam,2.0,2.0,16.0,1.0,8.0,8.0,2020
Andy Janovich,5.0,2.0,13.0,0.0,6.5,2.6,2020
Lamar Miller,2.0,2.0,6.0,0.0,3.0,3.0,2020
Elijhaa Penny,3.0,2.0,20.0,0.0,10.0,6.7,2020
LeVante Bellamy,1.0,1.0,5.0,0.0,5.0,5.0,2020
Alex Collins,2.0,1.0,4.0,0.0,4.0,2.0,2020
D'Onta Foreman,1.0,1.0,5.0,1.0,5.0,5.0,2020
Cullen Gillaspia,1.0,1.0,6.0,0.0,6.0,6.0,2020
Dontrell Hilliard,1.0,1.0,2.0,0.0,2.0,2.0,2020
Jordan Howard,1.0,1.0,-3.0,0.0,-3.0,-3.0,2020
Jordan Howard,1.0,1.0,-3.0,0.0,-3.0,-3.0,2020
Jordan Howard,0.0,0.0,0.0,0.0,0.0,0.0,2020
Buddy Howell,2.0,1.0,3.0,0.0,3.0,1.5,2020
Jason Huntley,2.0,1.0,0.0,0.0,0.0,0.0,2020
Adrian Killins,1.0,1.0,2.0,0.0,2.0,2.0,2020
Bruce Miller,2.0,1.0,2.0,0.0,2.0,1.0,2020
Scottie Phillips,1.0,1.0,7.0,0.0,7.0,7.0,2020
Craig Reynolds,1.0,1.0,3.0,0.0,3.0,3.0,2020
Anthony Sherman,2.0,1.0,5.0,1.0,5.0,2.5,2020
J.J. Taylor,2.0,1.0,4.0,0.0,4.0,2.0,2020
Austin Walter,1.0,1.0,27.0,0.0,27.0,27.0,2020
Jonathan Ward,1.0,1.0,11.0,1.0,11.0,11.0,2020
Antonio Williams,1.0,1.0,20.0,0.0,20.0,20.0,2020
T.J. Yeldon,4.0,1.0,22.0,1.0,22.0,5.5,2020
Kenjon Barner,1.0,0.0,0.0,0.0,0.0,0.0,2020
Tony Brooks-James,0.0,0.0,0.0,0.0,0.0,0.0,2020
Rico Dowdle,0.0,0.0,0.0,0.0,0.0,0.0,2020
Taiwan Jones,2.0,0.0,0.0,0.0,0.0,0.0,2020
Tony Jones,0.0,0.0,0.0,0.0,0.0,0.0,2020
Qadree Ollison,0.0,0.0,0.0,0.0,0.0,0.0,2020
Rashaad Penny,0.0,0.0,0.0,0.0,0.0,0.0,2020
Senorise Perry,0.0,0.0,0.0,0.0,0.0,0.0,2020
Artavis Pierce,0.0,0.0,0.0,0.0,0.0,0.0,2020
Bo Scarbrough,0.0,0.0,0.0,0.0,0.0,0.0,2020
Dwayne Washington,0.0,0.0,0.0,0.0,0.0,0.0,2020
Dexter Williams,0.0,0.0,0.0,0.0,0.0,0.0,2020
