Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
De'Von Achane,87.0,78.0,592.0,6.0,7.6,6.8,2024
Alvin Kamara,89.0,68.0,543.0,2.0,8.0,6.1,2024
Bijan Robinson,72.0,61.0,431.0,1.0,7.1,6.0,2024
Breece Hall,76.0,57.0,483.0,3.0,8.5,6.4,2024
Chase Brown,65.0,54.0,360.0,4.0,6.7,5.5,2024
Jahmyr Gibbs,63.0,52.0,517.0,4.0,9.9,8.2,2024
Javonte Williams,70.0,52.0,346.0,0.0,6.7,4.9,2024
Aaron Jones,62.0,51.0,408.0,2.0,8.0,6.6,2024
Rachaad White,57.0,51.0,393.0,6.0,7.7,6.9,2024
James Conner,55.0,47.0,414.0,1.0,8.8,7.5,2024
Bucky Irving,52.0,47.0,392.0,0.0,8.3,7.5,2024
Kenneth Walker III,53.0,46.0,299.0,1.0,6.5,5.6,2024
Chuba Hubbard,54.0,43.0,171.0,1.0,4.0,3.2,2024
Zach Charbonnet,52.0,42.0,340.0,1.0,8.1,6.5,2024
Justice Hill,51.0,42.0,383.0,3.0,9.1,7.5,2024
D'Andre Swift,52.0,42.0,386.0,0.0,9.2,7.4,2024
Tony Pollard,57.0,41.0,238.0,0.0,5.8,4.2,2024
Ameer Abdullah,47.0,40.0,261.0,3.0,6.5,5.6,2024
Rico Dowdle,49.0,39.0,249.0,3.0,6.4,5.1,2024
Travis Etienne,52.0,39.0,254.0,0.0,6.5,4.9,2024
Tyrone Tracy Jr.,53.0,38.0,284.0,1.0,7.5,5.4,2024
Jaylen Warren,47.0,38.0,310.0,0.0,8.2,6.6,2024
Jerome Ford,43.0,37.0,225.0,0.0,6.1,5.2,2024
Najee Harris,48.0,36.0,283.0,0.0,7.9,5.9,2024
Josh Jacobs,43.0,36.0,342.0,1.0,9.5,8.0,2024
Alexander Mattison,48.0,36.0,294.0,1.0,8.2,6.1,2024
Joe Mixon,52.0,36.0,309.0,1.0,8.6,5.9,2024
David Montgomery,38.0,36.0,341.0,0.0,9.5,9.0,2024
Austin Ekeler,41.0,35.0,366.0,0.0,10.5,8.9,2024
Kyren Williams,40.0,34.0,182.0,2.0,5.4,4.6,2024
Saquon Barkley,43.0,33.0,278.0,2.0,8.4,6.5,2024
Rhamondre Stevenson,41.0,33.0,168.0,1.0,5.1,4.1,2024
James Cook,38.0,32.0,258.0,2.0,8.1,6.8,2024
J.K. Dobbins,38.0,32.0,153.0,0.0,4.8,4.0,2024
Tyjae Spears,35.0,30.0,224.0,1.0,7.5,6.4,2024
Samaje Perine,35.0,28.0,322.0,1.0,11.5,9.2,2024
Jaleel McLaughlin,27.0,24.0,76.0,2.0,3.2,2.8,2024
Miles Sanders,30.0,24.0,148.0,1.0,6.2,4.9,2024
Antonio Gibson,29.0,23.0,206.0,0.0,9.0,7.1,2024
Kareem Hunt,32.0,23.0,176.0,0.0,7.7,5.5,2024
Zack Moss,27.0,23.0,187.0,1.0,8.1,6.9,2024
Devin Singletary,24.0,21.0,119.0,0.0,5.7,5.0,2024
Brian Robinson Jr.,25.0,20.0,159.0,0.0,8.0,6.4,2024
Braelon Allen,27.0,19.0,148.0,1.0,7.8,5.5,2024
Derrick Henry,22.0,19.0,193.0,2.0,10.2,8.8,2024
Kyle Juszczyk,31.0,19.0,200.0,2.0,10.5,6.5,2024
Raheem Mostert,23.0,19.0,161.0,0.0,8.5,7.0,2024
Dare Ogunbowale,28.0,19.0,198.0,1.0,10.4,7.1,2024
Ty Johnson,25.0,18.0,284.0,3.0,15.8,11.4,2024
Jonathan Taylor,31.0,18.0,136.0,1.0,7.6,4.4,2024
Ray Davis,19.0,17.0,189.0,3.0,11.1,9.9,2024
Emari Demercado,20.0,16.0,104.0,0.0,6.5,5.2,2024
Kenneth Gainwell,22.0,16.0,116.0,0.0,7.3,5.3,2024
Roschon Johnson,20.0,16.0,104.0,0.0,6.5,5.2,2024
Trey Sermon,19.0,16.0,99.0,0.0,6.2,5.2,2024
Isaac Guerendo,16.0,15.0,152.0,0.0,10.1,9.5,2024
Christian McCaffrey,19.0,15.0,146.0,0.0,9.7,7.7,2024
Pierre Strong,22.0,14.0,104.0,0.0,7.4,4.7,2024
Cam Akers,18.0,14.0,68.0,3.0,4.9,3.8,2024
Cam Akers,7.0,4.0,16.0,1.0,4.0,2.3,2024
Cam Akers,11.0,10.0,52.0,2.0,5.2,4.7,2024
Tyler Allgeier,13.0,13.0,88.0,0.0,6.8,6.8,2024
Ezekiel Elliott,15.0,12.0,69.0,0.0,5.8,4.6,2024
D'Ernest Johnson,19.0,12.0,96.0,0.0,8.0,5.1,2024
Hunter Luepke,16.0,12.0,111.0,0.0,9.3,6.9,2024
Jordan Mims,18.0,12.0,71.0,0.0,5.9,3.9,2024
Isiah Pacheco,16.0,12.0,79.0,0.0,6.6,4.9,2024
Cordarrelle Patterson,14.0,12.0,80.0,1.0,6.7,5.7,2024
Chris Brooks,13.0,11.0,69.0,0.0,6.3,5.3,2024
Michael Carter,11.0,11.0,57.0,0.0,5.2,5.2,2024
Tyler Goodson,15.0,11.0,61.0,1.0,5.5,4.1,2024
Alec Ingold,12.0,11.0,96.0,0.0,8.7,8.0,2024
Jordan Mason,14.0,11.0,91.0,0.0,8.3,6.5,2024
Emanuel Wilson,14.0,11.0,48.0,1.0,4.4,3.4,2024
Michael Burton,10.0,10.0,65.0,1.0,6.5,6.5,2024
Eric Gray,11.0,10.0,82.0,0.0,8.2,7.5,2024
Jamycal Hasty,12.0,10.0,59.0,1.0,5.9,4.9,2024
Khalil Herbert,11.0,10.0,25.0,0.0,2.5,2.3,2024
Khalil Herbert,2.0,2.0,4.0,0.0,2.0,2.0,2024
Khalil Herbert,9.0,8.0,21.0,0.0,2.6,2.3,2024
Isaiah Davis,12.0,9.0,75.0,1.0,8.3,6.3,2024
Jeremy McNichols,12.0,9.0,27.0,0.0,3.0,2.3,2024
Sean Tucker,12.0,9.0,109.0,1.0,12.1,9.1,2024
Jamaal Williams,11.0,9.0,57.0,0.0,6.3,5.2,2024
Tank Bigsby,12.0,7.0,54.0,0.0,7.7,4.5,2024
Blake Corum,8.0,7.0,58.0,0.0,8.3,7.3,2024
Carson Steele,11.0,7.0,26.0,0.0,3.7,2.4,2024
Trey Benson,6.0,6.0,59.0,0.0,9.8,9.8,2024
Ty Chandler,6.0,6.0,42.0,0.0,7.0,7.0,2024
D'Onta Foreman,8.0,6.0,54.0,0.0,9.0,6.8,2024
Sincere McCormick,7.0,6.0,29.0,0.0,4.8,4.1,2024
Zamir White,8.0,6.0,30.0,0.0,5.0,3.8,2024
Nick Chubb,11.0,5.0,31.0,1.0,6.2,2.8,2024
Audric Estime,5.0,5.0,27.0,0.0,5.4,5.4,2024
C.J. Ham,6.0,5.0,35.0,0.0,7.0,5.8,2024
Kendre Miller,8.0,5.0,33.0,0.0,6.6,4.1,2024
Ronnie Rivers,6.0,5.0,34.0,0.0,6.8,5.7,2024
Kimani Vidal,9.0,5.0,62.0,1.0,12.4,6.9,2024
Scott Matlock,5.0,4.0,28.0,0.0,7.0,5.6,2024
Will Shipley,4.0,4.0,35.0,0.0,8.8,8.8,2024
