Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Jerious Norwood,15.0,12.0,102.0,0.0,8.5,6.8,2006
Brandon Jacobs,14.0,11.0,149.0,0.0,13.5,10.6,2006
Maurice Morris,20.0,11.0,46.0,0.0,4.2,2.3,2006
Zack Crockett,17.0,10.0,53.0,0.0,5.3,3.1,2006
Nick Goings,15.0,10.0,107.0,1.0,10.7,7.1,2006
LaMont Jordan,16.0,10.0,74.0,0.0,7.4,4.6,2006
Mike Anderson,14.0,9.0,54.0,0.0,6.0,3.9,2006
B.J. Askew,12.0,9.0,50.0,0.0,5.6,4.2,2006
Michael Bennett,12.0,9.0,77.0,0.0,8.6,6.4,2006
Jerome Harrison,14.0,9.0,47.0,0.0,5.2,3.4,2006
Julius Jones,15.0,9.0,142.0,0.0,15.8,9.5,2006
Brandon Miree,13.0,9.0,57.0,0.0,6.3,4.4,2006
Chris Perry,11.0,9.0,42.0,0.0,4.7,3.8,2006
Michael Robinson,12.0,9.0,47.0,0.0,5.2,3.9,2006
J.J. Arrington,10.0,8.0,58.0,0.0,7.3,5.8,2006
Cedric Benson,10.0,8.0,54.0,0.0,6.8,5.4,2006
Shawn Bryson,9.0,8.0,98.0,1.0,12.3,10.9,2006
Jeff Dugan,13.0,8.0,40.0,1.0,5.0,3.1,2006
Jim Finn,13.0,8.0,54.0,0.0,6.8,4.2,2006
Dan Kreider,13.0,8.0,62.0,0.0,7.8,4.8,2006
Cecil Sapp,10.0,8.0,34.0,0.0,4.3,3.4,2006
Cory Schlesinger,11.0,8.0,36.0,0.0,4.5,3.3,2006
Terrelle Smith,11.0,8.0,21.0,0.0,2.6,1.9,2006
Kevan Barlow,10.0,7.0,21.0,0.0,3.0,2.1,2006
Heath Evans,9.0,7.0,34.0,1.0,4.9,3.8,2006
Madison Hedgecock,10.0,7.0,29.0,0.0,4.1,2.9,2006
Cedric Houston,8.0,7.0,43.0,0.0,6.1,5.4,2006
Kyle Johnson,11.0,7.0,37.0,1.0,5.3,3.4,2006
Daimon Shelton,10.0,7.0,35.0,0.0,5.0,3.5,2006
Jeremi Johnson,9.0,6.0,37.0,0.0,6.2,4.1,2006
Vonta Leach,7.0,6.0,61.0,1.0,10.2,8.7,2006
Vonta Leach,1.0,0.0,0.0,0.0,0.0,0.0,2006
Vonta Leach,6.0,6.0,61.0,1.0,10.2,10.2,2006
Adrian Peterson,6.0,6.0,88.0,0.0,14.7,14.7,2006
Marcel Shipp,11.0,6.0,60.0,0.0,10.0,5.5,2006
Lawrence Vickers,7.0,6.0,60.0,0.0,10.0,8.6,2006
Jason Wright,11.0,6.0,82.0,0.0,13.7,7.5,2006
Derrick Blaylock,9.0,5.0,29.0,0.0,5.8,3.2,2006
Jamaal Branch,6.0,5.0,14.0,1.0,2.8,2.3,2006
Aveion Cason,10.0,5.0,26.0,0.0,5.2,2.6,2006
Reno Mahe,6.0,5.0,23.0,0.0,4.6,3.8,2006
Moran Norris,7.0,5.0,36.0,2.0,7.2,5.1,2006
Justin Green,4.0,4.0,17.0,0.0,4.3,4.3,2006
Damien Nash,7.0,4.0,41.0,0.0,10.3,5.9,2006
Derrick Wimbush,5.0,4.0,23.0,0.0,5.8,4.6,2006
Darian Barnes,7.0,3.0,22.0,0.0,7.3,3.1,2006
Ciatrick Fason,5.0,3.0,19.0,0.0,6.3,3.8,2006
Fred McCrary,4.0,3.0,13.0,1.0,4.3,3.3,2006
Sean McHugh,5.0,3.0,25.0,0.0,8.3,5.0,2006
Travis Minor,3.0,3.0,2.0,0.0,0.7,0.7,2006
Chris Taylor,3.0,3.0,40.0,0.0,13.3,13.3,2006
Michael Turner,3.0,3.0,47.0,0.0,15.7,15.7,2006
Chris Brown,9.0,2.0,4.0,0.0,2.0,0.4,2006
Brian Calhoun,2.0,2.0,20.0,0.0,10.0,10.0,2006
Casey Cramer,2.0,2.0,8.0,0.0,4.0,4.0,2006
Ronnie Cruz,5.0,2.0,20.0,0.0,10.0,4.0,2006
T.J. Duckett,2.0,2.0,16.0,0.0,8.0,8.0,2006
Chris Hetherington,2.0,2.0,0.0,0.0,0.0,0.0,2006
James Hodgins,5.0,2.0,9.0,0.0,4.5,1.8,2006
Oliver Hoyte,2.0,2.0,10.0,0.0,5.0,5.0,2006
Patrick Pass,2.0,2.0,24.0,0.0,12.0,12.0,2006
Alvin Pearman,3.0,2.0,12.0,0.0,6.0,4.0,2006
Artose Pinner,4.0,2.0,15.0,0.0,7.5,3.8,2006
Lousaka Polite,8.0,2.0,21.0,0.0,10.5,2.6,2006
Dee Brown,1.0,1.0,5.0,0.0,5.0,5.0,2006
Earnest Graham,4.0,1.0,4.0,0.0,4.0,1.0,2006
Kay-Jay Harris,1.0,1.0,10.0,0.0,10.0,10.0,2006
John Kuhn,1.0,1.0,15.0,0.0,15.0,15.0,2006
Corey McIntyre,2.0,1.0,10.0,0.0,10.0,5.0,2006
Josh Parry,2.0,1.0,11.0,0.0,11.0,5.5,2006
Eric Shelton,1.0,1.0,6.0,0.0,6.0,6.0,2006
Jerald Sowell,1.0,1.0,6.0,0.0,6.0,6.0,2006
Rich Alexis,0.0,0.0,0.0,0.0,0.0,0.0,2006
Ran Carthon,0.0,0.0,0.0,0.0,0.0,0.0,2006
Rock Cartwright,0.0,0.0,0.0,0.0,0.0,0.0,2006
Cedric Cobbs,0.0,0.0,0.0,0.0,0.0,0.0,2006
Lamar Gordon,0.0,0.0,0.0,0.0,0.0,0.0,2006
Marlion Jackson,0.0,0.0,0.0,0.0,0.0,0.0,2006
Keylon Kincade,0.0,0.0,0.0,0.0,0.0,0.0,2006
Fred McAfee,0.0,0.0,0.0,0.0,0.0,0.0,2006
Ryan Moats,1.0,0.0,0.0,0.0,0.0,0.0,2006
Chad Morton,0.0,0.0,0.0,0.0,0.0,0.0,2006
Andrew Pinnock,0.0,0.0,0.0,0.0,0.0,0.0,2006
Cory Ross,1.0,0.0,0.0,0.0,0.0,0.0,2006
Derrick Ross,0.0,0.0,0.0,0.0,0.0,0.0,2006
Paul Smith,2.0,0.0,0.0,0.0,0.0,0.0,2006
Lee Suggs,1.0,0.0,13.0,0.0,0.0,13.0,2006
Tyson Thompson,0.0,0.0,0.0,0.0,0.0,0.0,2006
LaBrandon Toefield,0.0,0.0,0.0,0.0,0.0,0.0,2006
Stacy Tutt,2.0,0.0,0.0,0.0,0.0,0.0,2006
Marquis Weeks,0.0,0.0,0.0,0.0,0.0,0.0,2006
Shaud Williams,0.0,0.0,0.0,0.0,0.0,0.0,2006
Quincy Wilson,0.0,0.0,0.0,0.0,0.0,0.0,2006
