Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Craig Heyward,31.0,STL,FB,16.0,12.0,34.0,84.0,1.0,5.0,47.1,8.0,2.5,5.3,2.1,1.0,,1997
Vinny Testaverde,34.0,BAL,QB,13.0,13.0,34.0,138.0,0.0,13.0,38.2,16.0,4.1,10.6,2.6,11.0,,1997
Trent Dilfer,25.0,TAM,QB,16.0,16.0,33.0,99.0,1.0,8.0,39.4,17.0,3.0,6.2,2.1,9.0,PB,1997
Rich Gannon,32.0,KAN,QB,9.0,6.0,33.0,109.0,2.0,9.0,39.4,13.0,3.3,12.1,3.7,5.0,,1997
Marrio Grier,26.0,NWE,RB,16.0,0.0,33.0,75.0,1.0,4.0,27.3,12.0,2.3,4.7,2.1,0.0,,1997
Aaron Hayden,24.0,GNB,RB,14.0,0.0,32.0,148.0,1.0,6.0,46.9,21.0,4.6,10.6,2.3,0.0,,1997
Neil O'Donnell,31.0,NYJ,QB,15.0,14.0,32.0,36.0,1.0,7.0,25.0,19.0,1.1,2.4,2.1,9.0,,1997
Tommy Vardell,28.0,DET,FB,16.0,10.0,32.0,122.0,6.0,14.0,56.3,41.0,3.8,7.6,2.0,1.0,,1997
William Henderson,26.0,GNB,FB,16.0,14.0,31.0,113.0,0.0,11.0,51.6,15.0,3.6,7.1,1.9,1.0,,1997
Errict Rhett,27.0,TAM,RB,11.0,0.0,31.0,96.0,3.0,8.0,41.9,21.0,3.1,8.7,2.8,0.0,,1997
Rashaan Salaam,23.0,CHI,RB,3.0,3.0,31.0,112.0,0.0,4.0,32.3,17.0,3.6,37.3,10.3,2.0,,1997
Kenny Bynum,23.0,SDG,RB,13.0,0.0,30.0,97.0,0.0,5.0,30.0,19.0,3.2,7.5,2.3,0.0,,1997
Todd Collins,26.0,BUF,QB,14.0,13.0,30.0,77.0,0.0,3.0,16.7,11.0,2.6,5.5,2.1,10.0,,1997
Elvis Grbac,27.0,KAN,QB,10.0,10.0,30.0,168.0,1.0,14.0,56.7,20.0,5.6,16.8,3.0,1.0,,1997
Ron Rivers,26.0,DET,RB,16.0,0.0,29.0,166.0,1.0,6.0,48.3,31.0,5.7,10.4,1.8,0.0,,1997
Drew Bledsoe,25.0,NWE,QB,16.0,16.0,28.0,55.0,0.0,10.0,50.0,8.0,2.0,3.4,1.8,4.0,PB,1997
Larry Bowie,24.0,WAS,FB,15.0,12.0,28.0,100.0,2.0,8.0,53.6,18.0,3.6,6.7,1.9,2.0,,1997
Amp Lee,26.0,STL,RB,16.0,1.0,28.0,104.0,0.0,3.0,28.6,14.0,3.7,6.5,1.8,0.0,,1997
Lamont Warren,24.0,IND,RB,13.0,0.0,28.0,80.0,2.0,7.0,50.0,11.0,2.9,6.2,2.2,0.0,,1997
Erric Pegram,28.0,2TM,RB,15.0,0.0,28.0,95.0,2.0,5.0,35.7,18.0,3.4,6.3,1.9,1.0,,1997
Erric Pegram,28.0,SDG,RB,4.0,0.0,9.0,23.0,1.0,1.0,33.3,6.0,2.6,5.8,2.3,0.0,,1997
Erric Pegram,28.0,NYG,RB,11.0,0.0,19.0,72.0,1.0,4.0,36.8,18.0,3.8,6.5,1.7,1.0,,1997
Erik Kramer,33.0,CHI,QB,15.0,13.0,27.0,83.0,2.0,13.0,48.1,31.0,3.1,5.5,1.8,11.0,,1997
Kerry Collins,25.0,CAR,QB,13.0,13.0,26.0,65.0,1.0,6.0,26.9,21.0,2.5,5.0,2.0,8.0,,1997
Troy Aikman,31.0,DAL,QB,16.0,16.0,25.0,79.0,0.0,7.0,40.0,13.0,3.2,4.9,1.6,6.0,,1997
Gus Frerotte,26.0,WAS,QB,13.0,13.0,25.0,65.0,2.0,8.0,36.0,26.0,2.6,5.0,1.9,8.0,,1997
Derek Loville,29.0,DEN,RB,16.0,0.0,25.0,124.0,1.0,7.0,56.0,17.0,5.0,7.8,1.6,1.0,,1997
Tim Hall,23.0,OAK,RB,16.0,0.0,23.0,120.0,0.0,8.0,43.5,15.0,5.2,7.5,1.4,0.0,,1997
Rodney Hampton,28.0,NYG,RB,2.0,0.0,23.0,81.0,1.0,5.0,47.8,22.0,3.5,40.5,11.5,0.0,,1997
LeShon Johnson,26.0,ARI,RB,14.0,0.0,23.0,81.0,0.0,3.0,47.8,11.0,3.5,5.8,1.6,0.0,,1997
Brian Mitchell,29.0,WAS,RB,16.0,1.0,23.0,107.0,1.0,4.0,30.4,26.0,4.7,6.7,1.4,3.0,,1997
Derrick Cullors,25.0,NWE,RB,15.0,1.0,22.0,101.0,0.0,4.0,40.9,24.0,4.6,6.7,1.5,3.0,,1997
Darick Holmes,26.0,BUF,RB,13.0,0.0,22.0,106.0,2.0,11.0,63.6,19.0,4.8,8.2,1.7,1.0,,1997
Heath Shuler,26.0,NOR,QB,10.0,9.0,22.0,38.0,1.0,4.0,31.8,8.0,1.7,3.8,2.2,8.0,,1997
Moe Williams,23.0,MIN,RB,14.0,0.0,22.0,59.0,1.0,5.0,45.5,8.0,2.7,4.2,1.6,0.0,,1997
Richie Anderson,26.0,NYJ,FB,16.0,3.0,21.0,70.0,0.0,4.0,28.6,19.0,3.3,4.4,1.3,2.0,,1997
Eric Bieniemy,28.0,CIN,RB,16.0,0.0,21.0,97.0,1.0,3.0,19.0,20.0,4.6,6.1,1.3,2.0,,1997
Aaron Craver,29.0,SDG,FB,15.0,5.0,20.0,71.0,0.0,2.0,30.0,22.0,3.6,4.7,1.3,0.0,,1997
Dave Meggett,31.0,NWE,RB,16.0,2.0,20.0,60.0,1.0,0.0,0.0,10.0,3.0,3.8,1.3,2.0,,1997
Rick Mirer,27.0,CHI,QB,7.0,3.0,20.0,78.0,1.0,5.0,35.0,20.0,3.9,11.1,2.9,4.0,,1997
Randall Cunningham,34.0,MIN,QB,6.0,3.0,19.0,127.0,0.0,5.0,42.1,28.0,6.7,21.2,3.2,4.0,,1997
Dan Marino,36.0,MIA,QB,16.0,16.0,18.0,-14.0,0.0,0.0,0.0,1.0,-0.8,-0.9,1.1,8.0,,1997
Bernie Parmalee,30.0,MIA,RB,16.0,4.0,18.0,59.0,0.0,5.0,38.9,12.0,3.3,3.7,1.1,1.0,,1997
Kevin Turner,28.0,PHI,FB,16.0,10.0,18.0,96.0,0.0,5.0,61.1,29.0,5.3,6.0,1.1,1.0,,1997
Harvey Williams,30.0,OAK,FB,14.0,6.0,18.0,70.0,3.0,6.0,61.1,13.0,3.9,5.0,1.3,0.0,,1997
Dave Brown,27.0,NYG,QB,7.0,6.0,17.0,29.0,1.0,2.0,35.3,7.0,1.7,4.1,2.4,1.0,,1997
Jeff George,30.0,OAK,QB,16.0,16.0,17.0,44.0,0.0,3.0,17.6,12.0,2.6,2.8,1.1,7.0,,1997
Jerris McPhail,25.0,MIA,RB,14.0,1.0,17.0,146.0,1.0,6.0,52.9,71.0,8.6,10.4,1.2,1.0,,1997
Warren Moon,41.0,SEA,QB,15.0,14.0,17.0,40.0,1.0,3.0,29.4,17.0,2.4,2.7,1.1,7.0,PB,1997
Bobby Hoying,25.0,PHI,QB,7.0,6.0,16.0,78.0,0.0,2.0,37.5,30.0,4.9,11.1,2.3,7.0,,1997
Chuck Levy,25.0,SFO,RB,14.0,0.0,16.0,90.0,0.0,4.0,50.0,24.0,5.6,6.4,1.1,1.0,,1997
David Thompson,22.0,STL,RB,11.0,0.0,16.0,30.0,1.0,2.0,25.0,9.0,1.9,2.7,1.5,2.0,,1997
Danny Kanell,24.0,NYG,QB,16.0,10.0,15.0,2.0,0.0,2.0,20.0,8.0,0.1,0.1,0.9,6.0,,1997
Ty Detmer,30.0,PHI,QB,8.0,7.0,14.0,46.0,1.0,4.0,35.7,14.0,3.3,5.8,1.8,6.0,,1997
Jeff Hostetler,36.0,WAS,QB,6.0,3.0,14.0,28.0,0.0,2.0,21.4,11.0,2.0,4.7,2.3,3.0,,1997
Billy Joe Hobert,26.0,2TM,QB,7.0,4.0,14.0,43.0,0.0,3.0,28.6,15.0,3.1,6.1,2.0,3.0,,1997
Billy Joe Hobert,26.0,BUF,QB,2.0,0.0,2.0,7.0,0.0,0.0,0.0,7.0,3.5,3.5,1.0,1.0,,1997
Billy Joe Hobert,26.0,NOR,QB,5.0,4.0,12.0,36.0,0.0,3.0,33.3,15.0,3.0,7.2,2.4,2.0,,1997
Kent Graham,29.0,ARI,QB,8.0,6.0,13.0,23.0,2.0,7.0,53.8,10.0,1.8,2.9,1.6,5.0,,1997
Stan Humphries,32.0,SDG,QB,8.0,8.0,13.0,24.0,0.0,3.0,30.8,11.0,1.8,3.0,1.6,7.0,,1997
Fred McAfee,29.0,PIT,RB,14.0,0.0,13.0,41.0,0.0,1.0,38.5,9.0,3.2,2.9,0.9,1.0,,1997
Brian Milne,24.0,CIN,FB,16.0,16.0,13.0,32.0,2.0,3.0,38.5,5.0,2.5,2.0,0.8,0.0,,1997
Craig Whelihan,26.0,SDG,QB,9.0,7.0,13.0,29.0,0.0,3.0,30.8,7.0,2.2,3.2,1.4,7.0,,1997
Joe Aska,25.0,OAK,RB,7.0,0.0,12.0,10.0,0.0,1.0,25.0,4.0,0.8,1.4,1.7,0.0,,1997
Kevin Bouie,26.0,ARI,RB,5.0,0.0,11.0,26.0,0.0,2.0,45.5,6.0,2.4,5.2,2.2,0.0,,1997
Keith Byars,34.0,NWE,FB,16.0,8.0,11.0,24.0,0.0,4.0,45.5,5.0,2.2,1.5,0.7,1.0,,1997
David Palmer,25.0,MIN,WR,16.0,0.0,11.0,36.0,1.0,3.0,45.5,10.0,3.3,2.3,0.7,2.0,,1997
Alex Van Pelt,27.0,BUF,QB,6.0,3.0,11.0,33.0,1.0,2.0,27.3,9.0,3.0,5.5,1.8,3.0,,1997
Jim Druckenmiller,25.0,SFO,QB,4.0,1.0,10.0,-6.0,0.0,2.0,20.0,2.0,-0.6,-1.5,2.5,0.0,,1997
Clif Groce,25.0,IND,RB,7.0,0.0,10.0,66.0,0.0,3.0,30.0,29.0,6.6,9.4,1.4,0.0,,1997
Rob Johnson,24.0,JAX,QB,5.0,1.0,10.0,34.0,1.0,1.0,20.0,25.0,3.4,6.8,2.0,0.0,,1997
Jon Kitna,25.0,SEA,QB,3.0,1.0,10.0,9.0,1.0,2.0,20.0,8.0,0.9,3.0,3.3,1.0,,1997
Lorenzo Neal,27.0,NYJ,FB,16.0,3.0,10.0,28.0,0.0,2.0,50.0,8.0,2.8,1.8,0.6,0.0,,1997
Eric Zeier,25.0,BAL,QB,5.0,3.0,10.0,17.0,0.0,0.0,0.0,12.0,1.7,3.4,2.0,3.0,,1997
Ronnie Harmon,33.0,2TM,RB,12.0,0.0,10.0,36.0,0.0,3.0,40.0,14.0,3.6,3.0,0.8,0.0,,1997
Ronnie Harmon,33.0,TEN,RB,11.0,0.0,8.0,30.0,0.0,2.0,37.5,14.0,3.8,2.7,0.7,0.0,,1997
Ronnie Harmon,33.0,CHI,RB,1.0,0.0,2.0,6.0,0.0,1.0,50.0,4.0,3.0,6.0,2.0,0.0,,1997
Tony Carter,25.0,CHI,FB,16.0,10.0,9.0,56.0,0.0,3.0,33.3,16.0,6.2,3.5,0.6,0.0,,1997
Joey Galloway,26.0,SEA,WR,15.0,15.0,9.0,72.0,0.0,1.0,44.4,44.0,8.0,4.8,0.6,1.0,,1997
Howard Griffith,30.0,DEN,FB,15.0,13.0,9.0,34.0,0.0,2.0,66.7,9.0,3.8,2.3,0.6,0.0,,1997
Billy Joe Tolliver,31.0,2TM,QB,9.0,1.0,9.0,7.0,0.0,2.0,22.2,12.0,0.8,0.8,1.0,7.0,,1997
Billy Joe Tolliver,31.0,ATL,QB,6.0,1.0,7.0,8.0,0.0,2.0,28.6,12.0,1.1,1.3,1.2,6.0,,1997
Billy Joe Tolliver,31.0,KAN,QB,3.0,0.0,2.0,-1.0,0.0,0.0,0.0,,-0.5,-0.3,0.7,1.0,,1997
Boomer Esiason,36.0,CIN,QB,7.0,5.0,8.0,11.0,0.0,1.0,25.0,8.0,1.4,1.6,1.1,1.0,,1997
Fred McCrary,25.0,NOR,FB,7.0,0.0,8.0,15.0,0.0,0.0,37.5,8.0,1.9,2.1,1.1,0.0,,1997
Doug Nussmeier,27.0,NOR,QB,3.0,1.0,8.0,30.0,0.0,4.0,50.0,15.0,3.8,10.0,2.7,1.0,,1997
Rodney Peete,31.0,PHI,QB,5.0,3.0,8.0,37.0,0.0,6.0,75.0,16.0,4.6,7.4,1.6,5.0,,1997
Stoney Case,25.0,ARI,QB,3.0,1.0,7.0,8.0,1.0,2.0,28.6,3.0,1.1,2.7,2.3,3.0,,1997
Bob Christian,29.0,ATL,FB,16.0,12.0,7.0,8.0,0.0,1.0,14.3,3.0,1.1,0.5,0.4,3.0,,1997
Derrick Fenner,30.0,OAK,FB,9.0,7.0,7.0,24.0,0.0,1.0,42.9,7.0,3.4,2.7,0.8,1.0,,1997
Carwell Gardner,31.0,SDG,FB,5.0,2.0,7.0,20.0,0.0,1.0,28.6,5.0,2.9,4.0,1.4,0.0,,1997
Cory Schlesinger,25.0,DET,FB,16.0,2.0,7.0,11.0,0.0,0.0,14.3,4.0,1.6,0.7,0.4,0.0,,1997
Jerald Sowell,23.0,NYJ,FB,9.0,0.0,7.0,35.0,0.0,3.0,85.7,10.0,5.0,3.9,0.8,0.0,,1997
Duce Staley,22.0,PHI,RB,16.0,0.0,7.0,29.0,0.0,2.0,42.9,12.0,4.1,1.8,0.4,0.0,,1997
Mike Tomczak,35.0,PIT,QB,16.0,0.0,7.0,13.0,0.0,1.0,14.3,17.0,1.9,0.8,0.4,0.0,,1997
Rae Carruth,23.0,CAR,WR,15.0,14.0,6.0,23.0,0.0,1.0,50.0,6.0,3.8,1.5,0.4,2.0,,1997
Sam Gash,28.0,NWE,FB,16.0,5.0,6.0,10.0,0.0,0.0,0.0,4.0,1.7,0.6,0.4,0.0,,1997
Robert Green,27.0,MIN,RB,3.0,1.0,6.0,22.0,0.0,0.0,0.0,8.0,3.7,7.3,2.0,0.0,,1997
Paul Justin,29.0,IND,QB,8.0,4.0,6.0,2.0,0.0,1.0,16.7,3.0,0.3,0.3,0.8,1.0,,1997
Ray Lucas,25.0,NYJ,QB,5.0,0.0,6.0,55.0,0.0,5.0,83.3,17.0,9.2,11.0,1.2,0.0,,1997
Daimon Shelton,25.0,JAX,FB,13.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.7,0.3,0.5,1.0,,1997
Herschel Walker,35.0,DAL,FB,16.0,6.0,6.0,20.0,0.0,2.0,33.3,11.0,3.3,1.3,0.4,0.0,,1997
Steve Walsh,31.0,TAM,QB,12.0,0.0,6.0,-4.0,0.0,0.0,0.0,,-0.7,-0.3,0.5,1.0,,1997
Wade Wilson,38.0,DAL,QB,7.0,0.0,6.0,-2.0,0.0,0.0,0.0,3.0,-0.3,-0.3,0.9,0.0,,1997
Danny Wuerffel,23.0,NOR,QB,7.0,2.0,6.0,26.0,0.0,1.0,50.0,10.0,4.3,3.7,0.9,2.0,,1997
Reidel Anthony,21.0,TAM,WR,16.0,13.0,5.0,84.0,0.0,4.0,80.0,26.0,16.8,5.3,0.3,0.0,,1997
