Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Charlie Garner,111.0,91.0,941.0,4.0,10.3,8.5,2002
Marshall Faulk,102.0,80.0,537.0,2.0,6.7,5.3,2002
LaDainian Tomlinson,101.0,79.0,489.0,1.0,6.2,4.8,2002
Priest Holmes,81.0,70.0,672.0,3.0,9.6,8.3,2002
Tiki Barber,95.0,69.0,597.0,0.0,8.7,6.3,2002
Jamel White,86.0,63.0,452.0,0.0,7.2,5.3,2002
Edgerrin James,80.0,61.0,354.0,1.0,5.8,4.4,2002
Shaun Alexander,78.0,59.0,460.0,2.0,7.8,5.9,2002
Michael Pittman,86.0,59.0,477.0,0.0,8.1,5.5,2002
Ahman Green,74.0,57.0,393.0,2.0,6.9,5.3,2002
Duce Staley,69.0,51.0,541.0,3.0,10.6,7.8,2002
Warrick Dunn,66.0,50.0,377.0,2.0,7.5,5.7,2002
Curtis Martin,56.0,49.0,362.0,0.0,7.4,6.5,2002
Fred Taylor,57.0,49.0,408.0,0.0,8.3,7.2,2002
Garrison Hearst,69.0,48.0,317.0,1.0,6.6,4.6,2002
James Allen,57.0,47.0,302.0,0.0,6.4,5.3,2002
Jamal Lewis,60.0,47.0,442.0,1.0,9.4,7.4,2002
Deuce McAllister,74.0,47.0,352.0,3.0,7.5,4.8,2002
Ricky Williams,59.0,47.0,363.0,1.0,7.7,6.2,2002
James Stewart,70.0,46.0,333.0,2.0,7.2,4.8,2002
Richie Anderson,56.0,45.0,257.0,1.0,5.7,4.6,2002
Larry Centers,63.0,43.0,388.0,0.0,9.0,6.2,2002
Corey Dillon,61.0,43.0,298.0,0.0,6.9,4.9,2002
Travis Henry,59.0,43.0,309.0,1.0,7.2,5.2,2002
Amos Zereoue,53.0,42.0,341.0,0.0,8.1,6.4,2002
Marcel Shipp,49.0,38.0,413.0,3.0,10.9,8.4,2002
Michael Bennett,41.0,37.0,351.0,1.0,9.5,8.6,2002
Kevin Faulk,53.0,37.0,379.0,3.0,10.2,7.2,2002
Eddie George,46.0,36.0,255.0,2.0,7.1,5.5,2002
Mike Alstott,48.0,35.0,242.0,2.0,6.9,5.0,2002
Cory Schlesinger,54.0,35.0,263.0,0.0,7.5,4.9,2002
Rob Konrad,45.0,34.0,233.0,3.0,6.9,5.2,2002
Clinton Portis,49.0,33.0,364.0,2.0,11.0,7.4,2002
Kenny Watson,43.0,32.0,253.0,1.0,7.9,5.9,2002
Antowain Smith,42.0,31.0,243.0,2.0,7.8,5.8,2002
Lamar Gordon,38.0,30.0,278.0,2.0,9.3,7.3,2002
Moe Williams,43.0,27.0,251.0,0.0,9.3,5.8,2002
William Henderson,32.0,26.0,168.0,3.0,6.5,5.3,2002
Anthony Thomas,41.0,24.0,163.0,0.0,6.8,4.0,2002
Stephen Davis,33.0,23.0,142.0,1.0,6.2,4.3,2002
Marc Edwards,32.0,23.0,196.0,0.0,8.5,6.1,2002
Fred Beasley,32.0,22.0,152.0,1.0,6.9,4.8,2002
Fred McCrary,31.0,22.0,96.0,3.0,4.4,3.1,2002
Mack Strong,32.0,22.0,120.0,2.0,5.5,3.8,2002
Troy Hambrick,24.0,21.0,99.0,0.0,4.7,4.1,2002
Lorenzo Neal,29.0,21.0,133.0,1.0,6.3,4.6,2002
Thomas Jones,30.0,20.0,113.0,0.0,5.7,3.8,2002
Lamar Smith,26.0,20.0,167.0,0.0,8.4,6.4,2002
Aveion Cason,32.0,19.0,288.0,2.0,15.2,9.0,2002
Dorsey Levens,28.0,19.0,124.0,1.0,6.5,4.4,2002
Stanley Pritchett,27.0,19.0,165.0,1.0,8.7,6.1,2002
Mike Anderson,24.0,18.0,167.0,2.0,9.3,7.0,2002
Brandon Bennett,25.0,18.0,109.0,0.0,6.1,4.4,2002
Robert Edwards,23.0,18.0,126.0,1.0,7.0,5.5,2002
Tony Fisher,22.0,18.0,70.0,0.0,3.9,3.2,2002
Olandis Gary,20.0,18.0,148.0,0.0,8.2,7.4,2002
Nick Goings,29.0,18.0,91.0,0.0,5.1,3.1,2002
Dan Kreider,25.0,18.0,122.0,1.0,6.8,4.9,2002
Tony Richardson,23.0,18.0,125.0,1.0,6.9,5.4,2002
Dee Brown,33.0,17.0,86.0,1.0,5.1,2.6,2002
Brad Hoover,30.0,17.0,187.0,2.0,11.0,6.2,2002
LaMont Jordan,23.0,17.0,160.0,0.0,9.4,7.0,2002
Terry Kirby,22.0,17.0,115.0,1.0,6.8,5.2,2002
William Green,27.0,16.0,113.0,0.0,7.1,4.2,2002
Leon Johnson,27.0,16.0,125.0,0.0,7.8,4.6,2002
John Simon,17.0,16.0,167.0,3.0,10.4,9.8,2002
Emmitt Smith,24.0,16.0,89.0,0.0,5.6,3.7,2002
Bryan Johnson,19.0,15.0,114.0,0.0,7.6,6.0,2002
Joel Makovicka,19.0,15.0,81.0,3.0,5.4,4.3,2002
Cecil Martin,22.0,15.0,126.0,0.0,8.4,5.7,2002
Kevan Barlow,21.0,14.0,136.0,1.0,9.7,6.5,2002
Chester Taylor,22.0,14.0,129.0,2.0,9.2,5.9,2002
Bob Christian,24.0,13.0,174.0,0.0,13.4,7.3,2002
James Mungro,16.0,13.0,81.0,0.0,6.2,5.1,2002
Charles Stackhouse,18.0,13.0,88.0,3.0,6.8,4.9,2002
Aaron Stecker,16.0,13.0,69.0,0.0,5.3,4.3,2002
Michael Wiley,29.0,13.0,144.0,0.0,11.1,5.0,2002
Ladell Betts,17.0,12.0,154.0,0.0,12.8,9.1,2002
Robert Thomas,16.0,12.0,80.0,0.0,6.7,5.0,2002
Tyrone Wheatley,20.0,12.0,71.0,0.0,5.9,3.6,2002
Rock Cartwright,13.0,11.0,121.0,1.0,11.0,9.3,2002
Ron Dayne,12.0,11.0,49.0,0.0,4.5,4.1,2002
Stacey Mack,13.0,11.0,79.0,0.0,7.2,6.1,2002
Greg Comella,15.0,10.0,70.0,0.0,7.0,4.7,2002
Terrell Fletcher,17.0,10.0,62.0,0.0,6.2,3.6,2002
Robert Holcombe,11.0,10.0,91.0,0.0,9.1,8.3,2002
Alan Ricard,14.0,10.0,60.0,0.0,6.0,4.3,2002
Jon Ritchie,21.0,10.0,66.0,1.0,6.6,3.1,2002
T.J. Duckett,11.0,9.0,61.0,0.0,6.8,5.5,2002
James Hodgins,10.0,9.0,47.0,0.0,5.2,4.7,2002
Terrelle Smith,13.0,9.0,30.0,0.0,3.3,2.3,2002
Jerald Sowell,13.0,9.0,85.0,1.0,9.4,6.5,2002
Jonathan Wells,12.0,9.0,48.0,0.0,5.3,4.0,2002
Brian Westbrook,13.0,9.0,86.0,0.0,9.6,6.6,2002
Heath Evans,12.0,8.0,41.0,0.0,5.1,3.4,2002
Jerome Bettis,9.0,7.0,57.0,0.0,8.1,6.3,2002
Mike Green,10.0,7.0,57.0,1.0,8.1,5.7,2002
Nick Luchey,8.0,7.0,46.0,0.0,6.6,5.8,2002
Rondell Mealey,9.0,7.0,45.0,0.0,6.4,5.0,2002
Daimon Shelton,9.0,7.0,34.0,0.0,4.9,3.8,2002
Mike Cloud,9.0,6.0,48.0,0.0,8.0,5.3,2002
James Fenderson,10.0,6.0,38.0,0.0,6.3,3.8,2002
Jim Finn,9.0,6.0,31.0,0.0,5.2,3.4,2002
Rudi Johnson,10.0,6.0,34.0,0.0,5.7,3.4,2002
Jarrod Baxter,10.0,5.0,33.0,1.0,6.6,3.3,2002
Sean Bennett,6.0,5.0,37.0,0.0,7.4,6.2,2002
Derrick Blaylock,10.0,5.0,47.0,0.0,9.4,4.7,2002
Najeh Davenport,9.0,5.0,33.0,0.0,6.6,3.7,2002
Reuben Droughns,7.0,5.0,53.0,1.0,10.6,7.6,2002
Paul Smith,8.0,5.0,33.0,0.0,6.6,4.1,2002
Trung Canidate,6.0,4.0,31.0,0.0,7.8,5.2,2002
Jameel Cook,6.0,4.0,43.0,0.0,10.8,7.2,2002
Phillip Crosby,8.0,4.0,33.0,0.0,8.3,4.1,2002
Lamont Warren,12.0,4.0,56.0,2.0,14.0,4.7,2002
Damien Anderson,7.0,3.0,36.0,0.0,12.0,5.1,2002
Jesse Chatman,3.0,3.0,44.0,0.0,14.7,14.7,2002
Omar Easy,5.0,3.0,23.0,1.0,7.7,4.6,2002
Verron Haynes,7.0,3.0,10.0,0.0,3.3,1.4,2002
James Jackson,6.0,3.0,9.0,0.0,3.0,1.5,2002
Maurice Morris,3.0,3.0,25.0,0.0,8.3,8.3,2002
Sammy Morris,4.0,3.0,48.0,0.0,16.0,12.0,2002
Chad Morton,5.0,3.0,19.0,0.0,6.3,3.8,2002
Adrian Peterson,4.0,3.0,18.0,0.0,6.0,4.5,2002
Chris Fuamatu-Ma'afala,3.0,2.0,12.0,0.0,6.0,4.0,2002
Jay Graham,2.0,2.0,6.0,0.0,3.0,3.0,2002
Randy Jordan,4.0,2.0,19.0,0.0,9.5,4.8,2002
George Layne,2.0,2.0,11.0,0.0,5.5,5.5,2002
J.R. Redmond,3.0,2.0,5.0,0.0,2.5,1.7,2002
Stephen Trejo,4.0,2.0,13.0,0.0,6.5,3.3,2002
Shawn Bryson,3.0,1.0,9.0,0.0,9.0,3.0,2002
Rafael Cooper,3.0,1.0,4.0,0.0,4.0,1.3,2002
Chris Hetherington,2.0,1.0,2.0,0.0,2.0,1.0,2002
Delvin Joyce,2.0,1.0,5.0,0.0,5.0,2.5,2002
Jason McKie,1.0,1.0,7.0,0.0,7.0,7.0,2002
Detron Smith,1.0,1.0,14.0,0.0,14.0,14.0,2002
Travis Stephens,1.0,1.0,6.0,0.0,6.0,6.0,2002
Patrick Washington,3.0,1.0,5.0,0.0,5.0,1.7,2002
Ricky Williams,2.0,1.0,20.0,1.0,20.0,10.0,2002
R.J. Bowers,1.0,0.0,0.0,0.0,0.0,0.0,2002
Joe Burns,0.0,0.0,0.0,0.0,0.0,0.0,2002
Tony Carter,1.0,0.0,0.0,0.0,0.0,0.0,2002
Doug Chapman,1.0,0.0,0.0,0.0,0.0,0.0,2002
Zack Crockett,0.0,0.0,0.0,0.0,0.0,0.0,2002
Autry Denson,0.0,0.0,0.0,0.0,0.0,0.0,2002
Madre Hill,1.0,0.0,0.0,0.0,0.0,0.0,2002
Richard Huntley,0.0,0.0,0.0,0.0,0.0,0.0,2002
Travis Jervey,0.0,0.0,0.0,0.0,0.0,0.0,2002
Elvis Joseph,1.0,0.0,0.0,0.0,0.0,0.0,2002
Curtis Keaton,0.0,0.0,0.0,0.0,0.0,0.0,2002
Chris Massey,1.0,0.0,0.0,0.0,0.0,0.0,2002
Fred McAfee,0.0,0.0,0.0,0.0,0.0,0.0,2002
Dennis McKinley,1.0,0.0,0.0,0.0,0.0,0.0,2002
Travis Minor,0.0,0.0,0.0,0.0,0.0,0.0,2002
Joe Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,2002
Patrick Pass,0.0,0.0,0.0,0.0,0.0,0.0,2002
Rod Smart,0.0,0.0,0.0,0.0,0.0,0.0,2002
