Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Adrian Murrell,23.0,NYJ,RB,16.0,0.0,34.0,157.0,1.0,37.0,4.6,9.8,2.1,4.0,,1993
Eric Bieniemy,24.0,SDG,RB,16.0,0.0,33.0,135.0,1.0,12.0,4.1,8.4,2.1,1.0,,1993
Jarrod Bunch,25.0,NYG,FB,13.0,8.0,33.0,128.0,2.0,13.0,3.9,9.8,2.5,2.0,,1993
Jim McMahon,34.0,MIN,QB,12.0,12.0,33.0,96.0,0.0,16.0,2.9,8.0,2.8,4.0,,1993
Mazio Royster,23.0,TAM,RB,14.0,0.0,33.0,115.0,1.0,19.0,3.5,8.2,2.4,0.0,,1993
Troy Aikman,27.0,DAL,QB,14.0,14.0,32.0,125.0,0.0,20.0,3.9,8.9,2.3,7.0,"PB,AP MVP-5,AP OPoY-6",1993
Drew Bledsoe,21.0,NWE,QB,13.0,12.0,32.0,82.0,0.0,15.0,2.6,6.3,2.5,8.0,,1993
Wade Wilson,34.0,NOR,QB,14.0,14.0,31.0,230.0,0.0,44.0,7.4,16.4,2.2,9.0,,1993
T.J. Rubley,25.0,RAM,QB,9.0,7.0,29.0,102.0,0.0,13.0,3.5,11.3,3.2,4.0,,1993
Gary Anderson,32.0,TAM,RB,6.0,1.0,28.0,56.0,0.0,13.0,2.0,9.3,4.7,3.0,,1993
Phil Simms,38.0,NYG,QB,16.0,16.0,28.0,31.0,0.0,9.0,1.1,1.9,1.8,7.0,"PB,AP MVP-8",1993
Eric Dickerson,33.0,ATL,RB,4.0,2.0,26.0,91.0,0.0,10.0,3.5,22.8,6.5,0.0,,1993
Craig Erickson,24.0,TAM,QB,16.0,15.0,26.0,96.0,0.0,15.0,3.7,6.0,1.6,9.0,,1993
Neil O'Donnell,27.0,PIT,QB,16.0,15.0,26.0,111.0,0.0,27.0,4.3,6.9,1.6,5.0,,1993
Larry Centers,25.0,PHO,FB,16.0,9.0,25.0,152.0,0.0,33.0,6.1,9.5,1.6,1.0,,1993
Joe Montana,37.0,KAN,QB,11.0,11.0,25.0,64.0,0.0,17.0,2.6,5.8,2.3,1.0,PB,1993
Bobby Hebert,33.0,ATL,QB,14.0,12.0,24.0,49.0,0.0,14.0,2.0,3.5,1.7,11.0,PB,1993
Daryl Johnston,27.0,DAL,FB,16.0,16.0,24.0,74.0,3.0,11.0,3.1,4.6,1.5,1.0,PB,1993
Earnest Byner,31.0,WAS,RB,16.0,3.0,23.0,105.0,1.0,16.0,4.6,6.6,1.4,0.0,,1993
Bernie Kosar,30.0,2TM,QB,11.0,7.0,23.0,26.0,0.0,10.0,1.1,2.4,2.1,6.0,,1993
Bernie Kosar,30.0,CLE,QB,7.0,6.0,14.0,19.0,0.0,10.0,1.4,2.7,2.0,4.0,,1993
Bernie Kosar,30.0,DAL,QB,4.0,1.0,9.0,7.0,0.0,4.0,0.8,1.8,2.3,2.0,,1993
Steve Beuerlein,28.0,PHO,QB,16.0,14.0,22.0,45.0,0.0,20.0,2.0,2.8,1.4,8.0,,1993
Ostell Miles,23.0,CIN,RB,15.0,2.0,22.0,56.0,1.0,15.0,2.5,3.7,1.5,0.0,,1993
Rich Gannon,28.0,WAS,QB,8.0,4.0,21.0,88.0,1.0,12.0,4.2,11.0,2.6,3.0,,1993
Dave Krieg,35.0,KAN,QB,12.0,5.0,21.0,24.0,0.0,20.0,1.1,2.0,1.8,6.0,,1993
Scott Mitchell,25.0,MIA,QB,13.0,7.0,21.0,89.0,0.0,32.0,4.2,6.8,1.6,3.0,,1993
Lorenzo Neal,23.0,NOR,FB,2.0,2.0,21.0,175.0,1.0,74.0,8.3,87.5,10.5,1.0,,1993
Bubby Brister,31.0,PHI,QB,10.0,8.0,20.0,39.0,0.0,13.0,2.0,3.9,2.0,3.0,,1993
Carwell Gardner,27.0,BUF,FB,13.0,2.0,20.0,56.0,0.0,8.0,2.8,4.3,1.5,1.0,,1993
Jim Everett,30.0,RAM,QB,10.0,9.0,19.0,38.0,0.0,14.0,2.0,3.8,1.9,7.0,,1993
Tom Rathman,31.0,SFO,RB,8.0,4.0,19.0,80.0,3.0,19.0,4.2,10.0,2.4,0.0,,1993
Randy Baldwin,26.0,CLE,RB,14.0,0.0,18.0,61.0,0.0,11.0,3.4,4.4,1.3,2.0,,1993
Randall Cunningham,30.0,PHI,QB,4.0,4.0,18.0,110.0,1.0,26.0,6.1,27.5,4.5,3.0,,1993
Vinny Testaverde,30.0,CLE,QB,10.0,6.0,18.0,74.0,0.0,14.0,4.1,7.4,1.8,4.0,,1993
Robert Green,23.0,CHI,RB,16.0,0.0,15.0,29.0,0.0,10.0,1.9,1.8,0.9,0.0,,1993
Reggie Rivers,25.0,DEN,RB,16.0,2.0,15.0,50.0,1.0,14.0,3.3,3.1,0.9,0.0,,1993
Cody Carlson,30.0,HOU,QB,8.0,2.0,14.0,41.0,2.0,10.0,2.9,5.1,1.8,3.0,,1993
Charles Evans,26.0,MIN,RB,3.0,0.0,14.0,32.0,0.0,5.0,2.3,10.7,4.7,0.0,,1993
Vince Evans,38.0,RAI,QB,8.0,1.0,14.0,51.0,0.0,17.0,3.6,6.4,1.8,4.0,,1993
Jeff George,26.0,IND,QB,13.0,11.0,13.0,39.0,0.0,14.0,3.0,3.0,1.0,4.0,,1993
Steve Bono,31.0,SFO,QB,8.0,0.0,12.0,14.0,1.0,10.0,1.2,1.8,1.5,0.0,,1993
Randy Jordan,23.0,RAI,RB,10.0,2.0,12.0,33.0,0.0,12.0,2.8,3.3,1.2,2.0,,1993
Dwight Stone,29.0,PIT,WR,16.0,15.0,12.0,121.0,1.0,38.0,10.1,7.6,0.8,2.0,,1993
Tim Lester,25.0,RAM,FB,16.0,14.0,11.0,74.0,0.0,26.0,6.7,4.6,0.7,0.0,,1993
Ernie Thompson,24.0,KAN,RB,16.0,2.0,11.0,28.0,0.0,14.0,2.5,1.8,0.7,0.0,,1993
Nate Turner,24.0,BUF,TE,13.0,0.0,11.0,36.0,0.0,10.0,3.3,2.8,0.8,0.0,,1993
Dexter Carter,26.0,SFO,RB,16.0,0.0,10.0,72.0,1.0,50.0,7.2,4.5,0.6,5.0,,1993
John Friesz,26.0,SDG,QB,12.0,6.0,10.0,3.0,0.0,2.0,0.3,0.3,0.8,2.0,,1993
Erik Kramer,29.0,DET,QB,5.0,4.0,10.0,5.0,0.0,4.0,0.5,1.0,2.0,1.0,,1993
Kevin Mack,31.0,CLE,RB,4.0,0.0,10.0,33.0,1.0,7.0,3.3,8.3,2.5,0.0,,1993
Sean Salisbury,30.0,MIN,QB,11.0,4.0,10.0,-1.0,0.0,6.0,-0.1,-0.1,0.9,3.0,,1993
Jay Schroeder,32.0,CIN,QB,9.0,3.0,10.0,41.0,0.0,20.0,4.1,4.6,1.1,5.0,,1993
Derrick Gainer,27.0,DAL,RB,11.0,0.0,9.0,29.0,0.0,8.0,3.2,2.6,0.8,0.0,,1993
David Lang,25.0,RAM,RB,6.0,0.0,9.0,29.0,0.0,28.0,3.2,4.8,1.5,0.0,,1993
Dan Marino,32.0,MIA,QB,5.0,5.0,9.0,-4.0,1.0,4.0,-0.4,-0.8,1.8,4.0,,1993
Derrick Ned,24.0,NOR,FB,14.0,1.0,9.0,71.0,1.0,35.0,7.9,5.1,0.6,1.0,,1993
Kenyon Rasheed,23.0,NYG,FB,5.0,3.0,9.0,42.0,1.0,23.0,4.7,8.4,1.8,0.0,,1993
Andre Reed,29.0,BUF,WR,15.0,15.0,9.0,21.0,0.0,15.0,2.3,1.4,0.6,3.0,PB,1993
Mark Rypien,31.0,WAS,QB,12.0,10.0,9.0,4.0,3.0,5.0,0.4,0.3,0.8,7.0,,1993
Spencer Tillman,29.0,HOU,RB,15.0,0.0,9.0,94.0,0.0,34.0,10.4,6.3,0.6,0.0,,1993
