Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Larry Johnson,27.0,KAN,RB,16.0,16.0,416.0,1789.0,17.0,91.0,44.7,47.0,4.3,111.8,26.0,2.0,"PB,AP-1",2006
LaDainian Tomlinson,27.0,SDG,RB,16.0,16.0,348.0,1815.0,28.0,83.0,47.7,85.0,5.2,113.4,21.8,2.0,"PB,AP-1,AP MVP-1,AP OPoY-1",2006
Steven Jackson,23.0,STL,RB,16.0,16.0,346.0,1528.0,13.0,73.0,46.5,59.0,4.4,95.5,21.6,4.0,"PB,AP-2,AP OPoY-4",2006
Rudi Johnson,27.0,CIN,RB,16.0,15.0,341.0,1309.0,12.0,70.0,42.5,22.0,3.8,81.8,21.3,6.0,,2006
Edgerrin James,28.0,ARI,RB,16.0,16.0,337.0,1159.0,6.0,61.0,45.1,18.0,3.4,72.4,21.1,3.0,,2006
Willie Parker,26.0,PIT,RB,16.0,16.0,337.0,1494.0,13.0,72.0,44.5,76.0,4.4,93.4,21.1,7.0,PB,2006
Tiki Barber,31.0,NYG,RB,16.0,16.0,327.0,1662.0,5.0,79.0,47.1,55.0,5.1,103.9,20.4,3.0,PB,2006
Jamal Lewis,27.0,BAL,RB,16.0,16.0,314.0,1132.0,9.0,48.0,39.8,52.0,3.6,70.8,19.6,4.0,,2006
Frank Gore,23.0,SFO,RB,16.0,16.0,312.0,1695.0,8.0,67.0,46.5,72.0,5.4,105.9,19.5,6.0,"PB,AP-2",2006
Chester Taylor,27.0,MIN,RB,15.0,15.0,303.0,1216.0,6.0,54.0,43.6,95.0,4.0,81.1,20.2,5.0,,2006
Thomas Jones,28.0,CHI,RB,16.0,16.0,296.0,1210.0,6.0,63.0,47.3,30.0,4.1,75.6,18.5,1.0,,2006
Warrick Dunn,31.0,ATL,RB,16.0,16.0,286.0,1140.0,4.0,48.0,38.8,90.0,4.0,71.3,17.9,1.0,,2006
Travis Henry,28.0,TEN,RB,14.0,13.0,270.0,1211.0,7.0,50.0,42.6,70.0,4.5,86.5,19.3,3.0,AP CPoY-6,2006
