Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Derek Loville,31.0,DEN,RB,10.0,0.0,40.0,203.0,1.0,9.0,42.5,36.0,5.1,20.3,4.0,1.0,,1999
Brian Mitchell,31.0,WAS,RB,16.0,0.0,40.0,220.0,1.0,12.0,50.0,16.0,5.5,13.8,2.5,2.0,,1999
Jake Plummer,25.0,ARI,QB,12.0,11.0,39.0,121.0,2.0,16.0,35.9,17.0,3.1,10.1,3.3,7.0,,1999
Bob Christian,31.0,ATL,FB,16.0,14.0,38.0,174.0,5.0,15.0,55.3,33.0,4.6,10.9,2.4,1.0,,1999
Charles Evans,32.0,BAL,FB,16.0,10.0,38.0,134.0,0.0,8.0,36.8,12.0,3.5,8.4,2.4,0.0,,1999
Stoney Case,27.0,BAL,QB,10.0,4.0,36.0,141.0,3.0,11.0,38.9,28.0,3.9,14.1,3.6,2.0,,1999
Sedrick Irvin,21.0,DET,RB,14.0,0.0,36.0,133.0,4.0,10.0,50.0,51.0,3.7,9.5,2.6,2.0,,1999
De'Mond Parker,23.0,GNB,RB,11.0,0.0,36.0,184.0,2.0,11.0,44.4,26.0,5.1,16.7,3.3,1.0,,1999
Thurman Thomas,33.0,BUF,RB,5.0,3.0,36.0,152.0,0.0,10.0,52.8,31.0,4.2,30.4,7.2,0.0,,1999
Mike Cloud,24.0,KAN,RB,11.0,0.0,35.0,128.0,0.0,7.0,45.7,14.0,3.7,11.6,3.2,0.0,,1999
Trent Dilfer,27.0,TAM,QB,10.0,10.0,35.0,144.0,0.0,14.0,45.7,28.0,4.1,14.4,3.5,6.0,,1999
William Floyd,27.0,CAR,FB,16.0,16.0,35.0,78.0,3.0,7.0,37.1,16.0,2.2,4.9,2.2,1.0,,1999
Kent Graham,31.0,NYG,QB,9.0,9.0,35.0,132.0,1.0,14.0,40.0,17.0,3.8,14.7,3.9,4.0,,1999
Jon Kitna,27.0,SEA,QB,15.0,15.0,35.0,56.0,0.0,6.0,17.1,10.0,1.6,3.7,2.3,14.0,,1999
Peyton Manning,23.0,IND,QB,16.0,16.0,35.0,73.0,2.0,15.0,34.3,13.0,2.1,4.6,2.2,6.0,"PB,AP-2,AP MVP-2,AP OPoY-3",1999
Lamont Warren,26.0,NWE,RB,16.0,2.0,35.0,120.0,0.0,5.0,37.1,18.0,3.4,7.5,2.2,0.0,,1999
Jim Harbaugh,36.0,SDG,QB,14.0,12.0,34.0,126.0,0.0,11.0,29.4,16.0,3.7,9.0,2.4,12.0,,1999
James Allen,24.0,CHI,RB,12.0,3.0,32.0,119.0,0.0,7.0,43.8,13.0,3.7,9.9,2.7,0.0,,1999
Kimble Anders,33.0,KAN,RB,2.0,2.0,32.0,181.0,0.0,7.0,50.0,46.0,5.7,90.5,16.0,1.0,,1999
Cade McNown,22.0,CHI,QB,15.0,6.0,32.0,160.0,0.0,10.0,40.6,18.0,5.0,10.7,2.1,6.0,,1999
Lawrence Phillips,24.0,SFO,RB,8.0,0.0,30.0,144.0,2.0,8.0,46.7,68.0,4.8,18.0,3.8,2.0,,1999
Sean Bennett,24.0,NYG,RB,9.0,2.0,29.0,126.0,1.0,5.0,41.4,40.0,4.3,14.0,3.2,0.0,,1999
Basil Mitchell,24.0,GNB,RB,16.0,2.0,29.0,117.0,0.0,7.0,55.2,15.0,4.0,7.3,1.8,2.0,,1999
Charlie Batch,25.0,DET,QB,11.0,10.0,28.0,87.0,2.0,11.0,50.0,12.0,3.1,7.9,2.5,4.0,,1999
Autry Denson,23.0,MIA,RB,6.0,1.0,28.0,98.0,0.0,6.0,32.1,20.0,3.5,16.3,4.7,0.0,,1999
Brett Favre,30.0,GNB,QB,16.0,16.0,28.0,142.0,0.0,13.0,53.6,20.0,5.1,8.9,1.8,9.0,,1999
Damon Huard,26.0,MIA,QB,16.0,5.0,28.0,124.0,0.0,9.0,50.0,25.0,4.4,7.8,1.8,3.0,,1999
Steve Beuerlein,34.0,CAR,QB,16.0,16.0,27.0,124.0,2.0,7.0,48.1,16.0,4.6,7.8,1.7,12.0,PB,1999
Bernie Parmalee,32.0,NYJ,RB,16.0,0.0,27.0,133.0,0.0,7.0,40.7,18.0,4.9,8.3,1.7,0.0,,1999
Ahman Green,22.0,SEA,RB,14.0,0.0,26.0,120.0,0.0,12.0,53.8,21.0,4.6,8.6,1.9,2.0,,1999
Brad Johnson,31.0,WAS,QB,16.0,16.0,26.0,31.0,2.0,11.0,23.1,12.0,1.2,1.9,1.6,12.0,"PB,AP CPoY-2",1999
Billy Joe Tolliver,33.0,NOR,QB,10.0,7.0,26.0,142.0,3.0,13.0,53.8,33.0,5.5,14.2,2.6,4.0,,1999
Anthony Johnson,32.0,CAR,RB,16.0,0.0,25.0,72.0,0.0,6.0,40.0,23.0,2.9,4.5,1.6,1.0,,1999
Tony Banks,26.0,BAL,QB,12.0,10.0,24.0,93.0,0.0,8.0,41.7,12.0,3.9,7.8,2.0,11.0,,1999
Tremayne Stephens,23.0,SDG,RB,11.0,2.0,24.0,61.0,3.0,6.0,54.2,9.0,2.5,5.5,2.2,2.0,,1999
Moe Williams,25.0,MIN,RB,14.0,0.0,24.0,69.0,1.0,6.0,41.7,10.0,2.9,4.9,1.7,0.0,,1999
Tavian Banks,25.0,JAX,RB,8.0,1.0,23.0,82.0,0.0,3.0,30.4,21.0,3.6,10.3,2.9,0.0,,1999
Kurt Warner,28.0,STL,QB,16.0,16.0,23.0,92.0,1.0,10.0,34.8,22.0,4.0,5.8,1.4,9.0,"PB,AP-1,AP MVP-1,AP OPoY-2",1999
Troy Aikman,33.0,DAL,QB,14.0,14.0,21.0,10.0,1.0,7.0,14.3,7.0,0.5,0.7,1.5,8.0,,1999
Rick Mirer,29.0,NYJ,QB,8.0,6.0,21.0,89.0,1.0,6.0,28.6,12.0,4.2,11.1,2.6,3.0,,1999
Troy Davis,24.0,NOR,RB,16.0,2.0,20.0,32.0,0.0,2.0,25.0,7.0,1.6,2.0,1.3,1.0,,1999
Doug Pederson,31.0,PHI,QB,16.0,9.0,20.0,33.0,0.0,5.0,25.0,19.0,1.7,2.1,1.3,7.0,,1999
Jamal Anderson,27.0,ATL,RB,2.0,2.0,19.0,59.0,0.0,1.0,42.1,20.0,3.1,29.5,9.5,0.0,,1999
Kerry Collins,27.0,NYG,QB,10.0,7.0,19.0,36.0,2.0,7.0,36.8,11.0,1.9,3.6,1.9,11.0,,1999
Elvis Grbac,29.0,KAN,QB,16.0,16.0,19.0,10.0,0.0,2.0,0.0,8.0,0.5,0.6,1.2,7.0,,1999
Neil O'Donnell,33.0,TEN,QB,8.0,5.0,19.0,1.0,0.0,1.0,5.3,4.0,0.1,0.1,2.4,5.0,,1999
Akili Smith,24.0,CIN,QB,7.0,4.0,19.0,114.0,1.0,6.0,52.6,24.0,6.0,16.3,2.7,4.0,,1999
Shaun King,22.0,TAM,QB,6.0,5.0,18.0,38.0,0.0,5.0,44.4,8.0,2.1,6.3,3.0,4.0,,1999
Amos Zereoue,23.0,PIT,RB,8.0,0.0,18.0,48.0,0.0,4.0,44.4,8.0,2.7,6.0,2.3,0.0,,1999
Aaron Craver,31.0,NOR,FB,13.0,10.0,17.0,40.0,0.0,2.0,35.3,8.0,2.4,3.1,1.3,1.0,,1999
Howard Griffith,32.0,DEN,FB,16.0,16.0,17.0,66.0,1.0,6.0,64.7,13.0,3.9,4.1,1.1,0.0,,1999
Richie Anderson,28.0,NYJ,FB,16.0,9.0,16.0,84.0,0.0,4.0,37.5,16.0,5.3,5.3,1.0,0.0,,1999
Chris Chandler,34.0,ATL,QB,12.0,12.0,16.0,57.0,1.0,6.0,50.0,14.0,3.6,4.8,1.3,7.0,,1999
Jeff George,32.0,MIN,QB,12.0,10.0,16.0,41.0,0.0,4.0,18.8,17.0,2.6,3.4,1.3,8.0,AP CPoY-4,1999
Glyn Milburn,28.0,CHI,RB,16.0,1.0,16.0,102.0,1.0,5.0,37.5,49.0,6.4,6.4,1.0,4.0,"PB,AP-1",1999
Mike Tomczak,37.0,PIT,QB,16.0,5.0,16.0,19.0,0.0,4.0,25.0,17.0,1.2,1.2,1.0,3.0,,1999
Gus Frerotte,28.0,DET,QB,9.0,6.0,15.0,33.0,0.0,3.0,20.0,8.0,2.2,3.7,1.7,3.0,,1999
Terry Jackson,23.0,SFO,FB,16.0,0.0,15.0,75.0,0.0,3.0,53.3,11.0,5.0,4.7,0.9,1.0,,1999
Reggie Brown,26.0,SEA,FB,16.0,8.0,14.0,38.0,0.0,1.0,28.6,9.0,2.7,2.4,0.9,1.0,,1999
Robert Chancey,27.0,DAL,RB,3.0,0.0,14.0,57.0,0.0,3.0,57.1,11.0,4.1,19.0,4.7,0.0,,1999
Shane Matthews,29.0,CHI,QB,8.0,7.0,14.0,31.0,0.0,4.0,21.4,14.0,2.2,3.9,1.8,7.0,,1999
Dave Brown,29.0,ARI,QB,8.0,5.0,13.0,49.0,0.0,5.0,53.8,10.0,3.8,6.1,1.6,4.0,,1999
Larry Centers,31.0,WAS,FB,16.0,12.0,13.0,51.0,0.0,3.0,53.8,12.0,3.9,3.2,0.8,2.0,,1999
Keith Elias,27.0,IND,RB,14.0,0.0,13.0,28.0,0.0,1.0,23.1,8.0,2.2,2.0,0.9,0.0,,1999
Jay Fiedler,28.0,JAX,QB,7.0,1.0,13.0,26.0,0.0,3.0,30.8,15.0,2.0,3.7,1.9,1.0,,1999
Chris Howard,24.0,JAX,RB,12.0,0.0,13.0,55.0,0.0,3.0,46.2,22.0,4.2,4.6,1.1,0.0,,1999
Rocket Ismail,30.0,DAL,WR,16.0,14.0,13.0,110.0,1.0,7.0,61.5,27.0,8.5,6.9,0.8,1.0,,1999
Eric Bieniemy,30.0,PHI,RB,16.0,0.0,12.0,75.0,1.0,4.0,50.0,28.0,6.3,4.7,0.8,0.0,,1999
Billy Joe Hobert,28.0,NOR,QB,9.0,7.0,12.0,47.0,1.0,5.0,58.3,10.0,3.9,5.2,1.3,2.0,,1999
Jake Delhomme,24.0,NOR,QB,2.0,2.0,11.0,72.0,2.0,6.0,72.7,27.0,6.5,36.0,5.5,1.0,,1999
Lennox Gordon,21.0,BUF,RB,8.0,0.0,11.0,38.0,0.0,2.0,9.1,13.0,3.5,4.8,1.4,0.0,,1999
Steve Young,38.0,SFO,QB,3.0,3.0,11.0,57.0,0.0,3.0,45.5,14.0,5.2,19.0,3.7,2.0,,1999
Randall Cunningham,36.0,MIN,QB,6.0,6.0,10.0,58.0,0.0,7.0,70.0,14.0,5.8,9.7,1.7,2.0,,1999
Nick Luchey,22.0,CIN,FB,11.0,0.0,10.0,30.0,0.0,2.0,40.0,8.0,3.0,2.7,0.9,1.0,,1999
Tony Graziani,26.0,ATL,QB,11.0,3.0,9.0,11.0,0.0,1.0,11.1,10.0,1.2,1.0,0.8,4.0,,1999
Randy Jordan,29.0,OAK,RB,16.0,0.0,9.0,32.0,2.0,5.0,66.7,12.0,3.6,2.0,0.6,2.0,,1999
Rob Konrad,23.0,MIA,FB,15.0,9.0,9.0,16.0,0.0,4.0,44.4,5.0,1.8,1.1,0.6,3.0,,1999
Harold Shaw,25.0,NWE,RB,8.0,0.0,9.0,23.0,0.0,2.0,33.3,12.0,2.6,2.9,1.1,0.0,,1999
Clif Groce,27.0,CIN,FB,16.0,15.0,8.0,22.0,1.0,2.0,50.0,8.0,2.8,1.4,0.5,0.0,,1999
Rob Johnson,26.0,BUF,QB,2.0,1.0,8.0,61.0,0.0,3.0,62.5,25.0,7.6,30.5,4.0,0.0,,1999
George Jones,25.0,CLE,RB,6.0,0.0,8.0,15.0,0.0,0.0,0.0,9.0,1.9,2.5,1.3,0.0,,1999
Joel Makovicka,24.0,ARI,FB,16.0,10.0,8.0,7.0,0.0,0.0,12.5,7.0,0.9,0.4,0.5,1.0,,1999
Chris Miller,34.0,DEN,QB,3.0,3.0,8.0,40.0,0.0,3.0,50.0,13.0,5.0,13.3,2.7,2.0,,1999
Winslow Oliver,26.0,ATL,RB,14.0,0.0,8.0,32.0,0.0,1.0,12.5,10.0,4.0,2.3,0.6,2.0,,1999
Robert Thomas,25.0,DAL,FB,16.0,7.0,8.0,35.0,0.0,3.0,50.0,10.0,4.4,2.2,0.5,0.0,,1999
William Henderson,28.0,GNB,FB,16.0,13.0,7.0,29.0,2.0,2.0,57.1,10.0,4.1,1.8,0.4,1.0,,1999
James Hodgins,22.0,STL,FB,15.0,0.0,7.0,10.0,1.0,2.0,57.1,3.0,1.4,0.7,0.5,0.0,,1999
Stacey Mack,24.0,JAX,RB,12.0,0.0,7.0,40.0,0.0,2.0,28.6,19.0,5.7,3.3,0.6,0.0,,1999
Michael Westbrook,27.0,WAS,WR,16.0,16.0,7.0,35.0,0.0,3.0,57.1,12.0,5.0,2.2,0.4,3.0,AP CPoY-7,1999
Sedrick Shaw,26.0,2TM,RB,4.0,0.0,7.0,22.0,1.0,3.0,42.9,10.0,3.1,5.5,1.8,1.0,,1999
Sedrick Shaw,26.0,CLE,RB,3.0,0.0,3.0,2.0,0.0,1.0,33.3,3.0,0.7,0.7,1.0,1.0,,1999
Sedrick Shaw,26.0,CIN,RB,1.0,0.0,4.0,20.0,1.0,2.0,50.0,10.0,5.0,20.0,4.0,0.0,,1999
Edgar Bennett,30.0,CHI,RB,16.0,2.0,6.0,28.0,0.0,1.0,16.7,15.0,4.7,1.8,0.4,1.0,,1999
Ki-Jana Carter,26.0,CIN,RB,3.0,0.0,6.0,15.0,1.0,1.0,50.0,8.0,2.5,5.0,2.0,0.0,,1999
Tony Carter,27.0,NWE,FB,16.0,14.0,6.0,26.0,0.0,2.0,83.3,9.0,4.3,1.6,0.4,0.0,,1999
Ty Detmer,32.0,CLE,QB,5.0,2.0,6.0,38.0,1.0,5.0,83.3,11.0,6.3,7.6,1.2,0.0,,1999
Marc Edwards,25.0,CLE,FB,16.0,14.0,6.0,35.0,0.0,1.0,33.3,28.0,5.8,2.2,0.4,1.0,,1999
Chris Floyd,24.0,NWE,RB,13.0,0.0,6.0,12.0,0.0,0.0,16.7,6.0,2.0,0.9,0.5,0.0,,1999
Jason Garrett,33.0,DAL,QB,5.0,2.0,6.0,12.0,0.0,2.0,33.3,9.0,2.0,2.4,1.2,0.0,,1999
Matt Hasselbeck,24.0,GNB,QB,16.0,0.0,6.0,15.0,0.0,1.0,16.7,13.0,2.5,0.9,0.4,1.0,,1999
Travis Jervey,27.0,SFO,RB,8.0,0.0,6.0,49.0,1.0,2.0,50.0,33.0,8.2,6.1,0.8,0.0,,1999
Dan Marino,38.0,MIA,QB,11.0,11.0,6.0,-6.0,0.0,1.0,0.0,,-1.0,-0.5,0.5,5.0,,1999
Kevin Turner,30.0,PHI,FB,8.0,7.0,6.0,15.0,0.0,1.0,33.3,5.0,2.5,1.9,0.8,1.0,,1999
Tommy Vardell,30.0,SFO,RB,6.0,4.0,6.0,6.0,1.0,2.0,50.0,5.0,1.0,1.0,1.0,0.0,,1999
Jon Witman,27.0,PIT,FB,16.0,11.0,6.0,18.0,0.0,1.0,50.0,7.0,3.0,1.1,0.4,0.0,,1999
Rabih Abdullah,24.0,TAM,RB,15.0,1.0,5.0,12.0,0.0,1.0,20.0,10.0,2.4,0.8,0.3,0.0,,1999
John Avery,23.0,2TM,RB,7.0,0.0,5.0,21.0,0.0,2.0,40.0,11.0,4.2,3.0,0.7,0.0,,1999
John Avery,23.0,DEN,RB,6.0,0.0,5.0,21.0,0.0,2.0,40.0,11.0,4.2,3.5,0.8,0.0,,1999
