Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Larry Centers,119.0,101.0,962.0,2.0,9.5,8.1,1995
Derek Loville,110.0,87.0,662.0,3.0,7.6,6.0,1995
Amp Lee,95.0,71.0,558.0,1.0,7.9,5.9,1995
Adrian Murrell,100.0,71.0,465.0,2.0,6.5,4.7,1995
Terry Kirby,83.0,66.0,618.0,3.0,9.4,7.4,1995
Ronnie Harmon,88.0,63.0,673.0,5.0,10.7,7.6,1995
Emmitt Smith,78.0,62.0,375.0,0.0,6.0,4.8,1995
Ricky Watters,93.0,62.0,434.0,1.0,7.0,4.7,1995
Edgar Bennett,79.0,61.0,648.0,4.0,10.6,8.2,1995
Earnest Byner,84.0,61.0,494.0,2.0,8.1,5.9,1995
Todd McNair,84.0,60.0,501.0,1.0,8.4,6.0,1995
Marshall Faulk,74.0,56.0,475.0,3.0,8.5,6.4,1995
Kimble Anders,82.0,55.0,349.0,1.0,6.3,4.3,1995
Harvey Williams,60.0,54.0,375.0,0.0,6.9,6.3,1995
Dave Meggett,86.0,52.0,334.0,0.0,6.4,3.9,1995
Keith Byars,70.0,51.0,362.0,2.0,7.1,5.2,1995
Terrell Davis,82.0,49.0,367.0,1.0,7.5,4.5,1995
Dorsey Levens,57.0,48.0,434.0,4.0,9.0,7.6,1995
Barry Sanders,70.0,48.0,398.0,1.0,8.3,5.7,1995
William Floyd,62.0,47.0,348.0,1.0,7.4,5.6,1995
Eric Bieniemy,60.0,43.0,424.0,0.0,9.9,7.1,1995
Aaron Craver,57.0,43.0,369.0,1.0,8.6,6.5,1995
Tony Carter,57.0,40.0,329.0,1.0,8.2,5.8,1995
Bernie Parmalee,46.0,39.0,345.0,1.0,8.8,7.5,1995
Rodney Thomas,59.0,39.0,204.0,2.0,5.2,3.5,1995
Johnny Bailey,55.0,38.0,265.0,0.0,7.0,4.8,1995
Brian Mitchell,50.0,38.0,324.0,1.0,8.5,6.5,1995
Craig Heyward,46.0,37.0,350.0,2.0,9.5,7.6,1995
Derek Brown,49.0,35.0,266.0,1.0,7.6,5.4,1995
Derrick Fenner,45.0,35.0,252.0,3.0,7.2,5.6,1995
Chris Warren,50.0,35.0,247.0,1.0,7.1,4.9,1995
Terry Allen,40.0,31.0,232.0,1.0,7.5,5.8,1995
Herschel Walker,44.0,31.0,234.0,1.0,7.5,5.3,1995
Daryl Johnston,46.0,30.0,248.0,1.0,8.3,5.4,1995
Curtis Martin,50.0,30.0,261.0,1.0,8.7,5.2,1995
Bob Christian,35.0,29.0,255.0,1.0,8.8,7.3,1995
Garrison Hearst,47.0,29.0,243.0,1.0,8.4,5.2,1995
