Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Matt Forte,130.0,102.0,808.0,4.0,7.9,6.2,2014
Le'Veon Bell,105.0,83.0,854.0,3.0,10.3,8.1,2014
Fred Jackson,90.0,66.0,501.0,1.0,7.6,5.6,2014
DeMarco Murray,64.0,57.0,416.0,0.0,7.3,6.5,2014
Shane Vereen,77.0,52.0,447.0,3.0,8.6,5.8,2014
Andre Ellington,64.0,46.0,395.0,2.0,8.6,6.2,2014
Benny Cunningham,52.0,45.0,352.0,1.0,7.8,6.8,2014
Pierre Thomas,55.0,45.0,378.0,1.0,8.4,6.9,2014
Matt Asiata,63.0,44.0,312.0,1.0,7.1,5.0,2014
Justin Forsett,59.0,44.0,263.0,0.0,6.0,4.5,2014
Giovani Bernard,59.0,43.0,349.0,2.0,8.1,5.9,2014
Roy Helu,47.0,42.0,477.0,2.0,11.4,10.1,2014
Eddie Lacy,55.0,42.0,427.0,4.0,10.2,7.8,2014
Reggie Bush,56.0,40.0,253.0,0.0,6.3,4.5,2014
Jamaal Charles,59.0,40.0,291.0,5.0,7.3,4.9,2014
Darren Sproles,62.0,40.0,387.0,0.0,9.7,6.2,2014
Ahmad Bradshaw,47.0,38.0,300.0,6.0,7.9,6.4,2014
Travaris Cadet,51.0,38.0,296.0,1.0,7.8,5.8,2014
Arian Foster,59.0,38.0,327.0,5.0,8.6,5.5,2014
Lamar Miller,52.0,38.0,275.0,1.0,7.2,5.3,2014
Marshawn Lynch,48.0,37.0,367.0,4.0,9.9,7.6,2014
Marcel Reece,59.0,37.0,265.0,1.0,7.2,4.5,2014
Darren McFadden,56.0,36.0,212.0,0.0,5.9,3.8,2014
Branden Oliver,45.0,36.0,271.0,1.0,7.5,6.0,2014
C.J. Anderson,44.0,34.0,324.0,2.0,9.5,7.4,2014
Joique Bell,53.0,34.0,322.0,1.0,9.5,6.1,2014
Theo Riddick,50.0,34.0,316.0,4.0,9.3,6.3,2014
John Carlson,55.0,33.0,350.0,1.0,10.6,6.4,2014
Bobby Rainey,45.0,33.0,315.0,1.0,9.5,7.0,2014
Devonta Freeman,37.0,30.0,225.0,1.0,7.5,6.1,2014
Rashad Jennings,41.0,30.0,226.0,0.0,7.5,5.5,2014
Donald Brown,41.0,29.0,211.0,0.0,7.3,5.1,2014
Mark Ingram,36.0,29.0,145.0,0.0,5.0,4.0,2014
Jacquizz Rodgers,40.0,29.0,173.0,1.0,6.0,4.3,2014
LeSean McCoy,37.0,28.0,155.0,0.0,5.5,4.2,2014
Jeremy Hill,32.0,27.0,215.0,0.0,8.0,6.7,2014
Jerick McKinnon,41.0,27.0,135.0,0.0,5.0,3.3,2014
