Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Brian Westbrook,118.0,90.0,771.0,5.0,8.6,6.5,2007
Reggie Bush,98.0,73.0,417.0,2.0,5.7,4.3,2007
LaDainian Tomlinson,86.0,60.0,475.0,3.0,7.9,5.5,2007
Frank Gore,69.0,53.0,436.0,1.0,8.2,6.3,2007
Kenny Watson,67.0,52.0,374.0,0.0,7.2,5.6,2007
Adrian Peterson,65.0,51.0,420.0,0.0,8.2,6.5,2007
Earnest Graham,69.0,49.0,324.0,0.0,6.6,4.7,2007
Kevin Faulk,61.0,47.0,383.0,1.0,8.1,6.3,2007
Clinton Portis,60.0,47.0,389.0,0.0,8.3,6.5,2007
Marion Barber III,54.0,44.0,282.0,2.0,6.4,5.2,2007
Willis McGahee,49.0,43.0,231.0,1.0,5.4,4.7,2007
Joseph Addai,48.0,41.0,364.0,3.0,8.9,7.6,2007
Maurice Jones-Drew,55.0,40.0,407.0,0.0,10.2,7.4,2007
Ronnie Brown,46.0,39.0,389.0,1.0,10.0,8.5,2007
Leonard Weaver,52.0,39.0,313.0,0.0,8.0,6.0,2007
Steven Jackson,52.0,38.0,271.0,1.0,7.1,5.2,2007
Warrick Dunn,59.0,37.0,238.0,0.0,6.4,4.0,2007
Aaron Stecker,43.0,36.0,211.0,0.0,5.9,4.9,2007
Leon Washington,51.0,36.0,213.0,0.0,5.9,4.2,2007
Selvin Young,43.0,35.0,231.0,0.0,6.6,5.4,2007
Kevin Jones,44.0,32.0,197.0,0.0,6.2,4.5,2007
Ryan Grant,37.0,30.0,145.0,0.0,4.8,3.9,2007
Larry Johnson,41.0,30.0,186.0,1.0,6.2,4.5,2007
Brian Leonard,39.0,30.0,183.0,0.0,6.1,4.7,2007
Jamal Lewis,39.0,30.0,248.0,2.0,8.3,6.4,2007
Vernand Morency,39.0,30.0,199.0,0.0,6.6,5.1,2007
J.J. Arrington,39.0,29.0,241.0,1.0,8.3,6.2,2007
Chester Taylor,43.0,29.0,281.0,0.0,9.7,6.5,2007
Lorenzo Booker,36.0,28.0,237.0,0.0,8.5,6.6,2007
Thomas Jones,34.0,28.0,217.0,1.0,7.8,6.4,2007
LaMont Jordan,34.0,28.0,247.0,0.0,8.8,7.3,2007
Jerious Norwood,39.0,28.0,277.0,0.0,9.9,7.1,2007
Jesse Chatman,37.0,27.0,161.0,0.0,6.0,4.4,2007
Musa Smith,34.0,27.0,192.0,0.0,7.1,5.6,2007
Justin Griffith,36.0,26.0,165.0,1.0,6.3,4.6,2007
Michael Pittman,39.0,26.0,191.0,0.0,7.3,4.9,2007
Derrick Ward,40.0,26.0,179.0,1.0,6.9,4.5,2007
DeShaun Foster,36.0,25.0,182.0,1.0,7.3,5.1,2007
Vonta Leach,33.0,25.0,108.0,2.0,4.3,3.3,2007
Edgerrin James,39.0,24.0,204.0,0.0,8.5,5.2,2007
Kris Wilson,50.0,24.0,180.0,1.0,7.5,3.6,2007
Jason Wright,37.0,24.0,233.0,0.0,9.7,6.3,2007
Justin Fargas,32.0,23.0,188.0,0.0,8.2,5.9,2007
Brandon Jacobs,38.0,23.0,174.0,2.0,7.6,4.6,2007
Julius Jones,26.0,23.0,203.0,0.0,8.8,7.8,2007
Maurice Morris,32.0,23.0,213.0,1.0,9.3,6.7,2007
Willie Parker,31.0,23.0,164.0,0.0,7.1,5.3,2007
DeAngelo Williams,38.0,23.0,175.0,1.0,7.6,4.6,2007
Fred Jackson,30.0,22.0,190.0,0.0,8.6,6.3,2007
Kolby Smith,30.0,22.0,148.0,0.0,6.7,4.9,2007
Ladell Betts,32.0,21.0,174.0,1.0,8.3,5.4,2007
LenDale White,31.0,20.0,114.0,0.0,5.7,3.7,2007
Chris Brown,21.0,19.0,128.0,0.0,6.7,6.1,2007
Adrian Peterson,28.0,19.0,268.0,1.0,14.1,9.6,2007
B.J. Askew,21.0,18.0,175.0,0.0,9.7,8.3,2007
Najeh Davenport,27.0,18.0,184.0,2.0,10.2,6.8,2007
Marshawn Lynch,26.0,18.0,184.0,0.0,10.2,7.1,2007
Cedric Benson,27.0,17.0,123.0,0.0,7.2,4.6,2007
Ron Dayne,26.0,17.0,112.0,0.0,6.6,4.3,2007
Mike Sellers,24.0,17.0,117.0,1.0,6.9,4.9,2007
Pierre Thomas,23.0,17.0,151.0,1.0,8.9,6.6,2007
Brandon Jackson,22.0,16.0,130.0,0.0,8.1,5.9,2007
Anthony Thomas,20.0,15.0,95.0,1.0,6.3,4.8,2007
Michael Bennett,22.0,15.0,101.0,1.0,6.7,4.6,2007
Michael Bennett,13.0,10.0,47.0,0.0,4.7,3.6,2007
Michael Bennett,9.0,5.0,54.0,1.0,10.8,6.0,2007
Shaun Alexander,25.0,14.0,76.0,1.0,5.4,3.0,2007
Tatum Bell,21.0,14.0,63.0,0.0,4.5,3.0,2007
Aveion Cason,16.0,14.0,129.0,0.0,9.2,8.1,2007
Ahman Green,18.0,14.0,123.0,0.0,8.8,6.8,2007
Maurice Hicks,16.0,14.0,86.0,0.0,6.1,5.4,2007
Cecil Sapp,20.0,14.0,51.0,1.0,3.6,2.6,2007
Rudi Johnson,15.0,13.0,110.0,1.0,8.5,7.3,2007
Mike Karney,19.0,13.0,78.0,0.0,6.0,4.1,2007
Kenton Keith,23.0,13.0,77.0,1.0,5.9,3.3,2007
Lawrence Vickers,24.0,13.0,91.0,2.0,7.0,3.8,2007
Darius Walker,15.0,13.0,81.0,0.0,6.2,5.4,2007
Correll Buckhalter,21.0,12.0,87.0,0.0,7.3,4.1,2007
Carey Davis,14.0,12.0,49.0,0.0,4.1,3.5,2007
Travis Minor,17.0,12.0,86.0,0.0,7.2,5.1,2007
Samkon Gado,13.0,12.0,106.0,0.0,8.8,8.2,2007
Samkon Gado,8.0,8.0,59.0,0.0,7.4,7.4,2007
Samkon Gado,5.0,4.0,47.0,0.0,11.8,9.4,2007
Greg Jones,19.0,11.0,99.0,2.0,9.0,5.2,2007
Dominic Rhodes,18.0,11.0,70.0,0.0,6.4,3.9,2007
Tony Richardson,16.0,11.0,89.0,0.0,8.1,5.6,2007
Michael Robinson,13.0,11.0,73.0,0.0,6.6,5.6,2007
Brad Hoover,14.0,10.0,58.0,0.0,5.8,4.1,2007
Darren Sproles,12.0,10.0,31.0,0.0,3.1,2.6,2007
Ahmard Hall,12.0,9.0,60.0,0.0,6.7,5.0,2007
Le'Ron McClain,13.0,9.0,55.0,1.0,6.1,4.2,2007
Jason McKie,15.0,9.0,33.0,0.0,3.7,2.2,2007
Mack Strong,12.0,9.0,72.0,0.0,8.0,6.0,2007
Fred Taylor,14.0,9.0,58.0,0.0,6.4,4.1,2007
Garrett Wolfe,13.0,9.0,117.0,0.0,13.0,9.0,2007
