Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
DeShawn Wynn,14.0,9.0,73.0,0.0,8.1,5.2,2007
Jameel Cook,8.0,8.0,40.0,0.0,5.0,5.0,2007
Casey Fitzsimmons,10.0,8.0,85.0,1.0,10.6,8.5,2007
Korey Hall,11.0,8.0,49.0,0.0,6.1,4.5,2007
Lorenzo Neal,11.0,8.0,23.0,1.0,2.9,2.1,2007
Thomas Tapeh,11.0,8.0,50.0,0.0,6.3,4.5,2007
Reuben Droughns,15.0,7.0,49.0,0.0,7.0,3.3,2007
Travis Henry,14.0,7.0,65.0,0.0,9.3,4.6,2007
Terrelle Smith,11.0,7.0,59.0,0.0,8.4,5.4,2007
Madison Hedgecock,12.0,7.0,52.0,0.0,7.4,4.3,2007
Madison Hedgecock,1.0,1.0,7.0,0.0,7.0,7.0,2007
Madison Hedgecock,11.0,6.0,45.0,0.0,7.5,4.1,2007
Deon Anderson,6.0,6.0,55.0,0.0,9.2,9.2,2007
Chris Henry,7.0,6.0,53.0,0.0,8.8,7.6,2007
Jeremi Johnson,7.0,6.0,32.0,1.0,5.3,4.6,2007
Mewelde Moore,8.0,6.0,48.0,0.0,8.0,6.0,2007
Sammy Morris,8.0,6.0,35.0,0.0,5.8,4.4,2007
Ovie Mughelli,10.0,6.0,36.0,0.0,6.0,3.6,2007
Moran Norris,11.0,6.0,38.0,0.0,6.3,3.5,2007
Brian Calhoun,5.0,5.0,35.0,0.0,7.0,7.0,2007
Priest Holmes,10.0,5.0,17.0,0.0,3.4,1.7,2007
Mike Anderson,4.0,4.0,26.0,0.0,6.5,6.5,2007
De Dorsey,6.0,4.0,19.0,0.0,4.8,3.2,2007
T.J. Duckett,7.0,4.0,54.0,0.0,13.5,7.7,2007
Heath Evans,6.0,4.0,43.0,0.0,10.8,7.2,2007
Luke Lawton,4.0,4.0,29.0,1.0,7.3,7.3,2007
Laurence Maroney,8.0,4.0,116.0,0.0,29.0,14.5,2007
Deuce McAllister,5.0,4.0,15.0,0.0,3.8,3.0,2007
Marcel Shipp,15.0,4.0,25.0,0.0,6.3,1.7,2007
Michael Turner,7.0,4.0,16.0,0.0,4.0,2.3,2007
Gilbert Harris,4.0,3.0,38.0,0.0,12.7,9.5,2007
Alex Haynes,3.0,3.0,14.0,0.0,4.7,4.7,2007
Antonio Pittman,9.0,3.0,15.0,0.0,5.0,1.7,2007
Cadillac Williams,5.0,3.0,17.0,0.0,5.7,3.4,2007
Dwayne Wright,3.0,3.0,17.0,0.0,5.7,5.7,2007
Chris Barclay,3.0,2.0,13.0,0.0,6.5,4.3,2007
Chris Barclay,2.0,2.0,13.0,0.0,6.5,6.5,2007
Chris Barclay,1.0,0.0,0.0,0.0,0.0,0.0,2007
Jon Bradley,4.0,2.0,10.0,0.0,5.0,2.5,2007
Ahmad Bradshaw,5.0,2.0,12.0,0.0,6.0,2.4,2007
Patrick Cobbs,6.0,2.0,20.0,0.0,10.0,3.3,2007
Kenneth Darby,3.0,2.0,16.0,0.0,8.0,5.3,2007
Clifton Dawson,9.0,2.0,15.0,0.0,7.5,1.7,2007
Adimchinobe Echemandu,2.0,2.0,11.0,0.0,5.5,5.5,2007
Justin Green,2.0,2.0,16.0,0.0,8.0,8.0,2007
Andre Hall,2.0,2.0,69.0,0.0,34.5,34.5,2007
Jerome Harrison,2.0,2.0,19.0,0.0,9.5,9.5,2007
John Kuhn,3.0,2.0,7.0,0.0,3.5,2.3,2007
Reagan Maui'a,3.0,2.0,5.0,0.0,2.5,1.7,2007
Garrett Mills,3.0,2.0,26.0,0.0,13.0,8.7,2007
Byron Storer,3.0,2.0,3.0,0.0,1.5,1.0,2007
Jackie Battle,5.0,1.0,4.0,0.0,4.0,0.8,2007
Mike Bell,1.0,1.0,7.0,0.0,7.0,7.0,2007
Kyle Eckel,1.0,1.0,6.0,0.0,6.0,6.0,2007
Verron Haynes,2.0,1.0,12.0,0.0,12.0,6.0,2007
Oliver Hoyte,4.0,1.0,2.0,0.0,2.0,0.5,2007
Dan Kreider,3.0,1.0,15.0,0.0,15.0,5.0,2007
Reno Mahe,1.0,1.0,11.0,0.0,11.0,11.0,2007
Oren O'Neal,1.0,1.0,1.0,0.0,1.0,1.0,2007
Alvin Pearman,1.0,1.0,1.0,0.0,1.0,1.0,2007
Andrew Pinnock,4.0,1.0,5.0,0.0,5.0,1.3,2007
Naufahu Tahi,1.0,1.0,7.0,0.0,7.0,7.0,2007
LaBrandon Toefield,1.0,1.0,4.0,0.0,4.0,4.0,2007
Rock Cartwright,0.0,0.0,0.0,0.0,0.0,0.0,2007
Casey Cramer,1.0,0.0,0.0,0.0,0.0,0.0,2007
Zack Crockett,0.0,0.0,0.0,0.0,0.0,0.0,2007
Quinton Ganther,1.0,0.0,0.0,0.0,0.0,0.0,2007
Tony Hunt,0.0,0.0,0.0,0.0,0.0,0.0,2007
Patrick Pass,1.0,0.0,0.0,0.0,0.0,0.0,2007
Artose Pinner,0.0,0.0,0.0,0.0,0.0,0.0,2007
Cory Ross,0.0,0.0,0.0,0.0,0.0,0.0,2007
Gary Russell,0.0,0.0,0.0,0.0,0.0,0.0,2007
Paul Smith,1.0,0.0,0.0,0.0,0.0,0.0,2007
Jason Snelling,0.0,0.0,0.0,0.0,0.0,0.0,2007
Tyson Thompson,0.0,0.0,0.0,0.0,0.0,0.0,2007
Stacy Tutt,1.0,0.0,0.0,0.0,0.0,0.0,2007
Ricky Williams,0.0,0.0,0.0,0.0,0.0,0.0,2007
