Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
David Johnson,120.0,80.0,879.0,4.0,11.0,7.3,2016
Le'Veon Bell,94.0,75.0,616.0,2.0,8.2,6.6,2016
James White,86.0,60.0,551.0,5.0,9.2,6.4,2016
Bilal Powell,74.0,58.0,388.0,2.0,6.7,5.2,2016
Devonta Freeman,65.0,54.0,462.0,2.0,8.6,7.1,2016
Duke Johnson,74.0,53.0,514.0,0.0,9.7,6.9,2016
DeMarco Murray,67.0,53.0,377.0,3.0,7.1,5.6,2016
Theo Riddick,67.0,53.0,371.0,5.0,7.0,5.5,2016
Darren Sproles,71.0,52.0,427.0,2.0,8.2,6.0,2016
LeSean McCoy,57.0,50.0,356.0,1.0,7.1,6.2,2016
T.J. Yeldon,68.0,50.0,312.0,1.0,6.2,4.6,2016
Chris Thompson,62.0,49.0,349.0,2.0,7.1,5.6,2016
Mark Ingram,58.0,46.0,319.0,4.0,6.9,5.5,2016
Ty Montgomery,56.0,44.0,348.0,0.0,7.9,6.2,2016
Todd Gurley,58.0,43.0,327.0,0.0,7.6,5.6,2016
Jerick McKinnon,53.0,43.0,255.0,2.0,5.9,4.8,2016
Melvin Gordon,57.0,41.0,419.0,2.0,10.2,7.4,2016
Travaris Cadet,54.0,40.0,281.0,4.0,7.0,5.2,2016
Isaiah Crowell,53.0,40.0,319.0,0.0,8.0,6.0,2016
Giovani Bernard,51.0,39.0,336.0,1.0,8.6,6.6,2016
Frank Gore,47.0,38.0,277.0,4.0,7.3,5.9,2016
Kyle Juszczyk,49.0,37.0,266.0,0.0,7.2,5.4,2016
Rashad Jennings,42.0,35.0,201.0,1.0,5.7,4.8,2016
Terrance West,45.0,34.0,236.0,1.0,6.9,5.2,2016
Latavius Murray,43.0,33.0,264.0,0.0,8.0,6.1,2016
Spencer Ware,42.0,33.0,447.0,2.0,13.5,10.6,2016
Matt Asiata,38.0,32.0,263.0,0.0,8.2,6.9,2016
Ezekiel Elliott,39.0,32.0,363.0,1.0,11.3,9.3,2016
Devontae Booker,45.0,31.0,265.0,1.0,8.5,5.9,2016
Tevin Coleman,40.0,31.0,421.0,3.0,13.6,10.5,2016
Lamar Miller,39.0,31.0,188.0,1.0,6.1,4.8,2016
Kenneth Dixon,41.0,30.0,162.0,1.0,5.4,4.0,2016
Matt Forte,43.0,30.0,263.0,1.0,8.8,6.1,2016
Shaun Draughn,39.0,29.0,263.0,2.0,9.1,6.7,2016
Jordan Howard,50.0,29.0,298.0,1.0,10.3,6.0,2016
Jalen Richard,39.0,29.0,194.0,2.0,6.7,5.0,2016
Charcandrick West,34.0,28.0,188.0,2.0,6.7,5.5,2016
Jay Ajayi,35.0,27.0,151.0,0.0,5.6,4.3,2016
Carlos Hyde,33.0,27.0,163.0,3.0,6.0,4.9,2016
Robert Turbin,35.0,26.0,179.0,1.0,6.9,5.1,2016
Fozzy Whittaker,33.0,25.0,226.0,0.0,9.0,6.8,2016
Charles Sims,32.0,24.0,190.0,1.0,7.9,5.9,2016
Damien Williams,32.0,23.0,249.0,3.0,10.8,7.8,2016
Tim Hightower,26.0,22.0,200.0,1.0,9.1,7.7,2016
Christine Michael,29.0,22.0,107.0,1.0,4.9,3.7,2016
Christine Michael,26.0,20.0,96.0,1.0,4.8,3.7,2016
Christine Michael,3.0,2.0,11.0,0.0,5.5,3.7,2016
Jeremy Hill,27.0,21.0,174.0,0.0,8.3,6.4,2016
Josh Ferguson,26.0,20.0,136.0,0.0,6.8,5.2,2016
Chris Ivory,28.0,20.0,186.0,0.0,9.3,6.6,2016
Bobby Rainey,25.0,20.0,153.0,0.0,7.7,6.1,2016
Justin Forsett,27.0,20.0,85.0,0.0,4.3,3.1,2016
Justin Forsett,14.0,11.0,36.0,0.0,3.3,2.6,2016
Justin Forsett,3.0,2.0,15.0,0.0,7.5,5.0,2016
Justin Forsett,10.0,7.0,34.0,0.0,4.9,3.4,2016
Jeremy Langford,27.0,19.0,142.0,0.0,7.5,5.3,2016
James Starks,25.0,19.0,134.0,2.0,7.1,5.4,2016
DeAngelo Williams,27.0,18.0,118.0,2.0,6.6,4.4,2016
Zach Zenner,23.0,18.0,196.0,0.0,10.9,8.5,2016
Rex Burkhead,20.0,17.0,145.0,0.0,8.5,7.3,2016
Dion Lewis,24.0,17.0,94.0,0.0,5.5,3.9,2016
