Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Jerome Bettis,24.0,15.0,110.0,2.0,7.3,4.6,1997
Zack Crockett,24.0,15.0,112.0,0.0,7.5,4.7,1997
Natrone Means,20.0,15.0,104.0,0.0,6.9,5.2,1997
Derrick Fenner,17.0,14.0,92.0,0.0,6.6,5.4,1997
Rodney Thomas,18.0,14.0,111.0,0.0,7.9,6.2,1997
Herschel Walker,23.0,14.0,149.0,2.0,10.6,6.5,1997
Troy Davis,18.0,13.0,85.0,0.0,6.5,4.7,1997
Darick Holmes,20.0,13.0,106.0,0.0,8.2,5.3,1997
Mack Strong,21.0,13.0,91.0,2.0,7.0,4.3,1997
Jay Graham,14.0,12.0,51.0,0.0,4.3,3.6,1997
Greg Hill,24.0,12.0,126.0,0.0,10.5,5.3,1997
Marcus Allen,14.0,11.0,86.0,0.0,7.8,6.1,1997
Howard Griffith,17.0,11.0,55.0,0.0,5.0,3.2,1997
Leroy Hoard,15.0,11.0,84.0,0.0,7.6,5.6,1997
Lawrence Phillips,19.0,11.0,39.0,0.0,3.5,2.1,1997
Lawrence Phillips,16.0,10.0,33.0,0.0,3.3,2.1,1997
Lawrence Phillips,3.0,1.0,6.0,0.0,6.0,2.0,1997
Tim Lester,15.0,10.0,51.0,0.0,5.1,3.4,1997
Darnell Autry,14.0,9.0,59.0,0.0,6.6,4.2,1997
Craig Heyward,13.0,8.0,77.0,0.0,9.6,5.9,1997
Fred Lane,13.0,8.0,27.0,0.0,3.4,2.1,1997
Jerald Moore,12.0,8.0,69.0,0.0,8.6,5.8,1997
Lorenzo Neal,13.0,8.0,40.0,1.0,5.0,3.1,1997
Donnell Bennett,9.0,7.0,5.0,0.0,0.7,0.6,1997
Eddie George,12.0,7.0,44.0,1.0,6.3,3.7,1997
Leeland McElroy,12.0,7.0,32.0,0.0,4.6,2.7,1997
Irving Spikes,10.0,7.0,70.0,0.0,10.0,7.0,1997
Marc Edwards,10.0,6.0,48.0,0.0,8.0,4.8,1997
Byron Hanspard,7.0,6.0,53.0,1.0,8.8,7.6,1997
Winslow Oliver,7.0,6.0,47.0,0.0,7.8,6.7,1997
Mario Bates,11.0,5.0,42.0,0.0,8.4,3.8,1997
Chuck Levy,9.0,5.0,68.0,0.0,13.6,7.6,1997
Stanley Pritchett,8.0,5.0,35.0,0.0,7.0,4.4,1997
Cory Schlesinger,7.0,5.0,69.0,1.0,13.8,9.9,1997
Aaron Craver,6.0,4.0,26.0,0.0,6.5,4.3,1997
Fred McCrary,4.0,4.0,17.0,0.0,4.3,4.3,1997
Ronald Moore,5.0,4.0,34.0,0.0,8.5,6.8,1997
Ronald Moore,5.0,4.0,34.0,0.0,8.5,6.8,1997
Ronald Moore,0.0,0.0,0.0,0.0,0.0,0.0,1997
Detron Smith,5.0,4.0,41.0,1.0,10.3,8.2,1997
Tim Tindale,5.0,4.0,105.0,0.0,26.3,21.0,1997
Moe Williams,5.0,4.0,14.0,0.0,3.5,2.8,1997
Vaughn Hebron,5.0,3.0,36.0,0.0,12.0,7.2,1997
LeShon Johnson,3.0,3.0,4.0,0.0,1.3,1.3,1997
Marc Logan,6.0,3.0,6.0,0.0,2.0,1.0,1997
Roosevelt Potts,5.0,3.0,27.0,0.0,9.0,5.4,1997
Roosevelt Potts,0.0,0.0,0.0,0.0,0.0,0.0,1997
Roosevelt Potts,5.0,3.0,27.0,0.0,9.0,5.4,1997
Tony Richardson,3.0,3.0,6.0,3.0,2.0,2.0,1997
Kenny Bynum,2.0,2.0,4.0,0.0,2.0,2.0,1997
Derrick Cullors,5.0,2.0,8.0,0.0,4.0,1.6,1997
Jerone Davison,6.0,2.0,34.0,0.0,17.0,5.7,1997
Carwell Gardner,2.0,2.0,10.0,0.0,5.0,5.0,1997
Aaron Hayden,2.0,2.0,11.0,0.0,5.5,5.5,1997
Chad Levitt,9.0,2.0,24.0,0.0,12.0,2.7,1997
Derek Loville,2.0,2.0,10.0,0.0,5.0,5.0,1997
Fred McAfee,2.0,2.0,44.0,0.0,22.0,22.0,1997
Rashaan Salaam,3.0,2.0,20.0,0.0,10.0,6.7,1997
Cedric Smith,3.0,2.0,20.0,0.0,10.0,6.7,1997
Duce Staley,3.0,2.0,22.0,0.0,11.0,7.3,1997
Jerry Ellison,2.0,1.0,8.0,0.0,8.0,4.0,1997
Scottie Graham,1.0,1.0,1.0,0.0,1.0,1.0,1997
Robert Green,1.0,1.0,5.0,0.0,5.0,5.0,1997
Tim Hall,4.0,1.0,9.0,0.0,9.0,2.3,1997
Anthony Lynn,1.0,1.0,21.0,0.0,21.0,21.0,1997
Jerald Sowell,2.0,1.0,8.0,0.0,8.0,4.0,1997
Jon Witman,4.0,1.0,3.0,0.0,3.0,0.8,1997
Joe Aska,0.0,0.0,0.0,0.0,0.0,0.0,1997
Wes Bender,4.0,0.0,0.0,0.0,0.0,0.0,1997
Tim Biakabutuka,3.0,0.0,0.0,0.0,0.0,0.0,1997
Kevin Bouie,0.0,0.0,0.0,0.0,0.0,0.0,1997
Kenyon Cotton,0.0,0.0,0.0,0.0,0.0,0.0,1997
Mike Dulaney,1.0,0.0,0.0,0.0,0.0,0.0,1997
Marrio Grier,0.0,0.0,0.0,0.0,0.0,0.0,1997
Clif Groce,0.0,0.0,0.0,0.0,0.0,0.0,1997
Rodney Hampton,0.0,0.0,0.0,0.0,0.0,0.0,1997
Chris Hetherington,1.0,0.0,0.0,0.0,0.0,0.0,1997
Michael Hicks,0.0,0.0,0.0,0.0,0.0,0.0,1997
Randy Jordan,0.0,0.0,0.0,0.0,0.0,0.0,1997
Eric Lane,0.0,0.0,0.0,0.0,0.0,0.0,1997
Ray Nealy,0.0,0.0,0.0,0.0,0.0,0.0,1997
Errict Rhett,0.0,0.0,0.0,0.0,0.0,0.0,1997
Ron Rivers,0.0,0.0,0.0,0.0,0.0,0.0,1997
Sedrick Shaw,1.0,0.0,0.0,0.0,0.0,0.0,1997
Daimon Shelton,0.0,0.0,0.0,0.0,0.0,0.0,1997
David Thompson,2.0,0.0,0.0,0.0,0.0,0.0,1997
