Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Jon Ritchie,26.0,17.0,86.0,3.0,5.1,3.3,2003
Rob Konrad,19.0,16.0,166.0,0.0,10.4,8.7,2003
Lorenzo Neal,25.0,16.0,62.0,0.0,3.9,2.5,2003
Ladell Betts,23.0,15.0,167.0,0.0,11.1,7.3,2003
Derrick Blaylock,22.0,15.0,181.0,1.0,12.1,8.2,2003
Arlen Harris,19.0,15.0,102.0,0.0,6.8,5.4,2003
Jeremi Johnson,20.0,15.0,82.0,1.0,5.5,4.1,2003
Chad Morton,26.0,15.0,187.0,1.0,12.5,7.2,2003
Onterrio Smith,20.0,15.0,129.0,0.0,8.6,6.5,2003
Stephen Davis,17.0,14.0,159.0,0.0,11.4,9.4,2003
Jim Finn,20.0,14.0,115.0,0.0,8.2,5.8,2003
James Hodgins,19.0,14.0,58.0,2.0,4.1,3.1,2003
James Jackson,18.0,14.0,114.0,0.0,8.1,6.3,2003
Sammy Morris,17.0,14.0,100.0,0.0,7.1,5.9,2003
Antowain Smith,16.0,14.0,92.0,0.0,6.6,5.8,2003
Emmitt Smith,19.0,14.0,107.0,0.0,7.6,5.6,2003
LaBrandon Toefield,16.0,14.0,105.0,1.0,7.5,6.6,2003
Jerome Bettis,22.0,13.0,86.0,0.0,6.6,3.9,2003
Olandis Gary,22.0,13.0,69.0,0.0,5.3,3.1,2003
Mike Anderson,15.0,12.0,53.0,2.0,4.4,3.5,2003
Obafemi Ayanbadejo,13.0,12.0,53.0,0.0,4.4,4.1,2003
Michael Bennett,14.0,12.0,132.0,0.0,11.0,9.4,2003
Nick Goings,14.0,12.0,97.0,1.0,8.1,6.9,2003
Brad Hoover,20.0,12.0,72.0,1.0,6.0,3.6,2003
Tony Richardson,16.0,12.0,76.0,0.0,6.3,4.8,2003
Tyrone Wheatley,18.0,12.0,120.0,0.0,10.0,6.7,2003
Corey Dillon,18.0,11.0,71.0,0.0,6.5,3.9,2003
T.J. Duckett,13.0,11.0,94.0,0.0,8.5,7.2,2003
Sam Gash,13.0,11.0,83.0,0.0,7.5,6.4,2003
LaMont Jordan,13.0,11.0,101.0,0.0,9.2,7.8,2003
Mike Alstott,12.0,10.0,83.0,0.0,8.3,6.9,2003
Correll Buckhalter,14.0,10.0,133.0,1.0,13.3,9.5,2003
Trung Canidate,15.0,10.0,71.0,1.0,7.1,4.7,2003
William Green,14.0,10.0,50.0,0.0,5.0,3.6,2003
Reuben Droughns,12.0,9.0,87.0,2.0,9.7,7.3,2003
Bryan Johnson,12.0,9.0,71.0,0.0,7.9,5.9,2003
Dan Kreider,24.0,9.0,107.0,0.0,11.9,4.5,2003
Stacey Mack,12.0,9.0,55.0,0.0,6.1,4.6,2003
Alan Ricard,15.0,9.0,62.0,0.0,6.9,4.1,2003
Aaron Stecker,12.0,9.0,48.0,1.0,5.3,4.0,2003
Anthony Thomas,14.0,9.0,36.0,0.0,4.0,2.6,2003
Rabih Abdullah,9.0,8.0,55.0,0.0,6.9,6.1,2003
Chris Brown,9.0,8.0,61.0,0.0,7.6,6.8,2003
Lamar Gordon,13.0,8.0,59.0,0.0,7.4,4.5,2003
Quentin Griffin,11.0,8.0,61.0,0.0,7.6,5.5,2003
Joe Burns,9.0,7.0,62.0,0.0,8.9,6.9,2003
Zack Crockett,12.0,7.0,53.0,0.0,7.6,4.4,2003
Verron Haynes,10.0,7.0,57.0,0.0,8.1,5.7,2003
Moran Norris,10.0,7.0,40.0,0.0,5.7,4.0,2003
David Allen,7.0,6.0,60.0,1.0,10.0,8.6,2003
Damien Anderson,12.0,6.0,36.0,0.0,6.0,3.0,2003
Najeh Davenport,10.0,6.0,38.0,0.0,6.3,3.8,2003
Dominic Rhodes,7.0,6.0,62.0,1.0,10.3,8.9,2003
Terrelle Smith,10.0,6.0,28.0,0.0,4.7,2.8,2003
Charles Stackhouse,7.0,6.0,30.0,0.0,5.0,4.3,2003
Jesse Chatman,5.0,5.0,54.0,0.0,10.8,10.8,2003
Dorsey Levens,7.0,5.0,39.0,0.0,7.8,5.6,2003
Artose Pinner,7.0,5.0,40.0,0.0,8.0,5.7,2003
Paul Smith,6.0,5.0,45.0,0.0,9.0,7.5,2003
Avon Cobourne,9.0,4.0,30.0,0.0,7.5,3.3,2003
Travis Minor,5.0,4.0,13.0,0.0,3.3,2.6,2003
Brian Mitchell,5.0,4.0,38.0,0.0,9.5,7.6,2003
Maurice Morris,6.0,4.0,32.0,1.0,8.0,5.3,2003
Adrian Murrell,4.0,4.0,32.0,0.0,8.0,8.0,2003
Patrick Pass,8.0,4.0,21.0,0.0,5.3,2.6,2003
Omar Easy,5.0,3.0,19.0,0.0,6.3,3.8,2003
Brock Forsey,5.0,3.0,37.0,0.0,12.3,7.4,2003
Delvin Joyce,5.0,3.0,7.0,0.0,2.3,1.4,2003
Sultan McCullough,3.0,3.0,13.0,0.0,4.3,4.3,2003
John Simon,3.0,3.0,21.0,0.0,7.0,7.0,2003
Rod Smart,3.0,3.0,11.0,0.0,3.7,3.7,2003
John Avery,4.0,2.0,24.0,1.0,12.0,6.0,2003
Heath Evans,2.0,2.0,34.0,0.0,17.0,17.0,2003
Justin Fargas,3.0,2.0,2.0,0.0,1.0,0.7,2003
Chris Hetherington,4.0,2.0,23.0,0.0,11.5,5.8,2003
Tony Hollings,6.0,2.0,25.0,0.0,12.5,4.2,2003
Jamar Martin,4.0,2.0,9.0,0.0,4.5,2.3,2003
Fred McCrary,5.0,2.0,12.0,0.0,6.0,2.4,2003
Lee Suggs,4.0,2.0,0.0,0.0,0.0,0.0,2003
Jonathan Wells,4.0,2.0,17.0,0.0,8.5,4.3,2003
Darian Barnes,1.0,1.0,6.0,0.0,6.0,6.0,2003
R.J. Bowers,2.0,1.0,2.0,1.0,2.0,1.0,2003
Ki-Jana Carter,3.0,1.0,11.0,0.0,11.0,3.7,2003
Doug Chapman,1.0,1.0,8.0,0.0,8.0,8.0,2003
Mike Cloud,2.0,1.0,8.0,0.0,8.0,4.0,2003
James Fenderson,1.0,1.0,5.0,0.0,5.0,5.0,2003
Chris Fuamatu-Ma'afala,2.0,1.0,2.0,0.0,2.0,1.0,2003
Larry Johnson,3.0,1.0,2.0,0.0,2.0,0.7,2003
George Layne,2.0,1.0,3.0,0.0,3.0,1.5,2003
Nick Luchey,2.0,1.0,12.0,0.0,12.0,6.0,2003
Reno Mahe,2.0,1.0,5.0,0.0,5.0,2.5,2003
James Mungro,5.0,1.0,-4.0,0.0,-4.0,-0.8,2003
Spencer Nead,1.0,1.0,6.0,0.0,6.0,6.0,2003
Adrian Peterson,1.0,1.0,5.0,0.0,5.0,5.0,2003
J.R. Redmond,2.0,1.0,6.0,0.0,6.0,3.0,2003
Josh Scobey,1.0,1.0,9.0,0.0,9.0,9.0,2003
Lamar Smith,1.0,1.0,2.0,0.0,2.0,2.0,2003
Stephen Trejo,1.0,1.0,2.0,0.0,2.0,2.0,2003
B.J. Askew,0.0,0.0,0.0,0.0,0.0,0.0,2003
Erik Bickerstaff,0.0,0.0,0.0,0.0,0.0,0.0,2003
Kerry Carter,0.0,0.0,0.0,0.0,0.0,0.0,2003
Greg Comella,1.0,0.0,0.0,0.0,0.0,0.0,2003
Woodrow Dantzler,0.0,0.0,0.0,0.0,0.0,0.0,2003
Joey Goodspeed,1.0,0.0,0.0,0.0,0.0,0.0,2003
Ronney Jenkins,1.0,0.0,0.0,0.0,0.0,0.0,2003
Leon Johnson,2.0,0.0,0.0,0.0,0.0,0.0,2003
Chris Massey,0.0,0.0,0.0,0.0,0.0,0.0,2003
Fred McAfee,0.0,0.0,0.0,0.0,0.0,0.0,2003
Jamal Robertson,2.0,0.0,0.0,0.0,0.0,0.0,2003
Charlie Rogers,1.0,0.0,0.0,0.0,0.0,0.0,2003
Cecil Sapp,0.0,0.0,0.0,0.0,0.0,0.0,2003
Ken Simonton,0.0,0.0,0.0,0.0,0.0,0.0,2003
Musa Smith,0.0,0.0,0.0,0.0,0.0,0.0,2003
