Player,Age,Tm,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Keith Henderson,25.0,SFO,RB,14.0,1.0,137.0,561.0,2.0,25.0,4.1,40.1,9.8,4.0,,1991
James Joseph,24.0,PHI,RB,16.0,3.0,135.0,440.0,3.0,24.0,3.3,27.5,8.4,2.0,,1991
Kenneth Davis,29.0,BUF,RB,16.0,1.0,129.0,624.0,4.0,78.0,4.8,39.0,8.1,0.0,,1991
Anthony Thompson,24.0,PHO,RB,16.0,4.0,126.0,376.0,1.0,22.0,3.0,23.5,7.9,3.0,,1991
Terry Allen,23.0,MIN,FB,15.0,6.0,120.0,563.0,2.0,55.0,4.7,37.5,8.0,4.0,,1991
Ken Clark,25.0,IND,RB,16.0,7.0,114.0,366.0,0.0,25.0,3.2,22.9,7.1,4.0,,1991
Lorenzo White,25.0,HOU,RB,13.0,0.0,110.0,465.0,4.0,20.0,4.2,35.8,8.5,3.0,,1991
Fred McAfee,23.0,NOR,RB,9.0,0.0,109.0,494.0,2.0,34.0,4.5,54.9,12.1,2.0,,1991
Heath Sherman,24.0,PHI,RB,16.0,5.0,106.0,279.0,0.0,12.0,2.6,17.4,6.6,3.0,,1991
Erric Pegram,22.0,ATL,RB,16.0,7.0,101.0,349.0,1.0,34.0,3.5,21.8,6.3,1.0,,1991
Steve Broussard,24.0,ATL,RB,14.0,5.0,99.0,449.0,4.0,36.0,4.5,32.1,7.1,1.0,,1991
Greg Lewis,22.0,DEN,RB,16.0,4.0,99.0,376.0,4.0,27.0,3.8,23.5,6.2,3.0,,1991
Harvey Williams,24.0,KAN,RB,14.0,1.0,97.0,447.0,1.0,21.0,4.6,31.9,6.9,1.0,AP ORoY-6,1991
Barry Foster,23.0,PIT,RB,10.0,9.0,96.0,488.0,1.0,56.0,5.1,48.8,9.6,5.0,,1991
Mike Rozier,30.0,ATL,RB,11.0,0.0,96.0,361.0,0.0,19.0,3.8,32.8,8.7,2.0,,1991
Keith Byars,28.0,PHI,FB,16.0,16.0,94.0,383.0,1.0,28.0,4.1,23.9,5.9,5.0,,1991
Joe Morris,31.0,CLE,RB,16.0,4.0,93.0,289.0,2.0,15.0,3.1,18.1,5.8,2.0,,1991
Derrick Fenner,24.0,SEA,RB,11.0,7.0,91.0,267.0,4.0,15.0,2.9,24.3,8.3,2.0,,1991
Brad Muster,26.0,CHI,FB,11.0,11.0,90.0,412.0,6.0,24.0,4.6,37.5,8.2,0.0,,1991
Ronnie Harmon,27.0,SDG,RB,16.0,0.0,89.0,544.0,1.0,33.0,6.1,34.0,5.6,2.0,,1991
Dexter Carter,24.0,SFO,RB,16.0,15.0,85.0,379.0,2.0,53.0,4.5,23.7,5.3,5.0,,1991
Keith Woodside,27.0,GNB,RB,16.0,12.0,84.0,326.0,1.0,29.0,3.9,20.4,5.3,3.0,,1991
Sammie Smith,24.0,MIA,RB,12.0,6.0,83.0,297.0,1.0,18.0,3.6,24.8,6.9,3.0,,1991
Dalton Hilliard,27.0,NOR,RB,10.0,3.0,79.0,252.0,4.0,65.0,3.2,25.2,7.9,3.0,,1991
Nick Bell,23.0,RAI,RB,9.0,1.0,78.0,307.0,3.0,15.0,3.9,34.1,8.7,2.0,,1991
Gerald Riggs,31.0,WAS,RB,16.0,0.0,78.0,248.0,11.0,32.0,3.2,15.5,4.9,1.0,,1991
Craig Heyward,25.0,NOR,RB,7.0,4.0,76.0,260.0,4.0,15.0,3.4,37.1,10.9,0.0,,1991
Gary Anderson,30.0,TAM,RB,16.0,5.0,72.0,263.0,1.0,64.0,3.7,16.4,4.5,4.0,,1991
Vince Workman,23.0,GNB,RB,16.0,0.0,71.0,237.0,7.0,30.0,3.3,14.8,4.4,3.0,,1991
Jim Harbaugh,28.0,CHI,QB,16.0,16.0,70.0,338.0,2.0,20.0,4.8,21.1,4.4,6.0,,1991
Cleveland Gary,25.0,RAM,RB,10.0,2.0,68.0,245.0,1.0,14.0,3.6,24.5,6.8,1.0,,1991
Steve Young,30.0,SFO,QB,11.0,10.0,66.0,415.0,4.0,21.0,6.3,37.7,6.0,3.0,,1991
Lewis Tillman,25.0,NYG,RB,16.0,1.0,65.0,287.0,1.0,17.0,4.4,17.9,4.1,2.0,,1991
Marcus Allen,31.0,RAI,RB,8.0,2.0,63.0,287.0,2.0,26.0,4.6,35.9,7.9,1.0,,1991
Tom Rathman,29.0,SFO,FB,16.0,16.0,63.0,183.0,6.0,16.0,2.9,11.4,3.9,2.0,,1991
John Stephens,25.0,NWE,RB,14.0,3.0,63.0,163.0,2.0,13.0,2.6,11.6,4.5,0.0,,1991
Johnny Hector,31.0,NYJ,RB,14.0,1.0,62.0,345.0,0.0,47.0,5.6,24.6,4.4,0.0,,1991
Steve Smith,27.0,RAI,FB,16.0,16.0,62.0,265.0,1.0,19.0,4.3,16.6,3.9,4.0,,1991
Mark Green,24.0,CHI,RB,16.0,4.0,61.0,217.0,3.0,18.0,3.6,13.6,3.8,4.0,,1991
Harry Sydney,32.0,SFO,RB,16.0,0.0,57.0,245.0,5.0,32.0,4.3,15.3,3.6,3.0,,1991
Warren Williams,26.0,PIT,RB,16.0,3.0,57.0,262.0,4.0,21.0,4.6,16.4,3.6,2.0,,1991
John Elway,31.0,DEN,QB,16.0,16.0,55.0,255.0,6.0,17.0,4.6,15.9,3.4,12.0,PB,1991
Thomas Sanders,29.0,PHI,RB,5.0,3.0,54.0,122.0,1.0,16.0,2.3,24.4,10.8,2.0,,1991
Ottis Anderson,34.0,NYG,RB,10.0,1.0,53.0,141.0,1.0,9.0,2.7,14.1,5.3,0.0,,1991
Freeman McNeil,32.0,NYJ,RB,13.0,1.0,51.0,300.0,2.0,58.0,5.9,23.1,3.9,1.0,,1991
Steve Sewell,28.0,DEN,RB,16.0,1.0,50.0,211.0,2.0,26.0,4.2,13.2,3.1,1.0,,1991
Marcus Dupree,27.0,RAM,RB,8.0,1.0,49.0,179.0,1.0,24.0,3.7,22.4,6.1,1.0,,1991
Buford Jordan,29.0,NOR,FB,14.0,6.0,47.0,150.0,2.0,25.0,3.2,10.7,3.4,2.0,,1991
James Jones,30.0,SEA,RB,16.0,6.0,45.0,154.0,3.0,22.0,3.4,9.6,2.8,2.0,,1991
Rich Gannon,26.0,MIN,QB,15.0,11.0,43.0,236.0,2.0,42.0,5.5,15.7,2.9,2.0,,1991
Carwell Gardner,25.0,BUF,FB,16.0,5.0,42.0,146.0,4.0,18.0,3.5,9.1,2.6,4.0,,1991
Jeff Hostetler,30.0,NYG,QB,12.0,12.0,42.0,273.0,2.0,47.0,6.5,22.8,3.5,7.0,,1991
Robert Wilson,22.0,TAM,FB,16.0,15.0,42.0,179.0,0.0,20.0,4.3,11.2,2.6,3.0,,1991
Jeff Kemp,32.0,2TM,QB,14.0,7.0,38.0,179.0,0.0,18.0,4.7,12.8,2.7,5.0,,1991
Jeff Kemp,32.0,SEA,QB,7.0,5.0,22.0,106.0,0.0,18.0,4.8,15.1,3.1,5.0,,1991
Jeff Kemp,32.0,PHI,QB,7.0,2.0,16.0,73.0,0.0,18.0,4.6,10.4,2.3,0.0,,1991
Leroy Hoard,23.0,CLE,RB,16.0,9.0,37.0,154.0,2.0,52.0,4.2,9.6,2.3,1.0,,1991
Ickey Woods,25.0,CIN,RB,9.0,2.0,36.0,97.0,4.0,12.0,2.7,10.8,4.0,2.0,,1991
Keith Jones,25.0,ATL,RB,5.0,3.0,35.0,126.0,0.0,14.0,3.6,25.2,7.0,0.0,,1991
Erik Kramer,27.0,DET,QB,13.0,8.0,35.0,26.0,1.0,12.0,0.7,2.0,2.7,8.0,,1991
Warren Moon,35.0,HOU,QB,16.0,16.0,33.0,68.0,2.0,12.0,2.1,4.3,2.1,11.0,PB,1991
Craig Taylor,25.0,CIN,RB,12.0,3.0,33.0,153.0,2.0,34.0,4.6,12.8,2.8,1.0,,1991
Maurice Carthon,30.0,NYG,FB,16.0,8.0,32.0,109.0,0.0,10.0,3.4,6.8,2.0,1.0,,1991
Chris Miller,26.0,ATL,QB,15.0,14.0,32.0,229.0,0.0,20.0,7.2,15.3,2.1,5.0,PB,1991
Vinny Testaverde,28.0,TAM,QB,13.0,12.0,32.0,101.0,0.0,19.0,3.2,7.8,2.5,5.0,,1991
Napoleon McCallum,28.0,RAI,RB,16.0,0.0,31.0,110.0,1.0,9.0,3.5,6.9,1.9,1.0,,1991
Hugh Millen,28.0,NWE,QB,13.0,13.0,31.0,92.0,1.0,14.0,3.0,7.1,2.4,10.0,,1991
Jon Vaughn,21.0,NWE,RB,16.0,2.0,31.0,146.0,2.0,23.0,4.7,9.1,1.9,1.0,,1991
Eric Metcalf,23.0,CLE,RB,8.0,3.0,30.0,107.0,0.0,15.0,3.6,13.4,3.8,1.0,,1991
Allen Rice,29.0,GNB,RB,6.0,3.0,30.0,100.0,0.0,21.0,3.3,16.7,5.0,2.0,,1991
Pat Chaffey,24.0,ATL,RB,14.0,2.0,29.0,127.0,1.0,27.0,4.4,9.1,2.1,1.0,,1991
Dave Meggett,25.0,NYG,RB,16.0,2.0,29.0,153.0,1.0,30.0,5.3,9.6,1.8,8.0,,1991
Darrin Nelson,32.0,MIN,RB,16.0,0.0,28.0,210.0,2.0,29.0,7.5,13.1,1.8,2.0,,1991
Jay Schroeder,30.0,RAI,QB,15.0,15.0,28.0,76.0,0.0,15.0,2.7,5.1,1.9,7.0,,1991
Tom Tupa,25.0,PHO,QB,11.0,11.0,28.0,97.0,1.0,17.0,3.5,8.8,2.5,8.0,,1991
Jim Everett,28.0,RAM,QB,16.0,16.0,27.0,44.0,0.0,10.0,1.6,2.8,1.7,12.0,,1991
Tim Manoa,27.0,IND,RB,9.0,5.0,27.0,144.0,1.0,44.0,5.3,16.0,3.0,1.0,,1991
Dan Marino,30.0,MIA,QB,16.0,16.0,27.0,32.0,1.0,11.0,1.2,2.0,1.7,6.0,PB,1991
James Rouse,25.0,CHI,RB,14.0,4.0,27.0,74.0,0.0,10.0,2.7,5.3,1.9,1.0,,1991
Alfred Anderson,30.0,MIN,FB,16.0,5.0,26.0,118.0,1.0,19.0,4.5,7.4,1.6,0.0,,1991
Bernie Kosar,28.0,CLE,QB,16.0,16.0,26.0,74.0,0.0,14.0,2.8,4.6,1.6,10.0,,1991
Chris Chandler,26.0,2TM,QB,9.0,5.0,26.0,111.0,0.0,12.0,4.3,12.3,2.9,6.0,,1991
Chris Chandler,26.0,TAM,QB,6.0,3.0,18.0,79.0,0.0,12.0,4.4,13.2,3.0,3.0,,1991
Chris Chandler,26.0,PHO,QB,3.0,2.0,8.0,32.0,0.0,12.0,4.0,10.7,2.7,3.0,,1991
Don Majkowski,27.0,GNB,QB,9.0,8.0,25.0,108.0,2.0,15.0,4.3,12.0,2.8,10.0,,1991
Rodney Peete,25.0,DET,QB,8.0,8.0,25.0,125.0,2.0,26.0,5.0,15.6,3.1,2.0,,1991
Boomer Esiason,30.0,CIN,QB,14.0,14.0,24.0,66.0,0.0,16.0,2.8,4.7,1.7,10.0,,1991
Rick Fenney,27.0,MIN,RB,11.0,0.0,23.0,99.0,0.0,17.0,4.3,9.0,2.1,0.0,,1991
Ken O'Brien,31.0,NYJ,QB,16.0,16.0,23.0,60.0,0.0,13.0,2.6,3.8,1.4,6.0,PB,1991
Anthony Johnson,24.0,IND,FB,9.0,6.0,22.0,94.0,0.0,15.0,4.3,10.4,2.4,2.0,,1991
Derek Loville,23.0,SEA,RB,16.0,0.0,22.0,69.0,0.0,22.0,3.1,4.3,1.4,0.0,,1991
Jim McMahon,32.0,PHI,QB,12.0,11.0,22.0,55.0,1.0,12.0,2.5,4.6,1.8,2.0,,1991
Tim Worley,25.0,PIT,RB,2.0,0.0,22.0,117.0,0.0,16.0,5.3,58.5,11.0,1.0,,1991
Steve DeBerg,37.0,KAN,QB,16.0,15.0,21.0,-15.0,0.0,,-0.7,-0.9,1.3,6.0,,1991
Mike Dingle,22.0,CIN,RB,8.0,0.0,21.0,91.0,0.0,21.0,4.3,11.4,2.6,0.0,,1991
Bob Perryman,27.0,DEN,RB,15.0,7.0,21.0,45.0,0.0,6.0,2.1,3.0,1.4,1.0,,1991
Aaron Craver,23.0,MIA,RB,14.0,0.0,20.0,58.0,1.0,7.0,2.9,4.1,1.4,2.0,,1991
Jim Kelly,31.0,BUF,QB,15.0,15.0,20.0,45.0,1.0,12.0,2.3,3.0,1.3,6.0,"PB,AP-1,AP MVP-2,AP OPoY-2",1991
Leroy Thompson,22.0,PIT,RB,13.0,0.0,20.0,60.0,0.0,14.0,3.0,4.6,1.5,1.0,,1991
Buford McGee,31.0,RAM,RB,16.0,4.0,19.0,65.0,0.0,9.0,3.4,4.1,1.2,1.0,,1991
Bobby Hebert,31.0,NOR,QB,9.0,9.0,18.0,56.0,0.0,16.0,3.1,6.2,2.0,5.0,,1991
Ivy Joe Hunter,25.0,NWE,FB,13.0,11.0,18.0,53.0,0.0,9.0,2.9,4.1,1.4,0.0,,1991
Neil O'Donnell,25.0,PIT,QB,12.0,8.0,18.0,82.0,1.0,22.0,4.6,6.8,1.5,11.0,,1991
Steve Bono,29.0,SFO,QB,9.0,6.0,17.0,46.0,0.0,18.0,2.7,5.1,1.9,7.0,,1991
Cedric Jackson,23.0,DET,RB,8.0,1.0,17.0,55.0,0.0,10.0,3.2,6.9,2.1,1.0,,1991
Daryl Johnston,25.0,DAL,FB,16.0,14.0,17.0,54.0,0.0,10.0,3.2,3.4,1.1,0.0,,1991
Mike Tomczak,29.0,GNB,QB,12.0,7.0,17.0,93.0,1.0,48.0,5.5,7.8,1.4,5.0,,1991
Troy Aikman,25.0,DAL,QB,12.0,12.0,16.0,5.0,1.0,9.0,0.3,0.4,1.3,4.0,PB,1991
Jeff George,24.0,IND,QB,16.0,16.0,16.0,36.0,0.0,13.0,2.3,2.3,1.0,8.0,,1991
Johnny Bailey,24.0,CHI,RB,14.0,0.0,15.0,43.0,1.0,11.0,2.9,3.1,1.1,4.0,,1991
Ricky Blake,24.0,DAL,RB,2.0,0.0,15.0,80.0,1.0,30.0,5.3,40.0,7.5,0.0,,1991
Darren Lewis,23.0,CHI,RB,15.0,0.0,15.0,36.0,0.0,9.0,2.4,2.4,1.0,0.0,,1991
Mark Rypien,29.0,WAS,QB,16.0,16.0,15.0,6.0,1.0,11.0,0.4,0.4,0.9,9.0,"PB,AP-2,AP MVP-4,AP OPoY-4",1991
Larry Centers,23.0,PHO,FB,9.0,2.0,14.0,44.0,0.0,8.0,3.1,4.9,1.6,4.0,,1991
Don Overton,24.0,DET,RB,14.0,0.0,14.0,59.0,0.0,9.0,4.2,4.2,1.0,1.0,,1991
Marvin Allen,26.0,NWE,RB,15.0,0.0,13.0,50.0,0.0,11.0,3.8,3.3,0.9,0.0,,1991
Anthony Carter,31.0,MIN,WR,15.0,15.0,13.0,117.0,1.0,32.0,9.0,7.8,0.9,0.0,,1991
Dave Krieg,33.0,SEA,QB,10.0,9.0,13.0,59.0,0.0,24.0,4.5,5.9,1.3,6.0,,1991
Frank Reich,30.0,BUF,QB,16.0,1.0,13.0,6.0,0.0,8.0,0.5,0.4,0.8,0.0,,1991
Spencer Tillman,27.0,SFO,RB,16.0,0.0,13.0,40.0,0.0,8.0,3.1,2.5,0.8,2.0,,1991
Wade Wilson,32.0,MIN,QB,5.0,5.0,13.0,33.0,0.0,15.0,2.5,6.6,2.6,3.0,,1991
Robert Drummond,24.0,PHI,RB,16.0,0.0,12.0,27.0,2.0,7.0,2.3,1.7,0.8,1.0,,1991
Donald Hollas,24.0,CIN,QB,8.0,1.0,12.0,66.0,0.0,27.0,5.5,8.3,1.5,3.0,,1991
Andre Reed,27.0,BUF,WR,16.0,16.0,12.0,136.0,0.0,46.0,11.3,8.5,0.8,1.0,PB,1991
Bubby Brister,29.0,PIT,QB,8.0,8.0,11.0,17.0,0.0,8.0,1.5,2.1,1.4,4.0,,1991
Bobby Humphrey,25.0,DEN,RB,4.0,0.0,11.0,33.0,0.0,7.0,3.0,8.3,2.8,0.0,,1991
Chris Warren,23.0,SEA,RB,16.0,1.0,11.0,13.0,0.0,7.0,1.2,0.8,0.7,3.0,,1991
Eric Ball,25.0,CIN,RB,6.0,4.0,10.0,21.0,1.0,10.0,2.1,3.5,1.7,1.0,,1991
John Friesz,24.0,SDG,QB,16.0,16.0,10.0,18.0,0.0,11.0,1.8,1.1,0.6,10.0,,1991
Todd McNair,26.0,KAN,RB,14.0,0.0,10.0,51.0,0.0,11.0,5.1,3.6,0.7,2.0,,1991
Tony Paige,29.0,MIA,FB,16.0,16.0,10.0,25.0,0.0,6.0,2.5,1.6,0.6,1.0,,1991
Tommie Agee,27.0,DAL,RB,16.0,0.0,9.0,20.0,1.0,8.0,2.2,1.3,0.6,0.0,,1991
D.J. Dozier,26.0,DET,RB,6.0,0.0,9.0,48.0,0.0,29.0,5.3,8.0,1.5,0.0,,1991
Stan Gelbaugh,29.0,PHO,QB,6.0,3.0,9.0,23.0,0.0,13.0,2.6,3.8,1.5,4.0,,1991
Dennis Gentry,32.0,CHI,WR,15.0,0.0,9.0,58.0,0.0,17.0,6.4,3.9,0.6,1.0,,1991
Art Monk,34.0,WAS,WR,16.0,16.0,9.0,19.0,0.0,14.0,2.1,1.2,0.6,2.0,,1991
Phil Simms,36.0,NYG,QB,6.0,4.0,9.0,42.0,1.0,19.0,4.7,7.0,1.5,4.0,,1991
Billy Joe Tolliver,25.0,ATL,QB,7.0,2.0,9.0,6.0,0.0,7.0,0.7,0.9,1.3,3.0,,1991
Gary Brown,22.0,HOU,RB,11.0,0.0,8.0,85.0,1.0,39.0,10.6,7.7,0.7,0.0,,1991
Vince Evans,36.0,RAI,QB,4.0,0.0,8.0,20.0,0.0,11.0,2.5,5.0,2.0,0.0,,1991
Tracy Johnson,25.0,ATL,RB,16.0,5.0,8.0,26.0,0.0,6.0,3.3,1.6,0.5,0.0,,1991
Jeff Rutledge,34.0,WAS,QB,16.0,0.0,8.0,-13.0,0.0,-1.0,-1.6,-0.8,0.5,0.0,,1991
Steve Walsh,25.0,NOR,QB,8.0,7.0,8.0,0.0,0.0,,0.0,0.0,1.0,3.0,,1991
Steve Beuerlein,26.0,DAL,QB,8.0,4.0,7.0,-14.0,0.0,-1.0,-2.0,-1.8,0.9,0.0,,1991
Ricky Sanders,31.0,WAS,WR,16.0,7.0,7.0,47.0,1.0,17.0,6.7,2.9,0.4,0.0,,1991
Troy Taylor,23.0,NYJ,QB,5.0,0.0,7.0,23.0,0.0,13.0,3.3,4.6,1.4,0.0,,1991
Vernon Turner,24.0,RAM,WR,15.0,0.0,7.0,44.0,0.0,11.0,6.3,2.9,0.5,4.0,,1991
James Saxon,25.0,KAN,FB,16.0,0.0,6.0,13.0,0.0,8.0,2.2,0.8,0.4,1.0,,1991
Marcus Wilson,23.0,RAI,RB,1.0,0.0,6.0,21.0,0.0,8.0,3.5,21.0,6.0,0.0,,1991
Tim Brown,25.0,RAI,WR,16.0,1.0,5.0,16.0,0.0,9.0,3.2,1.0,0.3,1.0,PB,1991
Jeff Carlson,25.0,TAM,QB,3.0,1.0,5.0,25.0,0.0,11.0,5.0,8.3,1.7,2.0,,1991
Alonzo Highsmith,26.0,TAM,RB,11.0,0.0,5.0,21.0,0.0,10.0,4.2,1.9,0.5,0.0,,1991
Ernie Jones,27.0,PHO,WR,16.0,16.0,5.0,24.0,0.0,9.0,4.8,1.5,0.3,1.0,,1991
Cody Carlson,28.0,HOU,QB,3.0,0.0,4.0,-3.0,0.0,,-0.8,-1.0,1.3,1.0,,1991
Ernest Givins,27.0,HOU,WR,16.0,16.0,4.0,30.0,0.0,23.0,7.5,1.9,0.3,3.0,,1991
Tom Hodson,24.0,NWE,QB,16.0,3.0,4.0,0.0,0.0,,0.0,0.0,0.3,2.0,,1991
Blair Kiel,30.0,GNB,QB,4.0,1.0,4.0,46.0,0.0,26.0,11.5,11.5,1.0,2.0,,1991
Marc Logan,26.0,MIA,RB,16.0,0.0,4.0,5.0,0.0,2.0,1.3,0.3,0.3,1.0,,1991
Bruce Perkins,24.0,IND,RB,14.0,1.0,4.0,11.0,0.0,4.0,2.8,0.8,0.3,0.0,,1991
Brett Perriman,26.0,DET,WR,15.0,14.0,4.0,10.0,0.0,6.0,2.5,0.7,0.3,0.0,,1991
Scott Secules,27.0,MIA,QB,14.0,0.0,4.0,30.0,1.0,12.0,7.5,2.1,0.3,0.0,,1991
Sterling Sharpe,26.0,GNB,WR,16.0,16.0,4.0,4.0,0.0,12.0,1.0,0.3,0.3,1.0,,1991
Dan Stryzinski,26.0,PIT,P,16.0,0.0,4.0,-11.0,0.0,,-2.8,-0.7,0.3,1.0,,1991
Andre Ware,23.0,DET,QB,1.0,0.0,4.0,6.0,0.0,10.0,1.5,6.0,4.0,1.0,,1991
Eric Bieniemy,22.0,SDG,RB,15.0,0.0,3.0,17.0,0.0,15.0,5.7,1.1,0.2,0.0,,1991
A.B. Brown,26.0,NYJ,RB,9.0,0.0,3.0,4.0,1.0,2.0,1.3,0.4,0.3,2.0,,1991
Quinn Early,26.0,NOR,WR,15.0,12.0,3.0,13.0,0.0,6.0,4.3,0.9,0.2,2.0,,1991
Jeff Feagles,25.0,PHI,P,16.0,0.0,3.0,-1.0,0.0,11.0,-0.3,-0.1,0.2,1.0,,1991
Bob Gagliano,33.0,SDG,QB,2.0,0.0,3.0,19.0,0.0,16.0,6.3,9.5,1.5,2.0,,1991
Gary Kubiak,30.0,DEN,QB,16.0,0.0,3.0,11.0,0.0,12.0,3.7,0.7,0.2,1.0,,1991
Nate Lewis,25.0,SDG,WR,16.0,9.0,3.0,10.0,0.0,9.0,3.3,0.6,0.2,0.0,,1991
Todd Marinovich,22.0,RAI,QB,1.0,1.0,3.0,14.0,0.0,11.0,4.7,14.0,3.0,0.0,,1991
Brian Mitchell,23.0,WAS,RB,16.0,0.0,3.0,14.0,0.0,8.0,4.7,0.9,0.2,8.0,AP-2,1991
Anthony Morgan,24.0,CHI,WR,14.0,2.0,3.0,18.0,0.0,13.0,6.0,1.3,0.2,1.0,,1991
Bobby Morse,26.0,NOR,RB,6.0,0.0,3.0,7.0,0.0,8.0,2.3,1.2,0.5,0.0,,1991
Ricky Proehl,23.0,PHO,WR,16.0,16.0,3.0,21.0,0.0,17.0,7.0,1.3,0.2,0.0,,1991
Lee Rouson,29.0,CLE,RB,16.0,3.0,3.0,14.0,0.0,9.0,4.7,0.9,0.2,0.0,,1991
Charles Wilson,23.0,GNB,WR,15.0,2.0,3.0,3.0,0.0,5.0,1.0,0.2,0.2,4.0,,1991
George Adams,29.0,NWE,RB,2.0,1.0,2.0,3.0,0.0,2.0,1.5,1.5,1.0,0.0,,1991
Jim Arnold,30.0,DET,P,16.0,0.0,2.0,42.0,0.0,21.0,21.0,2.6,0.1,0.0,,1991
Brian Blades,26.0,SEA,WR,16.0,16.0,2.0,17.0,0.0,11.0,8.5,1.1,0.1,1.0,,1991
Ron Brown,30.0,RAM,WR,6.0,0.0,2.0,11.0,0.0,11.0,5.5,1.8,0.3,0.0,,1991
Irving Fryar,29.0,NWE,WR,16.0,15.0,2.0,11.0,0.0,9.0,5.5,0.7,0.1,2.0,,1991
Mel Gray,30.0,DET,KR,16.0,0.0,2.0,11.0,0.0,6.0,5.5,0.7,0.1,3.0,"PB,AP-1",1991
Brian Hansen,31.0,CLE,P,16.0,0.0,2.0,-3.0,0.0,,-1.5,-0.2,0.1,0.0,,1991
Mike Horan,32.0,DEN,P,16.0,0.0,2.0,9.0,0.0,9.0,4.5,0.6,0.1,0.0,,1991
Mark Jackson,28.0,DEN,WR,12.0,10.0,2.0,18.0,0.0,21.0,9.0,1.5,0.2,1.0,,1991
