Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Stan Humphries,31.0,SDG,QB,13.0,13.0,21.0,28.0,0.0,7.0,47.6,7.0,1.3,2.2,1.6,7.0,,1996
Lorenzo Neal,26.0,NOR,FB,16.0,11.0,21.0,58.0,1.0,5.0,52.4,11.0,2.8,3.6,1.3,1.0,,1996
Marc Logan,31.0,WAS,FB,14.0,9.0,20.0,111.0,2.0,8.0,55.0,36.0,5.6,7.9,1.4,1.0,,1996
Rodney Peete,30.0,PHI,QB,5.0,5.0,20.0,31.0,1.0,5.0,30.0,11.0,1.6,6.2,4.0,2.0,,1996
Ricky Whittle,25.0,NOR,RB,10.0,0.0,20.0,52.0,0.0,3.0,20.0,15.0,2.6,5.2,2.0,1.0,,1996
Dexter Carter,29.0,SFO,RB,16.0,0.0,19.0,66.0,1.0,6.0,52.6,18.0,3.5,4.1,1.2,5.0,,1996
Jim Kelly,36.0,BUF,QB,13.0,13.0,19.0,66.0,2.0,8.0,57.9,22.0,3.5,5.1,1.5,9.0,,1996
Ron Rivers,25.0,DET,RB,15.0,0.0,19.0,86.0,0.0,7.0,47.4,26.0,4.5,5.7,1.3,0.0,,1996
Frank Reich,35.0,NYJ,QB,10.0,7.0,18.0,31.0,0.0,5.0,27.8,10.0,1.7,3.1,1.8,9.0,,1996
Kevin Turner,27.0,PHI,FB,16.0,12.0,18.0,39.0,0.0,5.0,50.0,7.0,2.2,2.4,1.1,1.0,,1996
Jon Witman,24.0,PIT,RB,16.0,4.0,17.0,69.0,0.0,2.0,35.3,15.0,4.1,4.3,1.1,0.0,,1996
Jeff Brohm,25.0,SFO,QB,3.0,0.0,16.0,43.0,0.0,2.0,18.8,22.0,2.7,14.3,5.3,1.0,,1996
Dave Krieg,38.0,CHI,QB,13.0,12.0,16.0,12.0,1.0,9.0,62.5,2.0,0.8,0.9,1.2,6.0,,1996
Steve Broussard,29.0,SEA,RB,12.0,0.0,15.0,106.0,1.0,4.0,73.3,26.0,7.1,8.8,1.3,2.0,,1996
Jeff Cothran,25.0,CIN,FB,11.0,11.0,15.0,44.0,1.0,4.0,46.7,9.0,2.9,4.0,1.4,0.0,,1996
Boomer Esiason,35.0,ARI,QB,10.0,8.0,15.0,52.0,1.0,6.0,53.3,13.0,3.5,5.2,1.5,5.0,,1996
Joey Galloway,25.0,SEA,WR,16.0,16.0,15.0,127.0,0.0,6.0,73.3,51.0,8.5,7.9,0.9,2.0,,1996
Bobby Hebert,36.0,ATL,QB,14.0,13.0,15.0,59.0,1.0,5.0,40.0,25.0,3.9,4.2,1.1,10.0,,1996
Earnest Hunter,26.0,2TM,RB,11.0,0.0,15.0,44.0,0.0,2.0,40.0,9.0,2.9,4.0,1.4,4.0,,1996
Earnest Hunter,26.0,BAL,RB,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,2.0,,1996
Earnest Hunter,26.0,NOR,RB,6.0,0.0,14.0,44.0,0.0,2.0,42.9,9.0,3.1,7.3,2.3,2.0,,1996
Don Majkowski,32.0,DET,QB,5.0,2.0,14.0,38.0,0.0,3.0,35.7,12.0,2.7,7.6,2.8,5.0,,1996
Cedric Smith,28.0,ARI,FB,15.0,2.0,14.0,15.0,1.0,4.0,28.6,3.0,1.1,1.0,0.9,0.0,,1996
Leroy Thompson,27.0,TAM,RB,5.0,0.0,14.0,25.0,0.0,2.0,14.3,10.0,1.8,5.0,2.8,0.0,,1996
Tim Tindale,25.0,BUF,FB,14.0,3.0,14.0,49.0,0.0,3.0,50.0,15.0,3.5,3.5,1.0,1.0,,1996
Derek Brown,25.0,NOR,RB,11.0,0.0,13.0,30.0,0.0,1.0,7.7,12.0,2.3,2.7,1.2,0.0,,1996
Charles Evans,29.0,MIN,FB,16.0,6.0,13.0,29.0,0.0,0.0,0.0,9.0,2.2,1.8,0.8,0.0,,1996
Steve Beuerlein,31.0,CAR,QB,8.0,4.0,12.0,17.0,0.0,1.0,25.0,13.0,1.4,2.1,1.5,9.0,,1996
John Friesz,29.0,SEA,QB,8.0,6.0,12.0,1.0,0.0,0.0,0.0,3.0,0.1,0.1,1.5,7.0,,1996
Rich Gannon,31.0,KAN,QB,4.0,3.0,12.0,81.0,0.0,7.0,66.7,19.0,6.8,20.3,3.0,1.0,,1996
Howard Griffith,29.0,CAR,FB,16.0,14.0,12.0,7.0,1.0,1.0,8.3,3.0,0.6,0.4,0.8,1.0,,1996
Eric Moulds,23.0,BUF,WR,16.0,5.0,12.0,44.0,0.0,2.0,58.3,11.0,3.7,2.8,0.8,1.0,,1996
Bill Musgrave,29.0,DEN,QB,6.0,1.0,12.0,-4.0,0.0,1.0,8.3,6.0,-0.3,-0.7,2.0,3.0,,1996
Dino Philyaw,26.0,CAR,RB,9.0,0.0,12.0,38.0,1.0,3.0,50.0,8.0,3.2,4.2,1.3,0.0,,1996
Tony Carter,24.0,CHI,FB,16.0,11.0,11.0,43.0,0.0,5.0,54.5,23.0,3.9,2.7,0.7,1.0,,1996
Craig Erickson,27.0,MIA,QB,7.0,3.0,11.0,16.0,0.0,2.0,18.2,12.0,1.5,2.3,1.6,4.0,,1996
Dan Marino,35.0,MIA,QB,13.0,13.0,11.0,-3.0,0.0,0.0,9.1,7.0,-0.3,-0.2,0.8,4.0,,1996
Jerald Moore,22.0,STL,RB,11.0,4.0,11.0,32.0,0.0,1.0,45.5,14.0,2.9,2.9,1.0,0.0,,1996
Jerry Rice,34.0,SFO,WR,16.0,16.0,11.0,77.0,1.0,3.0,36.4,38.0,7.0,4.8,0.7,0.0,"PB,AP-1,AP OPoY-5",1996
Herschel Walker,34.0,DAL,RB,16.0,1.0,10.0,83.0,1.0,4.0,40.0,39.0,8.3,5.2,0.6,0.0,,1996
Keith Elias,24.0,NYG,RB,9.0,0.0,9.0,24.0,0.0,0.0,11.1,8.0,2.7,2.7,1.0,0.0,,1996
Todd McNair,31.0,KAN,RB,16.0,0.0,9.0,32.0,0.0,0.0,22.2,9.0,3.6,2.0,0.6,0.0,,1996
Warren Moon,40.0,MIN,QB,8.0,8.0,9.0,6.0,0.0,3.0,33.3,5.0,0.7,0.8,1.1,7.0,,1996
Johnnie Morton,25.0,DET,WR,16.0,15.0,9.0,35.0,0.0,1.0,55.6,18.0,3.9,2.2,0.6,1.0,,1996
Steve Tasker,34.0,BUF,WR,8.0,5.0,9.0,31.0,0.0,3.0,55.6,11.0,3.4,3.9,1.1,3.0,,1996
Curtis Conway,25.0,CHI,WR,16.0,16.0,8.0,50.0,0.0,2.0,50.0,19.0,6.3,3.1,0.5,1.0,,1996
Sam Gash,27.0,NWE,FB,14.0,9.0,8.0,15.0,0.0,1.0,12.5,3.0,1.9,1.1,0.6,0.0,,1996
Rocket Ismail,27.0,CAR,WR,13.0,5.0,8.0,80.0,1.0,0.0,0.0,35.0,10.0,6.2,0.6,0.0,,1996
Erik Kramer,32.0,CHI,QB,4.0,4.0,8.0,4.0,0.0,3.0,50.0,3.0,0.5,1.0,2.0,1.0,,1996
Tim Lester,28.0,PIT,FB,16.0,13.0,8.0,20.0,1.0,2.0,50.0,5.0,2.5,1.3,0.5,1.0,,1996
Le'Shai Maston,26.0,JAX,FB,15.0,7.0,8.0,22.0,0.0,1.0,62.5,7.0,2.8,1.5,0.5,0.0,,1996
Brian Milne,23.0,CIN,RB,6.0,5.0,8.0,22.0,1.0,2.0,37.5,5.0,2.8,3.7,1.3,0.0,,1996
Andre Reed,32.0,BUF,WR,16.0,16.0,8.0,22.0,0.0,4.0,50.0,13.0,2.8,1.4,0.5,1.0,,1996
Glenn Foley,26.0,NYJ,QB,5.0,3.0,7.0,40.0,0.0,2.0,42.9,12.0,5.7,8.0,1.4,1.0,,1996
Danny Kanell,23.0,NYG,QB,4.0,0.0,7.0,6.0,0.0,1.0,14.3,13.0,0.9,1.5,1.8,2.0,,1996
Jamie Martin,26.0,STL,QB,6.0,0.0,7.0,14.0,0.0,1.0,28.6,11.0,2.0,2.3,1.2,2.0,,1996
Fred McAfee,28.0,PIT,RB,14.0,0.0,7.0,17.0,0.0,0.0,14.3,5.0,2.4,1.2,0.5,0.0,,1996
Stanley Pritchett,23.0,MIA,FB,16.0,16.0,7.0,27.0,0.0,2.0,28.6,16.0,3.9,1.7,0.4,3.0,,1996
Tim Brown,30.0,OAK,WR,16.0,16.0,6.0,35.0,0.0,3.0,50.0,15.0,5.8,2.2,0.4,3.0,PB,1996
Jerris McPhail,24.0,MIA,RB,9.0,1.0,6.0,28.0,0.0,2.0,50.0,10.0,4.7,3.1,0.7,2.0,,1996
Neil O'Donnell,30.0,NYJ,QB,6.0,6.0,6.0,30.0,0.0,2.0,33.3,17.0,5.0,5.0,1.0,2.0,,1996
Sean Salisbury,33.0,SDG,QB,16.0,3.0,6.0,14.0,0.0,2.0,50.0,11.0,2.3,0.9,0.4,3.0,,1996
Leslie Shepherd,27.0,WAS,WR,12.0,6.0,6.0,96.0,2.0,4.0,83.3,32.0,16.0,8.0,0.5,0.0,,1996
Steve Walsh,30.0,STL,QB,3.0,3.0,6.0,10.0,0.0,2.0,33.3,13.0,1.7,3.3,2.0,1.0,,1996
Erik Wilhelm,31.0,CIN,QB,3.0,0.0,6.0,24.0,0.0,1.0,50.0,18.0,4.0,8.0,2.0,0.0,,1996
Jeff George,29.0,ATL,QB,3.0,3.0,5.0,10.0,0.0,0.0,40.0,5.0,2.0,3.3,1.7,3.0,,1996
Terry Glenn,22.0,NWE,WR,15.0,15.0,5.0,42.0,0.0,2.0,60.0,26.0,8.4,2.8,0.3,1.0,AP ORoY-2,1996
