Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Stephen Davis,27.0,WAS,RB,16.0,16.0,356.0,1432.0,5.0,75.0,45.8,32.0,4.0,89.5,22.3,6.0,,2001
Corey Dillon,27.0,CIN,RB,16.0,16.0,340.0,1315.0,10.0,69.0,40.9,96.0,3.9,82.2,21.3,5.0,PB,2001
LaDainian Tomlinson,22.0,SDG,RB,16.0,16.0,339.0,1236.0,10.0,68.0,43.7,54.0,3.6,77.3,21.2,8.0,AP ORoY-2,2001
Curtis Martin,28.0,NYJ,RB,16.0,16.0,333.0,1513.0,10.0,78.0,46.5,47.0,4.5,94.6,20.8,2.0,"PB,AP-2",2001
Priest Holmes,28.0,KAN,RB,16.0,16.0,327.0,1555.0,8.0,81.0,50.5,41.0,4.8,97.2,20.4,4.0,"PB,AP-1,AP OPoY-4",2001
Eddie George,28.0,TEN,RB,16.0,16.0,315.0,939.0,5.0,40.0,33.0,27.0,3.0,58.7,19.7,8.0,,2001
Lamar Smith,31.0,MIA,RB,16.0,16.0,313.0,968.0,6.0,48.0,37.1,25.0,3.1,60.5,19.6,6.0,,2001
Ricky Williams,24.0,NOR,RB,16.0,16.0,313.0,1245.0,6.0,61.0,41.9,46.0,4.0,77.8,19.6,8.0,,2001
Shaun Alexander,24.0,SEA,RB,16.0,12.0,309.0,1318.0,14.0,64.0,42.7,88.0,4.3,82.4,19.3,4.0,,2001
Ahman Green,24.0,GNB,RB,16.0,16.0,304.0,1387.0,9.0,57.0,42.8,83.0,4.6,86.7,19.0,5.0,"PB,AP-2",2001
Antowain Smith,29.0,NWE,RB,16.0,15.0,287.0,1157.0,12.0,61.0,45.6,44.0,4.0,72.3,17.9,4.0,,2001
Anthony Thomas,24.0,CHI,RB,14.0,10.0,278.0,1183.0,7.0,58.0,43.9,46.0,4.3,84.5,19.9,0.0,AP ORoY-1,2001
Emmitt Smith,32.0,DAL,RB,14.0,14.0,261.0,1021.0,3.0,48.0,37.9,44.0,3.9,72.9,18.6,1.0,,2001
Marshall Faulk,28.0,STL,RB,14.0,14.0,260.0,1382.0,12.0,70.0,54.6,71.0,5.3,98.7,18.6,3.0,"PB,AP-1,AP MVP-2,AP OPoY-1",2001
Garrison Hearst,30.0,SFO,RB,16.0,16.0,252.0,1206.0,4.0,53.0,48.8,43.0,4.8,75.4,15.8,1.0,"PB,AP CPoY-1",2001
Michael Pittman,26.0,ARI,RB,15.0,14.0,241.0,846.0,5.0,42.0,40.2,42.0,3.5,56.4,16.1,5.0,,2001
Maurice Smith,25.0,ATL,RB,16.0,12.0,237.0,760.0,5.0,38.0,36.3,58.0,3.2,47.5,14.8,1.0,,2001
Dominic Rhodes,22.0,IND,RB,15.0,10.0,233.0,1104.0,9.0,58.0,48.1,77.0,4.7,73.6,15.5,6.0,AP ORoY-5,2001
