Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Ito Smith,32.0,27.0,152.0,0.0,5.6,4.8,2018
Jamaal Williams,41.0,27.0,210.0,0.0,7.8,5.1,2018
Kareem Hunt,35.0,26.0,378.0,7.0,14.5,10.8,2018
Aaron Jones,35.0,26.0,206.0,1.0,7.9,5.9,2018
Jaylen Samuels,29.0,26.0,199.0,3.0,7.7,6.9,2018
Lamar Miller,35.0,25.0,163.0,1.0,6.5,4.7,2018
Damien Williams,24.0,23.0,160.0,2.0,7.0,6.7,2018
Corey Clement,25.0,22.0,192.0,0.0,8.7,7.7,2018
Leonard Fournette,26.0,22.0,185.0,1.0,8.4,7.1,2018
Latavius Murray,26.0,22.0,141.0,0.0,6.4,5.4,2018
Isaiah Crowell,28.0,21.0,152.0,0.0,7.2,5.4,2018
Mark Ingram,27.0,21.0,170.0,1.0,8.1,6.3,2018
Peyton Barber,29.0,20.0,92.0,1.0,4.6,3.2,2018
Alfred Blue,27.0,20.0,154.0,0.0,7.7,5.7,2018
Chris Carson,24.0,20.0,163.0,0.0,8.2,6.8,2018
Nick Chubb,29.0,20.0,149.0,2.0,7.5,5.1,2018
Chase Edmonds,23.0,20.0,103.0,0.0,5.2,4.5,2018
Jordan Howard,26.0,20.0,145.0,0.0,7.3,5.6,2018
Adrian Peterson,26.0,20.0,208.0,1.0,10.4,8.0,2018
Spencer Ware,23.0,20.0,224.0,0.0,11.2,9.7,2018
Anthony Firkser,20.0,19.0,225.0,1.0,11.8,11.3,2018
Elijah McGuire,31.0,19.0,193.0,1.0,10.2,6.2,2018
Doug Martin,24.0,18.0,116.0,0.0,6.4,4.8,2018
Trenton Cannon,25.0,17.0,144.0,0.0,8.5,5.8,2018
Marlon Mack,26.0,17.0,103.0,1.0,6.1,4.0,2018
Jordan Wilkins,17.0,16.0,85.0,0.0,5.3,5.0,2018
Kapri Bibbs,23.0,16.0,115.0,1.0,7.2,5.0,2018
Kapri Bibbs,18.0,13.0,102.0,1.0,7.8,5.7,2018
Kapri Bibbs,5.0,3.0,13.0,0.0,4.3,2.6,2018
Alex Collins,21.0,15.0,105.0,1.0,7.0,5.0,2018
Derrick Henry,18.0,15.0,99.0,0.0,6.6,5.5,2018
Justin Jackson,19.0,15.0,135.0,0.0,9.0,7.1,2018
Marshawn Lynch,20.0,15.0,84.0,0.0,5.6,4.2,2018
Darren Sproles,23.0,15.0,160.0,2.0,10.7,7.0,2018
Rex Burkhead,20.0,14.0,131.0,1.0,9.4,6.6,2018
Royce Freeman,20.0,14.0,72.0,0.0,5.1,3.6,2018
Wayne Gallman,22.0,14.0,89.0,0.0,6.4,4.0,2018
Chris Ivory,21.0,13.0,205.0,0.0,15.8,9.8,2018
James Develin,17.0,12.0,61.0,0.0,5.1,3.6,2018
Frank Gore,16.0,12.0,124.0,1.0,10.3,7.8,2018
Jeff Wilson,15.0,12.0,98.0,0.0,8.2,6.5,2018
C.J. Ham,15.0,11.0,85.0,0.0,7.7,5.7,2018
Marcus Murphy,19.0,11.0,26.0,0.0,2.4,1.4,2018
Bilal Powell,18.0,11.0,110.0,1.0,10.0,6.1,2018
LeGarrette Blount,15.0,10.0,67.0,0.0,6.7,4.5,2018
Carlos Hyde,16.0,10.0,33.0,0.0,3.3,2.1,2018
Carlos Hyde,9.0,6.0,29.0,0.0,4.8,3.2,2018
Carlos Hyde,7.0,4.0,4.0,0.0,1.0,0.6,2018
Kalen Ballage,11.0,9.0,56.0,0.0,6.2,5.1,2018
Corey Grant,12.0,9.0,67.0,0.0,7.4,5.6,2018
Dontrell Hilliard,10.0,9.0,105.0,0.0,11.7,10.5,2018
Rashaad Penny,12.0,9.0,75.0,0.0,8.3,6.3,2018
Rod Smith,12.0,9.0,60.0,0.0,6.7,5.0,2018
Andy Janovich,10.0,8.0,112.0,1.0,14.0,11.2,2018
Taquan Mizzell,10.0,8.0,78.0,1.0,9.8,7.8,2018
Alfred Morris,13.0,8.0,73.0,0.0,9.1,5.6,2018
Elijhaa Penny,9.0,8.0,50.0,0.0,6.3,5.6,2018
Anthony Sherman,9.0,8.0,96.0,1.0,12.0,10.7,2018
Josh Adams,13.0,7.0,58.0,0.0,8.3,4.5,2018
Ronald Jones II,9.0,7.0,33.0,0.0,4.7,3.7,2018
T.J. Logan,7.0,7.0,37.0,0.0,5.3,5.3,2018
Sony Michel,11.0,7.0,50.0,0.0,7.1,4.5,2018
Zach Zenner,10.0,7.0,56.0,0.0,8.0,5.6,2018
Tommy Bohanon,9.0,6.0,41.0,0.0,6.8,4.6,2018
Kenneth Dixon,7.0,6.0,51.0,0.0,8.5,7.3,2018
Raheem Mostert,7.0,6.0,25.0,0.0,4.2,3.6,2018
Jay Ajayi,6.0,5.0,20.0,0.0,4.0,3.3,2018
Malcolm Brown,7.0,5.0,52.0,1.0,10.4,7.4,2018
Devonta Freeman,7.0,5.0,23.0,0.0,4.6,3.3,2018
Zach Line,10.0,5.0,14.0,2.0,2.8,1.4,2018
Mark Walton,8.0,5.0,41.0,0.0,8.2,5.1,2018
C.J. Anderson,9.0,5.0,41.0,1.0,8.2,4.6,2018
C.J. Anderson,3.0,1.0,24.0,1.0,24.0,8.0,2018
C.J. Anderson,6.0,4.0,17.0,0.0,4.3,2.8,2018
Nick Bellore,4.0,4.0,15.0,0.0,3.8,3.8,2018
Byron Marshall,6.0,4.0,30.0,0.0,7.5,5.0,2018
Roosevelt Nix,6.0,4.0,38.0,0.0,9.5,6.3,2018
Cameron Artis-Payne,4.0,3.0,15.0,0.0,5.0,3.8,2018
Brandon Bolden,3.0,3.0,13.0,1.0,4.3,4.3,2018
Patrick DiMarco,4.0,3.0,62.0,0.0,20.7,15.5,2018
Tyler Ervin,3.0,3.0,35.0,0.0,11.7,11.7,2018
Keith Ford,5.0,3.0,21.0,0.0,7.0,4.2,2018
Ricky Ortiz,4.0,3.0,11.0,0.0,3.7,2.8,2018
Samaje Perine,4.0,3.0,5.0,0.0,1.7,1.3,2018
C.J. Prosise,3.0,3.0,22.0,0.0,7.3,7.3,2018
Stevan Ridley,4.0,3.0,18.0,0.0,6.0,4.5,2018
De'Anthony Thomas,5.0,3.0,29.0,1.0,9.7,5.8,2018
Darrel Williams,3.0,3.0,27.0,1.0,9.0,9.0,2018
Shaun Wilson,5.0,3.0,5.0,0.0,1.7,1.0,2018
Ameer Abdullah,4.0,3.0,28.0,0.0,9.3,7.0,2018
Ameer Abdullah,2.0,2.0,18.0,0.0,9.0,9.0,2018
Ameer Abdullah,2.0,1.0,10.0,0.0,10.0,5.0,2018
Mike Boone,3.0,2.0,1.0,0.0,0.5,0.3,2018
Jamaal Charles,3.0,2.0,7.0,0.0,3.5,2.3,2018
Derrick Coleman,3.0,2.0,17.0,0.0,8.5,5.7,2018
Gus Edwards,2.0,2.0,20.0,0.0,10.0,10.0,2018
D'Onta Foreman,2.0,2.0,28.0,1.0,14.0,14.0,2018
John Kelly,3.0,2.0,27.0,0.0,13.5,9.0,2018
Tre Madden,3.0,2.0,35.0,0.0,17.5,11.7,2018
Detrez Newsome,2.0,2.0,19.0,0.0,9.5,9.5,2018
Jamize Olawale,4.0,2.0,13.0,0.0,6.5,3.3,2018
Roc Thomas,4.0,2.0,21.0,0.0,10.5,5.3,2018
De'Lance Turner,2.0,2.0,17.0,0.0,8.5,8.5,2018
Charcandrick West,3.0,2.0,37.0,1.0,18.5,12.3,2018
Alex Armah,1.0,1.0,5.0,0.0,5.0,5.0,2018
Kenjon Barner,1.0,1.0,3.0,0.0,3.0,3.0,2018
Kenjon Barner,0.0,0.0,0.0,0.0,0.0,0.0,2018
Kenjon Barner,1.0,1.0,3.0,0.0,3.0,3.0,2018
Michael Burton,1.0,1.0,6.0,0.0,6.0,6.0,2018
Travaris Cadet,1.0,1.0,5.0,0.0,5.0,5.0,2018
Benny Cunningham,2.0,1.0,9.0,0.0,9.0,4.5,2018
Mike Gillislee,1.0,1.0,9.0,0.0,9.0,9.0,2018
Brian Hill,2.0,1.0,9.0,0.0,9.0,4.5,2018
Jeremy Hill,1.0,1.0,6.0,0.0,6.0,6.0,2018
Robert Turbin,2.0,1.0,3.0,0.0,3.0,1.5,2018
Danny Vitale,2.0,1.0,2.0,0.0,2.0,1.0,2018
DeAndre Washington,1.0,1.0,9.0,0.0,9.0,9.0,2018
Derek Watt,1.0,1.0,2.0,0.0,2.0,2.0,2018
Jonathan Williams,1.0,1.0,1.0,0.0,1.0,1.0,2018
Justin Davis,0.0,0.0,0.0,0.0,0.0,0.0,2018
David Fluellen,0.0,0.0,0.0,0.0,0.0,0.0,2018
De'Angelo Henderson,0.0,0.0,0.0,0.0,0.0,0.0,2018
Darius Jackson,1.0,0.0,0.0,0.0,0.0,0.0,2018
Taiwan Jones,2.0,0.0,0.0,0.0,0.0,0.0,2018
Robert Kelley,0.0,0.0,0.0,0.0,0.0,0.0,2018
Jeremy Langford,0.0,0.0,0.0,0.0,0.0,0.0,2018
J.D. McKissic,1.0,0.0,0.0,0.0,0.0,0.0,2018
Jeremy McNichols,0.0,0.0,0.0,0.0,0.0,0.0,2018
Christine Michael,0.0,0.0,0.0,0.0,0.0,0.0,2018
Jonathan Stewart,0.0,0.0,0.0,0.0,0.0,0.0,2018
Dwayne Washington,0.0,0.0,0.0,0.0,0.0,0.0,2018
Brandon Wilds,0.0,0.0,0.0,0.0,0.0,0.0,2018
David Williams,0.0,0.0,0.0,0.0,0.0,0.0,2018
