Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Ricky Williams,25.0,MIA,RB,16.0,16.0,383.0,1853.0,16.0,94.0,48.6,63.0,4.8,115.8,23.9,7.0,"PB,AP-1,AP OPoY-4",2002
LaDainian Tomlinson,23.0,SDG,RB,16.0,16.0,372.0,1683.0,14.0,96.0,44.6,76.0,4.5,105.2,23.3,3.0,"PB,AP-2",2002
Eddie George,29.0,TEN,RB,16.0,16.0,343.0,1165.0,12.0,62.0,44.6,35.0,3.4,72.8,21.4,1.0,,2002
Travis Henry,24.0,BUF,RB,16.0,16.0,325.0,1438.0,13.0,78.0,50.5,34.0,4.4,89.9,20.3,11.0,PB,2002
Deuce McAllister,24.0,NOR,RB,15.0,15.0,325.0,1388.0,13.0,68.0,40.6,62.0,4.3,92.5,21.7,4.0,PB,2002
Corey Dillon,28.0,CIN,RB,16.0,16.0,314.0,1311.0,7.0,72.0,50.6,67.0,4.2,81.9,19.6,5.0,,2002
Priest Holmes,29.0,KAN,RB,14.0,14.0,313.0,1615.0,21.0,105.0,54.3,56.0,5.2,115.4,22.4,1.0,"PB,AP-1,AP MVP-4,AP OPoY-1",2002
Jamal Lewis,23.0,BAL,RB,16.0,15.0,308.0,1327.0,6.0,66.0,47.7,75.0,4.3,82.9,19.3,8.0,AP CPoY-4,2002
Tiki Barber,27.0,NYG,RB,16.0,15.0,304.0,1387.0,11.0,71.0,41.4,70.0,4.6,86.7,19.0,9.0,,2002
Shaun Alexander,25.0,SEA,RB,16.0,16.0,295.0,1175.0,16.0,64.0,41.0,58.0,4.0,73.4,18.4,3.0,,2002
Fred Taylor,26.0,JAX,RB,16.0,16.0,287.0,1314.0,8.0,50.0,43.6,63.0,4.6,82.1,17.9,3.0,AP CPoY-5,2002
Ahman Green,25.0,GNB,RB,14.0,14.0,286.0,1240.0,7.0,57.0,45.1,43.0,4.3,88.6,20.4,4.0,PB,2002
Edgerrin James,24.0,IND,RB,14.0,14.0,277.0,989.0,2.0,59.0,45.8,20.0,3.6,70.6,19.8,4.0,AP CPoY-5,2002
Clinton Portis,21.0,DEN,RB,16.0,12.0,273.0,1508.0,15.0,82.0,59.3,59.0,5.5,94.3,17.1,5.0,AP ORoY-1,2002
Duce Staley,27.0,PHI,RB,16.0,16.0,269.0,1029.0,5.0,58.0,44.6,57.0,3.8,64.3,16.8,3.0,,2002
Curtis Martin,29.0,NYJ,RB,16.0,16.0,261.0,1094.0,7.0,55.0,42.9,35.0,4.2,68.4,16.3,0.0,,2002
Michael Bennett,24.0,MIN,RB,16.0,16.0,255.0,1296.0,5.0,47.0,49.4,85.0,5.1,81.0,15.9,4.0,PB,2002
Emmitt Smith,33.0,DAL,RB,16.0,16.0,254.0,975.0,5.0,50.0,41.7,30.0,3.8,60.9,15.9,3.0,,2002
Antowain Smith,30.0,NWE,RB,16.0,15.0,252.0,982.0,6.0,58.0,48.0,42.0,3.9,61.4,15.8,2.0,,2002
William Green,23.0,CLE,RB,16.0,10.0,243.0,887.0,6.0,39.0,41.2,64.0,3.7,55.4,15.2,4.0,,2002
James Stewart,31.0,DET,RB,14.0,9.0,231.0,1021.0,4.0,47.0,41.6,56.0,4.4,72.9,16.5,0.0,,2002
Warrick Dunn,27.0,ATL,RB,15.0,14.0,230.0,927.0,7.0,39.0,42.6,59.0,4.0,61.8,15.3,4.0,,2002
Garrison Hearst,31.0,SFO,RB,16.0,16.0,215.0,972.0,8.0,53.0,50.2,40.0,4.5,60.8,13.4,4.0,,2002
Anthony Thomas,25.0,CHI,RB,12.0,12.0,214.0,721.0,6.0,35.0,43.9,34.0,3.4,60.1,17.8,5.0,,2002
Marshall Faulk,29.0,STL,RB,14.0,10.0,212.0,953.0,8.0,54.0,50.0,44.0,4.5,68.1,15.1,4.0,PB,2002
Lamar Smith,32.0,CAR,RB,11.0,11.0,209.0,737.0,7.0,32.0,37.3,59.0,3.5,67.0,19.0,2.0,,2002
Stephen Davis,28.0,WAS,RB,12.0,12.0,207.0,820.0,7.0,49.0,50.2,33.0,4.0,68.3,17.3,4.0,,2002
Michael Pittman,27.0,TAM,RB,16.0,15.0,204.0,718.0,1.0,37.0,41.7,21.0,3.5,44.9,12.8,3.0,,2002
Jonathan Wells,23.0,HOU,RB,16.0,11.0,197.0,529.0,3.0,23.0,27.9,37.0,2.7,33.1,12.3,3.0,,2002
Amos Zereoue,26.0,PIT,RB,16.0,5.0,193.0,762.0,4.0,36.0,38.3,42.0,3.9,47.6,12.1,2.0,,2002
Marcel Shipp,24.0,ARI,RB,15.0,6.0,188.0,834.0,6.0,44.0,39.4,56.0,4.4,55.6,12.5,4.0,,2002
Jerome Bettis,30.0,PIT,RB,13.0,11.0,187.0,666.0,9.0,42.0,46.5,41.0,3.6,51.2,14.4,1.0,,2002
Charlie Garner,30.0,OAK,RB,16.0,15.0,182.0,962.0,7.0,49.0,51.6,36.0,5.3,60.1,11.4,0.0,,2002
James Allen,27.0,HOU,RB,16.0,5.0,155.0,519.0,0.0,22.0,32.3,32.0,3.3,32.4,9.7,1.0,,2002
Mike Alstott,29.0,TAM,FB,16.0,9.0,146.0,548.0,5.0,37.0,42.5,32.0,3.8,34.3,9.1,4.0,PB,2002
Kevan Barlow,23.0,SFO,RB,14.0,0.0,145.0,675.0,4.0,35.0,51.7,35.0,4.7,48.2,10.4,2.0,,2002
Thomas Jones,24.0,ARI,RB,9.0,9.0,138.0,511.0,2.0,24.0,41.3,58.0,3.7,56.8,15.3,3.0,,2002
T.J. Duckett,21.0,ATL,RB,12.0,3.0,130.0,507.0,4.0,31.0,48.5,33.0,3.9,42.3,10.8,0.0,,2002
Ron Dayne,24.0,NYG,RB,16.0,1.0,125.0,428.0,3.0,27.0,40.0,30.0,3.4,26.8,7.8,1.0,,2002
Kenny Watson,24.0,WAS,RB,16.0,4.0,116.0,534.0,1.0,32.0,50.9,24.0,4.6,33.4,7.3,0.0,,2002
Michael Vick,22.0,ATL,QB,15.0,15.0,113.0,777.0,8.0,45.0,53.1,46.0,6.9,51.8,7.5,9.0,"PB,AP MVP-4",2002
Tyrone Wheatley,30.0,OAK,RB,14.0,0.0,108.0,419.0,2.0,27.0,49.1,36.0,3.9,29.9,7.7,1.0,,2002
Daunte Culpepper,25.0,MIN,QB,16.0,16.0,106.0,609.0,10.0,47.0,59.4,38.0,5.7,38.1,6.6,23.0,,2002
Jamel White,25.0,CLE,RB,14.0,6.0,106.0,470.0,3.0,22.0,41.5,54.0,4.4,33.6,7.6,0.0,,2002
Leon Johnson,28.0,CHI,RB,16.0,4.0,103.0,329.0,1.0,25.0,42.7,23.0,3.2,20.6,6.4,3.0,,2002
Dee Brown,24.0,CAR,RB,14.0,3.0,102.0,360.0,4.0,20.0,39.2,24.0,3.5,25.7,7.3,4.0,,2002
Stacey Mack,27.0,JAX,RB,16.0,0.0,98.0,436.0,9.0,38.0,59.2,23.0,4.4,27.3,6.1,0.0,,2002
James Mungro,24.0,IND,RB,9.0,1.0,97.0,336.0,8.0,24.0,44.3,49.0,3.5,37.3,10.8,3.0,,2002
Mike Anderson,29.0,DEN,FB,15.0,12.0,84.0,386.0,2.0,24.0,52.4,32.0,4.6,25.7,5.6,2.0,,2002
LaMont Jordan,24.0,NYJ,RB,14.0,0.0,84.0,316.0,3.0,17.0,38.1,61.0,3.8,22.6,6.0,4.0,,2002
Moe Williams,28.0,MIN,RB,16.0,0.0,84.0,414.0,11.0,35.0,59.5,44.0,4.9,25.9,5.3,1.0,,2002
Steve McNair,29.0,TEN,QB,16.0,16.0,82.0,440.0,3.0,29.0,48.8,26.0,5.4,27.5,5.1,9.0,"AP MVP-3,AP OPoY-5",2002
Troy Hambrick,26.0,DAL,RB,16.0,0.0,79.0,317.0,1.0,17.0,43.0,18.0,4.0,19.8,4.9,2.0,,2002
