Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Khalil Herbert,25.0,CHI,RB,12.0,9.0,132.0,611.0,2.0,25.0,49.2,38.0,4.6,50.9,11.0,1.0,,2023
Miles Sanders,26.0,CAR,RB,16.0,5.0,129.0,432.0,1.0,24.0,40.3,48.0,3.3,27.0,8.1,2.0,,2023
Justin Fields,24.0,CHI,QB,13.0,13.0,124.0,657.0,4.0,43.0,52.4,39.0,5.3,50.5,9.5,10.0,,2023
Josh Allen,27.0,BUF,QB,17.0,17.0,111.0,524.0,15.0,57.0,65.8,23.0,4.7,30.8,6.5,7.0,"AP MVP-5,AP OPoY-6",2023
D'Onta Foreman,27.0,CHI,RB,9.0,8.0,109.0,425.0,4.0,24.0,53.2,22.0,3.9,47.2,12.1,1.0,,2023
Zach Charbonnet,22.0,SEA,RB,16.0,2.0,108.0,462.0,1.0,32.0,49.1,23.0,4.3,28.9,6.8,0.0,,2023
Joshua Kelley,26.0,LAC,RB,17.0,3.0,107.0,405.0,2.0,21.0,43.0,49.0,3.8,23.8,6.3,1.0,,2023
Jamaal Williams,28.0,NOR,RB,13.0,4.0,106.0,306.0,1.0,19.0,39.6,17.0,2.9,23.5,8.2,1.0,,2023
Zamir White,24.0,LVR,RB,17.0,4.0,104.0,451.0,1.0,19.0,51.0,43.0,4.3,26.5,6.1,1.0,,2023
De'Von Achane,22.0,MIA,RB,11.0,4.0,103.0,800.0,8.0,30.0,54.4,76.0,7.8,72.7,9.4,1.0,,2023
Ty Chandler,25.0,MIN,RB,17.0,4.0,102.0,461.0,3.0,20.0,45.1,31.0,4.5,27.1,6.0,0.0,,2023
Tyjae Spears,22.0,TEN,RB,17.0,1.0,100.0,453.0,2.0,24.0,44.0,23.0,4.5,26.6,5.9,1.0,,2023
Rico Dowdle,25.0,DAL,RB,16.0,0.0,89.0,361.0,2.0,17.0,47.2,21.0,4.1,22.6,5.6,0.0,,2023
Kenneth Gainwell,24.0,PHI,RB,16.0,2.0,84.0,364.0,2.0,19.0,39.3,32.0,4.3,22.8,5.3,3.0,,2023
Justice Hill,26.0,BAL,RB,16.0,5.0,84.0,387.0,3.0,19.0,48.8,41.0,4.6,24.2,5.3,1.0,,2023
Taysom Hill,33.0,NOR,TE/QB,16.0,7.0,81.0,401.0,4.0,26.0,64.2,27.0,5.0,25.1,5.1,1.0,,2023
Roschon Johnson,22.0,CHI,RB,15.0,0.0,81.0,352.0,2.0,16.0,43.2,29.0,4.3,23.5,5.4,1.0,,2023
Russell Wilson,35.0,DEN,QB,15.0,15.0,80.0,341.0,3.0,38.0,55.0,21.0,4.3,22.7,5.3,10.0,,2023
Latavius Murray,33.0,BUF,RB,16.0,4.0,79.0,300.0,4.0,27.0,57.0,29.0,3.8,18.8,4.9,1.0,,2023
Royce Freeman,27.0,LAR,RB,14.0,0.0,77.0,319.0,2.0,17.0,51.9,23.0,4.1,22.8,5.5,0.0,,2023
Joshua Dobbs,28.0,2TM,QB,13.0,12.0,77.0,421.0,6.0,31.0,49.4,44.0,5.5,32.4,5.9,14.0,,2023
Joshua Dobbs,28.0,ARI,QB,8.0,8.0,47.0,258.0,3.0,19.0,48.9,44.0,5.5,32.3,5.9,8.0,,2023
Joshua Dobbs,28.0,MIN,QB,5.0,4.0,30.0,163.0,3.0,12.0,50.0,22.0,5.4,32.6,6.0,6.0,,2023
Jaleel McLaughlin,23.0,DEN,RB,17.0,3.0,76.0,410.0,1.0,16.0,53.9,38.0,5.4,24.1,4.5,0.0,,2023
Patrick Mahomes,28.0,KAN,QB,16.0,16.0,75.0,389.0,0.0,27.0,50.7,25.0,5.2,24.3,4.7,5.0,"PB,AP MVP-7",2023
Elijah Mitchell,25.0,SFO,RB,11.0,1.0,75.0,281.0,2.0,14.0,48.0,18.0,3.7,25.5,6.8,0.0,,2023
Clyde Edwards-Helaire,24.0,KAN,RB,15.0,3.0,70.0,223.0,1.0,12.0,40.0,20.0,3.2,14.9,4.7,0.0,,2023
Trevor Lawrence,24.0,JAX,QB,16.0,16.0,70.0,339.0,4.0,23.0,47.1,26.0,4.8,21.2,4.4,12.0,,2023
Dalvin Cook,28.0,NYJ,RB,15.0,1.0,67.0,214.0,0.0,10.0,38.8,14.0,3.2,14.3,4.5,2.0,,2023
Antonio Gibson,25.0,WAS,RB,16.0,2.0,65.0,265.0,1.0,13.0,43.1,16.0,4.1,16.6,4.1,4.0,,2023
Pierre Strong,25.0,CLE,RB,17.0,1.0,63.0,291.0,1.0,10.0,50.8,40.0,4.6,17.1,3.7,1.0,,2023
Baker Mayfield,28.0,TAM,QB,17.0,17.0,62.0,163.0,1.0,16.0,35.5,31.0,2.6,9.6,3.6,8.0,"PB,AP CPoY-3",2023
Cam Akers,24.0,2TM,RB,7.0,1.0,60.0,167.0,2.0,12.0,35.0,19.0,2.8,23.9,8.6,0.0,,2023
Cam Akers,24.0,LAR,RB,1.0,1.0,22.0,29.0,1.0,4.0,27.3,12.0,1.3,29.0,22.0,0.0,,2023
Cam Akers,24.0,MIN,RB,6.0,0.0,38.0,138.0,1.0,8.0,39.5,19.0,3.6,23.0,6.3,0.0,,2023
Emari Demercado,24.0,ARI,RB,14.0,2.0,58.0,284.0,2.0,12.0,43.1,49.0,4.9,20.3,4.1,0.0,,2023
Matt Breida,28.0,NYG,RB,17.0,4.0,55.0,151.0,1.0,7.0,34.5,9.0,2.7,8.9,3.2,1.0,,2023
Dak Prescott,30.0,DAL,QB,17.0,17.0,55.0,242.0,2.0,21.0,52.7,22.0,4.4,14.2,3.2,4.0,"PB,AP-2,AP MVP-2,AP OPoY-5",2023
Samaje Perine,28.0,DEN,RB,17.0,1.0,53.0,238.0,1.0,14.0,50.9,24.0,4.5,14.0,3.1,3.0,,2023
Desmond Ridder,24.0,ATL,QB,15.0,13.0,53.0,193.0,5.0,18.0,43.4,23.0,3.6,12.9,3.5,12.0,,2023
Justin Herbert,25.0,LAC,QB,13.0,13.0,52.0,228.0,3.0,16.0,40.4,35.0,4.4,17.5,4.0,4.0,,2023
Chris Rodriguez,23.0,WAS,RB,13.0,0.0,51.0,247.0,2.0,14.0,47.1,16.0,4.8,19.0,3.9,1.0,,2023
Tank Bigsby,22.0,JAX,RB,17.0,0.0,50.0,132.0,2.0,12.0,42.0,12.0,2.6,7.8,2.9,2.0,,2023
Jordan Love,25.0,GNB,QB,17.0,17.0,50.0,247.0,4.0,16.0,44.0,37.0,4.9,14.5,2.9,9.0,,2023
Cordarrelle Patterson,32.0,ATL,RB,14.0,0.0,50.0,181.0,0.0,9.0,46.0,18.0,3.6,12.9,3.6,1.0,,2023
Chase Edmonds,27.0,TAM,RB,13.0,0.0,49.0,176.0,0.0,8.0,46.9,21.0,3.6,13.5,3.8,0.0,,2023
Sam Howell,23.0,WAS,QB,17.0,17.0,48.0,263.0,5.0,19.0,50.0,24.0,5.5,15.5,2.8,4.0,,2023
Keaton Mitchell,21.0,BAL,RB,8.0,2.0,47.0,396.0,2.0,19.0,68.1,60.0,8.4,49.5,5.9,0.0,,2023
Darrell Henderson,26.0,LAR,RB,4.0,4.0,46.0,112.0,2.0,5.0,37.0,16.0,2.4,28.0,11.5,0.0,,2023
Chase Brown,23.0,CIN,RB,12.0,0.0,44.0,179.0,0.0,6.0,34.1,31.0,4.1,14.9,3.7,1.0,,2023
Kyler Murray,26.0,ARI,QB,8.0,8.0,44.0,244.0,3.0,15.0,59.1,33.0,5.5,30.5,5.5,7.0,AP CPoY-9,2023
Kenny Pickett,25.0,PIT,QB,12.0,12.0,42.0,54.0,1.0,12.0,38.1,11.0,1.3,4.5,3.5,2.0,,2023
D'Ernest Johnson,27.0,JAX,RB,17.0,0.0,41.0,108.0,0.0,5.0,39.0,19.0,2.6,6.4,2.4,0.0,,2023
Kendre Miller,21.0,NOR,RB,8.0,0.0,41.0,156.0,1.0,10.0,39.0,18.0,3.8,19.5,5.1,0.0,,2023
Craig Reynolds,27.0,DET,RB,17.0,0.0,41.0,179.0,1.0,11.0,43.9,19.0,4.4,10.5,2.4,2.0,,2023
Jeff Wilson,28.0,MIA,RB,10.0,0.0,41.0,188.0,0.0,8.0,51.2,15.0,4.6,18.8,4.1,0.0,,2023
Daniel Jones,26.0,NYG,QB,6.0,6.0,40.0,206.0,1.0,15.0,52.5,17.0,5.2,34.3,6.7,4.0,,2023
Jordan Mason,24.0,SFO,RB,17.0,0.0,40.0,206.0,3.0,13.0,55.0,26.0,5.2,12.1,2.4,0.0,,2023
Brock Purdy,24.0,SFO,QB,16.0,16.0,39.0,144.0,2.0,15.0,53.8,17.0,3.7,9.0,2.4,6.0,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6",2023
C.J. Stroud,22.0,HOU,QB,15.0,15.0,39.0,167.0,3.0,17.0,59.0,16.0,4.3,11.1,2.6,8.0,"PB,AP MVP-8,AP ORoY-1",2023
Bryce Young,22.0,CAR,QB,16.0,16.0,39.0,253.0,0.0,18.0,64.1,26.0,6.5,15.8,2.4,11.0,,2023
Tyrod Taylor,34.0,NYG,QB,11.0,5.0,38.0,197.0,0.0,10.0,47.4,31.0,5.2,17.9,3.5,4.0,,2023
Deebo Samuel,27.0,SFO,WR,15.0,15.0,37.0,225.0,5.0,13.0,67.6,23.0,6.1,15.0,2.5,1.0,,2023
Geno Smith,33.0,SEA,QB,15.0,15.0,37.0,155.0,1.0,10.0,40.5,25.0,4.2,10.3,2.5,5.0,PB,2023
Isaiah Spiller,22.0,LAC,RB,9.0,0.0,37.0,96.0,0.0,1.0,32.4,8.0,2.6,10.7,4.1,0.0,,2023
Tommy DeVito,25.0,NYG,QB,9.0,6.0,36.0,195.0,1.0,7.0,44.4,26.0,5.4,21.7,4.0,2.0,,2023
Zach Wilson,24.0,NYJ,QB,12.0,11.0,36.0,211.0,0.0,7.0,41.7,20.0,5.9,17.6,3.0,11.0,,2023
Keaontay Ingram,24.0,ARI,RB,8.0,1.0,35.0,74.0,0.0,4.0,20.0,14.0,2.1,9.3,4.4,0.0,,2023
Trey Sermon,24.0,IND,RB,14.0,0.0,35.0,160.0,0.0,7.0,45.7,27.0,4.6,11.4,2.5,0.0,,2023
Tua Tagovailoa,25.0,MIA,QB,17.0,17.0,35.0,74.0,0.0,5.0,20.0,9.0,2.1,4.4,2.1,13.0,"PB,AP CPoY-5",2023
Gardner Minshew II,27.0,IND,QB,17.0,13.0,34.0,100.0,3.0,7.0,29.4,23.0,2.9,5.9,2.0,8.0,PB,2023
Derek Carr,32.0,NOR,QB,17.0,17.0,32.0,40.0,0.0,4.0,25.0,10.0,1.3,2.4,1.9,7.0,,2023
Jared Goff,29.0,DET,QB,17.0,17.0,32.0,21.0,2.0,5.0,21.9,11.0,0.7,1.2,1.9,6.0,,2023
Ronnie Rivers,24.0,LAR,RB,9.0,1.0,32.0,129.0,0.0,4.0,50.0,10.0,4.0,14.3,3.6,0.0,,2023
Patrick Taylor,25.0,GNB,RB,11.0,0.0,32.0,141.0,0.0,7.0,46.9,24.0,4.4,12.8,2.9,0.0,,2023
Darrynton Evans,25.0,2TM,RB,7.0,0.0,32.0,121.0,1.0,10.0,40.6,13.0,3.8,17.3,4.6,0.0,,2023
Darrynton Evans,25.0,CHI,RB,5.0,0.0,30.0,105.0,1.0,9.0,40.0,12.0,3.5,21.0,6.0,0.0,,2023
Darrynton Evans,25.0,MIA,RB,2.0,0.0,2.0,16.0,0.0,1.0,50.0,13.0,8.0,8.0,1.0,0.0,,2023
Joe Burrow,27.0,CIN,QB,10.0,10.0,31.0,88.0,0.0,9.0,38.7,20.0,2.8,8.8,3.1,2.0,,2023
Ty Johnson,26.0,BUF,RB,10.0,0.0,30.0,132.0,0.0,8.0,63.3,13.0,4.4,13.2,3.0,1.0,,2023
Michael Carter,24.0,2TM,RB,15.0,0.0,30.0,187.0,0.0,9.0,40.0,21.0,6.2,12.5,2.0,0.0,,2023
Michael Carter,24.0,NYJ,RB,9.0,0.0,8.0,38.0,0.0,2.0,25.0,9.0,4.8,4.2,0.9,0.0,,2023
Michael Carter,24.0,ARI,RB,6.0,0.0,22.0,149.0,0.0,7.0,45.5,21.0,6.8,24.8,3.7,0.0,,2023
Nick Chubb,28.0,CLE,RB,2.0,2.0,28.0,170.0,0.0,8.0,57.1,20.0,6.1,85.0,14.0,0.0,,2023
Rondale Moore,23.0,ARI,WR,17.0,8.0,28.0,178.0,1.0,5.0,46.4,45.0,6.4,10.5,1.6,1.0,,2023
Jake Browning,27.0,CIN,QB,9.0,7.0,27.0,127.0,3.0,12.0,63.0,21.0,4.7,14.1,3.0,3.0,,2023
Easton Stick,28.0,LAC,QB,5.0,4.0,27.0,144.0,1.0,11.0,63.0,21.0,5.3,28.8,5.4,5.0,,2023
Melvin Gordon,30.0,BAL,RB,4.0,0.0,26.0,81.0,1.0,4.0,30.8,22.0,3.1,20.3,6.5,1.0,,2023
Mac Jones,25.0,NWE,QB,11.0,11.0,26.0,96.0,0.0,11.0,57.7,18.0,3.7,8.7,2.4,3.0,,2023
Deshaun Watson,28.0,CLE,QB,6.0,6.0,26.0,142.0,1.0,10.0,61.5,16.0,5.5,23.7,4.3,5.0,,2023
Tony Jones,26.0,2TM,RB,7.0,1.0,26.0,95.0,2.0,7.0,46.2,19.0,3.7,13.6,3.7,0.0,,2023
Tony Jones,26.0,NOR,RB,4.0,1.0,21.0,70.0,2.0,6.0,47.6,19.0,3.3,17.5,5.3,0.0,,2023
Tony Jones,26.0,ARI,RB,3.0,0.0,5.0,25.0,0.0,1.0,40.0,13.0,5.0,8.3,1.7,0.0,,2023
Will Levis,24.0,TEN,QB,9.0,9.0,25.0,57.0,1.0,7.0,36.0,11.0,2.3,6.3,2.8,7.0,,2023
Anthony Richardson,21.0,IND,QB,4.0,4.0,25.0,136.0,4.0,8.0,64.0,23.0,5.4,34.0,6.3,3.0,,2023
Ke'Shawn Vaughn,26.0,TAM,RB,6.0,0.0,24.0,42.0,0.0,0.0,20.8,9.0,1.8,7.0,4.0,0.0,,2023
Tyson Bagent,23.0,CHI,QB,5.0,4.0,23.0,109.0,2.0,11.0,56.5,20.0,4.7,21.8,4.6,3.0,,2023
Damien Harris,26.0,BUF,RB,6.0,0.0,23.0,94.0,1.0,9.0,65.2,11.0,4.1,15.7,3.8,0.0,,2023
Deuce Vaughn,22.0,DAL,RB,7.0,0.0,23.0,40.0,0.0,1.0,8.7,13.0,1.7,5.7,3.3,0.0,,2023
Israel Abanikanda,21.0,NYJ,RB,6.0,0.0,22.0,70.0,0.0,3.0,36.4,12.0,3.2,11.7,3.7,1.0,,2023
Salvon Ahmed,25.0,MIA,RB,8.0,0.0,22.0,61.0,1.0,3.0,36.4,10.0,2.8,7.6,2.8,0.0,,2023
La'Mical Perine,25.0,KAN,RB,3.0,1.0,22.0,77.0,0.0,3.0,40.9,10.0,3.5,25.7,7.3,0.0,,2023
Sam Darnold,26.0,SFO,QB,10.0,1.0,21.0,15.0,1.0,3.0,23.8,9.0,0.7,1.5,2.1,3.0,,2023
Jerick McKinnon,31.0,KAN,RB,12.0,0.0,21.0,60.0,1.0,7.0,47.6,10.0,2.9,5.0,1.8,0.0,,2023
Matthew Stafford,35.0,LAR,QB,15.0,15.0,21.0,65.0,0.0,4.0,33.3,9.0,3.1,4.3,1.4,0.0,"PB,AP MVP-8,AP CPoY-4",2023
Jimmy Garoppolo,32.0,LVR,QB,7.0,6.0,20.0,39.0,0.0,6.0,30.0,9.0,2.0,5.6,2.9,1.0,,2023
Boston Scott,28.0,PHI,RB,15.0,0.0,20.0,86.0,0.0,5.0,50.0,18.0,4.3,5.7,1.3,1.0,,2023
Chris Brooks,23.0,MIA,RB,9.0,0.0,19.0,106.0,0.0,2.0,31.6,52.0,5.6,11.8,2.1,0.0,,2023
Eric Gray,24.0,NYG,RB,13.0,0.0,17.0,48.0,0.0,2.0,35.3,12.0,2.8,3.7,1.3,3.0,,2023
Aidan O'Connell,25.0,LVR,QB,11.0,10.0,17.0,11.0,1.0,7.0,41.2,3.0,0.6,1.0,1.5,4.0,,2023
Ryan Tannehill,35.0,TEN,QB,10.0,8.0,17.0,74.0,1.0,4.0,35.3,23.0,4.4,7.4,1.7,4.0,,2023
Carson Wentz,31.0,LAR,QB,2.0,1.0,17.0,56.0,1.0,4.0,58.8,12.0,3.3,28.0,8.5,0.0,,2023
Bailey Zappe,24.0,NWE,QB,10.0,6.0,17.0,83.0,1.0,6.0,47.1,18.0,4.9,8.3,1.7,2.0,,2023
Kevin Harris,23.0,NWE,RB,4.0,0.0,16.0,65.0,1.0,2.0,50.0,18.0,4.1,16.3,4.0,0.0,,2023
Mitchell Trubisky,29.0,PIT,QB,5.0,2.0,16.0,54.0,2.0,6.0,50.0,15.0,3.4,10.8,3.2,1.0,,2023
Ameer Abdullah,30.0,LVR,RB,17.0,0.0,15.0,89.0,0.0,6.0,60.0,12.0,5.9,5.2,0.9,0.0,,2023
Taylor Heinicke,30.0,ATL,QB,5.0,4.0,15.0,124.0,1.0,5.0,53.3,24.0,8.3,24.8,3.0,1.0,,2023
Tyler Huntley,25.0,BAL,QB,5.0,1.0,15.0,55.0,0.0,3.0,40.0,11.0,3.7,11.0,3.0,0.0,,2023
Sean Tucker,22.0,TAM,RB,11.0,0.0,15.0,23.0,0.0,1.0,26.7,7.0,1.5,2.1,1.4,0.0,,2023
Trayveon Williams,26.0,CIN,RB,17.0,0.0,15.0,69.0,0.0,2.0,33.3,15.0,4.6,4.1,0.9,0.0,,2023
Raheem Blackshear,24.0,CAR,RB,12.0,0.0,14.0,46.0,0.0,1.0,35.7,9.0,3.3,3.8,1.2,0.0,,2023
Kirk Cousins,35.0,MIN,QB,8.0,8.0,14.0,25.0,0.0,6.0,50.0,10.0,1.8,3.1,1.8,7.0,,2023
Derius Davis,23.0,LAC,WR,17.0,2.0,14.0,101.0,0.0,5.0,50.0,51.0,7.2,5.9,0.8,3.0,AP-2,2023
CeeDee Lamb,24.0,DAL,WR,17.0,17.0,14.0,113.0,2.0,6.0,85.7,24.0,8.1,6.6,0.8,3.0,"PB,AP-1,AP OPoY-3",2023
Dorian Thompson-Robinson,24.0,CLE,QB,8.0,3.0,14.0,65.0,0.0,4.0,35.7,12.0,4.6,8.1,1.8,2.0,,2023
Emanuel Wilson,24.0,GNB,RB,7.0,0.0,14.0,85.0,0.0,2.0,64.3,31.0,6.1,12.1,2.0,1.0,,2023
Deon Jackson,24.0,2TM,RB,3.0,1.0,14.0,16.0,0.0,1.0,14.3,7.0,1.1,5.3,4.7,2.0,,2023
Deon Jackson,24.0,IND,RB,2.0,1.0,13.0,14.0,0.0,1.0,15.4,7.0,1.1,7.0,6.5,2.0,,2023
Deon Jackson,24.0,NYG,RB,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,,2023
Kyle Allen,27.0,BUF,QB,7.0,0.0,13.0,-13.0,0.0,0.0,0.0,,-1.0,-1.9,1.9,0.0,,2023
Tyler Goodson,23.0,IND,RB,6.0,1.0,13.0,87.0,0.0,4.0,46.2,31.0,6.7,14.5,2.2,0.0,,2023
P.J. Walker,28.0,CLE,QB,6.0,2.0,13.0,30.0,0.0,3.0,46.2,9.0,2.3,5.0,2.2,4.0,,2023
Leonard Fournette,28.0,BUF,RB,2.0,0.0,12.0,40.0,0.0,2.0,41.7,9.0,3.3,20.0,6.0,0.0,,2023
Puka Nacua,22.0,LAR,WR,17.0,17.0,12.0,89.0,0.0,5.0,58.3,31.0,7.4,5.2,0.7,1.0,"PB,AP-2,AP ORoY-2",2023
Cooper Rush,30.0,DAL,QB,7.0,0.0,12.0,-5.0,0.0,1.0,8.3,6.0,-0.4,-0.7,1.7,0.0,,2023
Laviska Shenault Jr.,25.0,CAR,WR,8.0,0.0,12.0,55.0,0.0,3.0,50.0,11.0,4.6,6.9,1.5,1.0,,2023
Calvin Austin III,24.0,PIT,WR,17.0,1.0,11.0,57.0,1.0,4.0,63.6,12.0,5.2,3.4,0.6,2.0,,2023
Tank Dell,24.0,HOU,WR,11.0,8.0,11.0,51.0,0.0,3.0,54.5,13.0,4.6,4.6,1.0,1.0,,2023
Rashaad Penny,27.0,PHI,RB,3.0,0.0,11.0,33.0,0.0,1.0,45.5,7.0,3.0,11.0,3.7,0.0,,2023
Jayden Reed,23.0,GNB,WR,16.0,13.0,11.0,119.0,2.0,6.0,54.5,32.0,10.8,7.4,0.7,2.0,AP ORoY-6,2023
Trevor Siemian,32.0,NYJ,QB,5.0,3.0,11.0,40.0,0.0,5.0,54.5,13.0,3.6,8.0,2.2,5.0,,2023
Kadarius Toney,24.0,KAN,WR,13.0,2.0,11.0,31.0,0.0,2.0,27.3,14.0,2.8,2.4,0.8,1.0,,2023
KaVontae Turpin,27.0,DAL,WR,16.0,0.0,11.0,110.0,1.0,5.0,72.7,46.0,10.0,6.9,0.7,1.0,,2023
Damien Williams,31.0,ARI,RB,3.0,0.0,11.0,43.0,0.0,1.0,54.5,9.0,3.9,14.3,3.7,0.0,,2023
DeeJay Dallas,25.0,SEA,RB,17.0,0.0,10.0,36.0,0.0,2.0,70.0,8.0,3.6,2.1,0.6,2.0,,2023
Nick Mullens,28.0,MIN,QB,5.0,3.0,10.0,25.0,0.0,4.0,50.0,6.0,2.5,5.0,2.0,2.0,,2023
Mason Rudolph,28.0,PIT,QB,4.0,3.0,10.0,8.0,0.0,4.0,40.0,7.0,0.8,2.0,2.5,3.0,,2023
