Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Edgar Bennett,97.0,78.0,546.0,4.0,7.0,5.6,1994
Larry Centers,96.0,77.0,647.0,2.0,8.4,6.7,1994
Glyn Milburn,106.0,77.0,549.0,3.0,7.1,5.2,1994
Kimble Anders,93.0,67.0,525.0,1.0,7.8,5.6,1994
Ricky Watters,88.0,66.0,719.0,5.0,10.9,8.2,1994
Leroy Thompson,86.0,65.0,465.0,5.0,7.2,5.4,1994
Johnny Bailey,67.0,58.0,516.0,0.0,8.9,7.7,1994
Ronnie Harmon,89.0,58.0,615.0,1.0,10.6,6.9,1994
Marshall Faulk,74.0,52.0,522.0,1.0,10.0,7.1,1994
Kevin Turner,74.0,52.0,471.0,2.0,9.1,6.4,1994
Ricky Ervins,67.0,51.0,293.0,1.0,5.7,4.4,1994
John Williams,68.0,51.0,378.0,2.0,7.4,5.6,1994
Emmitt Smith,61.0,50.0,341.0,1.0,6.8,5.6,1994
Thurman Thomas,71.0,50.0,349.0,2.0,7.0,4.9,1994
Herschel Walker,81.0,50.0,500.0,2.0,10.0,6.2,1994
Keith Byars,65.0,49.0,418.0,5.0,8.5,6.4,1994
Eric Metcalf,85.0,47.0,436.0,3.0,9.3,5.1,1994
Harvey Williams,64.0,47.0,391.0,3.0,8.3,6.1,1994
Leroy Hoard,68.0,45.0,445.0,4.0,9.9,6.5,1994
Amp Lee,55.0,45.0,368.0,2.0,8.2,6.7,1994
Derek Brown,57.0,44.0,428.0,1.0,9.7,7.5,1994
Daryl Johnston,60.0,44.0,325.0,2.0,7.4,5.4,1994
Barry Sanders,65.0,44.0,283.0,1.0,6.4,4.4,1994
James Joseph,59.0,43.0,344.0,2.0,8.0,5.8,1994
Marcus Allen,60.0,42.0,349.0,0.0,8.3,5.8,1994
Johnny Johnson,57.0,42.0,303.0,2.0,7.2,5.3,1994
Chris Warren,61.0,41.0,323.0,2.0,7.9,5.3,1994
Raymont Harris,56.0,39.0,236.0,0.0,6.1,4.2,1994
Natrone Means,43.0,39.0,235.0,0.0,6.0,5.5,1994
Leonard Russell,46.0,38.0,227.0,0.0,6.0,4.9,1994
Derrick Fenner,50.0,36.0,276.0,1.0,7.7,5.5,1994
Reggie Cobb,51.0,35.0,299.0,1.0,8.5,5.9,1994
Steve Broussard,48.0,34.0,218.0,0.0,6.4,4.5,1994
Bernie Parmalee,50.0,34.0,249.0,1.0,7.3,5.0,1994
Craig Heyward,40.0,32.0,335.0,1.0,10.5,8.4,1994
Dave Meggett,40.0,32.0,293.0,0.0,9.2,7.3,1994
Jerome Bettis,45.0,31.0,293.0,1.0,9.5,6.5,1994
Anthony McDowell,41.0,29.0,193.0,1.0,6.7,4.7,1994
Harold Green,41.0,27.0,267.0,1.0,9.9,6.5,1994
James Saxon,35.0,27.0,151.0,0.0,5.6,4.3,1994
Lewis Tillman,39.0,27.0,222.0,0.0,8.2,5.7,1994
Brian Mitchell,53.0,26.0,236.0,1.0,9.1,4.5,1994
Roosevelt Potts,42.0,26.0,251.0,1.0,9.7,6.0,1994
Tom Rathman,41.0,26.0,194.0,0.0,7.5,4.7,1994
Richie Anderson,33.0,25.0,212.0,1.0,8.5,6.4,1994
Aaron Craver,27.0,24.0,237.0,0.0,9.9,8.8,1994
Robert Green,33.0,24.0,199.0,2.0,8.3,6.0,1994
Bam Morris,25.0,22.0,204.0,0.0,9.3,8.2,1994
Errict Rhett,30.0,22.0,119.0,0.0,5.4,4.0,1994
Lorenzo White,42.0,21.0,188.0,1.0,9.0,4.5,1994
Barry Foster,28.0,20.0,124.0,0.0,6.2,4.4,1994
Reggie Rivers,26.0,20.0,136.0,0.0,6.8,5.2,1994
William Floyd,26.0,19.0,145.0,0.0,7.6,5.6,1994
Gary Brown,32.0,18.0,194.0,1.0,10.8,6.1,1994
Kenneth Davis,23.0,18.0,82.0,0.0,4.6,3.6,1994
Vaughn Hebron,22.0,18.0,137.0,0.0,7.6,6.2,1994
Terry Allen,30.0,17.0,148.0,0.0,8.7,4.9,1994
Howard Griffith,27.0,16.0,113.0,1.0,7.1,4.2,1994
Greg Hill,22.0,16.0,92.0,0.0,5.8,4.2,1994
Marc Logan,25.0,16.0,97.0,1.0,6.1,3.9,1994
Erric Pegram,20.0,16.0,99.0,0.0,6.2,5.0,1994
Tommy Vardell,19.0,16.0,137.0,1.0,8.6,7.2,1994
Cedric Smith,22.0,15.0,118.0,1.0,7.9,5.4,1994
Robert Smith,19.0,15.0,105.0,0.0,7.0,5.5,1994
Rodney Hampton,20.0,14.0,103.0,0.0,7.4,5.2,1994
Terry Kirby,19.0,14.0,154.0,0.0,11.0,8.1,1994
Reggie Brooks,21.0,13.0,68.0,0.0,5.2,3.2,1994
Merril Hoge,23.0,13.0,79.0,0.0,6.1,3.4,1994
LeShon Johnson,20.0,13.0,168.0,0.0,12.9,8.4,1994
Derrick Ned,17.0,13.0,86.0,0.0,6.6,5.1,1994
Earnest Byner,15.0,11.0,102.0,0.0,9.3,6.8,1994
Carwell Gardner,14.0,11.0,89.0,0.0,8.1,6.4,1994
Steve Smith,17.0,11.0,142.0,1.0,12.9,8.4,1994
Vince Workman,20.0,11.0,82.0,0.0,7.5,4.1,1994
Brad Baxter,11.0,10.0,40.0,0.0,4.0,3.6,1994
Tracy Johnson,15.0,10.0,91.0,0.0,9.1,6.1,1994
Yonel Jourdain,10.0,10.0,56.0,0.0,5.6,5.6,1994
Brad Muster,11.0,10.0,88.0,0.0,8.8,8.0,1994
Kenyon Rasheed,13.0,10.0,97.0,0.0,9.7,7.5,1994
Rod Bernstine,11.0,9.0,70.0,0.0,7.8,6.4,1994
Marion Butts,14.0,9.0,54.0,0.0,6.0,3.9,1994
Derrick Clark,9.0,9.0,47.0,0.0,5.2,5.2,1994
Sam Gash,13.0,9.0,61.0,0.0,6.8,4.7,1994
Mario Bates,9.0,8.0,62.0,0.0,7.8,6.9,1994
Lincoln Coleman,8.0,8.0,46.0,0.0,5.8,5.8,1994
Charlie Garner,12.0,8.0,74.0,0.0,9.3,6.2,1994
David Lang,14.0,8.0,60.0,0.0,7.5,4.3,1994
Todd McNair,19.0,8.0,78.0,0.0,9.8,4.1,1994
Tyrone Montgomery,10.0,8.0,126.0,1.0,15.8,12.6,1994
Ronald Moore,11.0,8.0,52.0,1.0,6.5,4.7,1994
Donnell Bennett,11.0,7.0,53.0,0.0,7.6,4.8,1994
Dexter Carter,7.0,7.0,99.0,0.0,14.1,14.1,1994
Adrian Murrell,9.0,7.0,76.0,0.0,10.9,8.4,1994
Mazio Royster,11.0,7.0,36.0,0.0,5.1,3.3,1994
Garrison Hearst,7.0,6.0,49.0,0.0,8.2,7.0,1994
Michael Bates,17.0,5.0,112.0,1.0,22.4,6.6,1994
Eric Bieniemy,5.0,5.0,48.0,0.0,9.6,9.6,1994
Anthony Johnson,10.0,5.0,31.0,0.0,6.2,3.1,1994
Jeff Cothran,6.0,4.0,24.0,1.0,6.0,4.0,1994
Chuck Levy,6.0,4.0,35.0,0.0,8.8,5.8,1994
Irving Spikes,7.0,4.0,16.0,0.0,4.0,2.3,1994
Blair Thomas,5.0,4.0,16.0,0.0,4.0,3.2,1994
Blair Thomas,3.0,2.0,15.0,0.0,7.5,5.0,1994
Blair Thomas,2.0,2.0,1.0,0.0,0.5,0.5,1994
Randy Baldwin,4.0,3.0,15.0,0.0,5.0,3.8,1994
Ronald Humphrey,3.0,3.0,19.0,0.0,6.3,6.3,1994
Mack Strong,4.0,3.0,3.0,0.0,1.0,0.8,1994
Lamont Warren,5.0,3.0,47.0,0.0,15.7,9.4,1994
Wes Bender,2.0,2.0,14.0,0.0,7.0,7.0,1994
Bob Christian,4.0,2.0,30.0,0.0,15.0,7.5,1994
Gary Downs,4.0,2.0,15.0,0.0,7.5,3.8,1994
Cleveland Gary,5.0,2.0,19.0,0.0,9.5,3.8,1994
Rudy Harris,2.0,2.0,11.0,0.0,5.5,5.5,1994
Calvin Jones,3.0,2.0,6.0,0.0,3.0,2.0,1994
Derek Loville,4.0,2.0,26.0,0.0,13.0,6.5,1994
Eric Lynch,3.0,2.0,18.0,0.0,9.0,6.0,1994
Le'Shai Maston,2.0,2.0,12.0,0.0,6.0,6.0,1994
Lorenzo Neal,4.0,2.0,9.0,0.0,4.5,2.3,1994
Tommie Agee,3.0,1.0,2.0,0.0,2.0,0.7,1994
Steve Avery,3.0,1.0,2.0,0.0,2.0,0.7,1994
Eric Ball,2.0,1.0,4.0,0.0,4.0,2.0,1994
Tony Carter,1.0,1.0,24.0,0.0,24.0,24.0,1994
Charles Evans,1.0,1.0,2.0,0.0,2.0,2.0,1994
Scottie Graham,1.0,1.0,1.0,0.0,1.0,1.0,1994
Tim Lester,5.0,1.0,1.0,0.0,1.0,0.2,1994
Dorsey Levens,3.0,1.0,9.0,0.0,9.0,3.0,1994
Fred McAfee,1.0,1.0,4.0,0.0,4.0,4.0,1994
Fred McAfee,1.0,1.0,4.0,0.0,4.0,4.0,1994
Fred McAfee,0.0,0.0,0.0,0.0,0.0,0.0,1994
Derrick Moore,1.0,1.0,10.0,0.0,10.0,10.0,1994
Jon Vaughn,2.0,1.0,5.0,1.0,5.0,2.5,1994
Tim Worley,1.0,1.0,8.0,0.0,8.0,8.0,1994
Jamal Anderson,0.0,0.0,0.0,0.0,0.0,0.0,1994
Beno Bryant,0.0,0.0,0.0,0.0,0.0,0.0,1994
Corey Croom,1.0,0.0,0.0,0.0,0.0,0.0,1994
Rodney Culver,1.0,0.0,0.0,0.0,0.0,0.0,1994
Vaughn Dunbar,0.0,0.0,0.0,0.0,0.0,0.0,1994
Keith Elias,0.0,0.0,0.0,0.0,0.0,0.0,1994
Mark Higgs,0.0,0.0,0.0,0.0,0.0,0.0,1994
Mark Higgs,0.0,0.0,0.0,0.0,0.0,0.0,1994
Mark Higgs,0.0,0.0,0.0,0.0,0.0,0.0,1994
Napoleon McCallum,0.0,0.0,0.0,0.0,0.0,0.0,1994
Lamar Smith,0.0,0.0,0.0,0.0,0.0,0.0,1994
Darrell Thompson,0.0,0.0,0.0,0.0,0.0,0.0,1994
Spencer Tillman,0.0,0.0,0.0,0.0,0.0,0.0,1994
Ed Toner,0.0,0.0,0.0,0.0,0.0,0.0,1994
Adam Walker,1.0,0.0,0.0,0.0,0.0,0.0,1994
