Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
LaMont Jordan,103.0,70.0,563.0,2.0,8.0,5.5,2005
Brian Westbrook,96.0,61.0,616.0,4.0,10.1,6.4,2005
Tiki Barber,70.0,54.0,530.0,2.0,9.8,7.6,2005
Chris Perry,62.0,51.0,328.0,2.0,6.4,5.3,2005
LaDainian Tomlinson,77.0,51.0,370.0,2.0,7.3,4.8,2005
Tony Fisher,65.0,48.0,347.0,1.0,7.2,5.3,2005
Marshall Faulk,58.0,44.0,291.0,1.0,6.6,5.0,2005
Edgerrin James,50.0,44.0,337.0,1.0,7.7,6.7,2005
Steven Jackson,55.0,43.0,320.0,2.0,7.4,5.8,2005
Chester Taylor,53.0,41.0,292.0,1.0,7.1,5.5,2005
Reuben Droughns,56.0,39.0,369.0,0.0,9.5,6.6,2005
Domanick Williams,48.0,39.0,337.0,4.0,8.6,7.0,2005
Shawn Bryson,47.0,37.0,284.0,0.0,7.7,6.0,2005
Mewelde Moore,49.0,37.0,339.0,2.0,9.2,6.9,2005
Michael Pittman,46.0,36.0,300.0,1.0,8.3,6.5,2005
Julius Jones,45.0,35.0,218.0,0.0,6.2,4.8,2005
Marcel Shipp,44.0,35.0,255.0,0.0,7.3,5.8,2005
Aaron Stecker,48.0,35.0,281.0,0.0,8.0,5.9,2005
Obafemi Ayanbadejo,45.0,34.0,231.0,0.0,6.8,5.1,2005
DeShaun Foster,48.0,34.0,372.0,1.0,10.9,7.8,2005
Larry Johnson,49.0,33.0,343.0,1.0,10.4,7.0,2005
Ronnie Brown,47.0,32.0,232.0,1.0,7.3,4.9,2005
Jamal Lewis,44.0,32.0,191.0,1.0,6.0,4.3,2005
Alvin Pearman,36.0,32.0,240.0,0.0,7.5,6.7,2005
Kevan Barlow,42.0,31.0,241.0,0.0,7.8,5.7,2005
William Henderson,34.0,30.0,264.0,0.0,8.8,7.8,2005
Clinton Portis,41.0,30.0,216.0,0.0,7.2,5.3,2005
Warrick Dunn,37.0,29.0,220.0,1.0,7.6,5.9,2005
Kevin Faulk,37.0,29.0,260.0,0.0,9.0,7.0,2005
Willis McGahee,37.0,28.0,178.0,0.0,6.4,4.8,2005
Jerald Sowell,38.0,28.0,155.0,2.0,5.5,4.1,2005
Michael Bennett,31.0,27.0,124.0,2.0,4.6,4.0,2005
Thomas Jones,39.0,26.0,143.0,0.0,5.5,3.7,2005
Mike Alstott,38.0,25.0,222.0,1.0,8.9,5.8,2005
J.J. Arrington,34.0,25.0,139.0,0.0,5.6,4.1,2005
Chris Brown,37.0,25.0,327.0,2.0,13.1,8.8,2005
Curtis Martin,30.0,24.0,118.0,0.0,4.9,3.9,2005
Lorenzo Neal,29.0,24.0,145.0,1.0,6.0,5.0,2005
Rudi Johnson,30.0,23.0,90.0,0.0,3.9,3.0,2005
Corey Dillon,26.0,22.0,181.0,1.0,8.2,7.0,2005
Patrick Pass,30.0,22.0,227.0,0.0,10.3,7.6,2005
Mack Strong,27.0,22.0,166.0,0.0,7.5,6.1,2005
Jonathan Wells,27.0,22.0,179.0,0.0,8.1,6.6,2005
Justin Griffith,34.0,21.0,111.0,3.0,5.3,3.3,2005
Priest Holmes,32.0,21.0,197.0,1.0,9.4,6.2,2005
Artose Pinner,25.0,21.0,181.0,0.0,8.6,7.2,2005
Kevin Jones,28.0,20.0,109.0,0.0,5.5,3.9,2005
Cadillac Williams,25.0,20.0,81.0,0.0,4.1,3.2,2005
Ahman Green,27.0,19.0,147.0,0.0,7.7,5.4,2005
Mike Anderson,21.0,18.0,212.0,1.0,11.8,10.1,2005
Marion Barber III,25.0,18.0,115.0,0.0,6.4,4.6,2005
Tatum Bell,28.0,18.0,104.0,0.0,5.8,3.7,2005
Willie Parker,24.0,18.0,218.0,1.0,12.1,9.1,2005
Kyle Johnson,31.0,17.0,160.0,5.0,9.4,5.2,2005
Deuce McAllister,18.0,17.0,117.0,0.0,6.9,6.5,2005
Ricky Williams,20.0,17.0,93.0,0.0,5.5,4.7,2005
Shaud Williams,23.0,17.0,118.0,0.0,6.9,5.1,2005
Shaun Alexander,29.0,15.0,78.0,1.0,5.2,2.7,2005
Frank Gore,22.0,15.0,131.0,0.0,8.7,6.0,2005
Nick Goings,20.0,14.0,151.0,0.0,10.8,7.6,2005
