Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Larry Centers,130.0,99.0,766.0,7.0,7.7,5.9,1996
Mike Alstott,81.0,65.0,557.0,3.0,8.6,6.9,1996
Terrell Fletcher,86.0,61.0,476.0,2.0,7.8,5.5,1996
Kimble Anders,88.0,60.0,529.0,2.0,8.8,6.0,1996
Marshall Faulk,80.0,56.0,428.0,0.0,7.6,5.4,1996
Amp Lee,71.0,54.0,422.0,2.0,7.8,5.9,1996
Terry Kirby,69.0,52.0,439.0,1.0,8.4,6.4,1996
Ricky Watters,70.0,51.0,444.0,0.0,8.7,6.3,1996
Jamal Anderson,67.0,49.0,473.0,1.0,9.7,7.1,1996
Emmitt Smith,57.0,47.0,249.0,3.0,5.3,4.4,1996
Curtis Martin,52.0,46.0,333.0,3.0,7.2,6.4,1996
Richie Anderson,71.0,44.0,385.0,0.0,8.8,5.4,1996
Daryl Johnston,55.0,43.0,278.0,1.0,6.5,5.1,1996
Kevin Turner,56.0,43.0,409.0,1.0,9.5,7.3,1996
Ronnie Harmon,59.0,42.0,488.0,2.0,11.6,8.3,1996
Tony Carter,59.0,41.0,233.0,0.0,5.7,3.9,1996
Chris Warren,46.0,40.0,273.0,0.0,6.8,5.9,1996
Aaron Craver,51.0,39.0,297.0,1.0,7.6,5.8,1996
Harold Green,58.0,37.0,246.0,1.0,6.6,4.2,1996
Terrell Davis,52.0,36.0,310.0,2.0,8.6,6.0,1996
Sam Gash,44.0,33.0,276.0,2.0,8.4,6.3,1996
Dave Meggett,57.0,33.0,292.0,0.0,8.8,5.1,1996
Stanley Pritchett,50.0,33.0,354.0,2.0,10.7,7.1,1996
Terry Allen,42.0,32.0,194.0,0.0,6.1,4.6,1996
Eric Bieniemy,46.0,32.0,272.0,0.0,8.5,5.9,1996
Raymont Harris,43.0,32.0,296.0,1.0,9.3,6.9,1996
Brian Mitchell,40.0,32.0,286.0,0.0,8.9,7.2,1996
Charles Way,45.0,32.0,328.0,1.0,10.3,7.3,1996
Edgar Bennett,39.0,31.0,176.0,1.0,5.7,4.5,1996
Derrick Fenner,45.0,31.0,252.0,4.0,8.1,5.6,1996
Dorsey Levens,33.0,31.0,226.0,5.0,7.3,6.8,1996
Lorenzo Neal,42.0,31.0,194.0,1.0,6.3,4.6,1996
Earnest Byner,44.0,30.0,270.0,1.0,9.0,6.1,1996
James Stewart,40.0,30.0,177.0,2.0,5.9,4.4,1996
Tommy Vardell,38.0,28.0,179.0,0.0,6.4,4.7,1996
Marcus Allen,35.0,27.0,270.0,0.0,10.0,7.7,1996
Howard Griffith,48.0,27.0,223.0,1.0,8.3,4.6,1996
William Henderson,33.0,27.0,203.0,1.0,7.5,6.2,1996
William Floyd,36.0,26.0,197.0,1.0,7.6,5.5,1996
Anthony Johnson,33.0,26.0,192.0,0.0,7.4,5.8,1996
Thurman Thomas,42.0,26.0,254.0,0.0,9.8,6.0,1996
Ricky Whittle,34.0,26.0,162.0,0.0,6.2,4.8,1996
Bam Morris,31.0,25.0,242.0,1.0,9.7,7.8,1996
Barry Sanders,32.0,24.0,147.0,0.0,6.1,4.6,1996
Karim Abdul-Jabbar,46.0,23.0,139.0,0.0,6.0,3.0,1996
Eddie George,28.0,23.0,182.0,0.0,7.9,6.5,1996
Marc Logan,34.0,23.0,269.0,0.0,11.7,7.9,1996
Jerome Bettis,32.0,22.0,122.0,0.0,5.5,3.8,1996
Ki-Jana Carter,35.0,22.0,169.0,1.0,7.7,4.8,1996
Charles Evans,25.0,22.0,135.0,0.0,6.1,5.4,1996
Napoleon Kaufman,26.0,22.0,143.0,1.0,6.5,5.5,1996
Lamont Warren,34.0,22.0,174.0,0.0,7.9,5.1,1996
Harvey Williams,29.0,22.0,143.0,0.0,6.5,4.9,1996
Todd McNair,28.0,21.0,181.0,1.0,8.6,6.5,1996
Bernie Parmalee,27.0,21.0,189.0,0.0,9.0,7.0,1996
Jerris McPhail,29.0,20.0,282.0,0.0,14.1,9.7,1996
