Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Priest Holmes,25.0,BAL,RB,16.0,13.0,233.0,1008.0,7.0,54.0,44.6,56.0,4.3,63.0,14.6,3.0,,1998
Napoleon Kaufman,25.0,OAK,RB,13.0,13.0,217.0,921.0,2.0,41.0,39.6,80.0,4.2,70.8,16.7,2.0,,1998
Mike Alstott,25.0,TAM,FB,16.0,16.0,215.0,846.0,8.0,49.0,47.9,37.0,3.9,52.9,13.4,5.0,"PB,AP-1",1998
Natrone Means,26.0,SDG,RB,10.0,10.0,212.0,883.0,5.0,42.0,41.0,72.0,4.2,88.3,21.2,2.0,,1998
Fred Lane,23.0,CAR,RB,14.0,11.0,205.0,717.0,5.0,36.0,34.1,31.0,3.5,51.2,14.6,4.0,,1998
Edgar Bennett,29.0,CHI,RB,16.0,13.0,173.0,611.0,2.0,28.0,38.2,43.0,3.5,38.2,10.8,2.0,,1998
Terrell Fletcher,25.0,SDG,RB,12.0,5.0,153.0,543.0,5.0,36.0,44.4,21.0,3.5,45.3,12.8,1.0,,1998
Terry Allen,30.0,WAS,RB,10.0,10.0,148.0,700.0,2.0,28.0,52.0,45.0,4.7,70.0,14.8,4.0,,1998
Donnell Bennett,26.0,KAN,RB,16.0,10.0,148.0,527.0,5.0,30.0,44.6,26.0,3.6,32.9,9.3,4.0,,1998
John Avery,22.0,MIA,RB,16.0,0.0,143.0,503.0,2.0,24.0,42.0,44.0,3.5,31.4,8.9,5.0,,1998
Lamar Smith,28.0,NOR,RB,14.0,9.0,138.0,457.0,1.0,21.0,29.7,33.0,3.3,32.6,9.9,4.0,,1998
Curtis Enis,22.0,CHI,RB,9.0,1.0,133.0,497.0,0.0,21.0,39.8,29.0,3.7,55.2,14.8,1.0,,1998
Bam Morris,26.0,2TM,RB,12.0,5.0,132.0,489.0,8.0,27.0,41.7,38.0,3.7,40.8,11.0,3.0,,1998
Bam Morris,26.0,CHI,RB,2.0,0.0,3.0,8.0,0.0,0.0,0.0,6.0,2.7,4.0,1.5,0.0,,1998
Bam Morris,26.0,KAN,RB,10.0,5.0,129.0,481.0,8.0,27.0,42.6,38.0,3.7,48.1,12.9,3.0,,1998
Harvey Williams,31.0,OAK,RB,16.0,3.0,128.0,496.0,2.0,30.0,44.5,25.0,3.9,31.0,8.0,3.0,,1998
Skip Hicks,24.0,WAS,RB,9.0,5.0,122.0,433.0,8.0,24.0,38.5,28.0,3.5,48.1,13.6,0.0,,1998
Leroy Hoard,30.0,MIN,RB,16.0,1.0,115.0,479.0,9.0,29.0,51.3,50.0,4.2,29.9,7.2,1.0,,1998
Dorsey Levens,28.0,GNB,RB,7.0,4.0,115.0,378.0,1.0,21.0,38.3,50.0,3.3,54.0,16.4,0.0,,1998
Charles Way,26.0,NYG,FB,16.0,15.0,113.0,432.0,3.0,30.0,46.0,21.0,3.8,27.0,7.1,0.0,,1998
Tim Biakabutuka,24.0,CAR,RB,10.0,3.0,101.0,427.0,3.0,20.0,48.5,41.0,4.2,42.7,10.1,1.0,,1998
Robert Holcombe,23.0,STL,RB,13.0,6.0,98.0,230.0,2.0,16.0,31.6,12.0,2.3,17.7,7.5,0.0,,1998
Charlie Garner,26.0,PHI,RB,10.0,3.0,96.0,381.0,4.0,19.0,32.3,40.0,4.0,38.1,9.6,1.0,,1998
Darick Holmes,27.0,2TM,RB,14.0,4.0,95.0,394.0,1.0,21.0,52.6,13.0,4.1,28.1,6.8,1.0,,1998
Darick Holmes,27.0,BUF,RB,3.0,0.0,2.0,8.0,0.0,0.0,0.0,5.0,4.0,2.7,0.7,0.0,,1998
Darick Holmes,27.0,GNB,RB,11.0,4.0,93.0,386.0,1.0,21.0,53.8,13.0,4.2,35.1,8.5,1.0,,1998
Thurman Thomas,32.0,BUF,RB,14.0,3.0,93.0,381.0,2.0,16.0,39.8,17.0,4.1,27.2,6.6,0.0,,1998
June Henley,23.0,STL,RB,11.0,3.0,88.0,313.0,3.0,17.0,47.7,22.0,3.6,28.5,8.0,1.0,,1998
Travis Jervey,26.0,GNB,RB,8.0,5.0,83.0,325.0,1.0,18.0,42.2,16.0,3.9,40.6,10.4,0.0,,1998
Kordell Stewart,26.0,PIT,QB,16.0,16.0,81.0,406.0,2.0,28.0,45.7,56.0,5.0,25.4,5.1,3.0,,1998
Raymont Harris,28.0,GNB,RB,8.0,3.0,79.0,228.0,1.0,9.0,34.2,14.0,2.9,28.5,9.9,3.0,,1998
Brandon Bennett,25.0,CIN,RB,14.0,1.0,77.0,243.0,2.0,15.0,40.3,17.0,3.2,17.4,5.5,1.0,,1998
Steve McNair,25.0,TEN,QB,16.0,16.0,77.0,559.0,4.0,38.0,59.7,71.0,7.3,34.9,4.8,5.0,,1998
Steve Young,37.0,SFO,QB,15.0,15.0,70.0,454.0,6.0,35.0,52.9,24.0,6.5,30.3,4.7,9.0,"PB,AP-2,AP OPoY-4",1998
Sherman Williams,25.0,DAL,RB,16.0,2.0,64.0,220.0,1.0,11.0,35.9,24.0,3.4,13.8,4.0,0.0,,1998
Mario Bates,25.0,ARI,RB,16.0,1.0,60.0,165.0,6.0,16.0,51.7,15.0,2.8,10.3,3.8,0.0,,1998
Chris Warren,30.0,DAL,RB,9.0,0.0,59.0,291.0,4.0,14.0,39.0,49.0,4.9,32.3,6.6,0.0,,1998
James Allen,23.0,CHI,RB,6.0,2.0,58.0,270.0,1.0,7.0,39.7,57.0,4.7,45.0,9.7,1.0,,1998
Kimble Anders,32.0,KAN,FB,16.0,15.0,58.0,230.0,1.0,15.0,41.4,20.0,4.0,14.4,3.6,6.0,,1998
Ray Zellars,25.0,NOR,FB,11.0,7.0,56.0,162.0,1.0,7.0,33.9,15.0,2.9,14.7,5.1,2.0,,1998
Troy Davis,23.0,NOR,RB,14.0,2.0,55.0,143.0,1.0,6.0,30.9,14.0,2.6,10.2,3.9,1.0,,1998
Richard Huntley,26.0,PIT,RB,16.0,1.0,55.0,242.0,1.0,10.0,47.3,48.0,4.4,15.1,3.4,5.0,,1998
Jerald Moore,24.0,STL,RB,11.0,4.0,55.0,137.0,2.0,12.0,41.8,18.0,2.5,12.5,5.0,3.0,,1998
Derek Loville,30.0,DEN,RB,16.0,0.0,53.0,161.0,2.0,13.0,50.9,12.0,3.0,10.1,3.3,0.0,,1998
James Stewart,27.0,JAX,RB,3.0,3.0,53.0,217.0,2.0,13.0,45.3,30.0,4.1,72.3,17.7,2.0,,1998
Tiki Barber,23.0,NYG,RB,16.0,4.0,52.0,166.0,0.0,8.0,36.5,23.0,3.2,10.4,3.3,1.0,,1998
Jake Plummer,24.0,ARI,QB,16.0,16.0,51.0,217.0,4.0,24.0,52.9,27.0,4.3,13.6,3.2,12.0,,1998
Mark Brunell,28.0,JAX,QB,13.0,13.0,49.0,192.0,0.0,15.0,44.9,18.0,3.9,14.8,3.8,3.0,,1998
Doug Flutie,36.0,BUF,QB,13.0,10.0,48.0,248.0,1.0,16.0,45.8,23.0,5.2,19.1,3.7,3.0,"PB,AP CPoY-1",1998
Terry Kirby,28.0,SFO,RB,9.0,0.0,48.0,258.0,3.0,14.0,50.0,31.0,5.4,28.7,5.3,0.0,,1998
Sedrick Shaw,25.0,NWE,RB,13.0,1.0,48.0,236.0,0.0,5.0,20.8,71.0,4.9,18.2,3.7,2.0,,1998
Randy Jordan,28.0,OAK,RB,16.0,0.0,47.0,159.0,1.0,12.0,38.3,23.0,3.4,9.9,2.9,1.0,,1998
Aaron Craver,30.0,NOR,FB,16.0,10.0,45.0,180.0,2.0,11.0,51.1,25.0,4.0,11.3,2.8,2.0,,1998
Jonathan Linton,24.0,BUF,RB,14.0,0.0,45.0,195.0,1.0,11.0,44.4,20.0,4.3,13.9,3.2,0.0,,1998
Rich Gannon,33.0,KAN,QB,12.0,10.0,44.0,168.0,3.0,13.0,38.6,21.0,3.8,14.0,3.7,9.0,,1998
Amp Lee,27.0,STL,RB,14.0,2.0,44.0,175.0,2.0,8.0,38.6,38.0,4.0,12.5,3.1,3.0,,1998
Errict Rhett,28.0,BAL,RB,13.0,2.0,44.0,180.0,0.0,5.0,43.2,46.0,4.1,13.8,3.4,0.0,,1998
Trent Green,28.0,WAS,QB,15.0,14.0,42.0,117.0,2.0,8.0,28.6,13.0,2.8,7.8,2.8,14.0,,1998
Charlie Batch,24.0,DET,QB,12.0,12.0,41.0,229.0,1.0,12.0,46.3,17.0,5.6,19.1,3.4,2.0,,1998
Leon Johnson,24.0,NYJ,RB,12.0,2.0,41.0,185.0,2.0,8.0,39.0,40.0,4.5,15.4,3.4,3.0,,1998
Tony Banks,25.0,STL,QB,14.0,14.0,40.0,156.0,3.0,11.0,35.0,19.0,3.9,11.1,2.9,10.0,,1998
Trent Dilfer,26.0,TAM,QB,16.0,16.0,40.0,141.0,2.0,13.0,40.0,17.0,3.5,8.8,2.5,9.0,,1998
Brett Favre,29.0,GNB,QB,16.0,16.0,40.0,133.0,1.0,13.0,37.5,35.0,3.3,8.3,2.5,8.0,,1998
Jim Harbaugh,35.0,BAL,QB,14.0,12.0,40.0,172.0,0.0,10.0,37.5,15.0,4.3,12.3,2.9,7.0,,1998
Greg Hill,26.0,STL,RB,2.0,2.0,40.0,240.0,4.0,13.0,55.0,46.0,6.0,120.0,20.0,0.0,,1998
Jerald Sowell,24.0,NYJ,FB,16.0,2.0,40.0,164.0,0.0,6.0,27.5,33.0,4.1,10.3,2.5,2.0,,1998
George Jones,24.0,JAX,RB,12.0,0.0,39.0,121.0,0.0,6.0,28.2,21.0,3.1,10.1,3.3,0.0,,1998
Brian Mitchell,30.0,WAS,RB,16.0,0.0,39.0,208.0,2.0,11.0,48.7,22.0,5.3,13.0,2.4,3.0,,1998
John Elway,38.0,DEN,QB,13.0,12.0,37.0,94.0,1.0,11.0,35.1,16.0,2.5,7.2,2.8,7.0,PB,1998
Chris Chandler,33.0,ATL,QB,14.0,14.0,36.0,121.0,2.0,12.0,44.4,19.0,3.4,8.6,2.6,6.0,PB,1998
Anthony Johnson,31.0,CAR,RB,16.0,2.0,36.0,135.0,0.0,6.0,44.4,21.0,3.8,8.4,2.3,3.0,,1998
Roosevelt Potts,27.0,BAL,FB,16.0,15.0,36.0,115.0,0.0,8.0,38.9,33.0,3.2,7.2,2.3,4.0,,1998
Jay Graham,23.0,BAL,RB,5.0,1.0,35.0,109.0,0.0,3.0,34.3,12.0,3.1,21.8,7.0,0.0,,1998
Ahman Green,21.0,SEA,RB,16.0,0.0,35.0,209.0,1.0,8.0,40.0,64.0,6.0,13.1,2.2,1.0,,1998
Tremayne Stephens,22.0,SDG,RB,13.0,1.0,35.0,122.0,1.0,4.0,48.6,12.0,3.5,9.4,2.7,1.0,,1998
Stephen Davis,24.0,WAS,FB,16.0,12.0,34.0,109.0,0.0,6.0,41.2,12.0,3.2,6.8,2.1,0.0,,1998
Randall Cunningham,35.0,MIN,QB,15.0,14.0,32.0,132.0,1.0,11.0,50.0,22.0,4.1,8.8,2.1,2.0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-2",1998
Larry Centers,30.0,ARI,FB,16.0,12.0,31.0,110.0,0.0,10.0,45.2,14.0,3.5,6.9,1.9,1.0,,1998
Wilmont Perry,23.0,NOR,RB,6.0,2.0,30.0,122.0,0.0,10.0,60.0,19.0,4.1,20.3,5.0,1.0,,1998
Daimon Shelton,26.0,JAX,FB,14.0,8.0,30.0,95.0,1.0,6.0,33.3,16.0,3.2,6.8,2.1,0.0,,1998
Kerry Collins,26.0,2TM,QB,11.0,11.0,30.0,153.0,1.0,6.0,43.3,20.0,5.1,13.9,2.7,13.0,,1998
Kerry Collins,26.0,CAR,QB,4.0,4.0,7.0,40.0,0.0,1.0,42.9,16.0,5.7,10.0,1.8,5.0,,1998
Kerry Collins,26.0,NOR,QB,7.0,7.0,23.0,113.0,1.0,5.0,43.5,20.0,4.9,16.1,3.3,8.0,,1998
Robert Chancey,26.0,CHI,RB,16.0,1.0,29.0,122.0,2.0,10.0,62.1,14.0,4.2,7.6,1.8,2.0,,1998
Donald Hollas,31.0,OAK,QB,12.0,6.0,29.0,120.0,1.0,7.0,34.5,14.0,4.1,10.0,2.4,10.0,,1998
Michael Pittman,23.0,ARI,RB,15.0,0.0,29.0,91.0,0.0,4.0,34.5,11.0,3.1,6.1,1.9,1.0,,1998
Drew Bledsoe,26.0,NWE,QB,14.0,14.0,28.0,44.0,0.0,7.0,42.9,10.0,1.6,3.1,2.0,9.0,,1998
William Floyd,26.0,CAR,FB,16.0,13.0,28.0,71.0,3.0,7.0,46.4,7.0,2.5,4.4,1.8,1.0,,1998
Kent Graham,30.0,NYG,QB,11.0,6.0,27.0,138.0,2.0,10.0,44.4,23.0,5.1,12.5,2.5,2.0,,1998
Ryan Leaf,22.0,SDG,QB,10.0,9.0,27.0,80.0,0.0,5.0,37.0,20.0,3.0,8.0,2.7,8.0,,1998
Tavian Banks,24.0,JAX,RB,6.0,1.0,26.0,140.0,1.0,4.0,42.3,51.0,5.4,23.3,4.3,2.0,,1998
Chuck Levy,26.0,SFO,RB,12.0,0.0,25.0,112.0,1.0,3.0,44.0,21.0,4.5,9.3,2.1,0.0,,1998
Lamont Warren,25.0,IND,RB,12.0,2.0,25.0,61.0,1.0,5.0,40.0,14.0,2.4,5.1,2.1,0.0,,1998
Rob Johnson,25.0,BUF,QB,8.0,6.0,24.0,123.0,1.0,8.0,37.5,32.0,5.1,15.4,3.0,2.0,,1998
Vinny Testaverde,35.0,NYJ,QB,14.0,13.0,24.0,104.0,1.0,8.0,37.5,25.0,4.3,7.4,1.7,7.0,"PB,AP OPoY-7,AP CPoY-3",1998
Rodney Thomas,25.0,TEN,RB,11.0,0.0,24.0,100.0,2.0,5.0,41.7,21.0,4.2,9.1,2.2,0.0,,1998
Charles Evans,31.0,MIN,FB,16.0,8.0,23.0,67.0,1.0,5.0,34.8,12.0,2.9,4.2,1.4,0.0,,1998
William Henderson,27.0,GNB,FB,16.0,10.0,23.0,70.0,2.0,10.0,56.5,9.0,3.0,4.4,1.4,1.0,,1998
Troy Aikman,32.0,DAL,QB,11.0,11.0,22.0,69.0,2.0,6.0,36.4,23.0,3.1,6.3,2.0,3.0,,1998
Steve Beuerlein,33.0,CAR,QB,12.0,12.0,22.0,26.0,0.0,2.0,22.7,13.0,1.2,2.2,1.8,13.0,,1998
Marc Edwards,24.0,SFO,FB,16.0,10.0,22.0,94.0,1.0,4.0,40.9,32.0,4.3,5.9,1.4,0.0,,1998
Bobby Hoying,26.0,PHI,QB,8.0,7.0,22.0,84.0,0.0,4.0,40.9,11.0,3.8,10.5,2.8,6.0,,1998
Rashaan Shehee,23.0,KAN,RB,16.0,0.0,22.0,57.0,0.0,4.0,31.8,10.0,2.6,3.6,1.4,2.0,,1998
Dan Marino,37.0,MIA,QB,16.0,16.0,21.0,-3.0,1.0,2.0,4.8,10.0,-0.1,-0.2,1.3,9.0,,1998
Harold Green,30.0,ATL,RB,6.0,0.0,20.0,37.0,0.0,1.0,15.0,6.0,1.9,6.2,3.3,1.0,,1998
Jon Kitna,26.0,SEA,QB,6.0,5.0,20.0,67.0,1.0,7.0,30.0,21.0,3.4,11.2,3.3,6.0,,1998
Tony Richardson,27.0,KAN,FB,14.0,1.0,20.0,45.0,2.0,10.0,55.0,6.0,2.3,3.2,1.4,0.0,,1998
Kevin Turner,29.0,PHI,FB,16.0,15.0,20.0,94.0,0.0,3.0,45.0,19.0,4.7,5.9,1.3,1.0,,1998
Bubby Brister,36.0,DEN,QB,7.0,4.0,19.0,102.0,1.0,7.0,42.1,38.0,5.4,14.6,2.7,2.0,,1998
Ron Rivers,27.0,DET,RB,15.0,0.0,19.0,102.0,1.0,4.0,42.1,36.0,5.4,6.8,1.3,0.0,,1998
Derrick Cullors,26.0,NWE,RB,16.0,0.0,18.0,48.0,0.0,4.0,27.8,15.0,2.7,3.0,1.1,1.0,,1998
Fred McAfee,30.0,PIT,RB,14.0,0.0,18.0,111.0,0.0,5.0,66.7,14.0,6.2,7.9,1.3,0.0,,1998
Ken Oxendine,23.0,ATL,RB,9.0,0.0,18.0,50.0,0.0,2.0,27.8,21.0,2.8,5.6,2.0,1.0,,1998
Steve Stenstrom,27.0,CHI,QB,7.0,7.0,18.0,79.0,2.0,10.0,61.1,14.0,4.4,11.3,2.6,6.0,,1998
Tommy Vardell,29.0,DET,FB,14.0,9.0,18.0,37.0,6.0,9.0,55.6,17.0,2.1,2.6,1.3,1.0,,1998
Craig Whelihan,27.0,SDG,QB,10.0,7.0,18.0,38.0,0.0,8.0,33.3,13.0,2.1,3.8,1.8,9.0,,1998
Eric Bieniemy,29.0,CIN,RB,16.0,0.0,17.0,56.0,0.0,5.0,41.2,9.0,3.3,3.5,1.1,1.0,,1998
Warren Moon,42.0,SEA,QB,10.0,10.0,16.0,10.0,0.0,0.0,18.8,9.0,0.6,1.0,1.6,8.0,,1998
Jeff Blake,28.0,CIN,QB,8.0,2.0,15.0,103.0,0.0,6.0,40.0,18.0,6.9,12.9,1.9,1.0,,1998
Danny Kanell,25.0,NYG,QB,10.0,10.0,15.0,36.0,0.0,4.0,26.7,10.0,2.4,3.6,1.5,6.0,,1998
Peyton Manning,22.0,IND,QB,16.0,16.0,15.0,62.0,0.0,5.0,40.0,15.0,4.1,3.9,0.9,3.0,AP ORoY-2,1998
Mack Strong,27.0,SEA,FB,16.0,5.0,15.0,47.0,0.0,3.0,40.0,9.0,3.1,2.9,0.9,2.0,,1998
Derrick Harris,26.0,STL,FB,16.0,14.0,14.0,38.0,0.0,5.0,50.0,15.0,2.7,2.4,0.9,1.0,,1998
Tyrone Wheatley,26.0,NYG,RB,5.0,0.0,14.0,52.0,0.0,2.0,35.7,15.0,3.7,10.4,2.8,0.0,,1998
Ty Hallock,27.0,CHI,FB,16.0,10.0,13.0,41.0,1.0,4.0,38.5,14.0,3.2,2.6,0.8,3.0,,1998
Erik Kramer,34.0,CHI,QB,8.0,8.0,13.0,17.0,1.0,5.0,38.5,8.0,1.3,2.1,1.6,3.0,,1998
Neil O'Donnell,32.0,CIN,QB,13.0,11.0,13.0,34.0,0.0,3.0,23.1,10.0,2.6,2.6,1.0,6.0,,1998
Brad Johnson,30.0,MIN,QB,4.0,2.0,12.0,15.0,0.0,4.0,33.3,6.0,1.3,3.8,3.0,1.0,,1998
Corey Walker,25.0,PHI,RB,14.0,0.0,12.0,55.0,0.0,2.0,33.3,20.0,4.6,3.9,0.9,0.0,,1998
Kenny Bynum,24.0,SDG,RB,10.0,0.0,11.0,23.0,0.0,1.0,27.3,14.0,2.1,2.3,1.1,3.0,,1998
Jason Garrett,32.0,DAL,QB,8.0,5.0,11.0,14.0,0.0,1.0,18.2,5.0,1.3,1.8,1.4,4.0,,1998
Sam Gash,29.0,BUF,FB,16.0,13.0,11.0,32.0,0.0,3.0,54.5,11.0,2.9,2.0,0.7,0.0,"PB,AP-2",1998
Jonathan Quinn,23.0,JAX,QB,4.0,2.0,11.0,77.0,1.0,6.0,72.7,17.0,7.0,19.3,2.8,3.0,,1998
Billy Joe Tolliver,32.0,NOR,QB,7.0,4.0,11.0,43.0,0.0,4.0,63.6,16.0,3.9,6.1,1.6,3.0,,1998
Danny Wuerffel,24.0,NOR,QB,5.0,4.0,11.0,60.0,0.0,3.0,36.4,18.0,5.5,12.0,2.2,1.0,,1998
Eric Zeier,26.0,BAL,QB,10.0,4.0,11.0,17.0,0.0,1.0,27.3,7.0,1.5,1.7,1.1,2.0,,1998
Steve Bono,36.0,STL,QB,6.0,2.0,10.0,13.0,0.0,1.0,10.0,7.0,1.3,2.2,1.7,4.0,,1998
Courtney Hawkins,29.0,PIT,WR,15.0,14.0,10.0,41.0,0.0,4.0,40.0,14.0,4.1,2.7,0.7,1.0,,1998
Brian Milne,25.0,CIN,FB,14.0,14.0,10.0,41.0,1.0,5.0,80.0,10.0,4.1,2.9,0.7,0.0,,1998
David Palmer,26.0,MIN,WR,16.0,0.0,10.0,52.0,0.0,5.0,60.0,15.0,5.2,3.3,0.6,2.0,,1998
Jerry Ellison,27.0,TAM,RB,16.0,0.0,9.0,24.0,0.0,1.0,22.2,10.0,2.7,1.5,0.6,0.0,,1998
Joey Galloway,27.0,SEA,WR,16.0,16.0,9.0,26.0,0.0,1.0,44.4,14.0,2.9,1.6,0.6,1.0,,1998
Vaughn Hebron,28.0,DEN,RB,15.0,0.0,9.0,31.0,1.0,2.0,33.3,8.0,3.4,2.1,0.6,0.0,,1998
Jon Ritchie,24.0,OAK,FB,15.0,10.0,9.0,23.0,0.0,3.0,22.2,14.0,2.6,1.5,0.6,2.0,,1998
Bob Christian,30.0,ATL,FB,14.0,11.0,8.0,21.0,2.0,4.0,75.0,6.0,2.6,1.5,0.6,1.0,,1998
Steve DeBerg,44.0,ATL,QB,8.0,1.0,8.0,-10.0,0.0,1.0,12.5,2.0,-1.3,-1.3,1.0,2.0,,1998
Ty Detmer,31.0,SFO,QB,16.0,1.0,8.0,7.0,0.0,1.0,25.0,10.0,0.9,0.4,0.5,1.0,,1998
Tim Dwight,23.0,ATL,WR,12.0,0.0,8.0,19.0,0.0,0.0,50.0,7.0,2.4,1.6,0.7,3.0,,1998
Keith Elias,26.0,IND,RB,13.0,0.0,8.0,24.0,0.0,1.0,25.0,8.0,3.0,1.8,0.6,0.0,,1998
Jeff George,31.0,OAK,QB,8.0,7.0,8.0,2.0,0.0,0.0,12.5,8.0,0.3,0.3,1.0,7.0,,1998
Daryl Johnston,32.0,DAL,FB,16.0,13.0,8.0,17.0,0.0,0.0,37.5,6.0,2.1,1.1,0.5,0.0,,1998
Bernie Parmalee,31.0,MIA,RB,15.0,0.0,8.0,20.0,0.0,2.0,37.5,10.0,2.5,1.3,0.5,2.0,,1998
Doug Pederson,30.0,GNB,QB,12.0,0.0,8.0,-4.0,0.0,1.0,12.5,1.0,-0.5,-0.3,0.7,1.0,,1998
Koy Detmer,25.0,PHI,QB,8.0,5.0,7.0,20.0,0.0,1.0,42.9,8.0,2.9,2.5,0.9,1.0,,1998
Chris Fuamatu-Ma'afala,21.0,PIT,RB,12.0,0.0,7.0,30.0,2.0,2.0,42.9,10.0,4.3,2.5,0.6,0.0,,1998
Elvis Grbac,28.0,KAN,QB,8.0,6.0,7.0,27.0,0.0,2.0,71.4,10.0,3.9,3.4,0.9,1.0,,1998
Chris Howard,23.0,JAX,RB,8.0,0.0,7.0,16.0,0.0,0.0,0.0,5.0,2.3,2.0,0.9,0.0,,1998
Dave Meggett,32.0,NYJ,RB,2.0,0.0,7.0,24.0,0.0,1.0,14.3,18.0,3.4,12.0,3.5,0.0,,1998
Scott Mitchell,30.0,DET,QB,2.0,2.0,7.0,30.0,0.0,2.0,28.6,17.0,4.3,15.0,3.5,1.0,,1998
Wade Wilson,39.0,OAK,QB,5.0,3.0,7.0,24.0,0.0,2.0,28.6,12.0,3.4,4.8,1.4,1.0,,1998
Mike Archie,26.0,TEN,RB,16.0,0.0,6.0,24.0,1.0,3.0,50.0,20.0,4.0,1.5,0.4,3.0,,1998
Chris Floyd,23.0,NWE,RB,16.0,2.0,6.0,22.0,0.0,2.0,66.7,10.0,3.7,1.4,0.4,0.0,,1998
Craig Heyward,32.0,IND,RB,4.0,3.0,6.0,15.0,0.0,2.0,50.0,8.0,2.5,3.8,1.5,0.0,,1998
Stanley Pritchett,25.0,MIA,FB,16.0,12.0,6.0,19.0,1.0,3.0,50.0,11.0,3.2,1.2,0.4,0.0,,1998
Frank Reich,37.0,DET,QB,6.0,2.0,6.0,3.0,0.0,0.0,0.0,5.0,0.5,0.5,1.0,2.0,,1998
Leslie Shepherd,29.0,WAS,WR,16.0,16.0,6.0,91.0,1.0,4.0,66.7,29.0,15.2,5.7,0.4,0.0,,1998
Rod Smith,28.0,DEN,WR,16.0,16.0,6.0,63.0,0.0,3.0,66.7,37.0,10.5,3.9,0.4,0.0,,1998
Steve Broussard,31.0,SEA,RB,15.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.8,0.3,0.3,1.0,,1998
Curtis Conway,27.0,CHI,WR,15.0,15.0,5.0,48.0,0.0,3.0,60.0,29.0,9.6,3.2,0.3,1.0,,1998
Glenn Foley,28.0,NYJ,QB,5.0,3.0,5.0,-11.0,0.0,0.0,0.0,-1.0,-2.2,-2.2,1.0,1.0,,1998
John Friesz,31.0,SEA,QB,6.0,1.0,5.0,5.0,0.0,0.0,0.0,8.0,1.0,0.8,0.8,0.0,,1998
