Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Najee Harris,94.0,74.0,467.0,3.0,6.3,5.0,2021
Austin Ekeler,94.0,70.0,647.0,8.0,9.2,6.9,2021
Leonard Fournette,84.0,69.0,454.0,2.0,6.6,5.4,2021
D'Andre Swift,78.0,62.0,452.0,2.0,7.3,5.8,2021
Josh Jacobs,64.0,54.0,348.0,0.0,6.4,5.4,2021
Aaron Jones,65.0,52.0,391.0,6.0,7.5,6.0,2021
Cordarrelle Patterson,69.0,52.0,548.0,5.0,10.5,7.9,2021
Myles Gaskin,63.0,49.0,234.0,4.0,4.8,3.7,2021
Ezekiel Elliott,65.0,47.0,287.0,2.0,6.1,4.4,2021
Alvin Kamara,67.0,47.0,439.0,5.0,9.3,6.6,2021
Darrel Williams,57.0,47.0,452.0,2.0,9.6,7.9,2021
Mike Davis,58.0,44.0,259.0,1.0,5.9,4.5,2021
Chase Edmonds,53.0,43.0,311.0,0.0,7.2,5.9,2021
J.D. McKissic,53.0,43.0,397.0,2.0,9.2,7.5,2021
Javonte Williams,53.0,43.0,316.0,3.0,7.3,6.0,2021
Antonio Gibson,52.0,42.0,294.0,3.0,7.0,5.7,2021
Joe Mixon,48.0,42.0,314.0,3.0,7.5,6.5,2021
David Montgomery,51.0,42.0,301.0,0.0,7.2,5.9,2021
Saquon Barkley,57.0,41.0,263.0,2.0,6.4,4.6,2021
Brandon Bolden,49.0,41.0,405.0,2.0,9.9,8.3,2021
Devontae Booker,45.0,40.0,268.0,1.0,6.7,6.0,2021
Nyheim Hines,57.0,40.0,310.0,1.0,7.8,5.4,2021
Devin Singletary,50.0,40.0,228.0,1.0,5.7,4.6,2021
Jonathan Taylor,51.0,40.0,360.0,2.0,9.0,7.1,2021
Tony Pollard,46.0,39.0,337.0,0.0,8.6,7.3,2021
Ameer Abdullah,53.0,38.0,289.0,1.0,7.6,5.5,2021
Ameer Abdullah,4.0,3.0,17.0,0.0,5.7,4.3,2021
Ameer Abdullah,49.0,35.0,272.0,1.0,7.8,5.6,2021
James Conner,39.0,37.0,375.0,3.0,10.1,9.6,2021
Christian McCaffrey,41.0,37.0,343.0,1.0,9.3,8.4,2021
Michael Carter,55.0,36.0,325.0,0.0,9.0,5.9,2021
Dalvin Cook,49.0,34.0,224.0,0.0,6.6,4.6,2021
AJ Dillon,37.0,34.0,313.0,2.0,9.2,8.5,2021
Anthony Firkser,43.0,34.0,291.0,2.0,8.6,6.8,2021
Devonta Freeman,42.0,34.0,190.0,1.0,5.6,4.5,2021
Ty Johnson,55.0,34.0,372.0,2.0,10.9,6.8,2021
Kenneth Gainwell,50.0,33.0,253.0,1.0,7.7,5.1,2021
David Johnson,42.0,32.0,225.0,1.0,7.0,5.4,2021
Alexander Mattison,39.0,32.0,228.0,1.0,7.1,5.8,2021
James Robinson,46.0,31.0,222.0,0.0,7.2,4.8,2021
Kenyan Drake,40.0,30.0,291.0,1.0,9.7,7.3,2021
Kyle Juszczyk,38.0,30.0,296.0,1.0,9.9,7.8,2021
Darrell Henderson,40.0,29.0,176.0,3.0,6.1,4.4,2021
Melvin Gordon,38.0,28.0,213.0,2.0,7.6,5.6,2021
Jeremy McNichols,38.0,28.0,240.0,1.0,8.6,6.3,2021
Samaje Perine,31.0,27.0,196.0,1.0,7.3,6.3,2021
Mark Ingram,35.0,27.0,162.0,0.0,6.0,4.6,2021
Mark Ingram,9.0,7.0,24.0,0.0,3.4,2.7,2021
Mark Ingram,26.0,20.0,138.0,0.0,6.9,5.3,2021
Miles Sanders,34.0,26.0,158.0,0.0,6.1,4.6,2021
Jamaal Williams,28.0,26.0,157.0,0.0,6.0,5.6,2021
Rex Burkhead,32.0,25.0,186.0,0.0,7.4,5.8,2021
Chuba Hubbard,37.0,25.0,174.0,1.0,7.0,4.7,2021
Giovani Bernard,29.0,23.0,123.0,3.0,5.3,4.2,2021
Jamycal Hasty,29.0,23.0,157.0,0.0,6.8,5.4,2021
Zack Moss,32.0,23.0,197.0,1.0,8.6,6.2,2021
Kareem Hunt,27.0,22.0,174.0,0.0,7.9,6.4,2021
Justin Jackson,25.0,22.0,178.0,0.0,8.1,7.1,2021
DeeJay Dallas,23.0,21.0,133.0,0.0,6.3,5.8,2021
Sony Michel,33.0,21.0,128.0,1.0,6.1,3.9,2021
Nick Chubb,25.0,20.0,174.0,1.0,8.7,7.0,2021
Clyde Edwards-Helaire,23.0,19.0,129.0,2.0,6.8,5.6,2021
Dontrell Hilliard,26.0,19.0,87.0,0.0,4.6,3.3,2021
D'Ernest Johnson,25.0,19.0,137.0,0.0,7.2,5.5,2021
Elijah Mitchell,20.0,19.0,137.0,1.0,7.2,6.9,2021
Damien Harris,21.0,18.0,132.0,0.0,7.3,6.3,2021
Derrick Henry,20.0,18.0,154.0,0.0,8.6,7.7,2021
C.J. Ham,18.0,17.0,125.0,0.0,7.4,6.9,2021
Travis Homer,20.0,16.0,161.0,0.0,10.1,8.1,2021
Damien Williams,23.0,16.0,103.0,1.0,6.4,4.5,2021
Chris Evans,17.0,15.0,151.0,2.0,10.1,8.9,2021
Khalil Herbert,16.0,14.0,96.0,0.0,6.9,6.0,2021
Rhamondre Stevenson,18.0,14.0,123.0,0.0,8.8,6.8,2021
Jerick McKinnon,20.0,13.0,107.0,1.0,8.2,5.4,2021
Dare Ogunbowale,21.0,13.0,114.0,1.0,8.8,5.4,2021
