Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Theo Riddick,99.0,80.0,697.0,3.0,8.7,7.0,2015
Danny Woodhead,106.0,80.0,755.0,6.0,9.4,7.1,2015
Devonta Freeman,97.0,73.0,578.0,3.0,7.9,6.0,2015
Duke Johnson,74.0,61.0,534.0,2.0,8.8,7.2,2015
Shane Vereen,81.0,59.0,494.0,4.0,8.4,6.1,2015
Darren Sproles,83.0,55.0,388.0,1.0,7.1,4.7,2015
Charles Sims,70.0,51.0,561.0,4.0,11.0,8.0,2015
Mark Ingram,60.0,50.0,405.0,0.0,8.1,6.8,2015
Giovani Bernard,66.0,49.0,472.0,0.0,9.6,7.2,2015
Lamar Miller,57.0,47.0,397.0,2.0,8.4,7.0,2015
Bilal Powell,63.0,47.0,388.0,2.0,8.3,6.2,2015
Javorius Allen,62.0,45.0,353.0,2.0,7.8,5.7,2015
Matt Forte,58.0,44.0,389.0,3.0,8.8,6.7,2015
DeMarco Murray,55.0,44.0,322.0,1.0,7.3,5.9,2015
James Starks,53.0,43.0,392.0,3.0,9.1,7.4,2015
Kyle Juszczyk,56.0,41.0,321.0,4.0,7.8,5.7,2015
Latavius Murray,53.0,41.0,232.0,0.0,5.7,4.4,2015
Darren McFadden,53.0,40.0,328.0,0.0,8.2,6.2,2015
James White,54.0,40.0,410.0,4.0,10.3,7.6,2015
DeAngelo Williams,47.0,40.0,367.0,0.0,9.2,7.8,2015
David Johnson,57.0,36.0,457.0,4.0,12.7,8.0,2015
Dion Lewis,50.0,36.0,388.0,2.0,10.8,7.8,2015
T.J. Yeldon,46.0,36.0,279.0,1.0,7.8,6.1,2015
Chris Thompson,48.0,35.0,240.0,2.0,6.9,5.0,2015
Frank Gore,58.0,34.0,267.0,1.0,7.9,4.6,2015
C.J. Spiller,44.0,34.0,239.0,2.0,7.0,5.4,2015
Melvin Gordon,37.0,33.0,192.0,0.0,5.8,5.2,2015
Doug Martin,44.0,33.0,271.0,1.0,8.2,6.2,2015
Fred Jackson,41.0,32.0,257.0,2.0,8.0,6.3,2015
LeSean McCoy,50.0,32.0,292.0,2.0,9.1,5.8,2015
Justin Forsett,41.0,31.0,153.0,0.0,4.9,3.7,2015
Chris Ivory,37.0,30.0,217.0,1.0,7.2,5.9,2015
Adrian Peterson,36.0,30.0,222.0,0.0,7.4,6.2,2015
Marcel Reece,37.0,30.0,269.0,3.0,9.0,7.3,2015
Rashad Jennings,40.0,29.0,296.0,1.0,10.2,7.4,2015
Shaun Draughn,35.0,27.0,176.0,0.0,6.5,5.0,2015
Shaun Draughn,3.0,2.0,1.0,0.0,0.5,0.3,2015
