Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Austin Ekeler,127.0,107.0,722.0,5.0,6.7,5.7,2022
Christian McCaffrey,108.0,85.0,741.0,5.0,8.7,6.9,2022
Christian McCaffrey,43.0,33.0,277.0,1.0,8.4,6.4,2022
Christian McCaffrey,65.0,52.0,464.0,4.0,8.9,7.1,2022
Leonard Fournette,83.0,73.0,523.0,3.0,7.2,6.3,2022
Rhamondre Stevenson,88.0,69.0,421.0,1.0,6.1,4.8,2022
Joe Mixon,75.0,60.0,441.0,2.0,7.4,5.9,2022
Aaron Jones,72.0,59.0,395.0,5.0,6.7,5.5,2022
Saquon Barkley,76.0,57.0,338.0,0.0,5.9,4.4,2022
Alvin Kamara,77.0,57.0,490.0,2.0,8.6,6.4,2022
Jerick McKinnon,71.0,56.0,512.0,9.0,9.1,7.2,2022
Josh Jacobs,64.0,53.0,400.0,0.0,7.5,6.3,2022
Rachaad White,58.0,50.0,290.0,2.0,5.8,5.0,2022
D'Andre Swift,70.0,48.0,389.0,3.0,8.1,5.6,2022
James Conner,58.0,46.0,300.0,1.0,6.5,5.2,2022
Antonio Gibson,58.0,46.0,353.0,2.0,7.7,6.1,2022
Michael Carter,54.0,41.0,288.0,0.0,7.0,5.3,2022
Najee Harris,53.0,41.0,229.0,3.0,5.6,4.3,2022
Dalvin Cook,56.0,39.0,295.0,2.0,7.6,5.3,2022
Tony Pollard,55.0,39.0,371.0,3.0,9.5,6.7,2022
Samaje Perine,51.0,38.0,287.0,4.0,7.6,5.6,2022
Devin Singletary,52.0,38.0,280.0,1.0,7.4,5.4,2022
Rex Burkhead,51.0,37.0,204.0,1.0,5.5,4.0,2022
Travis Etienne,45.0,35.0,316.0,0.0,9.0,7.0,2022
Kareem Hunt,44.0,35.0,210.0,1.0,6.0,4.8,2022
David Montgomery,40.0,34.0,316.0,1.0,9.3,7.9,2022
Derrick Henry,41.0,33.0,398.0,0.0,12.1,9.7,2022
Raheem Mostert,42.0,31.0,202.0,2.0,6.5,4.8,2022
Deon Jackson,34.0,30.0,209.0,1.0,7.0,6.1,2022
Dameon Pierce,39.0,30.0,165.0,1.0,5.5,4.2,2022
Nyheim Hines,37.0,30.0,241.0,1.0,8.0,6.5,2022
Nyheim Hines,28.0,25.0,188.0,0.0,7.5,6.7,2022
Nyheim Hines,9.0,5.0,53.0,1.0,10.6,5.9,2022
AJ Dillon,43.0,28.0,206.0,0.0,7.4,4.8,2022
Jonathan Taylor,40.0,28.0,143.0,0.0,5.1,3.6,2022
Jaylen Warren,33.0,28.0,214.0,0.0,7.6,6.5,2022
Nick Chubb,37.0,27.0,239.0,1.0,8.9,6.5,2022
J.D. McKissic,40.0,27.0,173.0,0.0,6.4,4.3,2022
Kenneth Walker III,35.0,27.0,165.0,0.0,6.1,4.7,2022
Latavius Murray,35.0,27.0,132.0,0.0,4.9,3.8,2022
Latavius Murray,1.0,1.0,8.0,0.0,8.0,8.0,2022
Latavius Murray,34.0,26.0,124.0,0.0,4.8,3.6,2022
Ameer Abdullah,32.0,25.0,211.0,1.0,8.4,6.6,2022
Melvin Gordon,32.0,25.0,223.0,0.0,8.9,7.0,2022
Eno Benjamin,34.0,25.0,193.0,0.0,7.7,5.7,2022
Eno Benjamin,33.0,24.0,184.0,0.0,7.7,5.6,2022
