Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Emmitt Smith,26.0,DAL,RB,16.0,16.0,377.0,1773.0,25.0,107.0,51.2,60.0,4.7,110.8,23.6,7.0,"PB,AP-1,AP MVP-3,AP OPoY-2",1995
Curtis Martin,22.0,NWE,RB,16.0,15.0,368.0,1487.0,14.0,79.0,41.8,49.0,4.0,92.9,23.0,5.0,"PB,AP ORoY-1",1995
Terry Allen,27.0,WAS,RB,16.0,16.0,338.0,1309.0,10.0,68.0,44.1,28.0,3.9,81.8,21.1,6.0,,1995
Ricky Watters,26.0,PHI,RB,16.0,16.0,337.0,1273.0,11.0,76.0,48.1,57.0,3.8,79.6,21.1,6.0,PB,1995
Errict Rhett,25.0,TAM,RB,16.0,16.0,332.0,1207.0,11.0,78.0,46.7,21.0,3.6,75.4,20.8,2.0,,1995
Edgar Bennett,26.0,GNB,FB,16.0,16.0,316.0,1067.0,3.0,50.0,39.6,23.0,3.4,66.7,19.8,2.0,,1995
Barry Sanders,27.0,DET,RB,16.0,16.0,314.0,1500.0,11.0,72.0,42.4,75.0,4.8,93.8,19.6,3.0,"PB,AP-1,AP OPoY-5",1995
Chris Warren,27.0,SEA,RB,16.0,16.0,310.0,1346.0,15.0,78.0,44.5,52.0,4.3,84.1,19.4,5.0,"PB,AP-2",1995
Rodney Hampton,26.0,NYG,RB,16.0,15.0,306.0,1182.0,10.0,74.0,55.9,32.0,3.9,73.9,19.1,5.0,,1995
Rashaan Salaam,21.0,CHI,RB,16.0,11.0,296.0,1074.0,10.0,61.0,47.3,42.0,3.6,67.1,18.5,9.0,,1995
Marshall Faulk,22.0,IND,RB,16.0,16.0,289.0,1078.0,11.0,69.0,46.7,40.0,3.7,67.4,18.1,8.0,"PB,AP-2",1995
Garrison Hearst,24.0,ARI,RB,16.0,15.0,284.0,1070.0,1.0,56.0,44.4,38.0,3.8,66.9,17.8,12.0,,1995
Thurman Thomas,29.0,BUF,RB,14.0,14.0,267.0,1005.0,6.0,64.0,46.1,49.0,3.8,71.8,19.1,6.0,,1995
Harvey Williams,28.0,OAK,RB,16.0,16.0,255.0,1114.0,9.0,59.0,48.2,60.0,4.4,69.6,15.9,5.0,,1995
Rodney Thomas,22.0,HOU,RB,16.0,10.0,251.0,947.0,5.0,48.0,40.2,74.0,3.8,59.2,15.7,8.0,,1995
Mario Bates,22.0,NOR,RB,16.0,16.0,244.0,951.0,7.0,50.0,45.1,66.0,3.9,59.4,15.3,2.0,,1995
Terrell Davis,23.0,DEN,RB,14.0,14.0,237.0,1117.0,7.0,58.0,50.2,60.0,4.7,79.8,16.9,5.0,AP ORoY-2,1995
Craig Heyward,29.0,ATL,RB,16.0,16.0,236.0,1083.0,6.0,65.0,49.6,31.0,4.6,67.7,14.8,3.0,PB,1995
Bernie Parmalee,28.0,MIA,RB,16.0,12.0,236.0,878.0,9.0,57.0,49.6,40.0,3.7,54.9,14.8,5.0,,1995
Derek Loville,27.0,SFO,RB,16.0,16.0,218.0,723.0,10.0,48.0,46.3,27.0,3.3,45.2,13.6,1.0,,1995
Erric Pegram,26.0,PIT,RB,15.0,11.0,213.0,813.0,5.0,39.0,45.5,38.0,3.8,54.2,14.2,9.0,,1995
Marcus Allen,35.0,KAN,RB,16.0,15.0,207.0,890.0,5.0,51.0,53.6,38.0,4.3,55.6,12.9,2.0,,1995
Derrick Moore,28.0,CAR,RB,13.0,10.0,195.0,740.0,4.0,35.0,40.5,53.0,3.8,56.9,15.0,4.0,,1995
Adrian Murrell,25.0,NYJ,RB,15.0,9.0,192.0,795.0,1.0,45.0,49.5,30.0,4.1,53.0,12.8,2.0,,1995
Natrone Means,23.0,SDG,RB,10.0,9.0,186.0,730.0,5.0,39.0,41.9,36.0,3.9,73.0,18.6,2.0,,1995
Jerome Bettis,23.0,STL,RB,15.0,13.0,183.0,637.0,3.0,24.0,37.7,41.0,3.5,42.5,12.2,4.0,,1995
Darick Holmes,24.0,BUF,RB,16.0,2.0,172.0,698.0,4.0,42.0,48.8,38.0,4.1,43.6,10.8,4.0,,1995
Harold Green,27.0,CIN,RB,15.0,15.0,171.0,661.0,2.0,35.0,47.4,23.0,3.9,44.1,11.4,2.0,,1995
Greg Hill,23.0,KAN,RB,16.0,1.0,155.0,667.0,1.0,27.0,47.1,27.0,4.3,41.7,9.7,2.0,,1995
Bam Morris,23.0,PIT,RB,13.0,4.0,148.0,559.0,9.0,38.0,48.6,30.0,3.8,43.0,11.4,3.0,,1995
Robert Smith,23.0,MIN,RB,9.0,7.0,139.0,632.0,5.0,31.0,43.9,58.0,4.5,70.2,15.4,1.0,,1995
James Stewart,24.0,JAX,RB,14.0,8.0,137.0,525.0,2.0,25.0,46.7,22.0,3.8,37.5,9.8,1.0,,1995
Leroy Hoard,27.0,CLE,RB,12.0,12.0,136.0,547.0,0.0,26.0,47.8,25.0,4.0,45.6,11.3,5.0,,1995
Aaron Hayden,22.0,SDG,RB,6.0,4.0,128.0,470.0,3.0,21.0,43.0,20.0,3.7,78.3,21.3,0.0,,1995
Earnest Byner,33.0,CLE,RB,16.0,2.0,115.0,432.0,2.0,22.0,38.3,23.0,3.8,27.0,7.2,1.0,,1995
Vaughn Dunbar,27.0,JAX,RB,14.0,6.0,110.0,361.0,2.0,23.0,41.8,26.0,3.3,25.8,7.9,0.0,,1995
Scottie Graham,26.0,MIN,RB,16.0,6.0,110.0,406.0,2.0,21.0,46.4,26.0,3.7,25.4,6.9,0.0,,1995
Charlie Garner,23.0,PHI,RB,15.0,3.0,108.0,588.0,6.0,25.0,53.7,55.0,5.4,39.2,7.2,2.0,,1995
Napoleon Kaufman,22.0,OAK,RB,16.0,1.0,108.0,490.0,1.0,29.0,48.1,28.0,4.5,30.6,6.8,0.0,,1995
Terry Kirby,25.0,MIA,RB,16.0,4.0,108.0,414.0,4.0,25.0,41.7,38.0,3.8,25.9,6.8,2.0,,1995
Robert Green,25.0,CHI,RB,12.0,3.0,107.0,570.0,3.0,27.0,51.4,38.0,5.3,47.5,8.9,2.0,,1995
Eric Bieniemy,26.0,CIN,RB,16.0,1.0,98.0,381.0,3.0,19.0,40.8,27.0,3.9,23.8,6.1,1.0,,1995
Gary Brown,26.0,HOU,RB,10.0,4.0,86.0,293.0,0.0,16.0,46.5,21.0,3.4,29.3,8.6,2.0,,1995
Brad Baxter,28.0,NYJ,FB,15.0,13.0,85.0,296.0,1.0,21.0,44.7,26.0,3.5,19.7,5.7,0.0,,1995
Larry Centers,27.0,ARI,FB,16.0,10.0,78.0,254.0,2.0,11.0,43.6,20.0,3.3,15.9,4.9,2.0,PB,1995
Tyrone Wheatley,23.0,NYG,RB,13.0,1.0,78.0,245.0,3.0,15.0,50.0,19.0,3.1,18.8,6.0,2.0,,1995
Aaron Craver,27.0,DEN,FB,16.0,10.0,73.0,333.0,5.0,26.0,61.6,23.0,4.6,20.8,4.6,1.0,,1995
Marion Butts,29.0,HOU,RB,12.0,2.0,71.0,185.0,4.0,24.0,56.3,9.0,2.6,15.4,5.9,0.0,,1995
Amp Lee,24.0,MIN,RB,16.0,3.0,69.0,371.0,2.0,18.0,42.0,66.0,5.4,23.2,4.3,3.0,,1995
Mark Brunell,25.0,JAX,QB,13.0,10.0,67.0,480.0,4.0,30.0,56.7,27.0,7.2,36.9,5.2,5.0,,1995
Leonard Russell,26.0,STL,RB,13.0,3.0,66.0,203.0,0.0,14.0,33.3,18.0,3.1,15.6,5.1,2.0,,1995
Howard Griffith,28.0,CAR,FB,15.0,7.0,65.0,197.0,1.0,11.0,40.0,15.0,3.0,13.1,4.3,1.0,,1995
Roosevelt Potts,24.0,IND,FB,15.0,15.0,65.0,309.0,0.0,13.0,44.6,37.0,4.8,20.6,4.3,0.0,,1995
William Floyd,23.0,SFO,FB,8.0,8.0,64.0,237.0,2.0,18.0,57.8,23.0,3.7,29.6,8.0,1.0,,1995
Lorenzo White,29.0,CLE,RB,12.0,2.0,62.0,163.0,1.0,10.0,46.8,11.0,2.6,13.6,5.2,0.0,,1995
Dave Meggett,29.0,NWE,RB,16.0,0.0,60.0,250.0,2.0,0.0,0.0,25.0,4.2,15.6,3.8,5.0,,1995
Kimble Anders,29.0,KAN,FB,16.0,13.0,58.0,398.0,2.0,11.0,37.9,44.0,6.9,24.9,3.6,1.0,PB,1995
Jeff Blake,25.0,CIN,QB,16.0,16.0,53.0,309.0,2.0,17.0,47.2,30.0,5.8,19.3,3.3,10.0,PB,1995
Jim Harbaugh,32.0,IND,QB,15.0,12.0,52.0,235.0,2.0,16.0,42.3,21.0,4.5,15.7,3.5,4.0,"PB,AP MVP-4",1995
Ronnie Harmon,31.0,SDG,RB,16.0,1.0,51.0,187.0,1.0,11.0,39.2,48.0,3.7,11.7,3.2,1.0,,1995
Steve Young,34.0,SFO,QB,11.0,11.0,50.0,250.0,3.0,25.0,74.0,29.0,5.0,22.7,4.5,3.0,"PB,AP-2",1995
Ray Zellars,22.0,NOR,RB,12.0,0.0,50.0,162.0,2.0,11.0,44.0,11.0,3.2,13.5,4.2,1.0,,1995
Derek Brown,24.0,NOR,RB,16.0,0.0,49.0,159.0,1.0,5.0,26.5,35.0,3.2,9.9,3.1,0.0,,1995
Glyn Milburn,24.0,DEN,KR,16.0,1.0,49.0,266.0,0.0,10.0,44.9,29.0,5.4,16.6,3.1,2.0,"PB,AP-2",1995
Sherman Williams,22.0,DAL,RB,11.0,0.0,48.0,205.0,1.0,12.0,27.1,44.0,4.3,18.6,4.4,2.0,,1995
Rodney Culver,26.0,SDG,RB,8.0,2.0,47.0,155.0,3.0,15.0,53.2,17.0,3.3,19.4,5.9,0.0,,1995
Lamont Warren,22.0,IND,RB,12.0,1.0,47.0,152.0,1.0,11.0,46.8,42.0,3.2,12.7,3.9,1.0,,1995
Steve Broussard,28.0,SEA,RB,15.0,1.0,46.0,222.0,1.0,14.0,47.8,21.0,4.8,14.8,3.1,4.0,,1995
Brian Mitchell,27.0,WAS,RB,16.0,1.0,46.0,301.0,1.0,18.0,56.5,36.0,6.5,18.8,2.9,2.0,"PB,AP-1",1995
Dave Brown,25.0,NYG,QB,16.0,16.0,45.0,228.0,4.0,20.0,53.3,23.0,5.1,14.3,2.8,10.0,,1995
Vince Workman,27.0,2TM,RB,10.0,0.0,44.0,165.0,1.0,7.0,31.8,14.0,3.8,16.5,4.4,0.0,,1995
Vince Workman,27.0,CAR,RB,9.0,0.0,35.0,139.0,1.0,5.0,31.4,14.0,4.0,15.4,3.9,0.0,,1995
Vince Workman,27.0,IND,RB,1.0,0.0,9.0,26.0,0.0,2.0,33.3,13.0,2.9,26.0,9.0,0.0,,1995
Rick Mirer,25.0,SEA,QB,15.0,13.0,43.0,193.0,1.0,8.0,37.2,24.0,4.5,12.9,2.9,5.0,,1995
Ronald Moore,25.0,NYJ,RB,15.0,3.0,43.0,121.0,0.0,7.0,34.9,14.0,2.8,8.1,2.9,3.0,,1995
Kerry Collins,23.0,CAR,QB,15.0,13.0,42.0,74.0,3.0,9.0,31.0,10.0,1.8,4.9,2.8,13.0,,1995
Bob Christian,27.0,CAR,FB,14.0,12.0,41.0,158.0,0.0,4.0,41.5,17.0,3.9,11.3,2.9,1.0,,1995
John Elway,35.0,DEN,QB,16.0,16.0,41.0,176.0,1.0,16.0,53.7,25.0,4.3,11.0,2.6,9.0,,1995
Le'Shai Maston,25.0,JAX,FB,16.0,10.0,41.0,186.0,0.0,8.0,46.3,21.0,4.5,11.6,2.6,3.0,,1995
Greg Robinson,26.0,STL,RB,5.0,1.0,40.0,165.0,0.0,7.0,42.5,37.0,4.1,33.0,8.0,0.0,,1995
Jamal Anderson,23.0,ATL,RB,16.0,0.0,39.0,161.0,1.0,10.0,53.8,13.0,4.1,10.1,2.4,0.0,,1995
Brett Favre,26.0,GNB,QB,16.0,16.0,39.0,181.0,3.0,17.0,51.3,40.0,4.6,11.3,2.4,8.0,"PB,AP-1,AP MVP-1,AP OPoY-1",1995
Derrick Fenner,28.0,OAK,FB,16.0,10.0,39.0,110.0,0.0,3.0,25.6,10.0,2.8,6.9,2.4,2.0,,1995
Fred McAfee,27.0,PIT,RB,16.0,1.0,39.0,156.0,1.0,11.0,41.0,22.0,4.0,9.8,2.4,0.0,,1995
Johnny Bailey,28.0,STL,RB,12.0,1.0,36.0,182.0,2.0,15.0,63.9,17.0,5.1,15.2,3.0,1.0,,1995
Dorsey Levens,25.0,GNB,RB,15.0,12.0,36.0,120.0,3.0,19.0,58.3,22.0,3.3,8.0,2.4,0.0,,1995
Scott Mitchell,27.0,DET,QB,16.0,16.0,36.0,104.0,4.0,12.0,44.4,18.0,2.9,6.5,2.3,8.0,,1995
Lamar Smith,25.0,SEA,RB,12.0,0.0,36.0,215.0,0.0,8.0,44.4,68.0,6.0,17.9,3.0,1.0,,1995
Erik Kramer,31.0,CHI,QB,16.0,16.0,35.0,39.0,1.0,15.0,45.7,11.0,1.1,2.4,2.2,6.0,,1995
Stan Humphries,30.0,SDG,QB,15.0,15.0,33.0,53.0,1.0,11.0,33.3,18.0,1.6,3.5,2.2,9.0,,1995
Warren Moon,39.0,MIN,QB,16.0,16.0,33.0,82.0,0.0,11.0,42.4,16.0,2.5,5.1,2.1,13.0,PB,1995
Rodney Peete,29.0,PHI,QB,15.0,12.0,32.0,147.0,1.0,15.0,65.6,18.0,4.6,9.8,2.1,13.0,,1995
Irving Spikes,25.0,MIA,RB,9.0,0.0,32.0,126.0,1.0,7.0,56.3,17.0,3.9,14.0,3.6,0.0,,1995
Jeff Hostetler,34.0,OAK,QB,11.0,11.0,31.0,119.0,0.0,8.0,32.3,18.0,3.8,10.8,2.8,5.0,,1995
James Stewart,24.0,MIN,RB,4.0,0.0,31.0,144.0,0.0,6.0,41.9,51.0,4.6,36.0,7.8,2.0,,1995
Herschel Walker,33.0,NYG,RB,16.0,3.0,31.0,126.0,0.0,6.0,32.3,36.0,4.1,7.9,1.9,0.0,,1995
Earnest Hunter,25.0,CLE,RB,10.0,0.0,30.0,100.0,0.0,4.0,36.7,15.0,3.3,10.0,3.0,4.0,,1995
Anthony Johnson,28.0,2TM,RB,15.0,0.0,30.0,140.0,1.0,8.0,50.0,23.0,4.7,9.3,2.0,2.0,,1995
Anthony Johnson,28.0,CHI,RB,8.0,0.0,6.0,30.0,0.0,3.0,66.7,11.0,5.0,3.8,0.8,2.0,,1995
Anthony Johnson,28.0,CAR,RB,7.0,0.0,24.0,110.0,1.0,5.0,45.8,23.0,4.6,15.7,3.4,0.0,,1995
Lewis Tillman,29.0,CHI,RB,13.0,1.0,29.0,78.0,0.0,4.0,31.0,9.0,2.7,6.0,2.2,0.0,,1995
John Williams,31.0,PIT,FB,11.0,7.0,29.0,110.0,0.0,0.0,0.0,31.0,3.8,10.0,2.6,2.0,,1995
Steve Bono,33.0,KAN,QB,16.0,16.0,28.0,113.0,5.0,8.0,28.6,76.0,4.0,7.1,1.8,10.0,PB,1995
Chris Chandler,30.0,HOU,QB,13.0,13.0,28.0,58.0,2.0,7.0,32.1,9.0,2.1,4.5,2.2,12.0,,1995
Eric Metcalf,27.0,ATL,WR,16.0,15.0,28.0,133.0,1.0,8.0,50.0,23.0,4.8,8.3,1.8,4.0,,1995
Leroy Thompson,26.0,KAN,RB,16.0,0.0,28.0,73.0,0.0,5.0,21.4,10.0,2.6,4.6,1.8,0.0,,1995
Jeff George,28.0,ATL,QB,16.0,16.0,27.0,17.0,0.0,2.0,11.1,6.0,0.6,1.1,1.7,6.0,,1995
Jerry Ellison,24.0,TAM,RB,16.0,3.0,26.0,218.0,5.0,11.0,53.8,75.0,8.4,13.6,1.6,0.0,,1995
Terrell Fletcher,22.0,SDG,RB,16.0,0.0,26.0,140.0,1.0,6.0,50.0,46.0,5.4,8.8,1.6,2.0,,1995
