Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Terry Kirby,95.0,75.0,874.0,3.0,11.7,9.2,1993
Herschel Walker,91.0,75.0,610.0,3.0,8.1,6.7,1993
Ronnie Harmon,103.0,73.0,671.0,2.0,9.2,6.5,1993
Johnny Johnson,83.0,67.0,641.0,1.0,9.6,7.7,1993
Larry Centers,86.0,66.0,603.0,3.0,9.1,7.0,1993
Eric Metcalf,84.0,63.0,539.0,2.0,8.6,6.4,1993
Keith Byars,84.0,61.0,613.0,3.0,10.0,7.3,1993
Edgar Bennett,74.0,59.0,457.0,1.0,7.7,6.2,1993
John Williams,90.0,58.0,450.0,1.0,7.8,5.0,1993
Emmitt Smith,65.0,57.0,414.0,1.0,7.3,6.4,1993
Anthony Johnson,68.0,55.0,443.0,0.0,8.1,6.5,1993
Vince Workman,77.0,54.0,411.0,2.0,7.6,5.3,1993
Daryl Johnston,60.0,50.0,372.0,1.0,7.4,6.2,1993
Derrick Fenner,64.0,48.0,427.0,0.0,8.9,6.7,1993
Thurman Thomas,71.0,48.0,387.0,0.0,8.1,5.5,1993
Rod Bernstine,61.0,44.0,372.0,0.0,8.5,6.1,1993
Kimble Anders,56.0,40.0,326.0,1.0,8.2,5.8,1993
Dalton Hilliard,66.0,40.0,296.0,1.0,7.4,4.5,1993
Kevin Turner,57.0,39.0,333.0,2.0,8.5,5.8,1993
Dave Meggett,50.0,38.0,319.0,0.0,8.4,6.4,1993
Glyn Milburn,54.0,38.0,300.0,3.0,7.9,5.6,1993
Leroy Thompson,46.0,38.0,259.0,0.0,6.8,5.6,1993
Marc Logan,48.0,37.0,348.0,0.0,9.4,7.3,1993
Cleveland Gary,48.0,36.0,289.0,1.0,8.0,6.0,1993
Barry Sanders,48.0,36.0,205.0,0.0,5.7,4.3,1993
Leroy Hoard,69.0,35.0,351.0,0.0,10.0,5.1,1993
Marcus Allen,46.0,34.0,238.0,3.0,7.0,5.2,1993
Lorenzo White,44.0,34.0,229.0,0.0,6.7,5.2,1993
Merril Hoge,56.0,33.0,247.0,4.0,7.5,4.4,1993
Erric Pegram,42.0,33.0,302.0,0.0,9.2,7.2,1993
Johnny Bailey,40.0,32.0,243.0,0.0,7.6,6.1,1993
Neal Anderson,48.0,31.0,160.0,0.0,5.2,3.3,1993
Ricky Watters,45.0,31.0,326.0,1.0,10.5,7.2,1993
James Joseph,41.0,29.0,291.0,1.0,10.0,7.1,1993
Earnest Byner,52.0,27.0,194.0,0.0,7.2,3.7,1993
Barry Foster,34.0,27.0,217.0,1.0,8.0,6.4,1993
Jerome Bettis,34.0,26.0,244.0,0.0,9.4,7.2,1993
Robert Delpino,36.0,26.0,195.0,0.0,7.5,5.4,1993
Roosevelt Potts,34.0,26.0,189.0,0.0,7.3,5.6,1993
Leonard Russell,37.0,26.0,245.0,0.0,9.4,6.6,1993
Robert Smith,32.0,24.0,111.0,0.0,4.6,3.5,1993
Brad Muster,33.0,23.0,195.0,0.0,8.5,5.9,1993
Harold Green,31.0,22.0,115.0,0.0,5.2,3.7,1993
Reggie Brooks,35.0,21.0,186.0,0.0,8.9,5.3,1993
Derek Brown,32.0,21.0,170.0,1.0,8.1,5.3,1993
Gary Brown,30.0,21.0,240.0,2.0,11.4,8.0,1993
Kenneth Davis,24.0,21.0,95.0,0.0,4.5,4.0,1993
Derrick Moore,24.0,21.0,169.0,1.0,8.0,7.0,1993
Brad Baxter,36.0,20.0,158.0,0.0,7.9,4.4,1993
Brian Mitchell,21.0,20.0,157.0,0.0,7.9,7.5,1993
Roger Craig,32.0,19.0,169.0,1.0,8.9,5.3,1993
Tommy Vardell,23.0,19.0,151.0,1.0,7.9,6.6,1993
Rodney Hampton,23.0,18.0,210.0,0.0,11.7,9.1,1993
Tim Lester,28.0,18.0,154.0,0.0,8.6,5.5,1993
Steve Smith,23.0,18.0,187.0,0.0,10.4,8.1,1993
Darrell Thompson,29.0,18.0,129.0,0.0,7.2,4.4,1993
Bob Christian,24.0,16.0,160.0,0.0,10.0,6.7,1993
Ricky Ervins,20.0,16.0,123.0,0.0,7.7,6.2,1993
Craig Heyward,21.0,16.0,132.0,0.0,8.3,6.3,1993
Amp Lee,20.0,16.0,115.0,2.0,7.2,5.8,1993
Marion Butts,24.0,15.0,105.0,0.0,7.0,4.4,1993
Greg Robinson,21.0,15.0,142.0,0.0,9.5,6.8,1993
Chris Warren,21.0,15.0,99.0,0.0,6.6,4.7,1993
Sam Gash,17.0,14.0,93.0,0.0,6.6,5.5,1993
Jarrod Bunch,18.0,13.0,98.0,1.0,7.5,5.4,1993
Robert Green,17.0,13.0,63.0,0.0,4.8,3.7,1993
Eric Lynch,16.0,13.0,82.0,0.0,6.3,5.1,1993
Heath Sherman,15.0,12.0,78.0,0.0,6.5,5.2,1993
Gary Anderson,15.0,11.0,89.0,1.0,8.1,5.9,1993
Nick Bell,15.0,11.0,111.0,0.0,10.1,7.4,1993
Rodney Culver,15.0,11.0,112.0,1.0,10.2,7.5,1993
Vaughn Hebron,17.0,11.0,82.0,0.0,7.5,4.8,1993
Tim Worley,15.0,11.0,62.0,0.0,5.6,4.1,1993
Tim Worley,3.0,3.0,13.0,0.0,4.3,4.3,1993
Tim Worley,12.0,8.0,49.0,0.0,6.1,4.1,1993
Mark Higgs,12.0,10.0,72.0,0.0,7.2,6.0,1993
Todd McNair,15.0,10.0,74.0,0.0,7.4,4.9,1993
Natrone Means,18.0,10.0,59.0,0.0,5.9,3.3,1993
Tyrone Montgomery,23.0,10.0,43.0,0.0,4.3,1.9,1993
Tom Rathman,14.0,10.0,86.0,0.0,8.6,6.1,1993
Reggie Cobb,14.0,9.0,61.0,1.0,6.8,4.4,1993
Derrick Lassic,13.0,9.0,37.0,0.0,4.1,2.8,1993
Derrick Ned,13.0,9.0,54.0,0.0,6.0,4.2,1993
Barry Word,17.0,9.0,105.0,0.0,11.7,6.2,1993
Corey Croom,18.0,8.0,92.0,0.0,11.5,5.1,1993
Anthony McDowell,13.0,8.0,26.0,1.0,3.3,2.0,1993
Scottie Graham,12.0,7.0,46.0,0.0,6.6,3.8,1993
Blair Thomas,11.0,7.0,25.0,0.0,3.6,2.3,1993
Harvey Williams,9.0,7.0,42.0,0.0,6.0,4.7,1993
Eric Dickerson,8.0,6.0,58.0,0.0,9.7,7.3,1993
Derrick Gainer,7.0,6.0,37.0,0.0,6.2,5.3,1993
Garrison Hearst,9.0,6.0,18.0,0.0,3.0,2.0,1993
Ostell Miles,7.0,6.0,89.0,0.0,14.8,12.7,1993
Reggie Rivers,7.0,6.0,59.0,1.0,9.8,8.4,1993
Adrian Murrell,7.0,5.0,12.0,0.0,2.4,1.7,1993
Mazio Royster,5.0,5.0,18.0,0.0,3.6,3.6,1993
John Stephens,8.0,5.0,31.0,0.0,6.2,3.9,1993
John Stephens,7.0,5.0,31.0,0.0,6.2,4.4,1993
John Stephens,1.0,0.0,0.0,0.0,0.0,0.0,1993
Ron Wolfley,8.0,5.0,25.0,1.0,5.0,3.1,1993
Eric Ball,5.0,4.0,39.0,0.0,9.8,7.8,1993
Pat Chaffey,4.0,4.0,55.0,1.0,13.8,13.8,1993
Lincoln Coleman,4.0,4.0,24.0,0.0,6.0,6.0,1993
Charles Evans,4.0,4.0,39.0,0.0,9.8,9.8,1993
Carwell Gardner,7.0,4.0,50.0,1.0,12.5,7.1,1993
Rudy Harris,8.0,4.0,48.0,0.0,12.0,6.0,1993
Randy Jordan,5.0,4.0,42.0,0.0,10.5,8.4,1993
David Lang,10.0,4.0,45.0,0.0,11.3,4.5,1993
Darren Lewis,5.0,4.0,26.0,0.0,6.5,5.2,1993
Ernie Thompson,5.0,4.0,33.0,0.0,8.3,6.6,1993
Dexter Carter,9.0,3.0,40.0,0.0,13.3,4.4,1993
Tracy Johnson,3.0,3.0,15.0,1.0,5.0,5.0,1993
Ronald Moore,7.0,3.0,16.0,0.0,5.3,2.3,1993
Napoleon McCallum,3.0,2.0,5.0,0.0,2.5,1.7,1993
Marcus Wilson,2.0,2.0,18.0,0.0,9.0,9.0,1993
Randy Baldwin,1.0,1.0,5.0,1.0,5.0,5.0,1993
Michael Bates,3.0,1.0,6.0,0.0,6.0,2.0,1993
Ryan Benjamin,1.0,1.0,16.0,0.0,16.0,16.0,1993
Eric Bieniemy,1.0,1.0,0.0,0.0,0.0,0.0,1993
Steve Broussard,2.0,1.0,4.0,0.0,4.0,2.0,1993
Randy Cuthbert,1.0,1.0,3.0,0.0,3.0,3.0,1993
Le'Shai Maston,1.0,1.0,14.0,0.0,14.0,14.0,1993
Fred McAfee,2.0,1.0,3.0,0.0,3.0,1.5,1993
Bernie Parmalee,1.0,1.0,1.0,0.0,1.0,1.0,1993
