Player,Age,Tm,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,Year
Michael Turner,28.0,ATL,RB,16.0,15.0,334.0,1371.0,12.0,75.0,44.0,55.0,4.1,85.7,20.9,2.0,"PB,AP-2",2010
Steven Jackson,27.0,STL,RB,16.0,16.0,330.0,1241.0,6.0,60.0,39.7,42.0,3.8,77.6,20.6,1.0,PB,2010
Arian Foster,24.0,HOU,RB,16.0,13.0,327.0,1616.0,16.0,90.0,51.4,74.0,4.9,101.0,20.4,3.0,"PB,AP-1,AP OPoY-3",2010
Rashard Mendenhall,23.0,PIT,RB,16.0,16.0,324.0,1273.0,13.0,61.0,40.4,50.0,3.9,79.6,20.3,2.0,,2010
Cedric Benson,28.0,CIN,RB,16.0,16.0,321.0,1111.0,7.0,59.0,44.2,26.0,3.5,69.4,20.1,7.0,,2010
Chris Johnson,25.0,TEN,RB,16.0,16.0,316.0,1364.0,11.0,57.0,37.3,76.0,4.3,85.3,19.8,3.0,PB,2010
Ray Rice,23.0,BAL,RB,16.0,14.0,307.0,1220.0,5.0,53.0,43.3,50.0,4.0,76.3,19.2,0.0,,2010
Maurice Jones-Drew,25.0,JAX,RB,14.0,14.0,299.0,1324.0,5.0,74.0,50.8,37.0,4.4,94.6,21.4,2.0,PB,2010
Adrian Peterson,25.0,MIN,RB,15.0,15.0,283.0,1298.0,12.0,71.0,45.6,80.0,4.6,86.5,18.9,1.0,"PB,AP-2",2010
Ahmad Bradshaw,24.0,NYG,RB,16.0,11.0,276.0,1235.0,8.0,53.0,44.2,48.0,4.5,77.2,17.3,7.0,,2010
Peyton Hillis,24.0,CLE,RB,16.0,14.0,270.0,1177.0,11.0,58.0,51.5,48.0,4.4,73.6,16.9,8.0,,2010
Thomas Jones,32.0,KAN,RB,16.0,10.0,245.0,896.0,6.0,39.0,41.6,70.0,3.7,56.0,15.3,3.0,,2010
Matt Forte,25.0,CHI,RB,16.0,16.0,237.0,1069.0,6.0,43.0,40.9,68.0,4.5,66.8,14.8,3.0,,2010
Jamaal Charles,24.0,KAN,RB,16.0,6.0,230.0,1467.0,5.0,70.0,54.8,80.0,6.4,91.7,14.4,3.0,"PB,AP-1",2010
BenJarvus Green-Ellis,25.0,NWE,RB,16.0,11.0,229.0,1008.0,13.0,65.0,54.1,33.0,4.4,63.0,14.3,0.0,,2010
Darren McFadden,23.0,OAK,RB,13.0,13.0,223.0,1157.0,7.0,46.0,41.7,57.0,5.2,89.0,17.2,4.0,,2010
Fred Jackson,29.0,BUF,RB,16.0,13.0,222.0,927.0,5.0,40.0,46.8,39.0,4.2,57.9,13.9,5.0,,2010
LaDainian Tomlinson,31.0,NYJ,RB,15.0,13.0,219.0,914.0,6.0,43.0,43.4,31.0,4.2,60.9,14.6,4.0,,2010
LeSean McCoy,22.0,PHI,RB,15.0,13.0,207.0,1080.0,7.0,46.0,46.4,62.0,5.2,72.0,13.8,2.0,,2010
Frank Gore,27.0,SFO,RB,11.0,11.0,203.0,853.0,3.0,42.0,47.3,64.0,4.2,77.5,18.5,4.0,,2010
Marshawn Lynch,24.0,2TM,RB,16.0,14.0,202.0,737.0,6.0,38.0,44.1,39.0,3.6,46.1,12.6,4.0,,2010
Marshawn Lynch,24.0,BUF,RB,4.0,3.0,37.0,164.0,0.0,9.0,45.9,17.0,4.4,41.0,9.3,1.0,,2010
Marshawn Lynch,24.0,SEA,RB,12.0,11.0,165.0,573.0,6.0,29.0,43.6,39.0,3.5,47.8,13.8,3.0,,2010
LeGarrette Blount,24.0,TAM,RB,13.0,7.0,201.0,1007.0,6.0,38.0,43.8,53.0,5.0,77.5,15.5,4.0,AP CPoY-7,2010
Ronnie Brown,29.0,MIA,RB,16.0,16.0,200.0,734.0,5.0,40.0,41.5,51.0,3.7,45.9,12.5,3.0,,2010
Brandon Jackson,25.0,GNB,RB,16.0,13.0,190.0,703.0,3.0,30.0,42.1,71.0,3.7,43.9,11.9,1.0,,2010
Shonn Greene,25.0,NYJ,RB,15.0,2.0,185.0,766.0,2.0,41.0,53.0,23.0,4.1,51.1,12.3,3.0,,2010
Felix Jones,23.0,DAL,RB,16.0,7.0,185.0,800.0,1.0,41.0,49.2,34.0,4.3,50.0,11.6,2.0,,2010
Knowshon Moreno,23.0,DEN,RB,13.0,13.0,182.0,779.0,5.0,35.0,43.4,35.0,4.3,59.9,14.0,3.0,,2010
Mike Tolbert,25.0,SDG,RB,15.0,4.0,182.0,735.0,11.0,43.0,49.5,36.0,4.0,49.0,12.1,5.0,,2010
Jonathan Stewart,23.0,CAR,RB,14.0,7.0,178.0,770.0,2.0,32.0,36.0,48.0,4.3,55.0,12.7,4.0,,2010
Jahvid Best,21.0,DET,RB,16.0,9.0,171.0,555.0,4.0,25.0,35.7,45.0,3.2,34.7,10.7,1.0,,2010
Ryan Torain,24.0,WAS,RB,10.0,8.0,164.0,742.0,4.0,35.0,42.1,54.0,4.5,74.2,16.4,2.0,,2010
Ricky Williams,33.0,MIA,RB,16.0,0.0,159.0,673.0,2.0,26.0,49.1,45.0,4.2,42.1,9.9,4.0,,2010
Michael Bush,26.0,OAK,RB,14.0,3.0,158.0,655.0,8.0,32.0,44.3,30.0,4.1,46.8,11.3,0.0,,2010
Ryan Mathews,23.0,SDG,RB,12.0,9.0,158.0,678.0,7.0,25.0,44.3,31.0,4.3,56.5,13.2,5.0,,2010
Tim Hightower,24.0,ARI,RB,16.0,13.0,153.0,736.0,5.0,32.0,40.5,80.0,4.8,46.0,9.6,5.0,,2010
Brandon Jacobs,28.0,NYG,RB,16.0,5.0,147.0,823.0,9.0,38.0,51.7,73.0,5.6,51.4,9.2,2.0,,2010
Chris Ivory,22.0,NOR,RB,12.0,4.0,137.0,716.0,5.0,44.0,58.4,55.0,5.2,59.7,11.4,4.0,,2010
Donald Brown,23.0,IND,RB,13.0,8.0,129.0,497.0,2.0,27.0,43.4,49.0,3.9,38.2,9.9,0.0,,2010
Cadillac Williams,28.0,TAM,RB,16.0,9.0,125.0,437.0,2.0,19.0,34.4,45.0,3.5,27.3,7.8,1.0,,2010
Justin Forsett,25.0,SEA,RB,16.0,5.0,118.0,523.0,2.0,24.0,37.3,32.0,4.4,32.7,7.4,0.0,,2010
Joseph Addai,27.0,IND,RB,8.0,7.0,116.0,495.0,4.0,32.0,53.4,46.0,4.3,61.9,14.5,2.0,,2010
Beanie Wells,22.0,ARI,RB,13.0,2.0,116.0,397.0,2.0,18.0,43.1,24.0,3.4,30.5,8.9,1.0,,2010
Marion Barber III,27.0,DAL,RB,13.0,10.0,113.0,374.0,4.0,27.0,45.1,25.0,3.3,28.8,8.7,0.0,,2010
Chester Taylor,31.0,CHI,RB,16.0,1.0,112.0,267.0,3.0,16.0,36.6,24.0,2.4,16.7,7.0,0.0,,2010
Mike Goodson,23.0,CAR,RB,16.0,3.0,103.0,452.0,3.0,20.0,40.8,45.0,4.4,28.3,6.4,6.0,,2010
Willis McGahee,29.0,BAL,RB,15.0,2.0,100.0,380.0,5.0,18.0,46.0,30.0,3.8,25.3,6.7,2.0,,2010
Michael Vick,30.0,PHI,QB,12.0,12.0,100.0,676.0,9.0,36.0,54.0,35.0,6.8,56.3,8.3,11.0,"PB,AP OPoY-2,AP CPoY-1",2010
Danny Woodhead,25.0,NWE,RB,14.0,3.0,97.0,547.0,5.0,24.0,53.6,36.0,5.6,39.1,6.9,1.0,,2010
Maurice Morris,31.0,DET,RB,14.0,7.0,90.0,336.0,5.0,17.0,45.6,26.0,3.7,24.0,6.4,1.0,,2010
Jason Snelling,27.0,ATL,RB,14.0,0.0,87.0,324.0,2.0,20.0,42.5,30.0,3.7,23.1,6.2,2.0,,2010
DeAngelo Williams,27.0,CAR,RB,6.0,6.0,87.0,361.0,1.0,12.0,31.0,39.0,4.1,60.2,14.5,1.0,,2010
Rashad Jennings,25.0,JAX,RB,13.0,3.0,84.0,459.0,4.0,24.0,53.6,74.0,5.5,35.3,6.5,0.0,,2010
John Kuhn,28.0,GNB,FB,16.0,2.0,84.0,281.0,4.0,26.0,58.3,18.0,3.3,17.6,5.3,1.0,,2010
Pierre Thomas,26.0,NOR,RB,6.0,3.0,83.0,269.0,2.0,19.0,49.4,16.0,3.2,44.8,13.8,0.0,,2010
Toby Gerhart,23.0,MIN,RB,15.0,1.0,81.0,322.0,1.0,14.0,42.0,21.0,4.0,21.5,5.4,3.0,,2010
