Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Brian Westbrook,87.0,73.0,703.0,6.0,9.6,8.1,2004
Domanick Williams,84.0,68.0,588.0,1.0,8.6,7.0,2004
Thomas Jones,72.0,56.0,427.0,0.0,7.6,5.9,2004
LaDainian Tomlinson,66.0,53.0,441.0,1.0,8.3,6.7,2004
Tiki Barber,79.0,52.0,578.0,2.0,11.1,7.3,2004
Edgerrin James,60.0,51.0,483.0,0.0,9.5,8.1,2004
Marshall Faulk,65.0,50.0,310.0,1.0,6.2,4.8,2004
Nick Goings,61.0,45.0,394.0,1.0,8.8,6.5,2004
Jerald Sowell,59.0,45.0,342.0,1.0,7.6,5.8,2004
Shawn Bryson,57.0,44.0,322.0,0.0,7.3,5.6,2004
Curtis Martin,49.0,41.0,245.0,2.0,6.0,5.0,2004
Michael Pittman,65.0,41.0,391.0,3.0,9.5,6.0,2004
Ahman Green,51.0,40.0,275.0,1.0,6.9,5.4,2004
Clinton Portis,57.0,40.0,235.0,2.0,5.9,4.1,2004
Amos Zereoue,48.0,39.0,284.0,0.0,7.3,5.9,2004
Tony Fisher,44.0,38.0,277.0,2.0,7.3,6.3,2004
Onterrio Smith,45.0,36.0,394.0,2.0,10.9,8.8,2004
Fred Taylor,58.0,36.0,345.0,1.0,9.6,5.9,2004
Kevan Barlow,45.0,35.0,212.0,0.0,6.1,4.7,2004
William Henderson,40.0,34.0,239.0,3.0,7.0,6.0,2004
Deuce McAllister,48.0,34.0,228.0,0.0,6.7,4.8,2004
Reuben Droughns,44.0,32.0,241.0,2.0,7.5,5.5,2004
J.R. Redmond,50.0,32.0,233.0,0.0,7.3,4.7,2004
Chester Taylor,38.0,30.0,184.0,0.0,6.1,4.8,2004
Mike Alstott,41.0,29.0,202.0,0.0,7.0,4.9,2004
Warrick Dunn,39.0,29.0,294.0,0.0,10.1,7.5,2004
Aaron Stecker,38.0,29.0,174.0,0.0,6.0,4.6,2004
Kevin Jones,41.0,28.0,180.0,1.0,6.4,4.4,2004
Patrick Pass,32.0,28.0,215.0,0.0,7.7,6.7,2004
LaBrandon Toefield,34.0,28.0,151.0,1.0,5.4,4.4,2004
Mewelde Moore,32.0,27.0,238.0,0.0,8.8,7.4,2004
Richie Anderson,41.0,26.0,207.0,0.0,8.0,5.0,2004
Kevin Faulk,30.0,26.0,248.0,1.0,9.5,8.3,2004
Derrick Blaylock,36.0,25.0,246.0,1.0,9.8,6.8,2004
Kenny Watson,35.0,25.0,171.0,1.0,6.8,4.9,2004
Shaun Alexander,38.0,23.0,170.0,4.0,7.4,4.5,2004
Justin Griffith,31.0,22.0,220.0,1.0,10.0,7.1,2004
Larry Johnson,29.0,22.0,278.0,2.0,12.6,9.6,2004
Willis McGahee,36.0,22.0,169.0,0.0,7.7,4.7,2004
Sammy Morris,28.0,22.0,124.0,0.0,5.6,4.4,2004
Antowain Smith,26.0,22.0,169.0,0.0,7.7,6.5,2004
Michael Bennett,23.0,21.0,207.0,1.0,9.9,9.0,2004
Brad Hoover,32.0,21.0,161.0,2.0,7.7,5.0,2004
Terry Jackson,30.0,21.0,139.0,0.0,6.6,4.6,2004
Mack Strong,31.0,21.0,99.0,0.0,4.7,3.2,2004
Moe Williams,27.0,21.0,233.0,1.0,11.1,8.6,2004
Chris Brown,33.0,20.0,147.0,0.0,7.4,4.5,2004
Lee Suggs,36.0,20.0,178.0,1.0,8.9,4.9,2004
Obafemi Ayanbadejo,25.0,19.0,171.0,1.0,9.0,6.8,2004
Troy Fleming,28.0,19.0,164.0,2.0,8.6,5.9,2004
Priest Holmes,25.0,19.0,187.0,1.0,9.8,7.5,2004
Steven Jackson,24.0,19.0,189.0,0.0,9.9,7.9,2004
Tony Richardson,26.0,19.0,118.0,0.0,6.2,4.5,2004
Verron Haynes,23.0,18.0,142.0,2.0,7.9,6.2,2004
Josh Scobey,21.0,18.0,191.0,0.0,10.6,9.1,2004
Julius Jones,26.0,17.0,109.0,0.0,6.4,4.2,2004
Daimon Shelton,24.0,17.0,114.0,0.0,6.7,4.8,2004
Anthony Thomas,23.0,17.0,132.0,0.0,7.8,5.7,2004
Zack Crockett,20.0,16.0,87.0,0.0,5.4,4.4,2004
Maurice Hicks,25.0,16.0,154.0,0.0,9.6,6.2,2004
Jeremi Johnson,18.0,16.0,53.0,1.0,3.3,2.9,2004
Ladell Betts,25.0,15.0,108.0,0.0,7.2,4.3,2004
Corey Dillon,21.0,15.0,103.0,1.0,6.9,4.9,2004
Jim Finn,18.0,15.0,112.0,0.0,7.5,6.2,2004
Rudi Johnson,28.0,15.0,84.0,0.0,5.6,3.0,2004
LaMont Jordan,16.0,15.0,112.0,0.0,7.5,7.0,2004
Emmitt Smith,20.0,15.0,105.0,0.0,7.0,5.3,2004
Tyrone Wheatley,15.0,15.0,78.0,0.0,5.2,5.2,2004
William Green,22.0,14.0,84.0,0.0,6.0,3.8,2004
Bryan Johnson,25.0,14.0,55.0,2.0,3.9,2.2,2004
Reno Mahe,16.0,14.0,123.0,0.0,8.8,7.7,2004
Lamar Gordon,19.0,13.0,74.0,0.0,5.7,3.9,2004
Jason McKie,17.0,13.0,70.0,2.0,5.4,4.1,2004
Travis Minor,27.0,13.0,75.0,0.0,5.8,2.8,2004
Lorenzo Neal,19.0,13.0,66.0,0.0,5.1,3.5,2004
Justin Fargas,14.0,11.0,68.0,0.0,6.2,4.9,2004
Joey Goodspeed,16.0,11.0,71.0,0.0,6.5,4.4,2004
Robert Holcombe,21.0,11.0,60.0,0.0,5.5,2.9,2004
Artose Pinner,11.0,11.0,72.0,0.0,6.5,6.5,2004
Alan Ricard,14.0,11.0,39.0,0.0,3.5,2.8,2004
Jonathan Wells,16.0,11.0,79.0,2.0,7.2,4.9,2004
Darian Barnes,14.0,10.0,59.0,1.0,5.9,4.2,2004
Fred Beasley,25.0,10.0,44.0,0.0,4.4,1.8,2004
Quentin Griffin,14.0,10.0,68.0,1.0,6.8,4.9,2004
Travis Henry,14.0,10.0,45.0,0.0,4.5,3.2,2004
Dan Kreider,14.0,10.0,75.0,1.0,7.5,5.4,2004
Jamal Lewis,12.0,10.0,116.0,0.0,11.6,9.7,2004
Cory Schlesinger,16.0,10.0,91.0,3.0,9.1,5.7,2004
DeShaun Foster,10.0,9.0,76.0,0.0,8.4,7.6,2004
Charlie Garner,14.0,9.0,62.0,0.0,6.9,4.4,2004
Eddie George,13.0,9.0,83.0,0.0,9.2,6.4,2004
Kyle Johnson,13.0,9.0,126.0,2.0,14.0,9.7,2004
Dorsey Levens,14.0,9.0,92.0,0.0,10.2,6.6,2004
