Player,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Year,Rec_Tgt,Rec_Y/Tgt
Vince Workman,54.0,411.0,2.0,7.6,1993,77.0,5.3
Daryl Johnston,50.0,372.0,1.0,7.4,1993,60.0,6.2
Derrick Fenner,48.0,427.0,0.0,8.9,1993,64.0,6.7
Thurman Thomas,48.0,387.0,0.0,8.1,1993,71.0,5.5
Rod Bernstine,44.0,372.0,0.0,8.5,1993,61.0,6.1
Kimble Anders,40.0,326.0,1.0,8.2,1993,56.0,5.8
Dalton Hilliard,40.0,296.0,1.0,7.4,1993,66.0,4.5
Kevin Turner,39.0,333.0,2.0,8.5,1993,57.0,5.8
Dave Meggett,38.0,319.0,0.0,8.4,1993,50.0,6.4
Glyn Milburn,38.0,300.0,3.0,7.9,1993,54.0,5.6
Leroy Thompson,38.0,259.0,0.0,6.8,1993,46.0,5.6
Marc Logan,37.0,348.0,0.0,9.4,1993,48.0,7.3
Cleveland Gary,36.0,289.0,1.0,8.0,1993,48.0,6.0
Barry Sanders,36.0,205.0,0.0,5.7,1993,48.0,4.3
Leroy Hoard,35.0,351.0,0.0,10.0,1993,69.0,5.1
Marcus Allen,34.0,238.0,3.0,7.0,1993,46.0,5.2
Lorenzo White,34.0,229.0,0.0,6.7,1993,44.0,5.2
Merril Hoge,33.0,247.0,4.0,7.5,1993,56.0,4.4
Erric Pegram,33.0,302.0,0.0,9.2,1993,42.0,7.2
Johnny Bailey,32.0,243.0,0.0,7.6,1993,40.0,6.1
Neal Anderson,31.0,160.0,0.0,5.2,1993,48.0,3.3
Ricky Watters,31.0,326.0,1.0,10.5,1993,45.0,7.2
James Joseph,29.0,291.0,1.0,10.0,1993,41.0,7.1
Earnest Byner,27.0,194.0,0.0,7.2,1993,52.0,3.7
Barry Foster,27.0,217.0,1.0,8.0,1993,34.0,6.4
Jerome Bettis,26.0,244.0,0.0,9.4,1993,34.0,7.2
Robert Delpino,26.0,195.0,0.0,7.5,1993,36.0,5.4
Roosevelt Potts,26.0,189.0,0.0,7.3,1993,34.0,5.6
Leonard Russell,26.0,245.0,0.0,9.4,1993,37.0,6.6
Robert Smith,24.0,111.0,0.0,4.6,1993,32.0,3.5
Brad Muster,23.0,195.0,0.0,8.5,1993,33.0,5.9
Harold Green,22.0,115.0,0.0,5.2,1993,31.0,3.7
Reggie Brooks,21.0,186.0,0.0,8.9,1993,35.0,5.3
Derek Brown,21.0,170.0,1.0,8.1,1993,32.0,5.3
Gary Brown,21.0,240.0,2.0,11.4,1993,30.0,8.0
Kenneth Davis,21.0,95.0,0.0,4.5,1993,24.0,4.0
Derrick Moore,21.0,169.0,1.0,8.0,1993,24.0,7.0
Brad Baxter,20.0,158.0,0.0,7.9,1993,36.0,4.4
Brian Mitchell,20.0,157.0,0.0,7.9,1993,21.0,7.5
Roger Craig,19.0,169.0,1.0,8.9,1993,32.0,5.3
Tommy Vardell,19.0,151.0,1.0,7.9,1993,23.0,6.6
Rodney Hampton,18.0,210.0,0.0,11.7,1993,23.0,9.1
Tim Lester,18.0,154.0,0.0,8.6,1993,28.0,5.5
Steve Smith,18.0,187.0,0.0,10.4,1993,23.0,8.1
Darrell Thompson,18.0,129.0,0.0,7.2,1993,29.0,4.4
Bob Christian,16.0,160.0,0.0,10.0,1993,24.0,6.7
Ricky Ervins,16.0,123.0,0.0,7.7,1993,20.0,6.2
Craig Heyward,16.0,132.0,0.0,8.3,1993,21.0,6.3
Amp Lee,16.0,115.0,2.0,7.2,1993,20.0,5.8
Marion Butts,15.0,105.0,0.0,7.0,1993,24.0,4.4
Greg Robinson,15.0,142.0,0.0,9.5,1993,21.0,6.8
Chris Warren,15.0,99.0,0.0,6.6,1993,21.0,4.7
Sam Gash,14.0,93.0,0.0,6.6,1993,17.0,5.5
Jarrod Bunch,13.0,98.0,1.0,7.5,1993,18.0,5.4
Robert Green,13.0,63.0,0.0,4.8,1993,17.0,3.7
Eric Lynch,13.0,82.0,0.0,6.3,1993,16.0,5.1
Heath Sherman,12.0,78.0,0.0,6.5,1993,15.0,5.2
Gary Anderson,11.0,89.0,1.0,8.1,1993,15.0,5.9
Nick Bell,11.0,111.0,0.0,10.1,1993,15.0,7.4
Rodney Culver,11.0,112.0,1.0,10.2,1993,15.0,7.5
Vaughn Hebron,11.0,82.0,0.0,7.5,1993,17.0,4.8
Tim Worley,11.0,62.0,0.0,5.6,1993,15.0,4.1
Tim Worley,3.0,13.0,0.0,4.3,1993,3.0,4.3
Tim Worley,8.0,49.0,0.0,6.1,1993,12.0,4.1
Mark Higgs,10.0,72.0,0.0,7.2,1993,12.0,6.0
Todd McNair,10.0,74.0,0.0,7.4,1993,15.0,4.9
Natrone Means,10.0,59.0,0.0,5.9,1993,18.0,3.3
Tyrone Montgomery,10.0,43.0,0.0,4.3,1993,23.0,1.9
Tom Rathman,10.0,86.0,0.0,8.6,1993,14.0,6.1
Reggie Cobb,9.0,61.0,1.0,6.8,1993,14.0,4.4
Derrick Lassic,9.0,37.0,0.0,4.1,1993,13.0,2.8
Derrick Ned,9.0,54.0,0.0,6.0,1993,13.0,4.2
Barry Word,9.0,105.0,0.0,11.7,1993,17.0,6.2
Corey Croom,8.0,92.0,0.0,11.5,1993,18.0,5.1
Anthony McDowell,8.0,26.0,1.0,3.3,1993,13.0,2.0
Scottie Graham,7.0,46.0,0.0,6.6,1993,12.0,3.8
Blair Thomas,7.0,25.0,0.0,3.6,1993,11.0,2.3
Harvey Williams,7.0,42.0,0.0,6.0,1993,9.0,4.7
Eric Dickerson,6.0,58.0,0.0,9.7,1993,8.0,7.3
Derrick Gainer,6.0,37.0,0.0,6.2,1993,7.0,5.3
Garrison Hearst,6.0,18.0,0.0,3.0,1993,9.0,2.0
Ostell Miles,6.0,89.0,0.0,14.8,1993,7.0,12.7
Reggie Rivers,6.0,59.0,1.0,9.8,1993,7.0,8.4
Adrian Murrell,5.0,12.0,0.0,2.4,1993,7.0,1.7
Mazio Royster,5.0,18.0,0.0,3.6,1993,5.0,3.6
John Stephens,5.0,31.0,0.0,6.2,1993,8.0,3.9
John Stephens,5.0,31.0,0.0,6.2,1993,7.0,4.4
John Stephens,0.0,0.0,0.0,0.0,1993,1.0,0.0
Ron Wolfley,5.0,25.0,1.0,5.0,1993,8.0,3.1
Eric Ball,4.0,39.0,0.0,9.8,1993,5.0,7.8
Pat Chaffey,4.0,55.0,1.0,13.8,1993,4.0,13.8
Lincoln Coleman,4.0,24.0,0.0,6.0,1993,4.0,6.0
Charles Evans,4.0,39.0,0.0,9.8,1993,4.0,9.8
Carwell Gardner,4.0,50.0,1.0,12.5,1993,7.0,7.1
Rudy Harris,4.0,48.0,0.0,12.0,1993,8.0,6.0
Randy Jordan,4.0,42.0,0.0,10.5,1993,5.0,8.4
David Lang,4.0,45.0,0.0,11.3,1993,10.0,4.5
Darren Lewis,4.0,26.0,0.0,6.5,1993,5.0,5.2
Ernie Thompson,4.0,33.0,0.0,8.3,1993,5.0,6.6
Dexter Carter,3.0,40.0,0.0,13.3,1993,9.0,4.4
Tracy Johnson,3.0,15.0,1.0,5.0,1993,3.0,5.0
Ronald Moore,3.0,16.0,0.0,5.3,1993,7.0,2.3
Napoleon McCallum,2.0,5.0,0.0,2.5,1993,3.0,1.7
Marcus Wilson,2.0,18.0,0.0,9.0,1993,2.0,9.0
Randy Baldwin,1.0,5.0,1.0,5.0,1993,1.0,5.0
Michael Bates,1.0,6.0,0.0,6.0,1993,3.0,2.0
Ryan Benjamin,1.0,16.0,0.0,16.0,1993,1.0,16.0
Eric Bieniemy,1.0,0.0,0.0,0.0,1993,1.0,0.0
Steve Broussard,1.0,4.0,0.0,4.0,1993,2.0,2.0
Randy Cuthbert,1.0,3.0,0.0,3.0,1993,1.0,3.0
Le'Shai Maston,1.0,14.0,0.0,14.0,1993,1.0,14.0
Fred McAfee,1.0,3.0,0.0,3.0,1993,2.0,1.5
Bernie Parmalee,1.0,1.0,0.0,1.0,1993,1.0,1.0
Kenyon Rasheed,1.0,3.0,0.0,3.0,1993,1.0,3.0
Lewis Tillman,1.0,21.0,0.0,21.0,1993,2.0,10.5
Spencer Tillman,1.0,4.0,1.0,4.0,1993,2.0,2.0
Ed Toner,1.0,5.0,0.0,5.0,1993,1.0,5.0
Adam Walker,1.0,4.0,0.0,4.0,1993,1.0,4.0
Tommie Agee,0.0,0.0,0.0,0.0,1993,0.0,0.0
Richie Anderson,0.0,0.0,0.0,0.0,1993,1.0,0.0
Kevin Mack,0.0,0.0,0.0,0.0,1993,0.0,0.0
Rueben Mayes,0.0,0.0,0.0,0.0,1993,0.0,0.0
Lorenzo Neal,0.0,0.0,0.0,0.0,1993,0.0,0.0
Curvin Richards,0.0,0.0,0.0,0.0,1993,0.0,0.0
James Saxon,0.0,0.0,0.0,0.0,1993,0.0,0.0
Jon Vaughn,0.0,0.0,0.0,0.0,1993,1.0,0.0
Russell White,0.0,0.0,0.0,0.0,1993,1.0,0.0
Edgar Bennett,78.0,546.0,4.0,7.0,1994,97.0,5.6
Larry Centers,77.0,647.0,2.0,8.4,1994,96.0,6.7
Glyn Milburn,77.0,549.0,3.0,7.1,1994,106.0,5.2
Kimble Anders,67.0,525.0,1.0,7.8,1994,93.0,5.6
Ricky Watters,66.0,719.0,5.0,10.9,1994,88.0,8.2
Leroy Thompson,65.0,465.0,5.0,7.2,1994,86.0,5.4
Johnny Bailey,58.0,516.0,0.0,8.9,1994,67.0,7.7
Ronnie Harmon,58.0,615.0,1.0,10.6,1994,89.0,6.9
Marshall Faulk,52.0,522.0,1.0,10.0,1994,74.0,7.1
Kevin Turner,52.0,471.0,2.0,9.1,1994,74.0,6.4
Ricky Ervins,51.0,293.0,1.0,5.7,1994,67.0,4.4
John Williams,51.0,378.0,2.0,7.4,1994,68.0,5.6
Emmitt Smith,50.0,341.0,1.0,6.8,1994,61.0,5.6
Thurman Thomas,50.0,349.0,2.0,7.0,1994,71.0,4.9
Herschel Walker,50.0,500.0,2.0,10.0,1994,81.0,6.2
Keith Byars,49.0,418.0,5.0,8.5,1994,65.0,6.4
Eric Metcalf,47.0,436.0,3.0,9.3,1994,85.0,5.1
Harvey Williams,47.0,391.0,3.0,8.3,1994,64.0,6.1
Leroy Hoard,45.0,445.0,4.0,9.9,1994,68.0,6.5
Amp Lee,45.0,368.0,2.0,8.2,1994,55.0,6.7
Derek Brown,44.0,428.0,1.0,9.7,1994,57.0,7.5
Daryl Johnston,44.0,325.0,2.0,7.4,1994,60.0,5.4
Barry Sanders,44.0,283.0,1.0,6.4,1994,65.0,4.4
James Joseph,43.0,344.0,2.0,8.0,1994,59.0,5.8
Marcus Allen,42.0,349.0,0.0,8.3,1994,60.0,5.8
Johnny Johnson,42.0,303.0,2.0,7.2,1994,57.0,5.3
Chris Warren,41.0,323.0,2.0,7.9,1994,61.0,5.3
Raymont Harris,39.0,236.0,0.0,6.1,1994,56.0,4.2
Natrone Means,39.0,235.0,0.0,6.0,1994,43.0,5.5
Leonard Russell,38.0,227.0,0.0,6.0,1994,46.0,4.9
Derrick Fenner,36.0,276.0,1.0,7.7,1994,50.0,5.5
Reggie Cobb,35.0,299.0,1.0,8.5,1994,51.0,5.9
Steve Broussard,34.0,218.0,0.0,6.4,1994,48.0,4.5
Bernie Parmalee,34.0,249.0,1.0,7.3,1994,50.0,5.0
Craig Heyward,32.0,335.0,1.0,10.5,1994,40.0,8.4
Dave Meggett,32.0,293.0,0.0,9.2,1994,40.0,7.3
Jerome Bettis,31.0,293.0,1.0,9.5,1994,45.0,6.5
Anthony McDowell,29.0,193.0,1.0,6.7,1994,41.0,4.7
Harold Green,27.0,267.0,1.0,9.9,1994,41.0,6.5
James Saxon,27.0,151.0,0.0,5.6,1994,35.0,4.3
Lewis Tillman,27.0,222.0,0.0,8.2,1994,39.0,5.7
Brian Mitchell,26.0,236.0,1.0,9.1,1994,53.0,4.5
Roosevelt Potts,26.0,251.0,1.0,9.7,1994,42.0,6.0
Tom Rathman,26.0,194.0,0.0,7.5,1994,41.0,4.7
Richie Anderson,25.0,212.0,1.0,8.5,1994,33.0,6.4
Aaron Craver,24.0,237.0,0.0,9.9,1994,27.0,8.8
Robert Green,24.0,199.0,2.0,8.3,1994,33.0,6.0
Bam Morris,22.0,204.0,0.0,9.3,1994,25.0,8.2
Errict Rhett,22.0,119.0,0.0,5.4,1994,30.0,4.0
Lorenzo White,21.0,188.0,1.0,9.0,1994,42.0,4.5
Barry Foster,20.0,124.0,0.0,6.2,1994,28.0,4.4
Reggie Rivers,20.0,136.0,0.0,6.8,1994,26.0,5.2
William Floyd,19.0,145.0,0.0,7.6,1994,26.0,5.6
Gary Brown,18.0,194.0,1.0,10.8,1994,32.0,6.1
Kenneth Davis,18.0,82.0,0.0,4.6,1994,23.0,3.6
Vaughn Hebron,18.0,137.0,0.0,7.6,1994,22.0,6.2
Terry Allen,17.0,148.0,0.0,8.7,1994,30.0,4.9
Howard Griffith,16.0,113.0,1.0,7.1,1994,27.0,4.2
Greg Hill,16.0,92.0,0.0,5.8,1994,22.0,4.2
Marc Logan,16.0,97.0,1.0,6.1,1994,25.0,3.9
Erric Pegram,16.0,99.0,0.0,6.2,1994,20.0,5.0
Tommy Vardell,16.0,137.0,1.0,8.6,1994,19.0,7.2
Cedric Smith,15.0,118.0,1.0,7.9,1994,22.0,5.4
Robert Smith,15.0,105.0,0.0,7.0,1994,19.0,5.5
Rodney Hampton,14.0,103.0,0.0,7.4,1994,20.0,5.2
Terry Kirby,14.0,154.0,0.0,11.0,1994,19.0,8.1
Reggie Brooks,13.0,68.0,0.0,5.2,1994,21.0,3.2
Merril Hoge,13.0,79.0,0.0,6.1,1994,23.0,3.4
LeShon Johnson,13.0,168.0,0.0,12.9,1994,20.0,8.4
Derrick Ned,13.0,86.0,0.0,6.6,1994,17.0,5.1
Earnest Byner,11.0,102.0,0.0,9.3,1994,15.0,6.8
Carwell Gardner,11.0,89.0,0.0,8.1,1994,14.0,6.4
Steve Smith,11.0,142.0,1.0,12.9,1994,17.0,8.4
Vince Workman,11.0,82.0,0.0,7.5,1994,20.0,4.1
Brad Baxter,10.0,40.0,0.0,4.0,1994,11.0,3.6
Tracy Johnson,10.0,91.0,0.0,9.1,1994,15.0,6.1
Yonel Jourdain,10.0,56.0,0.0,5.6,1994,10.0,5.6
Brad Muster,10.0,88.0,0.0,8.8,1994,11.0,8.0
Kenyon Rasheed,10.0,97.0,0.0,9.7,1994,13.0,7.5
Rod Bernstine,9.0,70.0,0.0,7.8,1994,11.0,6.4
Marion Butts,9.0,54.0,0.0,6.0,1994,14.0,3.9
Derrick Clark,9.0,47.0,0.0,5.2,1994,9.0,5.2
Sam Gash,9.0,61.0,0.0,6.8,1994,13.0,4.7
Mario Bates,8.0,62.0,0.0,7.8,1994,9.0,6.9
Lincoln Coleman,8.0,46.0,0.0,5.8,1994,8.0,5.8
Charlie Garner,8.0,74.0,0.0,9.3,1994,12.0,6.2
David Lang,8.0,60.0,0.0,7.5,1994,14.0,4.3
Todd McNair,8.0,78.0,0.0,9.8,1994,19.0,4.1
Tyrone Montgomery,8.0,126.0,1.0,15.8,1994,10.0,12.6
Ronald Moore,8.0,52.0,1.0,6.5,1994,11.0,4.7
Donnell Bennett,7.0,53.0,0.0,7.6,1994,11.0,4.8
Dexter Carter,7.0,99.0,0.0,14.1,1994,7.0,14.1
Adrian Murrell,7.0,76.0,0.0,10.9,1994,9.0,8.4
Mazio Royster,7.0,36.0,0.0,5.1,1994,11.0,3.3
Garrison Hearst,6.0,49.0,0.0,8.2,1994,7.0,7.0
Michael Bates,5.0,112.0,1.0,22.4,1994,17.0,6.6
Eric Bieniemy,5.0,48.0,0.0,9.6,1994,5.0,9.6
Anthony Johnson,5.0,31.0,0.0,6.2,1994,10.0,3.1
Jeff Cothran,4.0,24.0,1.0,6.0,1994,6.0,4.0
Chuck Levy,4.0,35.0,0.0,8.8,1994,6.0,5.8
Irving Spikes,4.0,16.0,0.0,4.0,1994,7.0,2.3
Blair Thomas,4.0,16.0,0.0,4.0,1994,5.0,3.2
Blair Thomas,2.0,15.0,0.0,7.5,1994,3.0,5.0
Blair Thomas,2.0,1.0,0.0,0.5,1994,2.0,0.5
Randy Baldwin,3.0,15.0,0.0,5.0,1994,4.0,3.8
Ronald Humphrey,3.0,19.0,0.0,6.3,1994,3.0,6.3
Mack Strong,3.0,3.0,0.0,1.0,1994,4.0,0.8
Lamont Warren,3.0,47.0,0.0,15.7,1994,5.0,9.4
Wes Bender,2.0,14.0,0.0,7.0,1994,2.0,7.0
Bob Christian,2.0,30.0,0.0,15.0,1994,4.0,7.5
Gary Downs,2.0,15.0,0.0,7.5,1994,4.0,3.8
Cleveland Gary,2.0,19.0,0.0,9.5,1994,5.0,3.8
Rudy Harris,2.0,11.0,0.0,5.5,1994,2.0,5.5
Calvin Jones,2.0,6.0,0.0,3.0,1994,3.0,2.0
Derek Loville,2.0,26.0,0.0,13.0,1994,4.0,6.5
Eric Lynch,2.0,18.0,0.0,9.0,1994,3.0,6.0
Le'Shai Maston,2.0,12.0,0.0,6.0,1994,2.0,6.0
Lorenzo Neal,2.0,9.0,0.0,4.5,1994,4.0,2.3
Tommie Agee,1.0,2.0,0.0,2.0,1994,3.0,0.7
Steve Avery,1.0,2.0,0.0,2.0,1994,3.0,0.7
Eric Ball,1.0,4.0,0.0,4.0,1994,2.0,2.0
Tony Carter,1.0,24.0,0.0,24.0,1994,1.0,24.0
Charles Evans,1.0,2.0,0.0,2.0,1994,1.0,2.0
Scottie Graham,1.0,1.0,0.0,1.0,1994,1.0,1.0
Tim Lester,1.0,1.0,0.0,1.0,1994,5.0,0.2
Dorsey Levens,1.0,9.0,0.0,9.0,1994,3.0,3.0
Fred McAfee,1.0,4.0,0.0,4.0,1994,1.0,4.0
Fred McAfee,1.0,4.0,0.0,4.0,1994,1.0,4.0
Fred McAfee,0.0,0.0,0.0,0.0,1994,0.0,0.0
Derrick Moore,1.0,10.0,0.0,10.0,1994,1.0,10.0
Jon Vaughn,1.0,5.0,1.0,5.0,1994,2.0,2.5
Tim Worley,1.0,8.0,0.0,8.0,1994,1.0,8.0
Jamal Anderson,0.0,0.0,0.0,0.0,1994,0.0,0.0
Beno Bryant,0.0,0.0,0.0,0.0,1994,0.0,0.0
Corey Croom,0.0,0.0,0.0,0.0,1994,1.0,0.0
Rodney Culver,0.0,0.0,0.0,0.0,1994,1.0,0.0
Vaughn Dunbar,0.0,0.0,0.0,0.0,1994,0.0,0.0
Keith Elias,0.0,0.0,0.0,0.0,1994,0.0,0.0
Mark Higgs,0.0,0.0,0.0,0.0,1994,0.0,0.0
Mark Higgs,0.0,0.0,0.0,0.0,1994,0.0,0.0
Mark Higgs,0.0,0.0,0.0,0.0,1994,0.0,0.0
Napoleon McCallum,0.0,0.0,0.0,0.0,1994,0.0,0.0
Lamar Smith,0.0,0.0,0.0,0.0,1994,0.0,0.0
Darrell Thompson,0.0,0.0,0.0,0.0,1994,0.0,0.0
Spencer Tillman,0.0,0.0,0.0,0.0,1994,0.0,0.0
Ed Toner,0.0,0.0,0.0,0.0,1994,0.0,0.0
Adam Walker,0.0,0.0,0.0,0.0,1994,1.0,0.0
Robert Wilson,0.0,0.0,0.0,0.0,1994,0.0,0.0
Larry Centers,101.0,962.0,2.0,9.5,1995,119.0,8.1
Derek Loville,87.0,662.0,3.0,7.6,1995,110.0,6.0
Amp Lee,71.0,558.0,1.0,7.9,1995,95.0,5.9
Adrian Murrell,71.0,465.0,2.0,6.5,1995,100.0,4.7
Terry Kirby,66.0,618.0,3.0,9.4,1995,83.0,7.4
Ronnie Harmon,63.0,673.0,5.0,10.7,1995,88.0,7.6
Emmitt Smith,62.0,375.0,0.0,6.0,1995,78.0,4.8
Ricky Watters,62.0,434.0,1.0,7.0,1995,93.0,4.7
Edgar Bennett,61.0,648.0,4.0,10.6,1995,79.0,8.2
Earnest Byner,61.0,494.0,2.0,8.1,1995,84.0,5.9
Todd McNair,60.0,501.0,1.0,8.4,1995,84.0,6.0
Marshall Faulk,56.0,475.0,3.0,8.5,1995,74.0,6.4
Kimble Anders,55.0,349.0,1.0,6.3,1995,82.0,4.3
Harvey Williams,54.0,375.0,0.0,6.9,1995,60.0,6.3
Dave Meggett,52.0,334.0,0.0,6.4,1995,86.0,3.9
Keith Byars,51.0,362.0,2.0,7.1,1995,70.0,5.2
Terrell Davis,49.0,367.0,1.0,7.5,1995,82.0,4.5
Dorsey Levens,48.0,434.0,4.0,9.0,1995,57.0,7.6
Barry Sanders,48.0,398.0,1.0,8.3,1995,70.0,5.7
William Floyd,47.0,348.0,1.0,7.4,1995,62.0,5.6
Eric Bieniemy,43.0,424.0,0.0,9.9,1995,60.0,7.1
Aaron Craver,43.0,369.0,1.0,8.6,1995,57.0,6.5
Tony Carter,40.0,329.0,1.0,8.2,1995,57.0,5.8
Bernie Parmalee,39.0,345.0,1.0,8.8,1995,46.0,7.5
Rodney Thomas,39.0,204.0,2.0,5.2,1995,59.0,3.5
Johnny Bailey,38.0,265.0,0.0,7.0,1995,55.0,4.8
Brian Mitchell,38.0,324.0,1.0,8.5,1995,50.0,6.5
Craig Heyward,37.0,350.0,2.0,9.5,1995,46.0,7.6
Derek Brown,35.0,266.0,1.0,7.6,1995,49.0,5.4
Derrick Fenner,35.0,252.0,3.0,7.2,1995,45.0,5.6
Chris Warren,35.0,247.0,1.0,7.1,1995,50.0,4.9
Terry Allen,31.0,232.0,1.0,7.5,1995,40.0,5.8
Herschel Walker,31.0,234.0,1.0,7.5,1995,44.0,5.3
Daryl Johnston,30.0,248.0,1.0,8.3,1995,46.0,5.4
Curtis Martin,30.0,261.0,1.0,8.7,1995,50.0,5.2
Bob Christian,29.0,255.0,1.0,8.8,1995,35.0,7.3
Garrison Hearst,29.0,243.0,1.0,8.4,1995,47.0,5.2
Anthony Johnson,29.0,207.0,0.0,7.1,1995,34.0,6.1
Anthony Johnson,13.0,86.0,0.0,6.6,1995,14.0,6.1
Anthony Johnson,16.0,121.0,0.0,7.6,1995,20.0,6.1
Robert Green,28.0,246.0,0.0,8.8,1995,38.0,6.5
Marcus Allen,27.0,210.0,0.0,7.8,1995,42.0,5.0
Harold Green,27.0,182.0,1.0,6.7,1995,41.0,4.4
Brad Baxter,26.0,160.0,0.0,6.2,1995,39.0,4.1
Sam Gash,26.0,242.0,1.0,9.3,1995,43.0,5.6
Erric Pegram,26.0,206.0,1.0,7.9,1995,35.0,5.9
Thurman Thomas,26.0,220.0,2.0,8.5,1995,41.0,5.4
Marc Logan,25.0,276.0,2.0,11.0,1995,39.0,7.1
Rodney Hampton,24.0,142.0,0.0,5.9,1995,28.0,5.1
Darick Holmes,24.0,214.0,0.0,8.9,1995,34.0,6.3
John Williams,24.0,127.0,1.0,5.3,1995,36.0,3.5
Roosevelt Potts,21.0,228.0,1.0,10.9,1995,33.0,6.9
James Stewart,21.0,190.0,1.0,9.0,1995,27.0,7.0
James Joseph,20.0,118.0,0.0,5.9,1995,25.0,4.7
Mario Bates,18.0,114.0,0.0,6.3,1995,21.0,5.4
Jerome Bettis,18.0,106.0,0.0,5.9,1995,23.0,4.6
Charles Evans,18.0,119.0,1.0,6.6,1995,28.0,4.3
Le'Shai Maston,18.0,131.0,0.0,7.3,1995,25.0,5.2
Lamont Warren,17.0,159.0,0.0,9.4,1995,24.0,6.6
Leonard Russell,16.0,89.0,0.0,5.6,1995,31.0,2.9
Fred McAfee,15.0,88.0,0.0,5.9,1995,19.0,4.6
Errict Rhett,14.0,110.0,0.0,7.9,1995,29.0,3.8
Leroy Hoard,13.0,103.0,0.0,7.9,1995,16.0,6.4
Vince Workman,13.0,74.0,0.0,5.7,1995,22.0,3.4
Vince Workman,13.0,74.0,0.0,5.7,1995,21.0,3.5
Vince Workman,0.0,0.0,0.0,0.0,1995,1.0,0.0
Lorenzo Neal,12.0,123.0,1.0,10.3,1995,13.0,9.5
Mack Strong,12.0,117.0,3.0,9.8,1995,16.0,7.3
Steve Avery,11.0,82.0,1.0,7.5,1995,14.0,5.9
Howard Griffith,11.0,63.0,1.0,5.7,1995,14.0,4.5
Adam Walker,11.0,78.0,0.0,7.1,1995,21.0,3.7
Steve Broussard,10.0,94.0,0.0,9.4,1995,18.0,5.2
Charlie Garner,10.0,61.0,0.0,6.1,1995,15.0,4.1
Keith Elias,9.0,69.0,0.0,7.7,1995,12.0,5.8
Napoleon Kaufman,9.0,62.0,0.0,6.9,1995,16.0,3.9
Fred McCrary,9.0,60.0,0.0,6.7,1995,13.0,4.6
Leroy Thompson,9.0,37.0,0.0,4.1,1995,13.0,2.8
Jeff Cothran,8.0,44.0,0.0,5.5,1995,18.0,2.4
Ronald Moore,8.0,50.0,0.0,6.3,1995,11.0,4.5
Bam Morris,8.0,36.0,0.0,4.5,1995,10.0,3.6
Lorenzo White,8.0,64.0,0.0,8.0,1995,8.0,8.0
Jerry Ellison,7.0,44.0,0.0,6.3,1995,13.0,3.4
Greg Hill,7.0,45.0,0.0,6.4,1995,14.0,3.2
Natrone Means,7.0,46.0,0.0,6.6,1995,9.0,5.1
Rashaan Salaam,7.0,56.0,0.0,8.0,1995,13.0,4.3
Robert Smith,7.0,35.0,0.0,5.0,1995,11.0,3.2
Steve Smith,7.0,59.0,1.0,8.4,1995,10.0,5.9
Charles Way,7.0,76.0,1.0,10.9,1995,12.0,6.3
Ray Zellars,7.0,33.0,0.0,4.7,1995,11.0,3.0
Gary Brown,6.0,16.0,0.0,2.7,1995,8.0,2.0
Tommy Vardell,6.0,18.0,0.0,3.0,1995,10.0,1.8
Richie Anderson,5.0,26.0,0.0,5.2,1995,8.0,3.3
Rod Bernstine,5.0,54.0,0.0,10.8,1995,8.0,6.8
Rodney Culver,5.0,21.0,0.0,4.2,1995,5.0,4.2
Aaron Hayden,5.0,53.0,0.0,10.6,1995,5.0,10.6
Earnest Hunter,5.0,42.0,0.0,8.4,1995,8.0,5.3
Randy Jordan,5.0,89.0,1.0,17.8,1995,12.0,7.4
Irving Spikes,5.0,18.0,1.0,3.6,1995,6.0,3.0
Tyrone Wheatley,5.0,27.0,0.0,5.4,1995,5.0,5.4
Jamal Anderson,4.0,42.0,0.0,10.5,1995,6.0,7.0
Scottie Graham,4.0,30.0,0.0,7.5,1995,5.0,6.0
Derrick Moore,4.0,12.0,0.0,3.0,1995,8.0,1.5
Kevin Turner,4.0,29.0,0.0,7.3,1995,4.0,7.3
Terrell Fletcher,3.0,26.0,0.0,8.7,1995,5.0,5.2
William Henderson,3.0,21.0,0.0,7.0,1995,5.0,4.2
Derrick Ned,3.0,9.0,0.0,3.0,1995,3.0,3.0
Reggie Rivers,3.0,32.0,0.0,10.7,1995,3.0,10.7
Blair Thomas,3.0,24.0,0.0,8.0,1995,5.0,4.8
Sherman Williams,3.0,28.0,0.0,9.3,1995,3.0,9.3
Jamal Willis,3.0,8.0,0.0,2.7,1995,3.0,2.7
Marion Butts,2.0,10.0,0.0,5.0,1995,2.0,5.0
Zack Crockett,2.0,35.0,0.0,17.5,1995,4.0,8.8
Mike Dulaney,2.0,22.0,0.0,11.0,1995,2.0,11.0
Vaughn Dunbar,2.0,11.0,0.0,5.5,1995,4.0,2.8
Ricky Ervins,2.0,21.0,0.0,10.5,1995,3.0,7.0
Carwell Gardner,2.0,17.0,0.0,8.5,1995,8.0,2.1
Ronald Humphrey,2.0,11.0,0.0,5.5,1995,2.0,5.5
Kenyon Rasheed,2.0,15.0,0.0,7.5,1995,2.0,7.5
Greg Robinson,2.0,12.0,0.0,6.0,1995,5.0,2.4
Dexter Carter,2.0,4.0,0.0,2.0,1995,5.0,0.8
Dexter Carter,1.0,0.0,0.0,0.0,1995,1.0,0.0
