Player,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Year,Rec_Tgt,Rec_Y/Tgt
Karim Abdul-Jabbar,4.0,25.0,0.0,6.3,1999,6.0,4.2
Karim Abdul-Jabbar,13.0,59.0,1.0,4.5,1999,16.0,3.7
Michael Basnight,16.0,172.0,0.0,10.8,1999,19.0,9.1
Kenny Bynum,16.0,209.0,2.0,13.1,1999,23.0,9.1
Michael Pittman,16.0,196.0,0.0,12.3,1999,27.0,7.3
J.J. Johnson,15.0,100.0,0.0,6.7,1999,23.0,4.3
Bernie Parmalee,15.0,113.0,0.0,7.5,1999,15.0,7.5
Lawrence Phillips,15.0,152.0,0.0,10.1,1999,20.0,7.6
Terry Allen,14.0,125.0,1.0,8.9,1999,19.0,6.6
Tavian Banks,14.0,137.0,0.0,9.8,1999,14.0,9.8
Edgar Bennett,14.0,116.0,0.0,8.3,1999,21.0,5.5
Robert Holcombe,14.0,163.0,1.0,11.6,1999,27.0,6.0
Greg Hill,13.0,77.0,0.0,5.9,1999,23.0,3.3
Priest Holmes,13.0,104.0,1.0,8.0,1999,17.0,6.1
Anthony Johnson,13.0,103.0,0.0,7.9,1999,19.0,5.4
Kevin Faulk,12.0,98.0,1.0,8.2,1999,19.0,5.2
LeShon Johnson,12.0,86.0,1.0,7.2,1999,15.0,5.7
Daimon Shelton,12.0,87.0,0.0,7.3,1999,13.0,6.7
Jon Witman,12.0,106.0,0.0,8.8,1999,22.0,4.8
Derek Loville,11.0,50.0,0.0,4.5,1999,16.0,3.1
Cecil Martin,11.0,22.0,0.0,2.0,1999,16.0,1.4
Charles Way,11.0,59.0,0.0,5.4,1999,21.0,2.8
Donnell Bennett,10.0,41.0,0.0,4.1,1999,12.0,3.4
Byron Hanspard,10.0,93.0,0.0,9.3,1999,18.0,5.2
Nick Luchey,10.0,96.0,0.0,9.6,1999,12.0,8.0
Joel Makovicka,10.0,70.0,1.0,7.0,1999,19.0,3.7
Fred Taylor,10.0,83.0,0.0,8.3,1999,15.0,5.5
Robert Thomas,10.0,64.0,0.0,6.4,1999,20.0,3.2
James Allen,9.0,91.0,0.0,10.1,1999,11.0,8.3
Natrone Means,9.0,51.0,1.0,5.7,1999,13.0,3.9
Rodney Thomas,9.0,72.0,0.0,8.0,1999,11.0,6.5
Kevin Turner,9.0,46.0,0.0,5.1,1999,14.0,3.3
Greg Comella,8.0,39.0,0.0,4.9,1999,10.0,3.9
Zack Crockett,8.0,56.0,1.0,7.0,1999,12.0,4.7
Skip Hicks,8.0,72.0,0.0,9.0,1999,10.0,7.2
Randy Jordan,8.0,82.0,0.0,10.3,1999,16.0,5.1
Winslow Oliver,8.0,74.0,0.0,9.3,1999,13.0,5.7
Troy Davis,7.0,53.0,0.0,7.6,1999,15.0,3.5
Bam Morris,7.0,37.0,0.0,5.3,1999,11.0,3.4
Lorenzo Neal,7.0,27.0,2.0,3.9,1999,11.0,2.5
Mike Sellers,7.0,105.0,2.0,15.0,1999,12.0,8.8
Tommy Vardell,7.0,36.0,0.0,5.1,1999,11.0,3.3
Cecil Collins,6.0,32.0,0.0,5.3,1999,8.0,4.0
Ty Hallock,6.0,22.0,0.0,3.7,1999,8.0,2.8
James Hodgins,6.0,35.0,0.0,5.8,1999,6.0,5.8
Jim Kleinsasser,6.0,13.0,0.0,2.2,1999,12.0,1.1
Basil Mitchell,6.0,48.0,0.0,8.0,1999,9.0,5.3
Mario Bates,5.0,34.0,0.0,6.8,1999,7.0,4.9
James Bostic,5.0,8.0,0.0,1.6,1999,7.0,1.1
John Avery,4.0,24.0,0.0,6.0,1999,9.0,2.7
John Avery,0.0,0.0,0.0,0.0,1999,2.0,0.0
John Avery,4.0,24.0,0.0,6.0,1999,7.0,3.4
Sean Bennett,4.0,27.0,0.0,6.8,1999,8.0,3.4
Autry Denson,4.0,28.0,0.0,7.0,1999,6.0,4.7
Keith Elias,4.0,16.0,0.0,4.0,1999,5.0,3.2
Jerry Ellison,4.0,50.0,0.0,12.5,1999,4.0,12.5
Brock Olivo,4.0,24.0,0.0,6.0,1999,8.0,3.0
De'Mond Parker,4.0,15.0,0.0,3.8,1999,5.0,3.0
Wilmont Perry,4.0,26.0,0.0,6.5,1999,9.0,2.9
Paul Shields,4.0,37.0,0.0,9.3,1999,7.0,5.3
Detron Smith,4.0,23.0,0.0,5.8,1999,5.0,4.6
Ki-Jana Carter,3.0,24.0,0.0,8.0,1999,6.0,4.0
Mike Cloud,3.0,25.0,0.0,8.3,1999,3.0,8.3
Terrell Davis,3.0,26.0,0.0,8.7,1999,3.0,8.7
Terry Jackson,3.0,6.0,0.0,2.0,1999,3.0,2.0
Amp Lee,3.0,22.0,1.0,7.3,1999,4.0,5.5
Thurman Thomas,3.0,37.0,1.0,12.3,1999,5.0,7.4
Sedrick Shaw,3.0,4.0,0.0,1.3,1999,3.0,1.3
Sedrick Shaw,2.0,8.0,0.0,4.0,1999,2.0,4.0
Sedrick Shaw,1.0,-4.0,0.0,-4.0,1999,1.0,-4.0
Rabih Abdullah,2.0,11.0,0.0,5.5,1999,3.0,3.7
Kimble Anders,2.0,14.0,0.0,7.0,1999,5.0,2.8
Jamal Anderson,2.0,34.0,0.0,17.0,1999,2.0,17.0
Eric Bieniemy,2.0,28.0,0.0,14.0,1999,2.0,14.0
Gary Brown,2.0,2.0,0.0,1.0,1999,2.0,1.0
Chris Floyd,2.0,16.0,0.0,8.0,1999,5.0,3.2
Tim Lester,2.0,9.0,0.0,4.5,1999,4.0,2.3
Kevin McLeod,2.0,5.0,1.0,2.5,1999,3.0,1.7
Dino Philyaw,2.0,23.0,0.0,11.5,1999,5.0,4.6
Harold Shaw,2.0,31.0,0.0,15.5,1999,3.0,10.3
Antowain Smith,2.0,32.0,0.0,16.0,1999,2.0,16.0
Amos Zereoue,2.0,17.0,0.0,8.5,1999,2.0,8.5
Obafemi Ayanbadejo,1.0,2.0,0.0,2.0,1999,1.0,2.0
Michael Bates,1.0,2.0,0.0,2.0,1999,1.0,2.0
Scott Greene,1.0,4.0,0.0,4.0,1999,1.0,4.0
Chris Howard,1.0,8.0,0.0,8.0,1999,3.0,2.7
Travis Jervey,1.0,2.0,0.0,2.0,1999,1.0,2.0
Daryl Johnston,1.0,4.0,0.0,4.0,1999,2.0,2.0
Dennis McKinley,1.0,4.0,0.0,4.0,1999,2.0,2.0
Mack Strong,1.0,5.0,0.0,5.0,1999,3.0,1.7
Jermaine Williams,1.0,20.0,0.0,20.0,1999,2.0,10.0
Moe Williams,1.0,12.0,0.0,12.0,1999,3.0,4.0
Robert Chancey,0.0,0.0,0.0,0.0,1999,0.0,0.0
Jermaine Fazande,0.0,0.0,0.0,0.0,1999,0.0,0.0
Chris Fuamatu-Ma'afala,0.0,0.0,0.0,0.0,1999,0.0,0.0
Lennox Gordon,0.0,0.0,0.0,0.0,1999,0.0,0.0
Ahman Green,0.0,0.0,0.0,0.0,1999,2.0,0.0
Chris Hetherington,0.0,0.0,0.0,0.0,1999,0.0,0.0
Leon Johnson,0.0,0.0,0.0,0.0,1999,0.0,0.0
George Jones,0.0,0.0,0.0,0.0,1999,0.0,0.0
Anthony Lynn,0.0,0.0,0.0,0.0,1999,0.0,0.0
Stacey Mack,0.0,0.0,0.0,0.0,1999,0.0,0.0
Brian Milne,0.0,0.0,0.0,0.0,1999,0.0,0.0
Joe Montgomery,0.0,0.0,0.0,0.0,1999,1.0,0.0
Harold Morrow,0.0,0.0,0.0,0.0,1999,0.0,0.0
Marvin Powell,0.0,0.0,0.0,0.0,1999,1.0,0.0
Rashaan Salaam,0.0,0.0,0.0,0.0,1999,0.0,0.0
Jerald Sowell,0.0,0.0,0.0,0.0,1999,0.0,0.0
Eddie Watson,0.0,0.0,0.0,0.0,1999,0.0,0.0
Justin Watson,0.0,0.0,0.0,0.0,1999,5.0,0.0
Richie Anderson,88.0,853.0,2.0,9.7,2000,125.0,6.8
Larry Centers,81.0,600.0,3.0,7.4,2000,93.0,6.5
Marshall Faulk,81.0,830.0,8.0,10.2,2000,113.0,7.3
Ahman Green,73.0,559.0,3.0,7.7,2000,99.0,5.6
Michael Pittman,73.0,579.0,2.0,7.9,2000,91.0,6.4
Tiki Barber,70.0,719.0,1.0,10.3,2000,95.0,7.6
Curtis Martin,70.0,508.0,2.0,7.3,2000,96.0,5.3
Charlie Garner,68.0,647.0,3.0,9.5,2000,94.0,6.9
Edgerrin James,63.0,594.0,5.0,9.4,2000,87.0,6.8
Ricky Watters,63.0,613.0,2.0,9.7,2000,92.0,6.7
Tony Richardson,58.0,468.0,3.0,8.1,2000,75.0,6.2
Kevin Faulk,51.0,465.0,1.0,9.1,2000,68.0,6.8
Eddie George,50.0,453.0,2.0,9.1,2000,65.0,7.0
Terrell Fletcher,48.0,355.0,1.0,7.4,2000,71.0,5.0
Bob Christian,44.0,315.0,0.0,7.2,2000,63.0,5.0
Warrick Dunn,44.0,422.0,1.0,9.6,2000,69.0,6.1
Ricky Williams,44.0,409.0,1.0,9.3,2000,55.0,7.4
Jamal Anderson,42.0,382.0,0.0,9.1,2000,58.0,6.6
James Allen,39.0,291.0,1.0,7.5,2000,60.0,4.9
Sammy Morris,37.0,268.0,1.0,7.2,2000,48.0,5.6
Travis Prentice,37.0,191.0,1.0,5.2,2000,43.0,4.4
Greg Comella,36.0,274.0,0.0,7.6,2000,50.0,5.5
Robert Smith,36.0,348.0,3.0,9.7,2000,44.0,7.9
Fred Taylor,36.0,240.0,2.0,6.7,2000,53.0,4.5
William Henderson,35.0,234.0,1.0,6.7,2000,45.0,5.2
Tim Biakabutuka,34.0,341.0,2.0,10.0,2000,58.0,5.9
Stephen Davis,33.0,313.0,0.0,9.5,2000,49.0,6.4
Shawn Bryson,32.0,271.0,2.0,8.5,2000,46.0,5.9
Priest Holmes,32.0,221.0,0.0,6.9,2000,46.0,4.8
Thomas Jones,32.0,208.0,0.0,6.5,2000,46.0,4.5
James Stewart,32.0,287.0,1.0,9.0,2000,48.0,6.0
Chris Warren,32.0,303.0,1.0,9.5,2000,43.0,7.0
Chris Warren,31.0,302.0,1.0,9.7,2000,42.0,7.2
Chris Warren,1.0,1.0,0.0,1.0,2000,1.0,1.0
Fred Beasley,31.0,233.0,3.0,7.5,2000,51.0,4.6
Cecil Martin,31.0,219.0,0.0,7.1,2000,39.0,5.6
Lamar Smith,31.0,201.0,2.0,6.5,2000,38.0,5.3
Chad Morton,30.0,213.0,0.0,7.1,2000,37.0,5.8
Randy Jordan,27.0,299.0,1.0,11.1,2000,32.0,9.3
Jamal Lewis,27.0,296.0,0.0,11.0,2000,36.0,8.2
Jon Ritchie,26.0,173.0,0.0,6.7,2000,33.0,5.2
Stanley Pritchett,25.0,193.0,0.0,7.7,2000,30.0,6.4
Duce Staley,25.0,201.0,0.0,8.0,2000,33.0,6.1
Darnell Autry,24.0,275.0,1.0,11.5,2000,37.0,7.4
Mike Anderson,23.0,169.0,0.0,7.3,2000,32.0,5.3
Obafemi Ayanbadejo,23.0,168.0,1.0,7.3,2000,29.0,5.8
Mack Strong,23.0,141.0,1.0,6.1,2000,30.0,4.7
Robert Thomas,23.0,117.0,2.0,5.1,2000,31.0,3.8
J.R. Redmond,20.0,126.0,2.0,6.3,2000,29.0,4.3
Tyrone Wheatley,20.0,156.0,1.0,7.8,2000,34.0,4.6
Brandon Bennett,19.0,168.0,0.0,8.8,2000,29.0,5.8
Corey Dillon,18.0,158.0,0.0,8.8,2000,26.0,6.1
Fred McCrary,18.0,141.0,2.0,7.8,2000,26.0,5.4
William Floyd,17.0,114.0,1.0,6.7,2000,27.0,4.2
Marc Edwards,16.0,128.0,2.0,8.0,2000,22.0,5.8
Jermaine Fazande,16.0,104.0,0.0,6.5,2000,18.0,5.8
Howard Griffith,16.0,101.0,2.0,6.3,2000,31.0,3.3
Dorsey Levens,16.0,146.0,0.0,9.1,2000,21.0,7.0
Adrian Murrell,16.0,93.0,0.0,5.8,2000,22.0,4.2
Thurman Thomas,16.0,117.0,1.0,7.3,2000,24.0,4.9
Kimble Anders,15.0,76.0,0.0,5.1,2000,19.0,4.0
Mario Bates,15.0,109.0,0.0,7.3,2000,21.0,5.2
Brad Hoover,15.0,112.0,0.0,7.5,2000,19.0,5.9
Autry Denson,14.0,105.0,0.0,7.5,2000,23.0,4.6
Chris Hetherington,14.0,116.0,1.0,8.3,2000,21.0,5.5
Rob Konrad,14.0,83.0,0.0,5.9,2000,24.0,3.5
Errict Rhett,14.0,78.0,0.0,5.6,2000,19.0,4.1
Michael Wiley,14.0,72.0,1.0,5.1,2000,18.0,4.0
Mike Alstott,13.0,93.0,0.0,7.2,2000,19.0,4.9
Jerome Bettis,13.0,97.0,0.0,7.5,2000,19.0,5.1
Napoleon Kaufman,13.0,127.0,1.0,9.8,2000,24.0,5.3
Brian Mitchell,13.0,89.0,1.0,6.8,2000,21.0,4.2
Jamel White,13.0,100.0,0.0,7.7,2000,19.0,5.3
Anthony Johnson,12.0,153.0,0.0,12.8,2000,16.0,9.6
Cory Schlesinger,12.0,73.0,0.0,6.1,2000,18.0,4.1
Terrelle Smith,12.0,65.0,0.0,5.4,2000,18.0,3.6
Chris Fuamatu-Ma'afala,11.0,107.0,0.0,9.7,2000,16.0,6.7
Clif Groce,11.0,45.0,0.0,4.1,2000,13.0,3.5
Emmitt Smith,11.0,79.0,0.0,7.2,2000,14.0,5.6
Zack Crockett,10.0,62.0,0.0,6.2,2000,15.0,4.1
Richard Huntley,10.0,91.0,0.0,9.1,2000,19.0,4.8
J.J. Johnson,10.0,61.0,0.0,6.1,2000,12.0,5.1
Jim Kleinsasser,10.0,98.0,0.0,9.8,2000,14.0,7.0
Justin Watson,10.0,56.0,0.0,5.6,2000,11.0,5.1
Tony Carter,9.0,73.0,0.0,8.1,2000,15.0,4.9
Lorenzo Neal,9.0,31.0,2.0,3.4,2000,13.0,2.4
De'Mond Parker,9.0,50.0,0.0,5.6,2000,12.0,4.2
Bernie Parmalee,9.0,66.0,0.0,7.3,2000,13.0,5.1
Curtis Enis,8.0,68.0,0.0,8.5,2000,11.0,6.2
Robert Holcombe,8.0,90.0,1.0,11.3,2000,12.0,7.5
Sedrick Irvin,8.0,90.0,0.0,11.3,2000,12.0,7.5
Rodney Thomas,8.0,35.0,1.0,4.4,2000,11.0,3.2
Nick Luchey,7.0,84.0,0.0,12.0,2000,19.0,4.4
Sam Gash,6.0,30.0,1.0,5.0,2000,11.0,2.7
Joel Makovicka,6.0,18.0,0.0,3.0,2000,9.0,2.0
Jerald Sowell,6.0,84.0,0.0,14.0,2000,7.0,12.0
Shaun Alexander,5.0,41.0,0.0,8.2,2000,11.0,3.7
Michael Bates,5.0,38.0,0.0,7.6,2000,8.0,4.8
Skip Hicks,5.0,43.0,0.0,8.6,2000,5.0,8.6
Terry Jackson,5.0,48.0,1.0,9.6,2000,5.0,9.6
Dan Kreider,5.0,42.0,0.0,8.4,2000,8.0,5.3
Brian Milne,5.0,33.0,1.0,6.6,2000,5.0,6.6
Jon Witman,5.0,33.0,0.0,6.6,2000,7.0,4.7
Jim Finn,4.0,13.0,1.0,3.3,2000,6.0,2.2
Patrick Pass,4.0,17.0,0.0,4.3,2000,8.0,2.1
Daimon Shelton,4.0,48.0,0.0,12.0,2000,10.0,4.8
Moe Williams,4.0,31.0,0.0,7.8,2000,7.0,4.4
Raymont Harris,4.0,20.0,0.0,5.0,2000,4.0,5.0
Raymont Harris,2.0,19.0,0.0,9.5,2000,2.0,9.5
Raymont Harris,2.0,1.0,0.0,0.5,2000,2.0,0.5
Ron Dayne,3.0,11.0,0.0,3.7,2000,3.0,3.7
Olandis Gary,3.0,10.0,0.0,3.3,2000,5.0,2.0
Chris Howard,3.0,26.0,0.0,8.7,2000,5.0,5.2
Terry Kirby,3.0,19.0,0.0,6.3,2000,4.0,4.8
Jonathan Linton,3.0,8.0,1.0,2.7,2000,4.0,2.0
Brock Olivo,3.0,50.0,0.0,16.7,2000,4.0,12.5
Antowain Smith,3.0,20.0,0.0,6.7,2000,5.0,4.0
Rabih Abdullah,2.0,14.0,0.0,7.0,2000,2.0,7.0
Donnell Bennett,2.0,17.0,0.0,8.5,2000,2.0,8.5
Reggie Brown,2.0,9.0,0.0,4.5,2000,4.0,2.3
Kenny Bynum,2.0,13.0,0.0,6.5,2000,2.0,6.5
Mike Cloud,2.0,16.0,0.0,8.0,2000,2.0,8.0
Terrell Davis,2.0,4.0,0.0,2.0,2000,2.0,2.0
Deon Dyer,2.0,14.0,0.0,7.0,2000,2.0,7.0
James Hodgins,2.0,5.0,0.0,2.5,2000,2.0,2.5
Dennis McKinley,2.0,13.0,0.0,6.5,2000,4.0,3.3
Harold Shaw,2.0,11.0,0.0,5.5,2000,4.0,2.8
Paul Smith,2.0,55.0,0.0,27.5,2000,3.0,18.3
Terry Allen,1.0,7.0,0.0,7.0,2000,1.0,7.0
Marlon Barnes,1.0,7.0,0.0,7.0,2000,3.0,2.3
Trung Canidate,1.0,4.0,0.0,4.0,2000,3.0,1.3
Robert Chancey,1.0,6.0,0.0,6.0,2000,2.0,3.0
KaRon Coleman,1.0,5.0,0.0,5.0,2000,3.0,1.7
Chris Floyd,1.0,21.0,0.0,21.0,2000,2.0,10.5
Herbert Goodman,1.0,0.0,0.0,0.0,2000,1.0,0.0
Ronney Jenkins,1.0,1.0,0.0,1.0,2000,2.0,0.5
Amp Lee,1.0,20.0,0.0,20.0,2000,3.0,6.7
Glyn Milburn,1.0,8.0,0.0,8.0,2000,3.0,2.7
Harold Morrow,1.0,2.0,0.0,2.0,2000,1.0,2.0
Detron Smith,1.0,1.0,1.0,1.0,2000,3.0,0.3
Maurice Smith,1.0,5.0,0.0,5.0,2000,1.0,5.0
Aaron Stecker,1.0,15.0,0.0,15.0,2000,1.0,15.0
Clarence Williams,1.0,5.0,0.0,5.0,2000,2.0,2.5
Karim Abdul-Jabbar,0.0,0.0,0.0,0.0,2000,0.0,0.0
Chad Dukes,0.0,0.0,0.0,0.0,2000,0.0,0.0
Lennox Gordon,0.0,0.0,0.0,0.0,2000,0.0,0.0
Mike Green,0.0,0.0,0.0,0.0,2000,1.0,0.0
Troy Hambrick,0.0,0.0,0.0,0.0,2000,0.0,0.0
Travis Jervey,0.0,0.0,0.0,0.0,2000,0.0,0.0
Curtis Keaton,0.0,0.0,0.0,0.0,2000,0.0,0.0
Stacey Mack,0.0,0.0,0.0,0.0,2000,0.0,0.0
Fred McAfee,0.0,0.0,0.0,0.0,2000,0.0,0.0
Basil Mitchell,0.0,0.0,0.0,0.0,2000,2.0,0.0
Joe Montgomery,0.0,0.0,0.0,0.0,2000,0.0,0.0
Jerald Moore,0.0,0.0,0.0,0.0,2000,0.0,0.0
Frank Moreau,0.0,0.0,0.0,0.0,2000,1.0,0.0
Ron Rivers,0.0,0.0,0.0,0.0,2000,1.0,0.0
Charlie Rogers,0.0,0.0,0.0,0.0,2000,1.0,0.0
Shyrone Stith,0.0,0.0,0.0,0.0,2000,0.0,0.0
Jermaine Williams,0.0,0.0,0.0,0.0,2000,0.0,0.0
Amos Zereoue,0.0,0.0,0.0,0.0,2000,0.0,0.0
Marshall Faulk,83.0,765.0,9.0,9.2,2001,104.0,7.4
Larry Centers,80.0,620.0,2.0,7.8,2001,105.0,5.9
Tiki Barber,72.0,577.0,0.0,8.0,2001,98.0,5.9
Charlie Garner,72.0,578.0,2.0,8.0,2001,91.0,6.4
Warrick Dunn,68.0,557.0,3.0,8.2,2001,97.0,5.7
Duce Staley,63.0,626.0,2.0,9.9,2001,91.0,6.9
Ahman Green,62.0,594.0,2.0,9.6,2001,82.0,7.2
Priest Holmes,62.0,614.0,2.0,9.9,2001,75.0,8.2
Cory Schlesinger,60.0,466.0,0.0,7.8,2001,85.0,5.5
Ricky Williams,60.0,511.0,1.0,8.5,2001,88.0,5.8
LaDainian Tomlinson,59.0,367.0,0.0,6.2,2001,74.0,5.0
Curtis Martin,53.0,320.0,0.0,6.0,2001,63.0,5.1
Bob Christian,45.0,392.0,2.0,8.7,2001,60.0,6.5
Shaun Alexander,44.0,343.0,2.0,7.8,2001,59.0,5.8
Jamel White,44.0,418.0,1.0,9.5,2001,60.0,7.0
Michael Pittman,42.0,264.0,0.0,6.3,2001,66.0,4.0
Garrison Hearst,41.0,347.0,1.0,8.5,2001,55.0,6.3
Richie Anderson,40.0,252.0,2.0,6.3,2001,57.0,4.4
Lamont Warren,40.0,336.0,1.0,8.4,2001,60.0,5.6
Greg Comella,39.0,253.0,1.0,6.5,2001,55.0,4.6
Eddie George,37.0,279.0,0.0,7.5,2001,51.0,5.5
Mike Alstott,35.0,231.0,1.0,6.6,2001,50.0,4.6
Corey Dillon,34.0,228.0,3.0,6.7,2001,61.0,3.7
Dominic Rhodes,34.0,224.0,0.0,6.6,2001,55.0,4.1
James Allen,30.0,203.0,1.0,6.8,2001,43.0,4.7
Kevin Faulk,30.0,189.0,2.0,6.3,2001,36.0,5.3
Tony Richardson,30.0,265.0,0.0,8.8,2001,40.0,6.6
Lamar Smith,30.0,234.0,2.0,7.8,2001,35.0,6.7
Michael Bennett,29.0,226.0,1.0,7.8,2001,38.0,5.9
Travis Minor,29.0,263.0,1.0,9.1,2001,37.0,7.1
Stephen Davis,28.0,205.0,0.0,7.3,2001,37.0,5.5
Brad Hoover,26.0,185.0,0.0,7.1,2001,47.0,3.9
Marc Edwards,25.0,166.0,2.0,6.6,2001,39.0,4.3
Obafemi Ayanbadejo,24.0,121.0,1.0,5.0,2001,33.0,3.7
Edgerrin James,24.0,193.0,0.0,8.0,2001,29.0,6.7
Jim Kleinsasser,24.0,184.0,0.0,7.7,2001,28.0,6.6
Dorsey Levens,24.0,159.0,1.0,6.6,2001,35.0,4.5
Cecil Martin,24.0,124.0,2.0,5.2,2001,34.0,3.6
Terrell Fletcher,23.0,184.0,0.0,8.0,2001,29.0,6.3
Chris Hetherington,23.0,124.0,0.0,5.4,2001,35.0,3.5
Stacey Mack,23.0,165.0,1.0,7.2,2001,34.0,4.9
James Stewart,23.0,242.0,1.0,10.5,2001,26.0,9.3
Moe Williams,23.0,210.0,0.0,9.1,2001,35.0,6.0
Kevan Barlow,22.0,247.0,1.0,11.2,2001,28.0,8.8
Travis Henry,22.0,179.0,0.0,8.1,2001,27.0,6.6
Anthony Thomas,22.0,178.0,0.0,8.1,2001,30.0,5.9
William Henderson,21.0,193.0,0.0,9.2,2001,28.0,6.9
Richard Huntley,21.0,101.0,1.0,4.8,2001,32.0,3.2
Thomas Jones,21.0,151.0,0.0,7.2,2001,24.0,6.3
Brandon Bennett,20.0,150.0,0.0,7.5,2001,26.0,5.8
Lorenzo Neal,19.0,101.0,1.0,5.3,2001,27.0,3.7
Jon Ritchie,19.0,154.0,2.0,8.1,2001,27.0,5.7
Antowain Smith,19.0,192.0,1.0,10.1,2001,28.0,6.9
Maurice Smith,19.0,230.0,1.0,12.1,2001,27.0,8.5
Elvis Joseph,18.0,183.0,2.0,10.2,2001,24.0,7.6
Terry Allen,17.0,68.0,0.0,4.0,2001,20.0,3.4
Trung Canidate,17.0,154.0,0.0,9.1,2001,23.0,6.7
Jameel Cook,17.0,89.0,0.0,5.2,2001,23.0,3.9
Emmitt Smith,17.0,116.0,0.0,6.8,2001,21.0,5.5
Mack Strong,17.0,141.0,0.0,8.3,2001,29.0,4.9
Fred Beasley,16.0,99.0,0.0,6.2,2001,28.0,3.5
Doug Chapman,16.0,135.0,1.0,8.4,2001,19.0,7.1
Chris Fuamatu-Ma'afala,16.0,127.0,1.0,7.9,2001,20.0,6.4
Joel Makovicka,16.0,95.0,1.0,5.9,2001,28.0,3.4
Michael Wiley,16.0,99.0,1.0,6.2,2001,27.0,3.7
Donnell Bennett,15.0,112.0,0.0,7.5,2001,25.0,4.5
Patrick Hape,15.0,96.0,3.0,6.4,2001,19.0,5.1
Deuce McAllister,15.0,166.0,1.0,11.1,2001,20.0,8.3
Correll Buckhalter,13.0,130.0,0.0,10.0,2001,21.0,6.2
Ki-Jana Carter,13.0,83.0,0.0,6.4,2001,21.0,4.0
Fred McCrary,13.0,71.0,0.0,5.5,2001,23.0,3.1
Harold Morrow,13.0,142.0,0.0,10.9,2001,18.0,7.9
J.R. Redmond,13.0,132.0,0.0,10.2,2001,21.0,6.3
Amos Zereoue,13.0,154.0,1.0,11.8,2001,14.0,11.0
Tim Biakabutuka,12.0,121.0,0.0,10.1,2001,17.0,7.1
Terrell Davis,12.0,69.0,0.0,5.8,2001,21.0,3.3
Mike Green,12.0,64.0,1.0,5.3,2001,13.0,4.9
Terry Jackson,12.0,91.0,2.0,7.6,2001,14.0,6.5
Daimon Shelton,12.0,76.0,1.0,6.3,2001,18.0,4.2
Tyrone Wheatley,12.0,61.0,1.0,5.1,2001,16.0,3.8
Tony Carter,11.0,83.0,0.0,7.5,2001,14.0,5.9
Ricky Watters,11.0,107.0,0.0,9.7,2001,22.0,4.9
Aaron Stecker,10.0,101.0,1.0,10.1,2001,13.0,7.8
Shawn Bryson,9.0,59.0,0.0,6.6,2001,11.0,5.4
Sam Gash,9.0,80.0,1.0,8.9,2001,14.0,5.7
Bryan Johnson,9.0,129.0,0.0,14.3,2001,11.0,11.7
Randy Jordan,9.0,63.0,0.0,7.0,2001,15.0,4.2
Terry Kirby,9.0,62.0,0.0,6.9,2001,9.0,6.9
Mike Anderson,8.0,46.0,0.0,5.8,2001,12.0,3.8
Jerome Bettis,8.0,48.0,0.0,6.0,2001,10.0,4.8
Ron Dayne,8.0,67.0,0.0,8.4,2001,11.0,6.1
Nick Goings,8.0,39.0,0.0,4.9,2001,9.0,4.3
James Jackson,7.0,56.0,0.0,8.0,2001,10.0,5.6
LaMont Jordan,7.0,44.0,1.0,6.3,2001,10.0,4.4
Sammy Morris,7.0,36.0,0.0,5.1,2001,9.0,4.0
Jason Brookins,6.0,45.0,0.0,7.5,2001,9.0,5.0
KaRon Coleman,6.0,45.0,0.0,7.5,2001,11.0,4.1
Brian Mitchell,6.0,122.0,0.0,20.3,2001,8.0,15.3
Patrick Pass,6.0,66.0,1.0,11.0,2001,10.0,6.6
Jon Witman,6.0,32.0,0.0,5.3,2001,8.0,4.0
Skip Hicks,5.0,22.0,0.0,4.4,2001,6.0,3.7
Rob Konrad,5.0,52.0,1.0,10.4,2001,13.0,4.0
Robert Thomas,5.0,19.0,1.0,3.8,2001,10.0,1.9
Stephen Trejo,5.0,61.0,0.0,12.2,2001,10.0,6.1
Patrick Washington,5.0,36.0,0.0,7.2,2001,9.0,4.0
Aveion Cason,4.0,32.0,0.0,8.0,2001,4.0,8.0
Reuben Droughns,4.0,21.0,1.0,5.3,2001,5.0,4.2
Olandis Gary,4.0,29.0,0.0,7.3,2001,5.0,5.8
Ben Gay,4.0,11.0,0.0,2.8,2001,7.0,1.6
Troy Hambrick,4.0,62.0,0.0,15.5,2001,12.0,5.2
James Hodgins,4.0,24.0,1.0,6.0,2001,7.0,3.4
J.J. Johnson,4.0,21.0,0.0,5.3,2001,6.0,3.5
Terrelle Smith,4.0,30.0,2.0,7.5,2001,8.0,3.8
Damon Washington,4.0,25.0,0.0,6.3,2001,6.0,4.2
Jamal Anderson,3.0,111.0,1.0,37.0,2001,4.0,27.8
Rabih Abdullah,2.0,26.0,0.0,13.0,2001,2.0,13.0
Zack Crockett,2.0,10.0,0.0,5.0,2001,3.0,3.3
Phillip Crosby,2.0,16.0,0.0,8.0,2001,2.0,8.0
Dan Kreider,2.0,5.0,0.0,2.5,2001,4.0,1.3
Rondell Mealey,2.0,31.0,0.0,15.5,2001,2.0,15.5
Jamie Reader,2.0,14.0,0.0,7.0,2001,5.0,2.8
Fred Taylor,2.0,13.0,0.0,6.5,2001,3.0,4.3
Rodney Thomas,2.0,26.0,0.0,13.0,2001,3.0,8.7
