Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Le'Veon Bell,106.0,85.0,655.0,2.0,7.7,6.2,2017
Alvin Kamara,100.0,81.0,826.0,5.0,10.2,8.3,2017
Christian McCaffrey,113.0,80.0,651.0,5.0,8.1,5.8,2017
Duke Johnson,93.0,74.0,693.0,3.0,9.4,7.5,2017
Todd Gurley,87.0,64.0,788.0,6.0,12.3,9.1,2017
Carlos Hyde,88.0,59.0,350.0,0.0,5.9,4.0,2017
LeSean McCoy,77.0,59.0,448.0,2.0,7.6,5.8,2017
Melvin Gordon,83.0,58.0,476.0,4.0,8.2,5.7,2017
Mark Ingram,71.0,58.0,416.0,0.0,7.2,5.9,2017
James White,72.0,56.0,429.0,3.0,7.7,6.0,2017
Tarik Cohen,71.0,53.0,353.0,1.0,6.7,5.0,2017
Kareem Hunt,63.0,53.0,455.0,3.0,8.6,7.2,2017
Theo Riddick,71.0,53.0,444.0,2.0,8.4,6.3,2017
Jerick McKinnon,68.0,51.0,421.0,2.0,8.3,6.2,2017
Javorius Allen,60.0,46.0,250.0,2.0,5.4,4.2,2017
Shane Vereen,53.0,44.0,253.0,0.0,5.8,4.8,2017
Giovani Bernard,60.0,43.0,389.0,2.0,9.0,6.5,2017
DeMarco Murray,47.0,39.0,266.0,1.0,6.8,5.7,2017
Chris Thompson,54.0,39.0,510.0,4.0,13.1,9.4,2017
Andre Ellington,59.0,39.0,369.0,0.0,9.5,6.3,2017
Andre Ellington,50.0,33.0,297.0,0.0,9.0,5.9,2017
Andre Ellington,9.0,6.0,72.0,0.0,12.0,8.0,2017
Matt Forte,45.0,37.0,293.0,1.0,7.9,6.5,2017
Leonard Fournette,48.0,36.0,302.0,1.0,8.4,6.3,2017
Devonta Freeman,47.0,36.0,317.0,1.0,8.8,6.7,2017
Lamar Miller,45.0,36.0,327.0,3.0,9.1,7.3,2017
Charles Sims,47.0,35.0,249.0,1.0,7.1,5.3,2017
Wayne Gallman,48.0,34.0,193.0,1.0,5.7,4.0,2017
J.D. McKissic,46.0,34.0,266.0,2.0,7.8,5.8,2017
DeAndre Washington,45.0,34.0,197.0,1.0,5.8,4.4,2017
Kyle Juszczyk,42.0,33.0,315.0,1.0,9.5,7.5,2017
Danny Woodhead,39.0,33.0,200.0,0.0,6.1,5.1,2017
Kenyan Drake,48.0,32.0,239.0,1.0,7.5,5.0,2017
Dion Lewis,35.0,32.0,214.0,3.0,6.7,6.1,2017
Devontae Booker,38.0,30.0,275.0,0.0,9.2,7.2,2017
Rex Burkhead,36.0,30.0,254.0,3.0,8.5,7.1,2017
Joe Mixon,34.0,30.0,287.0,0.0,9.6,8.4,2017
T.J. Yeldon,41.0,30.0,224.0,0.0,7.5,5.5,2017
Frank Gore,38.0,29.0,245.0,1.0,8.4,6.4,2017
C.J. Anderson,40.0,28.0,224.0,1.0,8.0,5.6,2017
Isaiah Crowell,42.0,28.0,182.0,0.0,6.5,4.3,2017
Tevin Coleman,39.0,27.0,299.0,3.0,11.1,7.7,2017
Austin Ekeler,35.0,27.0,279.0,3.0,10.3,8.0,2017
Jalen Richard,36.0,27.0,256.0,1.0,9.5,7.1,2017
Charcandrick West,34.0,27.0,150.0,2.0,5.6,4.4,2017
Ezekiel Elliott,38.0,26.0,269.0,2.0,10.3,7.1,2017
Ameer Abdullah,35.0,25.0,162.0,1.0,6.5,4.6,2017
Jamaal Williams,34.0,25.0,262.0,2.0,10.5,7.7,2017
Jay Ajayi,34.0,24.0,158.0,1.0,6.6,4.6,2017
Jay Ajayi,20.0,14.0,67.0,0.0,4.8,3.4,2017
Jay Ajayi,14.0,10.0,91.0,1.0,9.1,6.5,2017
Jamaal Charles,28.0,23.0,129.0,0.0,5.6,4.6,2017
Alex Collins,36.0,23.0,187.0,0.0,8.1,5.2,2017
Jordan Howard,32.0,23.0,125.0,0.0,5.4,3.9,2017
Ty Montgomery,31.0,23.0,173.0,1.0,7.5,5.6,2017
Bilal Powell,33.0,23.0,170.0,0.0,7.4,5.2,2017
Samaje Perine,24.0,22.0,182.0,1.0,8.3,7.6,2017
Matt Breida,36.0,21.0,180.0,1.0,8.6,5.0,2017
Chris Ivory,28.0,21.0,175.0,1.0,8.3,6.3,2017
Marlon Mack,33.0,21.0,225.0,1.0,10.7,6.8,2017
Benny Cunningham,26.0,20.0,240.0,2.0,12.0,9.2,2017
Marshawn Lynch,31.0,20.0,151.0,0.0,7.6,4.9,2017
Damien Williams,28.0,20.0,155.0,1.0,7.8,5.5,2017
Orleans Darkwa,28.0,19.0,116.0,0.0,6.1,4.1,2017
Rod Smith,23.0,19.0,202.0,1.0,10.6,8.8,2017
Elijah McGuire,26.0,17.0,177.0,1.0,10.4,6.8,2017
Peyton Barber,19.0,16.0,114.0,0.0,7.1,6.0,2017
Travaris Cadet,19.0,16.0,119.0,0.0,7.4,6.3,2017
Travaris Cadet,3.0,3.0,26.0,0.0,8.7,8.7,2017
Travaris Cadet,16.0,13.0,93.0,0.0,7.2,5.8,2017
Mike Davis,18.0,15.0,131.0,0.0,8.7,7.3,2017
Latavius Murray,17.0,15.0,103.0,0.0,6.9,6.1,2017
Kapri Bibbs,17.0,14.0,128.0,1.0,9.1,7.5,2017
De'Anthony Thomas,16.0,14.0,143.0,2.0,10.2,8.9,2017
Mike Tolbert,17.0,14.0,78.0,0.0,5.6,4.6,2017
Wendell Smallwood,18.0,13.0,103.0,0.0,7.9,5.7,2017
Adam Shaheen,14.0,12.0,127.0,3.0,10.6,9.1,2017
Dalvin Cook,16.0,11.0,90.0,0.0,8.2,5.6,2017
Derrick Henry,17.0,11.0,136.0,1.0,12.4,8.0,2017
Adrian Peterson,19.0,11.0,70.0,0.0,6.4,3.7,2017
Adrian Peterson,3.0,2.0,4.0,0.0,2.0,1.3,2017
Adrian Peterson,16.0,9.0,66.0,0.0,7.3,4.1,2017
Corey Clement,15.0,10.0,123.0,2.0,12.3,8.2,2017
Kerwynn Williams,15.0,10.0,93.0,0.0,9.3,6.2,2017
Malcolm Brown,11.0,9.0,53.0,0.0,5.9,4.8,2017
Aaron Jones,18.0,9.0,22.0,0.0,2.4,1.2,2017
Doug Martin,18.0,9.0,84.0,0.0,9.3,4.7,2017
Thomas Rawls,13.0,9.0,94.0,0.0,10.4,7.2,2017
Jacquizz Rodgers,11.0,9.0,74.0,0.0,8.2,6.7,2017
Robert Turbin,11.0,9.0,56.0,0.0,6.2,5.1,2017
LeGarrette Blount,8.0,8.0,50.0,1.0,6.3,6.3,2017
Tyler Ervin,11.0,8.0,38.0,0.0,4.8,3.5,2017
Paul Perkins,10.0,8.0,46.0,0.0,5.8,4.6,2017
Jonathan Stewart,15.0,8.0,52.0,1.0,6.5,3.5,2017
Alfred Blue,9.0,7.0,54.0,0.0,7.7,6.0,2017
Chris Carson,8.0,7.0,59.0,1.0,8.4,7.4,2017
Patrick DiMarco,10.0,7.0,28.0,0.0,4.0,2.8,2017
C.J. Ham,8.0,7.0,68.0,0.0,9.7,8.5,2017
Alfred Morris,9.0,7.0,45.0,0.0,6.4,5.0,2017
Aaron Ripkowski,10.0,7.0,39.0,0.0,5.6,3.9,2017
Darren Sproles,12.0,7.0,73.0,0.0,10.4,6.1,2017
Tommy Bohanon,11.0,6.0,43.0,1.0,7.2,3.9,2017
James Develin,10.0,6.0,38.0,0.0,6.3,3.8,2017
D'Onta Foreman,8.0,6.0,83.0,0.0,13.8,10.4,2017
David Johnson,9.0,6.0,67.0,0.0,11.2,7.4,2017
Eddie Lacy,6.0,6.0,47.0,0.0,7.8,7.8,2017
Byron Marshall,8.0,6.0,36.0,0.0,6.0,4.5,2017
Jamize Olawale,7.0,6.0,33.0,0.0,5.5,4.7,2017
Branden Oliver,11.0,6.0,26.0,0.0,4.3,2.4,2017
C.J. Prosise,11.0,6.0,87.0,0.0,14.5,7.9,2017
Anthony Sherman,8.0,6.0,47.0,0.0,7.8,5.9,2017
Kenjon Barner,8.0,5.0,56.0,0.0,11.2,7.0,2017
Chris Johnson,6.0,5.0,43.0,0.0,8.6,7.2,2017
Bobby Rainey,7.0,5.0,18.0,0.0,3.6,2.6,2017
Fozzy Whittaker,6.0,5.0,47.0,1.0,9.4,7.8,2017
Matthew Dayes,5.0,4.0,29.0,0.0,7.3,5.8,2017
Jeremy Hill,4.0,4.0,16.0,0.0,4.0,4.0,2017
Akeem Hunt,7.0,4.0,31.0,0.0,7.8,4.4,2017
Andy Janovich,6.0,4.0,35.0,0.0,8.8,5.8,2017
Robert Kelley,7.0,4.0,18.0,0.0,4.5,2.6,2017
Elijhaa Penny,6.0,4.0,38.0,0.0,9.5,6.3,2017
Jay Prosch,4.0,4.0,31.0,0.0,7.8,7.8,2017
Patrick Ricard,4.0,4.0,12.0,2.0,3.0,3.0,2017
