Player,Rec_Tgt,Rec_Rec,Rec_Yds,Rec_TD,Rec_Y/R,Rec_Y/Tgt,Year
Marshall Faulk,103.0,87.0,1048.0,5.0,12.0,10.2,1999
Dorsey Levens,81.0,71.0,573.0,1.0,8.1,7.1,1999
Larry Centers,90.0,69.0,544.0,3.0,7.9,6.0,1999
Tiki Barber,91.0,66.0,609.0,2.0,9.2,6.7,1999
Warrick Dunn,82.0,64.0,589.0,2.0,9.2,7.2,1999
Edgerrin James,82.0,62.0,586.0,4.0,9.5,7.1,1999
Terry Kirby,77.0,58.0,528.0,3.0,9.1,6.9,1999
Charlie Garner,76.0,56.0,535.0,2.0,9.6,7.0,1999
Adrian Murrell,71.0,49.0,335.0,0.0,6.8,4.7,1999
Eddie George,65.0,47.0,458.0,4.0,9.7,7.0,1999
Curtis Enis,68.0,45.0,340.0,2.0,7.6,5.0,1999
Terrell Fletcher,65.0,45.0,360.0,0.0,8.0,5.5,1999
Curtis Martin,49.0,45.0,259.0,0.0,5.8,5.3,1999
Jon Ritchie,61.0,45.0,408.0,1.0,9.1,6.7,1999
Stanley Pritchett,58.0,43.0,312.0,4.0,7.3,5.4,1999
Duce Staley,66.0,41.0,294.0,2.0,7.2,4.5,1999
Bob Christian,62.0,40.0,354.0,2.0,8.9,5.7,1999
Ricky Watters,62.0,40.0,387.0,2.0,9.7,6.2,1999
Fred McCrary,50.0,37.0,201.0,1.0,5.4,4.0,1999
Reggie Brown,47.0,34.0,228.0,1.0,6.7,4.9,1999
Rob Konrad,66.0,34.0,251.0,1.0,7.4,3.8,1999
Chris Warren,45.0,34.0,224.0,0.0,6.6,5.0,1999
Fred Beasley,51.0,32.0,282.0,0.0,8.8,5.5,1999
Charles Evans,47.0,32.0,235.0,1.0,7.3,5.0,1999
Corey Dillon,49.0,31.0,290.0,1.0,9.4,5.9,1999
Brian Mitchell,40.0,31.0,305.0,0.0,9.8,7.6,1999
William Henderson,39.0,30.0,203.0,1.0,6.8,5.2,1999
Richie Anderson,36.0,29.0,302.0,3.0,10.4,8.4,1999
Jonathan Linton,37.0,29.0,228.0,1.0,7.9,6.2,1999
Lamont Warren,48.0,29.0,262.0,1.0,9.0,5.5,1999
Ricky Williams,40.0,28.0,172.0,0.0,6.1,4.3,1999
Mike Alstott,33.0,27.0,239.0,2.0,8.9,7.2,1999
Marc Edwards,40.0,27.0,212.0,2.0,7.9,5.3,1999
Richard Huntley,39.0,27.0,253.0,3.0,9.4,6.5,1999
Emmitt Smith,32.0,27.0,119.0,2.0,4.4,3.7,1999
Howard Griffith,39.0,26.0,192.0,1.0,7.4,4.9,1999
Clif Groce,40.0,25.0,154.0,0.0,6.2,3.9,1999
Sedrick Irvin,32.0,25.0,233.0,0.0,9.3,7.3,1999
Errict Rhett,32.0,24.0,169.0,2.0,7.0,5.3,1999
Tony Richardson,28.0,24.0,141.0,0.0,5.9,5.0,1999
Robert Smith,30.0,24.0,166.0,0.0,6.9,5.5,1999
Tim Biakabutuka,29.0,23.0,189.0,0.0,8.2,6.5,1999
Stephen Davis,28.0,23.0,111.0,0.0,4.8,4.0,1999
Fred Lane,30.0,23.0,163.0,0.0,7.1,5.4,1999
Ron Rivers,24.0,22.0,173.0,1.0,7.9,7.2,1999
Jerome Bettis,28.0,21.0,110.0,0.0,5.2,3.9,1999
William Floyd,32.0,21.0,179.0,0.0,8.5,5.6,1999
Olandis Gary,29.0,21.0,159.0,0.0,7.6,5.5,1999
Cory Schlesinger,34.0,21.0,151.0,1.0,7.2,4.4,1999
James Stewart,24.0,21.0,108.0,0.0,5.1,4.5,1999
Tyrone Wheatley,38.0,21.0,196.0,3.0,9.3,5.2,1999
Tony Carter,31.0,20.0,108.0,0.0,5.4,3.5,1999
Sam Gash,27.0,20.0,163.0,2.0,8.2,6.0,1999
Glyn Milburn,30.0,20.0,151.0,0.0,7.6,5.0,1999
Lamar Smith,30.0,20.0,151.0,1.0,7.6,5.0,1999
Aaron Craver,42.0,19.0,154.0,0.0,8.1,3.7,1999
Napoleon Kaufman,25.0,18.0,181.0,1.0,10.1,7.2,1999
Rashaan Shehee,19.0,18.0,136.0,0.0,7.6,7.2,1999
Tremayne Stephens,23.0,18.0,133.0,1.0,7.4,5.8,1999
Leroy Hoard,20.0,17.0,166.0,0.0,9.8,8.3,1999
Ken Oxendine,22.0,17.0,172.0,1.0,10.1,7.8,1999
Karim Abdul-Jabbar,22.0,17.0,84.0,1.0,4.9,3.8,1999
Karim Abdul-Jabbar,6.0,4.0,25.0,0.0,6.3,4.2,1999
Karim Abdul-Jabbar,16.0,13.0,59.0,1.0,4.5,3.7,1999
Michael Basnight,19.0,16.0,172.0,0.0,10.8,9.1,1999
Kenny Bynum,23.0,16.0,209.0,2.0,13.1,9.1,1999
Michael Pittman,27.0,16.0,196.0,0.0,12.3,7.3,1999
J.J. Johnson,23.0,15.0,100.0,0.0,6.7,4.3,1999
Bernie Parmalee,15.0,15.0,113.0,0.0,7.5,7.5,1999
Lawrence Phillips,20.0,15.0,152.0,0.0,10.1,7.6,1999
Terry Allen,19.0,14.0,125.0,1.0,8.9,6.6,1999
Tavian Banks,14.0,14.0,137.0,0.0,9.8,9.8,1999
Edgar Bennett,21.0,14.0,116.0,0.0,8.3,5.5,1999
Robert Holcombe,27.0,14.0,163.0,1.0,11.6,6.0,1999
Greg Hill,23.0,13.0,77.0,0.0,5.9,3.3,1999
Priest Holmes,17.0,13.0,104.0,1.0,8.0,6.1,1999
Anthony Johnson,19.0,13.0,103.0,0.0,7.9,5.4,1999
Kevin Faulk,19.0,12.0,98.0,1.0,8.2,5.2,1999
LeShon Johnson,15.0,12.0,86.0,1.0,7.2,5.7,1999
Daimon Shelton,13.0,12.0,87.0,0.0,7.3,6.7,1999
Jon Witman,22.0,12.0,106.0,0.0,8.8,4.8,1999
Derek Loville,16.0,11.0,50.0,0.0,4.5,3.1,1999
Cecil Martin,16.0,11.0,22.0,0.0,2.0,1.4,1999
Charles Way,21.0,11.0,59.0,0.0,5.4,2.8,1999
Donnell Bennett,12.0,10.0,41.0,0.0,4.1,3.4,1999
Byron Hanspard,18.0,10.0,93.0,0.0,9.3,5.2,1999
Nick Luchey,12.0,10.0,96.0,0.0,9.6,8.0,1999
Joel Makovicka,19.0,10.0,70.0,1.0,7.0,3.7,1999
Fred Taylor,15.0,10.0,83.0,0.0,8.3,5.5,1999
Robert Thomas,20.0,10.0,64.0,0.0,6.4,3.2,1999
James Allen,11.0,9.0,91.0,0.0,10.1,8.3,1999
Natrone Means,13.0,9.0,51.0,1.0,5.7,3.9,1999
Rodney Thomas,11.0,9.0,72.0,0.0,8.0,6.5,1999
Kevin Turner,14.0,9.0,46.0,0.0,5.1,3.3,1999
Greg Comella,10.0,8.0,39.0,0.0,4.9,3.9,1999
Zack Crockett,12.0,8.0,56.0,1.0,7.0,4.7,1999
Skip Hicks,10.0,8.0,72.0,0.0,9.0,7.2,1999
Randy Jordan,16.0,8.0,82.0,0.0,10.3,5.1,1999
Winslow Oliver,13.0,8.0,74.0,0.0,9.3,5.7,1999
Troy Davis,15.0,7.0,53.0,0.0,7.6,3.5,1999
Bam Morris,11.0,7.0,37.0,0.0,5.3,3.4,1999
Lorenzo Neal,11.0,7.0,27.0,2.0,3.9,2.5,1999
